@relation 'magic04_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.5-A12-M-1'

@attribute 0.449fSize-0.442fConc-0.429fConc1+0.408fLength+0.395fWidth+0.257fDist-0.145fAsym-0.097fAlpha+0.012fM3Trans+0.005fM3Long numeric
@attribute '0.6  fM3Long+0.487fAsym-0.457fAlpha-0.245fWidth-0.226fLength-0.196fConc1-0.188fConc+0.093fSize-0.031fM3Trans+0.012fDist' numeric
@attribute class {g,h}

@data
4.173275,2.258848,g
-1.860203,-0.257021,g
-1.593364,0.06948,g
-1.60983,0.33167,g
2.065232,0.437238,g
-0.455372,0.047188,g
0.720401,0.836264,g
-1.942254,-0.349779,g
-0.720374,0.443188,g
-0.027468,0.704335,g
0.509177,0.253592,g
-0.527665,1.050895,g
-1.618202,0.397051,g
1.863941,1.890576,g
1.739504,0.770161,g
1.286784,-0.36926,g
-0.069505,0.104494,g
-3.359759,-0.415935,g
0.155074,0.675294,g
0.513722,-0.41542,g
-0.510268,0.67493,g
-1.240357,0.546827,g
-2.789783,-0.010345,g
0.071222,0.650811,g
0.259261,0.187327,g
4.288123,0.744127,g
-0.383035,0.348814,g
0.220795,1.142624,g
-1.512494,-0.148222,g
-2.039715,-1.469012,g
2.243042,1.123356,g
1.4113,1.006237,g
-0.292579,-1.106857,g
1.417094,1.657255,g
0.800073,-0.430861,g
0.930976,0.61506,g
-0.821133,0.717764,g
1.286816,1.183527,g
-3.029393,-1.435135,g
2.780758,0.87548,g
-0.176125,0.883053,g
-1.546349,0.173412,g
-3.28692,-1.19623,g
-1.583098,0.038098,g
1.090422,0.170362,g
2.553651,1.159131,g
0.108415,0.356259,g
-0.982987,-0.680442,g
2.989414,-0.097292,g
2.584464,2.18262,g
-2.635027,-0.224959,g
2.252254,2.068613,g
0.773867,0.882484,g
-1.555659,0.405344,g
-1.940686,-0.42817,g
-2.623118,-0.004474,g
-0.226006,1.040496,g
0.443097,0.963674,g
-0.668524,-0.163372,g
-1.517595,0.538454,g
1.159035,1.25658,g
0.562269,1.181551,g
-2.743888,-0.480351,g
-1.905683,0.139059,g
0.616238,1.195082,g
-0.12286,1.811975,g
-0.902117,-1.222355,g
-0.205842,-0.174956,g
0.116109,1.253317,g
-0.260916,-0.005831,g
-1.261254,-0.987173,g
-1.705571,-0.397643,g
0.490015,1.410384,g
-0.12908,1.129222,g
-2.985175,0.167011,g
-2.300138,-1.061963,g
-0.924887,-1.164872,g
-2.596008,-1.054122,g
-1.240544,0.181662,g
-1.900178,-0.868371,g
-0.85699,0.993089,g
-1.59918,-0.554931,g
1.484349,1.273161,g
2.942851,2.20841,g
-2.199883,-0.028547,g
0.43369,0.982842,g
-1.21961,0.181007,g
2.147393,0.372129,g
-1.46733,-0.79285,g
-0.807477,0.604946,g
-0.302594,0.094397,g
-0.9171,0.589021,g
0.375184,-1.202895,g
2.376055,0.843401,g
0.204703,0.406521,g
0.418806,1.214566,g
-0.659824,0.759556,g
-2.588844,-0.1794,g
-1.54664,0.039594,g
-1.053542,0.449986,g
0.147935,-0.892329,g
-2.458179,-0.151773,g
0.060083,0.645971,g
0.334329,-0.176577,g
-3.651595,-1.472297,g
-1.618625,0.212238,g
-0.665661,0.694048,g
-0.507367,0.254207,g
3.008474,1.176194,g
-1.433718,-0.010384,g
-0.923629,0.818915,g
-1.687393,0.233707,g
-0.443449,0.654465,g
0.601358,0.942369,g
0.921039,1.423351,g
-3.061947,-0.418057,g
-2.251417,-0.190032,g
0.281688,0.497827,g
-1.08134,0.601048,g
0.285453,0.38939,g
2.564616,1.213345,g
-1.307275,0.398608,g
1.169001,-0.3416,g
1.157961,0.121596,g
1.386596,2.462179,g
-1.426395,0.846733,g
0.73371,1.193305,g
0.671077,0.576716,g
0.132444,0.483497,g
1.824062,0.841592,g
1.595736,1.997118,g
2.546683,0.808829,g
1.712899,0.549309,g
-0.707203,1.073259,g
-0.45958,-0.39813,g
1.329897,0.783997,g
-0.50603,0.548694,g
0.816825,1.552701,g
0.373454,0.8102,g
1.864436,1.336598,g
-1.80091,0.547559,g
0.564159,1.613221,g
2.111658,1.034971,g
-3.174209,-1.637594,g
1.767462,1.526156,g
0.126434,0.463118,g
-0.867379,0.40568,g
-1.344655,0.093371,g
1.079496,1.171549,g
-1.265312,-0.143427,g
0.834727,1.280512,g
1.238216,1.792528,g
0.118765,-0.120632,g
0.509628,1.295804,g
0.843518,0.954481,g
-1.430522,0.351616,g
1.178824,1.706147,g
0.007103,0.69752,g
0.849558,2.551344,g
-2.375338,-0.582823,g
1.637023,-0.240836,g
2.170404,0.697439,g
1.536308,1.40775,g
-3.220299,-1.495135,g
-0.818637,-0.625386,g
0.886601,0.336825,g
3.535133,-0.552297,g
0.223549,-0.629789,g
1.195721,1.349827,g
-0.202592,0.621061,g
1.592992,-0.671299,g
-1.018504,0.255313,g
2.531267,1.362691,g
-3.725205,-0.499184,g
1.499437,1.790657,g
0.719795,1.586797,g
3.141067,0.703508,g
4.107271,1.331923,g
-1.747492,0.13698,g
0.310726,1.207484,g
2.232433,0.864175,g
2.765242,1.09247,g
-3.26084,-1.427785,g
-2.076124,-0.437091,g
1.694495,1.743535,g
-0.385237,0.723212,g
0.129758,0.309629,g
-2.837388,-0.085315,g
-2.327339,-0.156801,g
0.108235,1.576785,g
1.470355,1.668137,g
2.266627,0.990353,g
-1.621717,-0.538361,g
0.896043,0.17503,g
-2.344882,0.079776,g
2.850144,-0.674271,g
-0.787282,0.465607,g
-1.646011,0.352052,g
-1.391495,0.462984,g
-1.346185,0.58219,g
2.088345,-0.311646,g
0.648871,0.318909,g
-0.333413,1.708652,g
2.176851,1.932985,g
-0.898841,0.260162,g
-0.107991,0.890171,g
1.133777,1.630699,g
0.842486,0.346119,g
1.946318,1.266003,g
0.547539,1.339647,g
-2.557138,-0.812161,g
2.775677,2.177785,g
0.190688,0.356829,g
1.001917,0.316721,g
2.77988,1.675938,g
-2.176673,-0.71273,g
0.568112,1.200005,g
-0.770927,0.9781,g
-3.317696,-1.238586,g
1.398682,2.613202,g
-0.04758,-0.468442,g
-1.888047,-0.378464,g
-0.328638,0.056261,g
-0.956884,0.451891,g
0.024817,1.044997,g
2.456539,0.973153,g
0.895549,1.334516,g
-1.308992,-0.426815,g
-0.997773,0.34978,g
0.53751,0.055104,g
-1.175674,-1.221105,g
-0.864768,1.106058,g
-0.243336,0.712886,g
2.323088,1.334349,g
1.300966,1.868958,g
-0.917435,0.185523,g
-3.351242,-0.407373,g
-3.348056,-0.214591,g
0.263106,-0.670335,g
-1.968461,-0.623861,g
-1.59361,0.642639,g
2.895207,1.877542,g
-0.194729,0.654005,g
-2.025563,-0.602887,g
0.014215,0.937931,g
-1.348382,0.127945,g
-0.106154,0.202462,g
1.11036,-0.207899,g
1.12639,0.692726,g
-1.33632,-0.135209,g
1.050368,0.481801,g
1.060901,1.380552,g
-2.631629,-0.78113,g
1.833087,1.437514,g
-3.105163,-1.413586,g
-1.52249,0.759092,g
-0.295417,0.5808,g
2.798315,1.857996,g
1.909624,1.189715,g
0.999489,0.738167,g
-3.427469,-1.152272,g
-2.008194,-0.005285,g
3.240302,1.377188,g
-3.257697,-0.437584,g
-0.674775,0.524594,g
0.939867,0.709154,g
0.059657,-0.259914,g
1.366833,1.65633,g
0.206351,0.327599,g
-0.659094,0.416441,g
1.967337,0.707141,g
2.371645,1.085644,g
-0.162299,-0.550157,g
2.0985,1.506426,g
3.401049,2.062703,g
-1.076636,-0.453756,g
0.300234,1.350753,g
-1.865597,0.166441,g
-1.274088,0.533331,g
-0.255411,0.586897,g
-2.574666,-0.456984,g
-2.443174,-0.442805,g
-1.551259,0.223287,g
-3.461236,-0.528651,g
1.862177,0.522957,g
-1.719835,0.082954,g
1.207108,2.053937,g
2.295793,1.769356,g
0.656317,0.565808,g
0.399544,0.628775,g
1.757681,1.856618,g
-2.845222,0.064293,g
-0.683797,1.19336,g
2.44642,0.477746,g
1.822634,1.265848,g
0.721997,0.249875,g
1.797986,1.312563,g
0.313884,-0.084526,g
-1.599538,-0.645696,g
-1.485853,0.975574,g
-0.310289,0.897061,g
0.613897,1.059906,g
-3.60158,-1.604123,g
-0.495854,-0.671822,g
1.532165,-0.105632,g
0.61101,1.128725,g
0.216722,0.509071,g
1.012899,1.500198,g
-0.188437,0.39232,g
-1.820986,-0.42112,g
2.16783,1.799091,g
0.128681,1.091701,g
-2.138532,0.269884,g
-2.895129,-1.434611,g
-2.496697,0.105107,g
2.020298,1.246878,g
1.482453,-1.486833,g
0.61653,1.369622,g
1.921063,2.190909,g
-2.845914,-0.891661,g
-1.356237,0.285014,g
2.389503,2.390198,g
-1.284875,-0.13982,g
0.011334,0.949017,g
-0.080741,-1.106732,g
0.005413,0.373416,g
-0.229739,-0.146707,g
0.366371,0.520956,g
0.549103,1.403552,g
-3.324384,-0.642879,g
2.881073,1.184052,g
-1.940111,0.348098,g
-0.520374,0.386382,g
-1.363231,-0.227525,g
-2.559002,-1.156379,g
-2.029045,-1.181066,g
-2.100561,-0.05841,g
3.564405,1.673356,g
-0.28217,-0.355695,g
0.181268,0.369895,g
1.509298,0.548873,g
0.302679,0.240859,g
-1.28016,0.916346,g
-1.598335,0.276056,g
-0.862903,0.560806,g
0.748205,0.633911,g
0.072155,0.853875,g
-0.380049,-0.190876,g
0.067279,0.784483,g
-1.727831,-0.43376,g
-0.328264,0.583924,g
-0.718527,0.504912,g
-0.88635,0.107098,g
-0.745964,-0.318503,g
-1.582634,0.673957,g
0.065656,0.095668,g
0.837426,1.224774,g
1.427339,1.576431,g
-0.959326,0.010733,g
-2.835837,-0.479303,g
-0.071646,0.93405,g
-1.721526,0.202259,g
1.000958,1.58002,g
0.40137,-0.305162,g
0.058495,0.662436,g
1.821894,1.621404,g
-3.536323,-1.299671,g
0.63135,0.0645,g
-1.107464,0.599712,g
0.006801,0.587855,g
0.289858,1.24222,g
-3.55533,-0.368575,g
-1.8502,0.443914,g
-0.338671,0.18211,g
-0.942647,-0.631286,g
-0.738125,-0.459439,g
-1.531344,0.249773,g
0.660106,1.323408,g
-1.889444,-0.648679,g
1.47943,1.995881,g
-2.212909,-0.523037,g
-0.65866,0.454938,g
3.776272,1.216814,g
2.122851,1.366189,g
-3.217588,-1.27365,g
-1.088991,0.350734,g
-3.060814,-0.52843,g
-1.337055,-0.563971,g
0.167983,1.192471,g
-0.851165,0.763321,g
0.277351,1.24413,g
-2.599149,-0.747983,g
-0.59632,0.985754,g
1.397253,1.914441,g
-3.414287,-1.111475,g
-1.805369,-0.576106,g
2.755667,2.015851,g
5.246694,0.195295,g
1.272778,1.912265,g
-1.079883,-0.053152,g
2.140228,0.56011,g
1.036727,1.319306,g
-0.487567,1.024416,g
0.253655,1.620224,g
0.630416,0.716896,g
0.621152,-0.291787,g
-0.186091,0.913965,g
2.26447,1.080497,g
-0.862638,0.854309,g
-1.643946,0.329892,g
-0.082951,0.550619,g
-1.343524,0.146683,g
-2.894124,-0.470802,g
5.107926,0.626962,g
-0.117308,0.504615,g
-2.722175,-0.069283,g
0.35218,0.862444,g
-3.05117,-0.315038,g
-1.403214,0.69603,g
0.651232,1.495889,g
1.164723,1.705834,g
-0.629769,0.60954,g
-3.200227,-0.656182,g
-2.08791,0.228748,g
2.92405,1.036309,g
1.427575,0.490623,g
-0.538713,0.915485,g
-1.676432,-1.740173,g
2.134876,-0.005096,g
-0.455335,0.142671,g
3.288449,2.080858,g
0.663953,0.128548,g
0.021601,0.312751,g
-1.565093,-0.632797,g
-3.091067,-1.078396,g
0.648777,0.425899,g
-4.441563,-1.145875,g
0.580828,0.41684,g
-0.397875,0.119771,g
-1.442716,-0.723001,g
2.095171,1.16492,g
-1.105114,0.021575,g
0.902,1.143755,g
-0.519146,0.876631,g
0.401593,-0.220802,g
-1.088836,-0.000966,g
0.773352,1.169814,g
-0.34842,1.051369,g
0.739299,1.098974,g
0.250728,1.052861,g
-2.754911,-0.318137,g
-1.428397,0.27192,g
-2.730816,-0.614722,g
0.810244,1.158678,g
0.900629,0.38363,g
0.654892,0.730119,g
-2.327969,-0.355049,g
-1.180692,0.25447,g
2.93306,-0.031026,g
-3.587136,-1.562171,g
-1.692821,-0.343283,g
-0.179667,1.618906,g
-1.230942,0.230907,g
-0.435147,0.836001,g
2.201186,2.13764,g
-1.802013,-0.44176,g
0.67266,1.241016,g
0.803527,0.593006,g
0.211514,0.014892,g
-0.469686,0.952119,g
0.226163,0.705783,g
-2.056628,0.444966,g
0.327046,1.051923,g
0.059201,0.135368,g
-0.181902,1.122566,g
-1.05095,-0.21527,g
-0.291792,0.819624,g
-1.197452,0.467869,g
1.241379,2.014984,g
-3.943931,-0.909412,g
-0.166937,1.027103,g
-0.150521,0.470088,g
1.131686,-1.116809,g
-0.122124,0.904618,g
0.673242,1.542466,g
-0.653605,0.432529,g
-2.892637,-0.65583,g
2.713117,1.036172,g
-0.47907,-0.00612,g
2.825435,-1.027836,g
0.200395,0.625315,g
-0.867419,0.634237,g
1.088888,2.126286,g
1.477473,1.467827,g
2.484561,1.020583,g
-1.970038,-0.474706,g
-1.214898,0.209148,g
-1.983913,-0.402901,g
0.627158,1.338136,g
-0.875401,0.449249,g
-3.22492,-1.054588,g
-2.057461,-0.056024,g
-0.636929,1.003579,g
1.821102,2.330563,g
-0.066548,1.706731,g
2.650329,1.006041,g
-1.643724,0.020966,g
-1.610172,-0.570634,g
1.852049,1.090712,g
0.969474,1.060407,g
-1.783661,0.278564,g
-0.78603,0.324953,g
0.577827,0.343003,g
2.08669,0.08206,g
1.992957,1.49136,g
-2.531235,-0.836939,g
0.560205,0.574006,g
-1.309567,-0.949477,g
1.1218,1.472457,g
-0.470258,0.771145,g
1.436076,-1.151659,g
-2.773401,-1.226108,g
-1.110226,0.509274,g
-0.196207,1.62372,g
1.363538,0.719793,g
-1.343927,-0.458579,g
3.978108,0.320553,g
2.045872,1.633185,g
0.313468,0.808345,g
-0.562027,-0.240374,g
-2.064194,-0.8165,g
-0.52349,0.343453,g
-1.221089,0.026893,g
0.148061,-0.437932,g
-3.036884,-1.188879,g
1.649743,1.019302,g
1.551742,1.045178,g
-1.967333,-0.090168,g
2.458451,0.143043,g
3.711685,2.333296,g
2.287732,2.130338,g
-2.045922,0.15839,g
2.367102,0.575753,g
-2.273112,-1.15909,g
-0.890389,-1.015869,g
-0.221128,0.643283,g
2.170702,1.088473,g
1.927095,0.651423,g
0.209273,0.904831,g
-0.487572,0.089783,g
-2.882391,-0.989414,g
0.470062,1.163825,g
2.433781,-1.174079,g
1.030813,0.855903,g
-1.808661,-0.347326,g
-2.922836,-0.470549,g
1.642983,1.266204,g
-0.429219,0.633016,g
2.653419,2.219083,g
-1.051826,-0.172342,g
0.279058,1.24155,g
0.574422,0.495177,g
-1.034669,0.493358,g
1.177948,1.95899,g
-1.044643,0.377072,g
-0.704214,-0.189376,g
-3.150914,-1.31079,g
-1.590161,0.068637,g
-2.929852,-1.004195,g
-3.50634,-0.493482,g
-2.817484,-0.017441,g
1.528983,-1.196652,g
-2.973925,-0.709008,g
0.058771,0.77594,g
-3.217388,-0.853235,g
0.189759,1.358903,g
-2.002277,-0.426088,g
1.347116,1.432727,g
-2.737557,-0.419015,g
-0.880895,-0.107504,g
-0.561109,-0.705627,g
1.414537,1.817697,g
-0.715009,-0.221705,g
-0.540661,0.80326,g
0.022553,0.405055,g
-0.61976,0.597724,g
-1.685252,0.481768,g
-0.33711,-0.63854,g
2.727567,1.44533,g
0.724674,1.553531,g
-1.449618,0.382232,g
-0.841279,-0.062906,g
-3.130323,-0.383902,g
0.000284,0.51277,g
-3.184051,-0.49912,g
1.465079,0.942367,g
-3.325787,-1.078596,g
-1.878014,0.30834,g
0.351906,0.423174,g
-0.579763,1.285712,g
0.702536,1.021027,g
0.124708,-1.324972,g
0.844077,1.583046,g
0.184318,1.095183,g
-1.810451,-0.415019,g
0.57352,0.505986,g
-0.792441,-0.103662,g
-3.359404,-1.536563,g
0.634527,1.259443,g
-0.544764,0.344084,g
-0.586495,-0.605076,g
0.872986,0.64469,g
1.310992,-0.129621,g
-0.480656,0.598205,g
-2.180889,-0.517316,g
0.020257,1.219998,g
2.364973,1.308008,g
0.241553,-1.33025,g
1.38787,0.407853,g
-3.119375,-0.680615,g
3.497576,1.834539,g
0.727781,1.536615,g
1.135572,1.505052,g
-1.302423,0.236543,g
1.70377,1.370298,g
-2.080256,0.007744,g
-1.721557,0.545752,g
2.744638,0.883792,g
0.982001,1.332971,g
1.287301,0.71296,g
2.207001,2.636456,g
-0.425633,0.790124,g
-0.96069,0.451005,g
2.931112,2.549242,g
0.022825,1.014989,g
1.054836,1.449099,g
-1.711931,-0.668358,g
0.943641,1.434328,g
-0.561285,0.476472,g
-3.302575,-1.176731,g
1.998259,1.679901,g
0.95079,1.265507,g
-3.248748,-0.396436,g
-1.151947,0.328798,g
-0.248955,1.20708,g
-1.466668,-0.240394,g
-1.528434,0.360826,g
1.417286,0.805481,g
2.622777,0.458245,g
-3.309948,-1.574959,g
-2.023004,-0.455493,g
-2.944808,-0.25899,g
0.161574,-0.069385,g
-2.23857,0.437433,g
1.656991,-0.027508,g
1.067942,0.740601,g
0.983585,1.347323,g
0.614568,-0.985689,g
1.811472,0.221193,g
2.924688,1.676655,g
-1.365567,-0.923431,g
1.531695,0.030041,g
-2.398416,-0.017197,g
-0.515955,-0.670533,g
1.452779,1.150477,g
0.584877,1.100891,g
-0.641666,-0.107401,g
1.232921,0.206637,g
-1.359129,-0.781137,g
0.898614,0.529599,g
0.831959,-0.541954,g
-2.337856,-1.060962,g
-1.323452,0.377214,g
-2.161804,-0.744815,g
-3.827,-1.659777,g
-3.478012,-0.53623,g
-3.739776,-1.502074,g
-0.724873,-3.193184,g
-1.788239,-0.922534,g
0.54735,1.883509,g
-0.880944,0.247647,g
0.390151,0.956883,g
0.596991,1.586352,g
2.051888,2.073912,g
-0.771468,-0.828529,g
1.264305,1.621957,g
2.680565,0.967306,g
-2.976868,-1.104732,g
1.482792,1.933217,g
2.204293,-0.468064,g
-1.942759,-0.191933,g
-3.065327,-1.242661,g
-2.764133,-0.087254,g
-1.254818,0.695696,g
-2.452083,-0.009682,g
-1.510028,0.113694,g
-1.886027,-0.335419,g
0.617289,0.790174,g
-0.76303,-0.681887,g
-0.265722,0.600675,g
-0.129475,1.0411,g
1.963985,0.447129,g
-2.414746,-1.204266,g
0.898049,1.632992,g
1.07115,1.459541,g
-0.973502,0.330967,g
-1.7854,-0.074625,g
-0.785664,0.927364,g
3.024876,2.473241,g
-0.548607,-0.049531,g
-2.604813,-0.227794,g
-0.864268,0.225404,g
-3.064519,-1.087376,g
-0.797709,-0.606861,g
-0.82461,-0.364926,g
1.366578,0.732747,g
-2.902911,-0.735998,g
0.553681,1.240904,g
-0.184494,0.818223,g
2.014481,1.6506,g
1.375005,0.752582,g
-1.375968,0.540095,g
-2.122126,-0.805054,g
2.781736,0.840113,g
-0.397529,0.426926,g
-3.046232,-0.85215,g
-2.969559,-1.271601,g
0.515484,1.440891,g
-1.614707,0.373665,g
0.764521,0.771116,g
-0.772485,0.436968,g
-0.349596,0.914082,g
-2.048623,0.019847,g
-1.3293,-0.587967,g
0.449701,0.358124,g
1.540808,1.990188,g
0.091119,0.03983,g
2.547368,0.608792,g
-1.162596,0.372462,g
0.865849,1.094871,g
-0.198404,0.533903,g
-0.405539,0.41601,g
-2.936343,-0.912761,g
2.743792,1.68866,g
0.765873,1.02341,g
3.10776,1.175389,g
-2.259013,-0.128386,g
2.231957,2.279025,g
-1.992482,-1.420482,g
3.859208,1.371133,g
0.712528,1.003446,g
-2.722842,-0.17082,g
1.680725,1.590886,g
1.346359,1.469365,g
-2.57676,-1.293087,g
-1.387219,0.514493,g
-0.848527,0.034689,g
-2.390158,-1.311168,g
-0.123292,0.306836,g
-0.033149,0.82478,g
-0.685864,0.22013,g
-0.67525,0.521674,g
1.316505,1.958237,g
2.088654,2.857738,g
2.127763,1.418903,g
-0.584662,0.588492,g
-1.941943,-0.225745,g
-0.579346,0.430343,g
-3.7668,-1.62472,g
-2.368792,-1.138577,g
-1.805482,-0.065425,g
0.563827,0.81316,g
1.281104,2.135237,g
0.798322,1.249883,g
-1.877815,0.203252,g
-0.801127,-0.074136,g
-3.377615,-1.358544,g
-3.69902,-1.910891,g
-3.109241,-0.376135,g
0.841479,0.66838,g
-1.215831,0.186713,g
0.346919,0.432902,g
0.12589,0.970071,g
-2.845433,-1.371441,g
-3.109517,-0.987933,g
3.378366,1.064765,g
0.491785,0.273599,g
2.111772,1.863515,g
3.080247,1.276003,g
0.35537,0.465323,g
-0.51484,0.922093,g
2.623625,1.985418,g
-2.750308,-1.125243,g
1.384247,1.268581,g
-0.306795,0.307821,g
-1.293852,0.234087,g
-1.630535,-0.622069,g
-0.802753,0.875605,g
-1.41382,0.430881,g
-0.316371,-0.516024,g
3.289334,2.317287,g
2.482427,2.580307,g
1.953179,1.094339,g
-0.634725,0.022014,g
-1.435606,0.335184,g
-0.294484,0.10666,g
1.107528,2.082292,g
-1.15485,-0.607751,g
2.085837,2.244394,g
-1.093039,0.040842,g
-0.986548,0.574782,g
2.121539,1.907726,g
-0.325391,0.740686,g
-0.287902,-0.423666,g
-0.301541,0.956648,g
3.137605,-0.940159,g
0.999697,1.456637,g
-0.619855,0.912314,g
2.92817,2.001989,g
-0.820269,0.368674,g
-0.68625,-0.167287,g
3.13027,0.22423,g
-3.061453,-0.008967,g
-0.422242,-0.178627,g
0.455696,-0.411068,g
-0.555973,-0.254159,g
-1.050127,0.68574,g
-0.862354,0.205593,g
1.111888,1.238516,g
-0.526301,0.990722,g
1.124168,0.98359,g
-2.498758,-0.786159,g
0.065188,1.032913,g
2.765171,0.127778,g
-0.908233,-0.295822,g
0.919238,1.751312,g
-1.332121,0.712237,g
-0.137947,0.824561,g
-2.895858,0.220483,g
2.139071,1.154386,g
-0.996416,0.458911,g
-1.408048,0.851436,g
-3.760458,-0.133662,g
1.065493,1.83974,g
0.265561,-2.988649,g
-0.953696,0.12288,g
-3.077084,-0.393879,g
-0.750267,0.532672,g
-0.273939,0.818737,g
-0.284042,1.072092,g
0.664935,1.606601,g
1.480563,0.278403,g
-0.615483,0.779528,g
-3.182519,-0.369927,g
-1.082069,0.906431,g
2.061171,2.468786,g
-2.181736,-0.895012,g
0.467386,0.846054,g
-1.843528,0.283313,g
0.099375,-0.22722,g
-0.328021,0.602265,g
0.932675,0.875775,g
-0.565099,0.083332,g
1.545479,2.045749,g
-0.313865,1.552026,g
1.000512,0.004063,g
-1.742802,0.249379,g
1.504917,0.249219,g
-0.150414,0.053465,g
-2.933914,-1.267242,g
-1.270176,0.179176,g
-1.969674,-0.317991,g
-1.078266,0.300017,g
-0.550258,0.828318,g
2.234931,1.811124,g
2.163391,1.279373,g
0.37357,1.503606,g
-1.215931,0.616474,g
0.06862,0.205278,g
1.310093,0.427182,g
0.740633,0.528198,g
0.694124,0.351251,g
-2.834828,-0.522524,g
-1.718892,0.422267,g
1.718617,2.168837,g
1.236768,-1.681599,g
-3.246824,-1.113582,g
1.565668,0.445742,g
0.276106,0.605112,g
-2.089411,-0.652408,g
-2.430574,-0.940655,g
-4.206343,-0.9141,g
-3.64568,-1.041223,g
0.015136,-0.10745,g
0.087516,0.487929,g
-0.519315,0.806773,g
1.397369,1.807214,g
0.233876,0.64935,g
0.831335,-1.323249,g
-1.945243,-0.774474,g
2.429851,1.14041,g
-1.242408,-0.49402,g
-1.477618,-1.029381,g
2.572518,1.45186,g
1.976398,1.354473,g
0.709737,0.593028,g
-0.290648,0.962789,g
0.268653,0.922088,g
2.191734,2.290878,g
0.238925,1.342988,g
2.338579,1.991816,g
1.781566,1.963276,g
-0.613255,0.141339,g
-0.561446,1.108365,g
-1.511731,-0.264382,g
-2.98329,-0.877104,g
1.69352,1.728572,g
-0.633074,0.874141,g
1.100768,1.641688,g
-2.090842,-0.188093,g
3.419534,0.782813,g
0.118947,1.091659,g
-2.436895,0.297877,g
-2.04738,-0.055539,g
0.380368,0.700731,g
0.691993,1.207189,g
-3.686544,-0.504351,g
1.646687,1.237148,g
2.949855,0.824198,g
0.448005,0.548537,g
-0.560368,1.07404,g
-0.411268,1.182112,g
2.318712,1.203044,g
2.272465,2.218964,g
0.040798,0.715506,g
0.673252,0.334828,g
0.179399,0.416742,g
-0.323395,0.154884,g
-0.845268,0.211679,g
1.569636,1.174489,g
0.452834,-0.466254,g
1.473678,0.697976,g
0.329047,0.812666,g
-0.990702,-0.954086,g
-1.10314,0.667883,g
-1.25096,-0.171401,g
2.043843,2.341364,g
-2.301549,-1.392774,g
1.815031,0.574156,g
0.048648,0.102978,g
-1.294488,0.666175,g
0.441154,0.562968,g
1.52664,1.766592,g
0.480017,0.633202,g
1.416517,0.673815,g
-2.446722,-0.527774,g
2.594276,2.367733,g
0.174747,0.439498,g
-1.634377,0.235249,g
-1.888688,0.534472,g
1.674914,0.874141,g
2.873822,0.389001,g
0.339244,0.51131,g
4.812561,1.556118,g
-1.369013,0.508919,g
-2.733913,-0.965367,g
1.933085,1.67242,g
-2.313187,0.139407,g
-0.667358,-0.702992,g
-0.586755,0.502169,g
-1.553791,0.14413,g
-1.781315,-1.216912,g
-1.226483,0.732071,g
-2.323789,-0.967592,g
1.342956,1.046503,g
-1.646529,0.125368,g
0.251141,0.248764,g
1.125112,1.642916,g
-1.497762,-0.218451,g
2.539621,1.98033,g
0.247489,1.219804,g
-2.255273,0.127531,g
3.017632,0.78506,g
0.695016,0.851988,g
-2.033569,-1.348362,g
0.192478,0.455627,g
0.337512,1.018674,g
2.443493,0.860977,g
0.825036,0.107737,g
-0.446354,0.411199,g
3.364824,1.092194,g
-0.356447,0.667612,g
-3.084666,-0.281162,g
-0.084119,0.361308,g
-1.665894,0.173034,g
-0.688547,0.43112,g
-2.978912,-0.663594,g
-1.534666,-0.212453,g
-0.247387,-0.26703,g
-0.822356,0.624595,g
0.257462,1.132444,g
0.155809,0.85881,g
0.984578,2.081979,g
-1.634559,0.606955,g
-1.588474,-0.347101,g
1.925186,0.418062,g
-1.711304,0.466394,g
2.179524,1.839789,g
-2.482199,-0.779142,g
-0.12827,-0.17957,g
-0.948059,0.947662,g
-1.329068,0.77262,g
0.529926,0.944074,g
-0.548225,1.2845,g
-2.060906,-0.767005,g
-0.661925,0.331428,g
-0.606334,0.117925,g
0.989303,0.229311,g
0.833824,1.068636,g
0.096271,0.862754,g
-0.399536,-0.3191,g
1.495922,0.841718,g
-3.138067,-1.712818,g
0.72511,0.931304,g
0.146348,0.829005,g
2.371884,1.871313,g
2.116871,1.899855,g
1.480422,2.156128,g
-2.368864,-0.108722,g
1.838644,1.604191,g
1.131937,1.202949,g
-0.694224,0.511378,g
-0.691952,0.130034,g
-0.858497,0.557842,g
-1.53592,0.522173,g
-0.424744,0.405031,g
-2.788435,-0.332029,g
0.220247,1.224109,g
-0.525735,-0.239305,g
1.164688,0.931899,g
2.423688,1.601487,g
-1.234359,-0.768557,g
-2.784047,-0.049024,g
-0.213773,0.149659,g
-3.030029,-1.14455,g
1.071067,0.180921,g
3.371343,0.661287,g
-1.585914,-0.356979,g
-0.228094,0.852758,g
-1.634237,0.428108,g
1.507636,-2.067158,g
0.26085,1.478628,g
1.801283,1.628128,g
-0.42102,0.49337,g
0.478526,1.016151,g
-0.084487,0.288155,g
1.121804,1.760526,g
-1.423535,0.087007,g
-1.065137,0.532984,g
2.00843,1.635686,g
0.65873,0.478319,g
-1.117832,0.731876,g
1.908109,1.094577,g
-0.485031,-0.073941,g
2.944148,1.774564,g
-0.512177,0.064107,g
-2.88754,-0.703023,g
2.111052,-1.064763,g
3.644222,0.466976,g
-1.405416,0.258239,g
0.626218,-0.182035,g
-0.270034,0.710326,g
