@relation magic04-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P75.0-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute class {g,h}

@data
-38.296336,87.195941,517.228649,-521.78377,565.08989,-43.562117,-85.382657,g
62.713922,133.936371,387.06226,-392.759841,449.700665,56.698856,-45.895016,g
24.747369,47.60507,383.244127,-387.62431,424.011407,19.721477,37.556058,g
-17.824881,22.824273,612.691842,-617.834647,661.025932,-23.765296,-13.564036,g
-30.654701,-11.503935,249.975635,-254.796798,299.634917,-35.963437,-4.674978,g
-13.592788,85.754875,545.682434,-550.804281,594.619797,-19.169646,-105.705329,g
16.45812,14.005882,288.470637,-293.134011,325.388434,10.940153,3.919458,g
-2.421753,15.667785,330.190718,-334.41571,356.692308,-7.402612,-10.487568,g
55.079389,131.354403,519.860327,-525.410684,583.850079,49.208949,-52.743718,g
-18.822369,-98.403695,508.594896,-513.717609,556.466355,-24.588713,107.303146,g
-14.224467,44.236404,212.056539,-216.554848,246.95667,-19.589841,-7.237894,g
-28.980674,16.556327,671.983579,-677.935078,744.280765,-35.520378,5.166534,g
32.40771,-15.574254,177.7072,-182.544299,215.697656,26.908968,154.556609,g
51.077832,71.228857,426.00188,-432.810052,497.910394,44.042761,-18.778548,g
12.42452,-118.598369,459.690614,-464.25197,489.017699,6.988998,148.199463,g
25.581524,-3.926213,329.076317,-332.796242,356.817535,20.530171,42.606371,g
35.254509,-113.641759,478.45444,-483.772183,536.829402,29.619974,422.857515,g
36.826864,-194.753178,337.227175,-343.519369,423.41333,30.36441,263.813335,g
-25.421136,-11.427032,347.878075,-352.240245,387.617902,-30.67029,-5.503938,g
33.284301,-138.025743,404.215279,-409.027262,441.60887,27.961362,235.848509,g
21.364327,63.803036,311.661239,-316.185875,348.441684,16.298252,-16.756899,g
31.178993,65.474985,397.543939,-403.385973,448.611898,24.976519,80.275532,g
16.448247,-27.558141,303.404033,-307.068359,323.516953,11.522988,99.118513,g
49.635726,114.254732,291.098851,-296.440496,352.236607,44.005695,-38.983614,g
-10.231224,12.020086,346.375001,-350.033612,374.649691,-15.147131,9.537191,g
23.693416,58.187034,440.237432,-445.303334,484.995877,18.180645,-33.077667,g
17.445216,-18.556673,177.004334,-181.191567,208.082868,12.363725,86.465362,g
13.674714,45.385274,318.832622,-322.573678,339.820055,8.555292,-26.250442,g
-0.73768,35.431871,408.920395,-413.534059,443.227818,-6.237981,-37.561254,g
-49.259525,-183.570019,507.585283,-513.494175,607.576577,-55.410903,450.947222,g
-10.21044,-80.889024,378.016798,-382.717411,419.184874,-15.483322,176.306318,g
-6.268811,-40.142183,369.696719,-374.396638,403.496997,-11.544985,162.402453,g
34.204713,99.156271,423.847555,-430.185995,478.487869,27.530082,-71.030711,g
15.649772,80.008277,319.273082,-323.536699,350.325982,10.793794,-64.568949,g
27.598324,9.947514,374.835021,-380.947255,428.90982,21.140719,25.587413,g
18.443916,5.248287,56.16677,-60.029937,83.106742,13.521081,14.957818,g
21.434822,-5.698794,313.749745,-317.431219,341.056219,16.430061,37.581692,g
29.221083,50.497075,441.792467,-447.128916,488.176268,23.443308,-4.369964,g
15.67887,-48.875183,352.585962,-356.542659,389.489383,10.993326,64.106838,g
25.246026,152.029374,383.405901,-388.495532,434.467798,19.783311,6.34329,g
6.220314,9.996531,272.754008,-276.8077,308.334489,1.027799,-0.990906,g
-4.855285,51.230426,380.325622,-385.114569,414.286981,-10.185844,40.386575,g
-24.16488,-52.85405,343.705391,-348.466106,388.780801,-29.636255,50.286285,g
-25.83527,212.238924,370.527583,-376.506276,452.375644,-32.089359,-178.176067,g
46.663008,87.44882,302.617335,-308.019255,358.637921,40.75377,-31.843234,g
-9.387023,-31.706576,242.484169,-247.250253,288.213774,-14.585773,114.143361,g
-8.819949,-18.679822,223.662838,-227.766413,252.060677,-14.063387,22.217535,g
-14.23919,-12.983626,275.518534,-279.546072,304.84406,-19.233039,48.009504,g
-6.730057,31.191637,374.227937,-379.800637,425.226787,-12.521168,-12.140117,g
-35.377657,16.259281,461.79852,-466.656057,513.845608,-40.887311,-40.450141,g
18.6819,41.369514,164.848282,-168.724612,192.913221,13.734297,-23.609411,g
39.741213,-89.603492,466.963496,-472.170907,520.026085,34.090051,174.99758,g
-9.046155,33.88359,304.744987,-309.117376,341.230637,-14.133188,-34.510766,g
21.235116,3.51104,450.018496,-455.098082,490.63197,15.55295,110.566676,g
-8.325622,90.77557,337.413024,-342.973773,390.485312,-14.147737,-40.654177,g
18.634095,25.519171,287.457734,-291.5284,314.220863,13.326226,36.606028,g
35.155262,205.849042,487.879049,-493.196271,539.256179,29.510682,-169.855294,g
52.727784,71.899854,490.846744,-497.621661,562.913914,45.767018,-11.688572,g
-6.589761,-0.283364,230.522452,-234.769095,269.108561,-11.521948,4.354895,g
-4.017492,10.348138,408.54402,-413.191112,444.044307,-9.343721,70.475762,g
4.099418,27.374717,52.140272,-56.355737,80.348625,-1.034727,38.122265,g
15.217625,22.988125,198.462712,-202.800633,226.467375,9.936429,-8.219967,g
45.51639,-224.751952,302.739098,-308.041772,376.043472,39.875447,339.041498,g
-9.639209,1.126353,301.042035,-306.231779,358.657666,-15.248282,8.533814,g
-26.05576,-27.192332,225.673749,-230.068309,273.513686,-31.204454,41.096196,g
-2.161599,-7.005972,370.614013,-374.443404,392.557884,-7.344588,28.237278,g
-3.957563,-11.517099,351.499273,-355.745915,381.581358,-9.28743,20.867402,g
39.866267,38.631661,570.162201,-575.891305,629.920205,33.668123,69.682482,g
-7.610285,-27.092739,181.329438,-185.734736,217.004316,-12.818388,88.046898,g
22.037229,54.290959,371.035594,-375.009784,399.210518,17.095861,-34.146169,g
25.404855,27.502542,316.439794,-321.359511,370.082273,20.064943,14.739579,g
-25.506873,-83.724045,567.764176,-572.648906,615.299271,-31.05186,110.182853,g
-22.280062,-119.188825,494.424469,-499.145866,530.352572,-27.636256,293.4631,g
18.609673,12.497786,478.191862,-482.11461,507.284253,13.59504,23.065547,g
-16.762441,92.58643,515.109659,-520.810357,563.666664,-22.840381,-74.014515,g
-9.922053,-271.049324,407.011328,-411.805472,444.988101,-15.319123,282.770631,g
-5.420799,20.935818,416.316079,-420.13144,436.081723,-10.604481,-26.530861,g
-14.287687,-54.146333,211.239877,-215.215973,240.512402,-19.193375,93.810989,g
-21.388749,-3.034033,214.718182,-218.837691,251.339278,-26.290972,-3.901271,g
-13.310984,18.755166,206.982843,-211.718963,242.199246,-18.81648,-27.721646,g
34.685876,45.54722,600.853102,-605.807287,658.781887,29.182285,28.766766,g
9.023292,30.142014,67.464072,-71.462684,98.778684,4.165063,-11.032471,g
4.960247,18.680861,169.604147,-173.497797,178.458044,0,-1.731878,g
-19.560396,-9.253481,87.181738,-92.172469,138.466031,-25.063295,64.328713,g
16.90343,0.515978,358.538674,-363.346154,393.826958,11.431016,47.336256,g
-22.257719,-59.643689,236.472393,-240.666728,278.263489,-27.206534,105.978127,g
57.951995,90.903396,201.024415,-205.802277,262.732016,52.642567,-35.023626,g
-35.073682,4.709966,515.333266,-520.656205,575.103742,-40.711335,8.817005,g
-9.842032,-36.912081,93.927903,-98.015196,122.431917,-14.897542,94.731401,g
22.213378,-34.0781,260.266095,-264.25726,290.816527,17.405552,133.606589,g
-11.197882,5.463408,250.836291,-255.785799,296.417459,-16.546455,0.709102,g
-17.240314,79.991995,284.225554,-289.318303,328.484128,-22.807991,-77.272675,g
-27.865233,-109.218621,491.428194,-496.882075,547.046597,-33.77655,123.085766,g
-25.552599,-14.399924,482.900268,-487.868483,530.451991,-31.093083,-8.076553,g
-13.015149,-113.002112,213.115342,-217.590615,261.898553,-18.181511,105.898972,g
45.345437,-53.711415,528.740898,-535.428866,595.35436,38.388135,97.326533,g
20.061652,20.134051,118.216971,-122.591612,146.894017,14.737154,-0.249415,g
10.86221,-18.521339,414.869816,-420.117584,456.872221,5.227849,47.280311,g
27.962055,-65.482086,533.150007,-538.212272,576.980765,22.39074,402.788415,g
22.287683,23.934344,364.605009,-369.219539,403.51553,17.08391,74.613978,g
-9.511557,-22.325615,237.852145,-241.934589,265.31866,-14.484794,84.495847,g
29.33713,56.749605,312.143268,-316.648332,352.048507,24.259104,-16.449806,g
35.446593,143.99976,419.994262,-425.535439,465.632415,29.551731,-99.771669,g
12.805571,4.372216,304.614043,-309.217835,338.234535,7.463234,35.334529,g
23.743645,54.816464,368.128347,-372.517363,403.063638,18.822889,-8.765216,g
-7.467217,10.132844,325.101606,-329.344265,356.904657,-12.651246,-2.218411,g
14.900313,-65.816199,388.238669,-392.427287,419.729777,9.991162,105.317349,g
-58.167289,-63.226263,569.081921,-574.976782,663.299076,-64.422764,46.293388,g
-21.314617,-20.731782,231.859596,-236.71592,276.611458,-26.568274,15.210351,g
-7.642847,-23.348045,224.392032,-228.881854,254.171181,-13.067284,66.436273,g
-11.52905,6.918677,285.218712,-288.911271,311.978031,-16.576592,-10.949159,g
37.804434,25.319465,100.245385,-105.439286,152.94892,32.120709,66.107703,g
32.45309,44.944467,153.481525,-158.199459,200.474662,27.123396,4.940155,g
19.007352,-9.132584,292.691645,-296.861384,319.720298,13.820726,95.874901,g
-25.421136,-0.517537,472.734862,-479.712256,550.701051,-32.59148,-0.34693,g
15.159601,11.435519,370.075345,-374.455528,407.43187,9.949246,53.918222,g
20.180644,-35.214498,350.147061,-354.304849,381.243262,15.230789,75.839923,g
-9.586901,-142.8644,525.631174,-530.227518,560.629686,-14.948291,327.805511,g
12.9114,6.330472,563.603617,-569.155359,621.212666,6.80159,67.244101,g
-14.892866,8.024938,327.038212,-330.636375,355.671957,-19.737585,5.460463,g
25.692202,-116.648253,433.352877,-438.122252,466.882609,20.281276,175.949515,g
-12.519263,16.435777,366.482379,-371.105742,400.696271,-17.710046,-10.428332,g
19.604563,58.496379,355.639741,-360.410328,390.77162,14.053341,12.309165,g
5.091883,41.290013,222.582732,-226.313223,231.405106,0,-31.320675,g
-15.726329,36.44997,241.760691,-246.290697,277.225124,-20.860993,-51.317894,g
-0.069282,-4.192775,347.231673,-351.081503,374.34537,-4.800725,24.558056,g
-8.023206,-51.852751,371.6309,-376.080192,408.254421,-13.271839,105.032773,g
-21.898318,66.565311,277.183728,-281.456524,316.878522,-27.034195,-71.340575,g
22.869826,42.474389,284.518097,-288.677444,321.853318,17.97505,53.288968,g
23.278936,29.150588,301.105082,-305.65847,337.322091,18.220828,5.517967,g
-11.055161,-42.688297,343.366775,-347.807927,388.175276,-16.228796,108.365759,g
-5.952193,74.283675,337.671446,-342.377947,379.749368,-11.100367,-16.766771,g
-12.428504,-152.126715,451.254834,-457.302982,508.227701,-18.836572,184.504634,g
-22.030474,-25.267157,474.176968,-479.92703,529.102551,-28.101485,28.123829,g
-7.421145,5.916859,352.564484,-356.438736,377.72997,-12.72122,-14.086423,g
19.644574,-8.1034,143.3686,-147.412073,172.087388,14.430408,88.137311,g
17.234598,-24.688479,288.176881,-292.489688,319.226317,12.260322,90.557852,g
4.984669,44.233287,318.746885,-322.455899,327.440568,0,-31.050302,g
14.26569,60.548339,318.956117,-323.957587,363.980951,8.766082,-43.470838,g
34.211641,30.065804,330.761775,-334.907612,339.886219,29.233034,73.890846,g
-6.645013,31.978508,295.650507,-299.291451,315.837733,-11.531994,-23.744511,g
-21.131886,-2.686064,157.831398,-162.419254,203.080186,-26.35731,66.816978,g
22.742866,20.315917,326.028946,-330.435457,362.703044,17.440712,46.613125,g
-28.029432,27.3787,419.513271,-424.542973,469.678312,-33.525922,-56.184091,g
19.46496,52.775242,351.680446,-356.492429,394.585769,14.162287,-37.04389,g
32.494139,94.931626,246.220202,-252.063622,315.080307,26.471972,-42.533798,g
-11.895205,-39.44763,385.449374,-389.1693,412.964733,-16.934261,36.554066,g
26.262394,-43.143307,518.846212,-525.071202,581.335834,19.737412,103.523984,g
20.363375,66.802255,390.177353,-394.753432,426.286975,15.238237,-27.212423,g
53.053755,130.407837,228.508943,-235.512144,317.502753,45.875617,-91.420586,g
32.410654,113.498172,397.529909,-404.265855,460.089852,25.44833,-86.635103,g
16.44461,24.021986,382.674109,-387.572349,418.125552,10.941538,11.304056,g
13.479339,7.510346,199.571571,-203.365281,226.331582,8.713428,20.36961,g
-4.845412,-78.882617,497.082127,-502.582255,545.438215,-10.806958,108.688267,g
-15.067803,-18.619546,239.358163,-243.890074,272.231102,-20.391434,84.925396,g
-13.175191,53.278229,274.679009,-279.927123,321.8334,-18.882298,-52.703015,g
42.498291,-86.312075,440.613114,-446.768649,514.907182,36.139067,142.206567,g
-3.468778,-9.688919,315.363324,-319.275854,337.268571,-8.650555,22.385891,g
15.826614,119.184321,311.761351,-316.322707,349.508974,10.717411,2.432492,g
22.823926,59.874572,288.343505,-292.266253,315.545189,17.950455,-34.930788,g
-31.442611,-65.582891,538.19703,-545.109298,615.599955,-38.640148,93.641422,g
26.7129,111.053036,371.582229,-377.668482,431.037125,20.336528,-83.31199,g
43.559173,47.817766,283.675801,-288.861041,338.083847,37.923945,61.5557,g
-7.501166,-65.496116,529.79156,-535.877467,595.296336,-13.894858,63.781559,g
-7.955309,-14.053341,258.41765,-263.470909,298.305048,-13.557281,24.08382,g
18.806608,11.255732,308.791577,-313.797377,350.871232,13.276689,62.594757,g
-30.626469,-38.375664,104.889879,-109.842505,155.107921,-36.136815,34.394719,g
22.990896,64.620218,352.126795,-356.314028,380.630289,17.816741,-41.516565,g
-5.141073,8.978951,279.564085,-283.812113,308.674144,-10.342249,-14.397846,g
-11.164973,-24.374458,123.541642,-127.439449,150.211587,-16.084517,15.323453,g
22.585943,26.796385,212.747108,-216.916847,236.250171,17.351858,-5.786609,g
-3.477092,0.572443,220.533889,-224.220905,241.777145,-8.50333,45.185568,g
20.297557,-21.053944,166.317927,-170.887943,198.354978,14.931144,103.039529,g
40.073594,102.846059,319.89281,-325.956374,373.584826,33.670028,-68.820441,g
10.308474,0.133541,170.032656,-173.889241,191.885942,5.084782,22.123485,g
22.309161,58.045872,244.117492,-248.840275,283.561139,17.020863,-9.930367,g
12.496747,46.22705,155.526385,-159.55219,183.349702,7.43656,-26.285776,g
13.51398,31.079746,312.21359,-316.170286,338.559295,8.774569,-10.852857,g
34.354362,118.928151,478.563386,-483.512375,522.298189,28.91936,-74.295453,g
23.932785,-98.611888,537.675682,-542.422887,577.968034,18.414645,244.646288,g
12.734038,10.830687,202.761662,-206.758369,231.075843,7.773271,37.772391,g
-4.058888,-113.256031,515.036046,-520.654473,574.180039,-10.068585,149.553927,g
-6.037929,-51.909389,411.477595,-416.267235,451.375385,-11.306308,119.341418,g
-24.923518,-314.907275,544.914962,-550.591239,602.090652,-30.870688,316.452438,g
21.408494,55.615978,193.116217,-197.554251,228.944727,16.225506,-21.443655,g
-19.60543,-25.782962,171.944667,-176.570455,210.026229,-24.815265,20.078799,g
-6.007445,-9.375764,224.635212,-229.375488,260.924967,-11.306481,76.305498,g
27.643358,51.416794,239.767274,-244.259001,282.06967,22.391606,-15.322068,g
4.986228,0.894085,370.719841,-374.445136,379.431191,0.000173,29.022763,g
22.771445,42.073419,275.464841,-279.601498,306.085421,17.579276,-16.069621,g
15.438981,52.171968,255.181313,-258.766659,275.81229,10.600671,-25.611142,g
32.762434,-51.150924,243.713925,-248.312,283.59578,27.723205,129.020984,g
25.756808,-4.000518,201.268807,-205.045371,228.654609,20.619718,48.334956,g
21.670554,40.895971,382.736463,-387.307345,422.831534,16.511121,81.799217,g
30.977036,46.294254,342.946406,-347.238082,382.425906,26.039825,5.071272,g
-14.902565,7.18039,249.740769,-253.70907,278.639517,-20.155529,4.154324,g
18.499342,65.403971,170.881881,-175.131121,208.300414,13.487826,-38.574677,g
44.638413,-49.773424,532.702965,-538.731887,591.714628,38.282653,144.582075,g
-19.427721,93.006798,247.01989,-252.035909,293.537579,-24.811281,-69.760078,g
37.650108,-80.148573,514.880855,-519.899299,578.600752,32.184102,252.650787,g
-12.675841,88.756519,293.800157,-298.134441,334.132693,-17.734468,-52.479407,g
20.563773,-34.388137,268.453326,-272.487965,298.903472,15.693593,73.243232,g
21.776209,68.606879,225.498293,-230.925674,271.392443,15.882733,41.930006,g
-11.372472,-11.897111,235.935111,-240.110739,267.273973,-16.530173,42.495693,g
-10.479081,-18.77699,284.540787,-289.553862,331.675605,-15.967084,89.290856,g
16.284049,78.565305,93.22469,-97.45661,120.099537,11.172074,7.890357,g
44.776631,-189.747205,337.674736,-342.632559,403.577018,39.419398,265.039454,g
24.74096,-5.453882,284.179654,-287.910145,313.010333,19.758543,36.158466,g
15.312022,60.620912,318.841975,-323.446632,350.191921,10.114137,-25.550867,g
33.434296,-19.457686,606.237182,-612.214143,676.980718,26.954867,324.598272,g
43.870249,107.04022,437.606101,-443.598996,509.709297,37.556577,-48.765198,g
-5.308909,-12.223083,332.297931,-336.627539,369.119253,-10.477175,13.02762,g
-18.775258,-239.03375,368.668227,-373.29159,421.656511,-23.932785,236.726485,g
34.574332,129.687131,234.355654,-238.877519,272.603493,29.029345,-64.425708,g
5.01013,25.962922,245.591468,-249.569469,254.590684,-0.000173,0.83329,g
26.648987,3.633323,294.407241,-299.185796,335.313432,21.348392,125.877832,g
-3.304753,-7.295052,252.90332,-256.89258,280.608512,-8.207496,30.546102,g
-4.571575,-8.793622,168.687892,-172.654289,194.71542,-9.541695,25.888271,g
-23.049786,-8.325102,263.475412,-268.062575,305.669728,-28.356963,60.119484,g
-12.719662,-3.190091,107.13479,-111.873681,149.625634,-18.142539,-2.047284,g
21.952705,63.985248,218.361377,-223.382593,261.346548,16.446342,-36.210774,g
-6.342943,28.85129,261.70872,-266.122678,293.132452,-11.349783,-6.929935,g
-9.299034,-9.617212,288.427509,-292.281842,314.537655,-14.153453,60.064751,g
-11.882735,-19.111275,178.193907,-182.338185,203.450325,-17.120976,15.303708,g
-4.398543,-7.663632,89.849443,-94.12986,119.971538,-9.761492,31.427196,g
-11.360348,21.953744,270.987489,-275.952067,309.455299,-16.913996,-21.508434,g
-13.936254,58.297539,256.829187,-261.886082,305.455993,-19.305785,-27.156651,g
9.879445,83.850312,299.232735,-303.727233,328.021324,4.698361,-64.864437,g
24.386583,-122.937329,425.555011,-430.317631,458.025594,19.050654,308.277677,g
25.136907,42.938406,409.060344,-413.563503,442.223748,19.737239,28.576067,g
13.433266,53.595195,443.183997,-447.279604,476.176794,8.52221,-23.896585,g
20.502632,137.641921,189.536241,-194.239106,224.771697,15.259194,-120.404724,g
-13.047712,-15.625523,202.555894,-207.248539,249.459137,-18.153105,32.732469,g
15.526623,53.835257,324.18743,-327.698817,344.647973,10.795526,-24.526532,g
54.664909,-103.897414,461.976055,-468.789943,555.44687,47.644214,232.131008,g
28.94638,56.903931,352.04764,-357.370579,398.491717,23.181422,-16.855799,g
-13.669172,0.24699,255.207121,-259.613631,289.836706,-18.897194,-8.767295,g
-13.724424,-44.500542,162.834773,-166.591245,191.892004,-18.713943,33.769448,g
-24.740441,-88.689315,508.678034,-513.999934,554.911493,-30.614864,353.910461,g
-9.469641,-12.423308,194.36797,-198.544984,224.26438,-14.787903,18.616775,g
-13.944568,10.275045,292.02775,-297.022465,331.625722,-19.58222,-22.390914,g
37.771178,35.233897,52.359203,-57.340928,102.457907,32.195187,18.653841,g
24.82202,56.427964,136.480407,-140.298021,162.481261,19.911136,-33.079399,g
-14.846447,52.152916,290.960114,-295.0843,315.903204,-19.914081,-34.100443,g
-11.863509,19.279977,388.689002,-393.88221,430.453077,-17.593999,-35.897273,g
-11.948033,49.782604,285.917421,-291.415816,329.887263,-17.849823,-48.74805,g
27.252607,9.04425,321.045663,-325.926929,374.94362,21.857962,93.804927,g
-6.95505,-25.398966,267.9299,-271.930245,295.672851,-12.178049,17.072825,g
16.406678,41.093945,251.049679,-254.826243,280.468043,11.441062,9.718537,g
-15.356362,20.13613,399.10036,-404.073597,439.867639,-20.879353,-27.729787,g
20.777855,-0.748592,340.451387,-345.157889,388.31869,15.65289,125.376923,g
17.088933,40.488246,339.549335,-343.865779,368.255306,12.125395,-8.278164,g
22.577802,35.182628,295.505015,-300.025841,332.371024,17.355669,-3.255736,g
23.491112,48.635813,213.432654,-218.189904,251.728297,18.088153,58.321788,g
24.274172,13.271146,220.989418,-225.360595,260.211535,19.332631,21.987865,g
57.998934,159.212362,386.134574,-391.583779,448.569463,52.163655,-96.831166,g
21.784003,34.698001,108.452361,-112.837048,137.005738,16.645355,-5.57703,g
21.691165,56.342054,352.6329,-356.935834,383.140031,16.422786,-35.551382,g
14.259108,-1.173291,252.625846,-256.489012,280.169264,9.305789,15.400703,g
-7.675064,-16.097334,347.908905,-352.330311,386.184457,-12.761231,80.683257,g
-13.344759,54.835343,251.567389,-257.812299,316.301056,-19.862812,-56.634424,g
19.956343,1.473802,218.390995,-222.597974,252.529024,15.149382,85.266436,g
-14.319903,-28.413254,433.062758,-437.848588,473.3319,-19.619806,142.900773,g
-7.464446,-27.700342,405.000071,-409.688906,435.570248,-12.639468,126.087583,g
19.119243,74.312601,280.488827,-285.60825,321.086366,13.52801,-29.431873,g
-12.698184,20.673066,220.816733,-225.984133,274.626875,-18.281277,-19.855711,g
-28.902212,72.137318,289.066636,-295.174367,361.339054,-35.269751,-102.09712,g
25.052902,42.543671,124.235155,-129.268148,169.614713,19.473447,65.707772,g
-21.816392,-11.866973,334.312999,-339.521795,379.296957,-27.479852,9.69706,g
14.483062,68.86634,398.002586,-402.467986,431.825208,9.290028,-25.60941,g
17.92153,-125.548396,496.687739,-500.900433,526.701582,13.119765,165.002781,g
25.244987,83.74864,195.230358,-200.722172,249.592159,19.410574,-39.43031,g
-5.537193,-8.846103,284.398066,-288.639339,320.947283,-10.518052,9.82298,g
16.672548,78.951206,403.051514,-407.312532,427.407612,11.396894,-42.076883,g
15.042861,23.618764,399.322408,-404.72658,444.822344,9.247246,17.812584,g
-3.451284,-29.099493,244.34976,-248.064317,271.230669,-8.482026,51.473779,g
65.743626,169.990568,496.419271,-503.036052,571.189134,58.870155,-109.372946,g
18.521512,11.489039,340.358549,-344.260686,368.832079,13.54533,21.831461,g
18.219789,35.626899,396.015404,-400.420702,428.158283,12.79847,-13.433959,g
20.524975,22.12054,266.130126,-270.561925,293.893342,15.294182,58.652956,g
34.333231,102.607209,381.499086,-388.807301,484.718056,26.900828,-62.585058,g
30.846439,-0.627176,226.587753,-231.919871,284.478087,25.074726,268.134802,g
-19.903689,4.847317,266.256219,-271.045167,309.891429,-25.320504,-27.575808,g
-5.062611,-90.814715,486.108546,-491.003495,521.58597,-10.590971,112.639941,g
17.307518,76.483553,296.353547,-300.491763,329.367994,12.434046,-44.842969,g
-10.707192,37.407101,272.253272,-277.370616,315.658292,-16.126432,94.883302,g
16.152759,56.268788,295.789591,-299.604953,316.685918,11.153714,-20.821676,g
-22.492412,-90.004635,250.360843,-255.801388,297.401957,-28.290798,83.975019,g
-17.435689,-22.041213,128.956206,-133.357347,170.468614,-22.579534,4.597382,g
-6.646052,14.385028,372.656274,-378.335322,432.250773,-12.588545,6.246468,g
16.798295,49.166687,373.809646,-378.066854,400.128851,11.744517,-11.313929,g
-17.340427,-35.595549,189.15138,-193.189483,220.690466,-22.274866,80.055215,g
-32.580049,-7.97211,438.508846,-444.743882,507.706527,-39.01098,4.991078,g
18.300849,8.941019,112.59127,-116.871687,140.454944,12.885246,20.565678,g
12.839519,34.126077,363.623109,-368.261715,397.534066,7.506708,-24.844017,g
18.101836,8.365113,408.713761,-412.598751,436.253889,13.088588,20.810071,g
-8.847142,-6.393346,71.651997,-75.726127,100.520954,-14.0452,30.299977,g
48.10494,32.347781,191.887847,-197.476309,258.864519,42.235713,38.473179,g
23.075766,17.636781,306.009903,-310.199907,336.668935,18.087287,27.871815,g
35.662233,50.804687,328.746534,-333.781779,372.39127,30.088667,5.701392,g
8.779246,22.2378,639.757041,-643.983418,653.70975,3.106953,9.793881,g
35.688041,9.330731,284.938293,-290.440672,336.820143,29.844448,123.859992,g
44.87328,-30.36389,497.367742,-503.375534,560.638173,38.55164,71.320136,g
-14.067024,-96.646357,117.829165,-122.36021,156.316373,-19.256421,98.340995,g
-20.270883,-188.784358,404.297032,-409.839594,450.599426,-26.220998,175.664939,g
33.368478,81.283759,485.499038,-490.437114,526.70903,27.741911,-35.91823,g
18.565333,15.893298,215.405979,-219.312273,242.999107,13.571657,34.381209,g
14.787211,118.752867,415.596931,-421.181063,463.972071,8.892868,-61.556393,g
33.025532,68.481652,609.090043,-615.004476,682.778066,26.649161,32.802964,g
47.481921,119.93274,641.112544,-647.684811,726.499358,40.597192,161.410854,g
-13.126867,-30.785644,313.864061,-318.896534,362.302767,-18.650203,89.856891,g
-29.736195,100.327484,520.423764,-527.36617,597.589398,-36.883502,-115.378486,g
-18.243518,-28.625777,465.436866,-470.542779,506.999504,-23.855189,36.590266,g
-7.535114,-11.608378,91.324804,-95.398934,118.802577,-12.663889,28.529475,g
18.294094,14.868271,204.353243,-209.290627,253.72743,12.934089,18.178566,g
0.75171,9.193206,431.084063,-436.629224,479.30072,-5.174675,45.06675,g
15.095342,15.102097,221.114126,-224.59676,241.725184,10.379141,48.188598,g
12.784094,19.33419,128.598364,-133.024966,158.22873,7.360177,-5.213819,g
33.890345,71.852742,220.406237,-225.667168,271.427084,28.155872,-20.1945,g
-10.152935,60.785977,340.6407,-346.469051,389.057583,-16.275042,-66.933545,g
25.799763,88.235691,302.400136,-306.522763,338.231764,20.962665,-0.990213,g
32.563768,-172.501522,416.640492,-421.439138,468.561486,27.236326,246.160446,g
22.600838,89.585478,326.456417,-331.35864,362.260678,17.061047,-38.646903,g
12.088675,38.573811,268.423535,-273.135752,301.123441,6.555812,-25.443826,g
23.59798,182.70919,431.005082,-435.946796,475.312674,18.23607,7.611844,g
-14.939804,7.1577,237.995039,-241.828934,266.504942,-20.066155,4.709273,g
22.514755,37.370209,147.989365,-151.922333,173.567772,17.14228,-14.527923,g
-14.675147,-29.438109,150.536,-154.790609,189.095781,-19.813968,72.337197,g
15.247936,-11.14107,334.1223,-338.411551,363.314285,10.010214,91.291722,g
24.020773,27.924643,409.34544,-414.852149,450.269817,18.029263,39.308373,g
-5.271497,-11.080795,252.518978,-256.625844,280.867973,-10.358703,20.76677,g
30.159161,-23.310459,234.993049,-239.764329,278.81099,24.958333,78.656584,g
35.605595,20.122793,115.897582,-121.258799,167.219806,29.71593,74.701619,g
16.858917,60.596837,359.347195,-363.581713,383.169822,11.567155,-40.660586,g
-19.794396,-4.388497,416.274336,-421.459923,466.16606,-25.343541,-7.800464,g
-14.899621,-0.336018,329.890554,-335.288663,374.724862,-20.681726,3.666578,g
-6.373254,16.738712,205.956429,-209.881257,235.168506,-11.518484,10.084346,g
-15.280845,60.595451,435.711583,-441.54998,487.980893,-21.412825,-73.05773,g
39.034709,-63.827804,488.435903,-493.745331,540.270814,33.165136,124.369735,g
24.593563,-77.323425,524.782816,-529.700974,555.363385,19.048748,152.082721,g
17.65999,-10.432315,377.312373,-382.317307,415.234413,12.161422,154.572371,g
-12.487394,4.453622,67.806671,-71.602807,93.967394,-17.68701,-13.681296,g
-9.525933,3.180565,340.201625,-344.175816,369.693947,-14.581616,-17.361558,g
55.850498,63.554313,401.991152,-408.72935,475.383861,48.858036,39.617198,g
-22.804354,-52.528598,250.535607,-255.638575,299.24382,-28.319031,115.609715,g
19.198224,11.145574,224.208781,-229.034274,263.796707,13.647002,11.668307,g
-13.653064,-94.937688,491.323232,-496.069744,531.868636,-18.947597,104.356927,g
19.270451,20.594604,317.414419,-322.10256,345.785064,13.775866,130.685832,g
11.419584,3.353424,263.328534,-267.710969,293.98618,5.928464,21.488862,g
