@relation 'magic04_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A12-M-1'

@attribute 0.449fSize-0.442fConc-0.429fConc1+0.408fLength+0.395fWidth+0.257fDist-0.145fAsym-0.097fAlpha+0.012fM3Trans+0.005fM3Long numeric
@attribute '0.6  fM3Long+0.487fAsym-0.457fAlpha-0.245fWidth-0.226fLength-0.196fConc1-0.188fConc+0.093fSize-0.031fM3Trans+0.012fDist' numeric
@attribute -0.603fM3Trans-0.47fAlpha+0.454fDist-0.377fAsym-0.153fWidth+0.139fConc1+0.129fConc-0.071fSize-0.058fM3Long-0.001fLength numeric
@attribute -0.795fM3Trans+0.386fAlpha-0.364fDist+0.214fAsym-0.116fConc1-0.109fConc+0.095fWidth+0.057fSize+0.054fM3Long+0.025fLength numeric
@attribute class {g,h}

@data
1.348461,0.064339,0.760793,-1.366387,g
-0.275977,1.124422,-0.065606,-0.607663,g
-1.180646,0.429627,-0.164594,-0.124847,g
0.72822,0.904628,-0.299097,-0.54043,g
-3.192574,-1.250142,-0.219351,0.860868,g
-4.11232,-0.811319,-0.104831,-0.5632,g
-1.887947,-0.825211,-0.344042,0.98075,g
-1.570297,-0.714448,0.039865,-0.368067,g
0.787743,0.969586,0.259347,-0.844866,g
-2.131469,-0.477031,-0.003028,0.370597,g
0.354261,0.705344,-0.342848,-0.562342,g
-0.315764,-0.969101,-2.331104,0.837538,g
-2.167009,0.351484,0.558977,-0.904016,g
1.152808,1.29429,0.673583,0.351354,g
0.902644,1.316055,0.479239,0.338812,g
-3.14119,-1.383428,-0.637153,0.894678,g
1.76697,1.845417,0.342439,0.436038,g
1.121641,0.393403,0.500424,-1.482295,g
0.536963,0.386543,1.221757,-1.542794,g
0.45797,0.160909,0.410582,-0.736392,g
-4.043974,-0.339068,0.517513,0.163815,g
-2.061451,0.312803,1.014358,-0.324713,g
2.716935,1.195965,-0.875194,-1.032786,g
0.492264,0.107726,0.145735,0.909961,g
-0.734354,0.475861,-0.300255,-0.245393,g
0.72568,0.652306,1.456736,-0.411311,g
-0.744212,-0.052984,0.356711,-0.775947,g
-1.979769,0.139213,0.515664,-0.639775,g
0.658393,-0.98682,1.221101,-1.555074,g
0.082658,1.297074,-0.017851,0.349362,g
-2.94695,-1.133315,0.030284,0.343771,g
-0.16412,-2.474192,2.513964,-1.593281,g
-2.00532,0.062843,0.72209,-0.276286,g
1.42548,0.186269,0.448492,-1.281263,g
0.515312,0.941514,0.196727,-0.611968,g
-0.340027,0.483292,0.33473,0.595361,g
-1.916135,0.129535,-0.553785,-0.111442,g
-3.107557,-1.226672,0.050279,-0.023851,g
-0.882904,-0.142755,0.545404,-0.108336,g
0.777256,0.809728,-0.667822,-0.437129,g
-2.357832,-1.339923,-1.454021,1.669605,g
1.945788,2.319939,-0.367175,-0.453601,g
-1.700504,-0.265924,-0.557405,1.081222,g
1.398407,1.641637,-0.235267,-0.79097,g
1.616036,1.274782,0.803057,0.284172,g
0.634853,0.157735,-0.029389,-0.653147,g
-4.021764,-0.634325,0.7459,-0.612528,g
-1.634103,-0.680257,-1.803377,0.907118,g
1.447404,1.174808,-0.18542,-1.185874,g
4.151129,1.274486,-2.13536,-2.081385,g
0.981575,1.753015,0.046739,0.663714,g
2.247161,0.633324,1.39647,0.503082,g
0.900629,1.199042,-0.506936,-0.346886,g
-0.807652,0.593642,-0.032363,0.730216,g
0.448189,1.797239,0.709333,0.096995,g
-0.877169,0.683161,-1.001767,0.179549,g
0.378781,0.067432,-0.55656,-0.753527,g
-2.640809,0.237367,1.216711,-0.612161,g
-1.171083,0.137199,0.709137,0.288831,g
2.45864,0.920783,0.402075,-1.012104,g
-0.129202,0.822499,0.559695,0.167502,g
2.582211,-0.169321,0.885577,-1.61544,g
-0.207758,1.616775,0.155948,0.332734,g
-1.821419,-0.692811,0.963858,-0.076649,g
-1.588692,-0.092048,-0.200716,0.5011,g
0.996804,1.34332,0.393027,0.223623,g
-0.981118,-0.072997,0.19302,-0.709647,g
-1.528848,-1.10899,-1.426908,0.18345,g
-0.379677,0.664098,0.557802,0.118834,g
-1.719651,-0.484217,0.051604,-1.090076,g
1.099503,1.860586,0.226915,0.486323,g
-2.513409,-0.553118,-0.067672,-0.435253,g
-2.083523,-0.504428,-0.283223,-0.166576,g
-0.713784,0.274821,0.54261,0.136551,g
1.737119,1.74738,-2.181291,-0.476584,g
-0.619057,0.767655,-0.110256,-0.499427,g
-2.398839,-0.165426,0.092488,0.242577,g
-0.220073,0.042656,0.556677,-0.546131,g
-0.23868,0.160725,0.976986,-0.072719,g
-0.619132,0.925614,0.183597,0.086908,g
-0.01478,0.809955,-0.496166,-0.385549,g
1.155844,1.384106,-0.295068,1.477045,g
2.975789,0.849464,1.20935,0.516917,g
1.542788,2.041881,-0.055775,0.80591,g
0.888344,1.50596,-0.297522,-0.935534,g
-1.325984,0.398805,0.515352,-0.018674,g
0.894474,1.685699,-0.217556,0.809777,g
0.65412,1.224596,0.727527,0.223216,g
-1.749116,-0.451191,-0.551352,-0.220083,g
-0.656518,-0.017698,0.276608,-0.661955,g
-1.435473,-0.513635,-0.15274,-0.1,g
-2.334011,-0.253181,-0.205868,0.403116,g
0.391582,-0.373012,1.166964,-0.240522,g
-3.527349,-0.301953,0.775112,-0.438865,g
-2.707469,-0.600624,0.774801,-0.517503,g
-1.872736,-0.298239,-0.241254,1.099468,g
0.615473,-0.531359,1.163554,-1.053465,g
2.371851,1.714517,0.669354,0.590929,g
0.780521,1.495821,0.211355,0.464181,g
-1.341077,0.185385,-0.276728,-0.066565,g
2.312118,2.365636,0.064929,0.398605,g
0.127513,0.410101,-0.69615,-0.12128,g
1.549495,0.113738,0.593155,-1.247544,g
0.471269,1.156267,0.447733,0.75199,g
-3.568992,-2.018602,-0.567339,-0.20773,g
0.481751,0.993183,0.698292,0.542164,g
4.026308,0.967544,1.412521,0.015915,g
-1.896072,0.366734,-0.236524,-0.314098,g
1.186976,1.485344,-0.091832,-0.925683,g
-2.424191,-0.258203,-0.814931,0.302616,g
0.567008,1.845767,0.369295,0.183144,g
-0.0147,0.551992,0.331562,0.1932,g
0.4991,0.126284,-0.083375,-0.358939,g
1.743837,1.567764,0.449374,0.414438,g
-3.273588,-0.885954,0.317963,0.216621,g
-2.746318,-0.556359,1.02773,-0.497148,g
-0.921542,0.50489,1.04915,-0.104658,g
1.263528,1.364246,-1.181116,-0.696734,g
-0.256906,0.507234,0.536873,-1.018485,g
-1.69295,0.441198,0.085577,0.440734,g
1.211399,1.148915,-0.244642,1.584808,g
-2.942728,-0.497719,0.820084,-0.352784,g
-0.461595,1.138828,0.432734,0.175909,g
-0.396455,0.764811,-0.368311,1.102202,g
0.481417,0.598659,-0.036204,-0.532368,g
-0.313606,0.457182,0.991642,0.112534,g
-1.944409,-0.86769,-0.183995,0.785737,g
1.982649,0.971975,1.874133,0.153017,g
0.198356,1.479504,0.450921,0.459966,g
-0.503212,0.465536,0.553845,-0.94086,g
4.350873,0.475949,2.069174,0.468248,g
-1.883105,-0.634261,-0.920914,1.096961,g
-0.182453,0.944201,0.603826,-0.089874,g
0.266472,0.471469,0.455302,0.226806,g
0.404416,0.703137,-0.109999,-0.644501,g
-1.25654,0.162376,0.230032,-0.39384,g
-0.833503,0.129836,0.389999,-0.857883,g
-3.102937,-0.854613,-0.050964,-0.30071,g
1.145469,1.783396,-0.27249,0.713121,g
1.217163,1.034482,0.241583,1.557635,g
-0.21244,-0.251292,-2.036122,0.96107,g
-1.788636,0.693472,0.290782,0.081372,g
-0.642406,0.542081,0.917086,-1.148019,g
2.092973,2.154859,-0.886215,-0.332889,g
1.745487,0.941808,0.517628,-1.6719,g
-0.129883,0.75756,-0.120664,-0.36125,g
1.130954,1.379029,-0.164498,-0.103809,g
-2.431337,-0.396095,0.444091,-1.042149,g
-0.517006,-0.060523,0.214172,0.060168,g
-0.029736,1.007134,0.954387,0.397426,g
-0.104388,0.949465,0.385877,0.448179,g
-0.13277,0.735696,0.609577,0.185932,g
-0.401913,0.117999,1.149426,0.147299,g
3.732664,1.31019,1.7835,0.850713,g
0.021563,0.634089,1.02702,0.108459,g
-1.236962,-0.347235,-0.795031,0.327001,g
2.341821,0.997502,0.289009,-1.306486,g
0.906727,1.357423,-1.381542,0.260819,g
-2.854037,-0.482905,0.464029,-0.005633,g
-0.938812,-0.390095,-0.388973,-0.594964,g
1.929891,2.148178,-0.155025,0.627046,g
-1.28673,-0.847774,-2.125842,0.926938,g
-3.444866,-0.90864,0.235263,-0.349344,g
-3.565878,-1.22565,-0.326285,0.641368,g
-2.184621,-0.687119,0.005448,-0.261961,g
-0.188805,1.132142,-0.117053,0.6393,g
-0.503875,0.750349,0.621856,-0.033572,g
0.838551,0.491054,0.755872,0.319085,g
-1.28222,-0.162569,-0.338045,-0.476711,g
-1.368375,-0.606814,0.551586,-0.122927,g
-0.868213,-0.070249,-0.764635,1.310434,g
-2.511373,0.040601,-0.442179,-0.199461,g
2.970868,0.970138,0.990364,0.169125,g
-2.598093,-1.037123,-0.044334,-0.338843,g
-1.678874,-0.993083,-0.944226,0.508842,g
-0.069039,1.758947,-0.289021,-0.370182,g
-1.281848,-0.555516,-1.426181,0.541153,g
-1.278009,0.419098,1.391479,-0.647916,g
2.50827,1.305291,-3.335416,-1.382424,g
-0.46837,0.47274,-0.591711,-0.323799,g
2.027382,0.710159,1.402878,-0.179942,g
-1.474124,0.409608,0.422703,0.126611,g
1.178912,2.252358,0.391131,0.507108,g
-3.297512,-0.029598,0.705036,-0.226672,g
0.396518,1.29518,-0.295814,-0.047027,g
2.45229,0.826013,0.208362,-1.259972,g
-1.18159,0.443251,0.824697,-1.047686,g
-1.45672,0.365355,-0.657695,0.797638,g
1.391219,1.938954,0.256549,0.532151,g
1.236482,1.209799,-0.262419,-0.126952,g
-1.575882,0.045869,0.68004,0.102916,g
2.861373,1.675771,-0.774831,-0.771367,g
-1.13746,0.568914,-0.384337,-0.44319,g
1.843568,1.489063,-0.289857,0.971672,g
0.851421,1.506379,-0.504208,-0.314665,g
1.95824,1.567193,0.025494,1.55148,g
-0.166136,0.566046,0.626949,0.038524,g
-0.78471,0.810158,0.444819,0.094473,g
2.885287,1.186499,1.38229,0.242304,g
-0.201103,-0.373146,0.216193,0.513775,g
-0.667217,0.836092,0.492155,0.302315,g
0.773119,1.916491,0.824727,0.901567,g
6.207296,0.784615,-4.288598,-1.8474,g
-0.137471,0.935295,0.534314,-1.059674,g
2.448866,1.823276,0.085497,1.116506,g
1.442824,-0.849309,0.107602,-2.250269,g
0.735217,1.442079,0.31477,0.646617,g
-1.333691,0.253444,-0.467559,0.923523,g
1.178237,1.676361,0.515404,0.500597,g
-0.60543,-0.193073,-0.715866,-0.0609,g
-2.369836,-0.931973,-0.914885,1.069178,g
-2.009794,-0.014737,0.189951,-0.412566,g
-0.468363,0.621234,-0.494413,-0.200866,g
-0.168644,0.664871,-0.446473,1.471342,g
0.71552,0.069973,-0.422414,-0.839817,g
-1.305989,-0.229373,0.005304,0.437167,g
2.858525,1.622246,0.130538,1.815012,g
2.36447,1.041917,1.208834,-0.1892,g
1.538789,2.073797,-0.251261,-0.667129,g
-1.006293,-0.202866,-0.554641,1.510931,g
-1.242354,0.174194,-0.26191,-0.341008,g
-2.276173,0.3753,1.182876,-0.28602,g
-2.628675,-0.924532,-0.055141,-0.562865,g
-0.655603,0.636041,-0.054345,-0.625806,g
-2.116887,-0.979616,-1.205736,0.52899,g
-0.202284,0.639938,-0.304002,0.491122,g
1.641502,1.740447,-0.62644,-0.186422,g
-0.302811,-0.718449,-2.047892,0.889425,g
-2.364614,0.365186,0.196572,-0.643022,g
-0.302987,-0.163495,-1.16949,1.520302,g
-1.471042,0.164443,0.417412,0.148462,g
-2.598831,-0.618822,-1.13346,1.112785,g
2.023989,0.985912,1.261698,-0.245529,g
0.118544,0.594464,0.135856,-1.114013,g
1.949545,1.830521,0.455163,1.228474,g
0.751566,1.340079,0.068968,-0.399711,g
2.029861,0.738294,1.216541,-0.132088,g
0.49165,0.900718,0.481354,-1.022243,g
0.231807,0.696418,0.045402,-0.582349,g
0.174617,0.53269,0.084848,-0.838873,g
2.532089,0.818529,0.31291,-1.296571,g
-1.637144,0.128502,1.352952,-0.494371,g
0.625217,-0.022685,-0.281057,1.340337,g
-1.432307,0.231451,-0.173831,1.042623,g
1.790547,0.29169,-0.15454,-0.862001,g
-0.738648,0.883344,0.403106,-0.652237,g
-3.213058,-1.111803,-0.250491,0.895314,g
-1.507426,-0.312045,0.25001,0.383728,g
2.147385,1.086173,1.312644,-0.140015,g
0.482568,0.593215,0.412303,-0.885323,g
0.320115,1.137986,0.787387,-0.100015,g
0.919268,1.559496,-0.316865,-0.799533,g
2.413892,0.685352,0.321244,-1.093129,g
2.219368,0.866027,0.491849,-1.157207,g
-1.888965,-0.661213,0.206622,0.394207,g
3.370811,0.931424,1.601171,0.055589,g
-2.358093,-0.646615,0.156044,-0.979024,g
0.495004,0.27701,-1.967972,0.48617,g
-2.241998,0.284158,1.078804,-0.437687,g
-3.525152,-0.575245,0.376109,0.349725,g
1.364626,-0.250228,0.597088,-1.308898,g
0.37333,1.408278,0.304538,0.184294,g
0.36801,1.686407,0.64689,0.279869,g
1.12806,0.542495,-1.292636,2.337967,g
-0.632171,0.014957,0.557435,0.503382,g
-2.654543,-0.443472,1.030592,-0.185782,g
0.805918,1.398938,0.251758,0.503879,g
1.618761,1.561809,0.442116,0.657625,g
-0.674802,0.74811,0.341608,-0.814798,g
0.692846,1.180484,-0.513814,-0.051585,g
0.293105,1.582203,0.830587,0.02359,g
4.091956,2.5742,-1.861297,-0.929934,g
2.018805,1.549424,0.807816,0.423707,g
-1.441813,-1.08958,-0.765923,1.001257,g
-0.352627,0.07156,-0.912315,1.049046,g
0.591282,1.538195,0.109094,-0.659616,g
1.514731,0.689483,0.148356,-2.029349,g
-0.20017,0.830583,0.766013,-0.221259,g
-0.440675,-0.165629,0.874124,-0.131611,g
0.366442,0.389927,0.939963,-1.404204,g
1.587282,1.970153,-0.451446,-0.67252,g
-1.311773,-1.458085,-1.080441,1.240115,g
-0.956104,0.592184,0.001869,-0.584532,g
-0.594081,0.420197,0.138041,-0.896492,g
2.240015,-0.384936,-0.087215,-1.834345,g
-0.238255,0.840116,-0.32649,1.138692,g
-2.372174,-0.40044,-0.80485,-0.042488,g
-3.246093,-1.586027,-0.808384,-0.058711,g
-0.974206,-0.161376,0.558411,-0.09633,g
1.344398,0.475022,1.564673,-0.117752,g
-2.58362,-0.437963,-0.561562,0.550928,g
1.377977,1.242655,0.082756,-0.969046,g
-1.417694,0.419448,0.439553,-1.013639,g
3.941851,1.196673,0.86338,0.15751,g
-1.407316,0.426206,0.068278,0.361303,g
2.636277,0.67902,1.211648,-0.028597,g
-3.137447,-1.05772,0.290485,0.21717,g
1.827953,1.435316,-0.663477,-0.415117,g
0.846855,-0.195686,0.755065,0.253059,g
-0.016573,0.477809,0.069236,-0.301287,g
-2.094889,-0.606769,-0.945979,0.567631,g
0.82769,1.207482,0.273738,-0.714306,g
2.023036,1.016875,0.180322,-1.403406,g
2.119535,1.534128,0.502059,0.046905,g
1.880441,2.3615,0.699377,0.701242,g
-1.42995,-0.21485,0.005611,0.997454,g
-1.122065,0.482487,-0.462007,0.801978,g
-0.371184,0.260955,0.167051,-0.626305,g
-1.796964,-0.98945,-0.809688,1.21599,g
-1.919207,-0.324984,0.430017,0.381434,g
0.261139,0.173887,0.527237,0.529891,g
1.797405,1.601704,-1.224509,-0.625091,g
-2.441948,-0.312491,0.692504,-0.919121,g
-1.816106,0.205219,0.528902,-0.682678,g
-0.668511,0.340331,-0.299781,0.785295,g
-0.374725,0.025412,0.206085,-0.944887,g
1.973409,2.120912,-1.625582,0.320682,g
-0.247766,0.406154,0.036814,-0.73412,g
-0.098891,1.082475,0.55407,-0.15616,g
0.658726,0.701221,0.008309,-0.519604,g
0.154504,-0.561098,2.172998,-0.429576,g
1.718102,2.238852,0.325396,0.672215,g
-1.692408,-0.884644,-0.627756,0.164687,g
0.644737,0.855044,0.391708,-1.823856,g
-3.253513,-0.875729,-1.185747,0.548214,g
-1.935112,-0.762611,-0.194588,0.730464,g
-2.459274,-1.383558,-1.390811,1.504166,g
-1.10662,-0.974538,-1.140756,1.295895,g
-0.958099,0.098069,1.036864,-0.338385,g
2.794209,2.365415,-0.930518,-0.319345,g
2.966549,1.383293,1.420583,0.43773,g
1.842374,0.777045,0.408927,-0.658849,g
-0.069034,-0.246494,1.025783,-0.074396,g
1.796544,-0.832242,2.241991,-1.097854,g
-1.170597,0.891731,-0.479564,-0.226954,g
2.289908,0.815999,0.487978,-1.791261,g
1.777801,0.679292,1.174265,-0.304938,g
-0.766207,-0.319924,-0.839594,0.306984,g
-0.927717,-0.056201,0.7663,-1.071036,g
-1.09009,0.383735,-0.164955,-0.359196,g
0.255062,1.532753,-0.091238,0.212628,g
1.117203,1.448631,-0.723745,-0.403951,g
2.294907,0.034439,1.716984,-0.288276,g
-0.693611,-0.235427,-1.291842,0.523283,g
0.236694,1.049346,-0.298814,-0.636838,g
0.50645,1.380581,-0.146703,-0.613076,g
1.836959,0.179582,1.394838,0.273758,g
-1.955536,0.004972,-0.212981,0.363384,g
-0.404447,-0.110776,-0.608308,1.103874,g
-0.075064,0.327566,-0.625229,-0.231973,g
-0.791879,0.837747,-0.007031,0.617347,g
-2.487275,0.315437,0.568477,0.080041,g
-0.863749,0.070746,0.166073,0.4734,g
1.562565,1.625662,-0.476542,-0.38634,g
1.702548,1.70636,0.280611,0.972311,g
1.727394,1.923459,0.18727,0.793212,g
-0.672184,0.084548,0.438909,0.455216,g
-0.466507,1.525408,-0.414529,-0.38027,g
-4.06868,-1.255877,0.55606,-0.09845,g
-0.348465,0.941394,0.583669,0.098658,g
-3.446085,-0.973731,0.279389,-0.828698,g
-3.053327,-0.316976,0.130387,0.215675,g
-3.241953,-1.148445,-0.844688,-0.021978,g
-0.694243,0.134775,-0.859602,-0.135865,g
0.354616,0.658197,-0.567876,0.96266,g
1.542025,0.892285,1.380447,-0.201524,g
0.969507,1.993714,-0.444098,1.178129,g
-0.156168,1.131973,-0.080694,-0.385409,g
-3.026708,-0.501147,1.095274,-0.158464,g
-0.366894,-0.032611,-0.710484,-0.076121,g
0.162207,-0.564025,-0.993875,1.987055,g
-0.895781,-0.467787,-1.477944,0.168205,g
1.853822,-0.561779,0.856847,0.106913,g
-3.409655,-0.896583,1.016678,-0.169957,g
1.926398,1.228557,0.867111,-0.003745,g
0.080098,0.900909,-0.836255,0.174828,g
1.668685,1.088767,-1.305006,-0.1933,g
-1.21878,-0.758186,-1.043453,0.298716,g
-2.268313,-0.983546,-1.357769,0.35254,g
-0.509654,-0.048613,-0.079581,0.727223,g
-0.926155,0.387043,0.392847,-0.385821,g
-0.015228,0.840275,0.021491,-0.562942,g
-1.120211,-1.434844,-1.80242,0.875736,g
1.943236,1.518714,-1.794523,-1.655328,g
-3.240493,-1.097715,-1.19856,0.34016,g
-3.214656,-1.111179,0.138568,0.201879,g
4.122479,1.585006,-0.134837,-1.192063,g
1.228446,0.372356,0.188451,-1.276879,g
-0.451227,0.282394,-1.399481,0.118969,g
4.379144,1.92495,-0.748342,3.291014,g
-2.162965,-1.213802,-0.374213,-0.092276,g
-1.596085,0.313336,0.089052,-0.561095,g
-0.258902,1.066841,-0.049109,-0.701335,g
0.809418,1.316648,0.438488,0.809222,g
1.776803,2.112709,-2.153581,-0.083565,g
0.461988,1.05472,-0.589122,-0.499226,g
0.793521,1.662015,-0.698999,-0.508886,g
-2.283598,-0.210715,0.74575,-0.013161,g
0.47726,0.777716,-0.602323,-0.231725,g
-0.527605,0.783372,-0.16516,-0.653803,g
0.603812,1.288984,0.480602,0.091459,g
0.621154,1.698727,0.311197,0.277357,g
0.348035,1.283098,-1.02287,0.313417,g
2.531187,-0.19566,1.565442,-2.03693,g
-0.336374,0.287138,0.604175,-0.192894,g
1.022251,1.233047,0.202481,-0.707029,g
0.332346,-0.788327,0.91677,-1.512922,g
1.783248,0.779778,0.413656,-1.30478,g
1.864163,1.756661,0.236601,1.007366,g
-1.69824,-0.301256,0.013694,-0.23078,g
-1.235973,0.718113,0.421761,0.047364,g
-1.768598,0.495422,0.50624,-0.311764,g
0.018037,1.076629,0.336372,-0.934396,g
-3.313601,-1.41129,0.014048,0.377767,g
-3.436018,-0.925756,-0.1581,-0.587803,g
-1.85594,0.126568,0.751797,-1.203728,g
-3.316784,-0.736784,0.219145,0.082722,g
-2.20088,0.153229,0.517966,0.221025,g
-1.405928,-0.686152,0.319565,-0.695341,g
1.525407,-0.564446,0.972419,0.043706,g
-3.142704,-0.361496,-0.174011,-0.252254,g
-1.813659,0.387508,0.727128,-1.128205,g
-3.389644,-1.516032,-0.001825,-0.435694,g
-0.883619,0.553614,-0.102307,-0.749171,g
-2.611076,-0.948031,0.467267,-0.608039,g
-2.756266,-1.197153,-0.347737,0.785583,g
-2.192602,-0.792909,-1.110258,0.633677,g
-2.448018,0.022416,1.192947,-1.445054,g
1.212552,1.347244,-0.629641,0.161364,g
2.115089,2.59542,0.535437,1.008315,g
1.429336,0.563841,-0.539246,1.861354,g
-1.577236,0.173756,-0.50238,-0.315966,g
1.090961,1.641036,-0.630314,-0.906923,g
-0.489013,0.13504,0.639857,-0.203034,g
2.347245,0.047399,0.744034,-1.380407,g
-3.563899,-1.128888,0.173183,0.895044,g
0.564407,-0.17554,0.762152,-1.835373,g
-1.11281,-0.628836,-1.704694,2.237726,g
0.272115,0.300079,0.071081,-0.884147,g
-0.427288,0.607087,0.352357,-0.931017,g
0.832239,0.436323,2.046348,-0.209966,g
-0.627574,0.094716,-0.151771,-0.523344,g
-1.07607,0.938563,0.045238,0.282531,g
2.140821,2.212993,0.024842,1.206672,g
-2.109653,-0.125047,0.62243,-0.152513,g
-0.981359,0.540803,-0.043975,-0.06354,g
-2.998522,-1.416043,-0.68177,0.042545,g
-0.605854,-0.052914,-0.353543,1.215056,g
-1.365511,-0.293691,-0.667036,0.13542,g
-0.143626,0.541043,-0.370466,1.090559,g
1.118812,1.526656,-0.17065,-0.762489,g
-0.752443,0.822255,-0.065466,0.90921,g
-1.555426,0.863452,0.029401,-0.487324,g
-1.055095,-0.027823,-0.331873,-0.463376,g
1.082033,0.440356,-0.099436,-0.928275,g
1.314279,1.201538,0.447662,0.689622,g
-1.710364,-1.176623,0.004635,0.49991,g
1.330802,1.799505,-0.131149,-0.956501,g
-1.72018,0.284899,-0.556718,-0.110553,g
0.675693,1.053779,-1.062148,-0.099545,g
-1.858667,0.049852,-0.570768,0.00388,g
0.007443,0.945608,0.053233,0.847458,g
-2.538632,-0.202519,0.148889,-0.366032,g
-0.519984,-0.084759,0.240103,0.846889,g
-2.071754,0.154719,0.745996,-0.293116,g
1.80582,2.14412,-1.243777,-0.147848,g
-0.783484,-0.043213,-0.441061,-0.165528,g
-1.174774,-0.057791,1.35041,-0.541727,g
-1.00157,0.871328,-0.654081,-0.147817,g
2.178553,1.090762,0.589237,-1.380128,g
-0.196739,1.107143,0.059151,-0.597326,g
1.399061,2.042071,-0.05974,0.433959,g
1.684596,1.869173,0.257239,0.803031,g
-0.246378,1.013645,-0.630933,-0.321161,g
-2.486139,0.170881,1.475445,-0.653734,g
1.907363,-0.245244,2.352664,0.07849,g
-3.310891,-1.093614,-1.03125,0.480601,g
0.594049,1.136209,-0.481337,-0.043126,g
1.86084,2.105545,0.188461,0.610083,g
0.008762,0.495271,0.329192,-0.835639,g
-1.533538,-0.444641,-1.788311,0.57285,g
1.661714,0.83674,0.517458,-1.453781,g
-0.246966,1.113292,0.081798,-0.444493,g
1.761567,0.972608,0.521683,-1.205992,g
-1.760526,-0.072241,0.856266,-0.36519,g
-0.858561,0.664919,-0.363822,-0.764354,g
-0.860276,0.309538,-0.072594,-0.897845,g
0.03064,0.930864,0.237968,0.452323,g
-3.456318,-0.688075,0.824275,-0.049988,g
2.306758,2.320177,0.351063,0.915381,g
2.094868,1.820484,-0.010317,0.913773,g
1.682761,1.934856,0.721046,0.83718,g
2.454274,1.781021,0.274983,1.221946,g
-2.789819,-0.194668,1.225291,-0.672456,g
-0.201025,0.668072,-0.673159,-0.48579,g
0.631047,1.346578,0.182782,0.958493,g
1.386819,0.18577,0.887347,-1.287067,g
-0.50783,0.000125,-0.93146,1.441802,g
-1.538492,-0.438246,-0.916045,0.230794,g
-3.592666,-0.623259,1.075343,-1.18868,g
1.989484,-0.103141,2.101103,0.17248,g
0.294911,0.792364,-0.055207,0.648436,g
1.142861,2.057613,-0.3073,-0.43157,g
3.533182,1.214662,-0.080306,-1.255104,g
-1.338309,-0.18128,-0.817288,1.301548,g
2.138306,0.992369,0.986678,-0.614393,g
1.292642,0.878698,0.182576,-0.726811,g
-0.860409,-0.306233,0.592117,0.442012,g
0.475052,1.187536,0.122335,-0.619062,g
-3.118548,0.058296,1.24694,-1.036054,g
0.646453,1.76839,-0.217399,-0.165871,g
1.336418,0.50214,0.84771,-0.835307,g
1.047506,0.363595,0.38485,-0.733879,g
1.589084,1.429394,-0.098466,-0.445402,g
0.121638,0.842124,-0.049422,1.068653,g
-2.305472,-0.608574,0.540645,-0.233584,g
-0.241477,0.091761,0.47476,-0.05165,g
0.814621,1.118329,-0.291801,-0.556823,g
-2.007469,-0.334706,0.781144,-0.309304,g
-0.67226,0.207902,-0.009757,0.499268,g
1.669537,0.09343,-0.861883,2.103846,g
-0.590486,0.618078,0.884069,-0.078557,g
-0.976476,-0.16509,0.760257,0.233158,g
0.750473,1.190149,-0.852649,-0.190375,g
-1.835309,0.413049,0.294047,0.442346,g
-1.662133,-0.551178,1.073587,0.023939,g
1.303154,1.751,0.879607,0.020179,g
-1.265219,0.145321,0.302945,0.002079,g
1.029721,1.261353,-0.190285,-0.743489,g
0.162554,0.357518,0.464268,-1.123074,g
1.374722,0.980243,0.413836,0.328294,g
1.410625,1.601305,0.017974,-0.304463,g
0.819053,0.774358,-1.071926,-0.564746,g
1.525788,1.189793,0.677963,0.463353,g
1.239667,1.597392,0.047949,0.478187,g
0.057125,-1.549031,-0.108823,1.226151,g
1.223497,1.244006,0.072718,-0.44952,g
0.413697,1.133211,-0.127865,0.716043,g
-0.432619,0.809864,0.782541,0.113859,g
-2.353297,-0.490535,0.188523,0.100926,g
0.554904,1.090239,0.099908,-0.075359,g
2.663067,2.069304,-0.588212,-0.644293,g
-0.596791,0.552346,0.412903,-0.058363,g
1.001174,0.878442,0.713445,0.275617,g
0.416279,0.546542,0.72839,-0.214696,g
4.214358,0.728025,-0.138872,-0.929682,g
-3.271298,-0.721533,-0.044261,-0.494675,g
1.06136,1.263957,0.610618,0.063215,g
-2.376403,-0.502083,-0.239234,0.842385,g
5.296656,2.289311,-3.583583,-1.102995,g
-2.940637,-1.16173,-0.565039,-0.243152,g
-0.639029,1.026831,0.086969,-0.408412,g
0.511984,0.248283,1.43679,-0.40369,g
2.502601,0.977877,0.957464,-1.390156,g
-1.421815,0.673597,0.592,-0.028301,g
0.187447,0.399178,-0.423148,1.140505,g
0.566752,1.461426,-0.601734,-0.373448,g
0.080665,0.665963,-0.049619,1.320782,g
-2.731105,-1.183522,-0.23911,0.682988,g
-0.242306,-0.020463,0.467991,0.384176,g
-0.363776,0.242457,0.663729,0.134356,g
-0.206769,0.408569,0.676337,0.390107,g
-1.154957,0.309415,0.12556,-0.604118,g
-0.094713,0.71122,-0.270548,-0.47235,g
-2.260596,-1.163446,-0.021385,0.522435,g
-0.199269,0.701893,0.11733,-0.899816,g
-1.544212,-0.09466,-0.011266,0.924992,g
2.134161,2.354621,-0.221468,0.685935,g
-0.68987,1.133372,0.75112,0.09543,g
-2.614377,-1.134488,-1.031632,0.419918,g
