@relation magic04-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P50.0-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute class {g,h}

@data
1.250367,5.070925,375.027451,-378.783923,396.617291,g
-7.254348,-24.554938,407.424769,-411.445205,433.715741,g
42.675134,-84.512821,438.043963,-444.934408,519.785503,g
23.159944,62.454115,266.608692,-271.623672,308.805087,g
-5.416816,17.618767,432.747871,-436.660401,451.830221,g
16.478212,4.580408,250.614588,-255.134548,277.417901,g
20.356447,57.638148,353.29974,-357.923103,399.076284,g
25.306821,58.500189,271.242621,-277.164502,326.301918,g
30.541252,116.24607,361.536854,-367.729975,420.433336,g
28.974958,103.045245,224.629496,-228.93728,258.560371,g
4.99714,42.745109,224.102433,-227.811447,232.808586,g
9.524374,50.146855,314.994744,-318.803004,340.281993,g
-15.183331,12.927854,434.391588,-438.946708,476.321073,g
42.098534,160.815548,533.372922,-538.272894,580.288462,g
13.980768,-15.427203,331.905275,-336.301913,365.443148,g
-14.545763,-66.807625,308.22918,-312.422129,337.988757,g
16.443051,50.155515,339.247785,-343.962774,376.137176,g
31.377832,20.506096,380.293232,-385.96847,435.372448,g
22.200388,1.601627,371.728241,-376.747031,412.347257,g
29.185749,105.517921,393.530604,-398.614173,436.007591,g
-6.076554,-91.081277,367.634366,-372.884558,424.373579,g
-11.043556,-9.426167,142.297154,-146.128797,167.723833,g
15.036453,-0.716203,347.066262,-351.310133,373.50775,g
21.086853,86.261673,339.387735,-344.847852,381.924651,g
18.276254,57.961175,172.041316,-176.385126,206.717666,g
36.317988,102.37754,326.250476,-331.838418,379.873037,g
-18.160206,63.421985,219.105813,-224.64699,290.910577,g
-7.06694,14.063387,215.35038,-219.414464,243.871022,g
24.235028,143.736488,391.682852,-397.419058,436.992781,g
-6.505236,39.065367,235.377737,-239.729688,263.236043,g
-27.755595,-115.922004,477.757117,-482.538963,535.530711,g
36.294605,51.781218,145.299664,-149.585104,186.66225,g
0.68849,12.687445,348.450864,-352.373612,369.31636,g
1.090672,-225.36302,368.010394,-372.773707,404.97409,g
12.915383,-16.168867,414.440094,-419.544275,450.449604,g
-13.732218,23.123225,264.218808,-268.963242,294.864329,g
34.466945,54.013312,246.383881,-252.145028,306.606768,g
-16.788942,-3.328482,405.579962,-411.252948,455.614233,g
11.968991,-77.047855,501.76923,-506.157207,544.117699,g
-11.463405,-174.328143,428.029765,-433.896048,481.656829,g
-20.167307,-15.335751,320.704622,-325.544145,361.428774,g
29.311842,-19.252784,361.499788,-365.485237,397.610623,g
-1.237204,-56.353659,40.991234,-45.364662,75.833688,g
28.440101,23.344927,67.89362,-73.365169,119.683498,g
16.944999,26.78478,274.790207,-278.955443,304.372076,g
36.340851,66.935623,218.561083,-223.060431,261.668017,g
54.366304,-16.013676,554.834937,-562.15441,652.150558,g
4.853033,47.922901,229.323527,-232.908872,237.761905,g
16.433525,-6.765044,152.708511,-156.869417,184.353253,g
36.772651,42.373237,367.353254,-371.992552,412.252514,g
22.519951,-34.336868,309.428972,-314.107414,354.872962,g
-10.441668,-34.634088,336.289962,-341.259042,371.300944,g
-13.777252,28.334619,199.098201,-203.424171,229.672708,g
29.862981,102.100238,347.414924,-352.581459,407.154223,g
-15.398798,-45.031762,127.1715,-130.703845,155.463858,g
22.379482,-0.310557,276.936391,-281.32662,319.769488,g
-8.645878,54.561506,425.730121,-431.486765,478.928849,g
-13.786085,-30.141495,169.260508,-173.324592,195.724513,g
12.258243,17.621192,292.485704,-297.173153,325.277929,g
9.969511,34.226536,496.536704,-500.571344,527.743064,g
-21.984401,28.922824,390.349173,-395.203765,434.860107,g
-34.533283,-86.370792,677.51471,-683.619669,739.882049,g
19.797687,54.854049,330.936886,-335.115458,368.49225,g
-3.673853,-18.823582,260.609387,-265.247993,294.974315,g
-20.083302,18.622317,247.449612,-252.418692,309.24139,g
34.820283,151.384358,440.633033,-446.664726,497.678992,g
-5.0155,-106.197924,372.554602,-377.557631,417.552763,g
27.550173,55.302997,249.310527,-253.665769,285.981507,g
-14.183244,50.977719,273.856632,-278.480861,308.778586,g
48.381375,-2.488437,575.876583,-581.717924,641.614146,g
34.227922,-34.006393,258.09445,-262.275794,294.686794,g
12.802454,34.474566,166.551581,-170.598517,194.950979,g
22.821501,21.102614,308.988684,-313.70731,338.26935,g
35.879432,-163.220674,427.561072,-433.256921,474.581575,g
34.351417,-50.800184,506.247274,-512.260955,565.265173,g
22.057494,39.715579,309.501025,-313.373024,340.190887,g
21.712989,6.563087,59.241161,-63.485031,89.230581,g
-25.209826,-71.090986,578.38286,-584.175704,634.650782,g
13.942663,6.97722,230.810666,-235.539857,272.654935,g
10.300853,49.574931,501.536962,-506.055016,526.479013,g
-34.769534,49.762859,499.16336,-505.445335,568.090495,g
22.520817,26.325613,274.188666,-279.712349,316.790534,g
-2.722091,-7.902828,278.244263,-282.01078,299.954654,g
-13.069709,-9.900922,222.345614,-226.129625,247.863572,g
34.080178,-20.705282,345.407997,-349.593671,386.959549,g
23.590359,84.045341,434.214226,-439.774628,483.551,g
-32.790493,-135.711204,468.473151,-474.015541,525.332396,g
16.571396,53.878558,294.507873,-298.238364,314.742557,g
-11.644058,1.383909,67.42995,-71.977969,106.832374,g
45.207392,125.43408,267.295623,-272.456788,327.354831,g
36.339465,-72.083451,465.857581,-471.069322,524.341316,g
19.905594,22.015751,343.043574,-348.124892,384.689524,g
-11.416293,112.109933,435.045264,-441.073666,494.879132,g
-12.42937,-13.291238,319.878261,-324.88943,367.656709,g
-24.92525,-97.833331,554.261455,-559.871567,606.010976,g
-6.503678,-247.326117,350.177545,-354.846981,386.488778,g
26.035149,-3.564907,304.290496,-308.379522,332.065836,g
-7.68459,-30.457421,213.167996,-217.405285,244.92151,g
-7.410579,5.432404,418.272257,-422.958147,450.190662,g
20.147042,-16.758631,303.257155,-307.811409,341.782468,g
-35.351503,-128.419789,530.528028,-536.052404,606.471701,g
-11.798384,-39.199081,417.958063,-421.683358,445.422846,g
21.32449,-3.981465,308.156261,-312.165785,348.278005,g
-21.362075,-36.362501,152.287276,-157.095969,199.109806,g
19.971931,41.159936,118.728446,-123.583038,161.115713,g
-8.095605,130.794085,428.945847,-434.853872,492.578622,g
-6.644493,-20.229834,379.559536,-384.231223,414.254072,g
-5.790073,29.686485,292.569709,-296.45262,313.547096,g
-7.711783,45.408656,231.989673,-236.360849,260.804416,g
32.807814,17.855885,376.719319,-382.322503,426.915017,g
-12.175105,-0.655235,432.989146,-437.257958,471.498005,g
-6.901703,-122.972316,456.373737,-460.56097,486.531859,g
8.533468,6.897546,178.482293,-182.158051,200.13466,g
17.425817,-145.558952,463.646619,-469.077464,517.419348,g
24.776121,62.633555,220.323445,-225.057486,260.533697,g
14.976004,86.083098,251.164168,-255.806584,287.734342,g
13.394815,11.849479,403.679382,-407.314264,425.052023,g
17.123054,12.648301,285.097988,-289.423958,314.479632,g
25.135175,47.606456,161.906394,-165.529324,190.238068,g
36.087279,-69.115063,465.825712,-472.042735,536.558683,g
20.851813,16.138903,285.906336,-290.192988,317.002883,g
20.963184,-16.681208,333.356041,-337.883275,363.510353,g
35.793176,1.45908,552.911321,-558.028665,603.365788,g
-3.867669,-1.703818,216.600748,-220.282222,237.89995,g
36.032373,59.286887,320.654393,-325.253161,368.553911,g
-8.318174,-95.935523,275.157229,-279.481986,304.235417,g
9.474145,-13.621714,291.505883,-296.075033,337.60632,g
31.780015,55.178462,417.314779,-423.514135,474.563562,g
13.05897,49.959966,272.019099,-276.163377,297.482497,g
-13.747634,-31.451791,344.546821,-348.493819,371.584308,g
22.882989,-12.888536,232.694271,-237.209554,267.177844,g
-3.532864,-9.905772,128.780576,-132.983397,158.156331,g
35.441743,92.808652,340.30399,-345.46273,423.727178,g
-17.705023,-44.134213,309.612049,-314.140323,356.86482,g
50.138368,82.926436,173.664074,-179.670826,242.156811,g
25.287249,199.731266,411.849293,-417.668464,488.733296,g
20.811976,15.237024,245.703878,-249.95052,274.972419,g
-16.89044,50.238653,427.147458,-432.390896,483.374158,g
30.071866,46.212155,305.703677,-311.131751,356.996283,g
-8.182728,52.476463,296.584429,-302.741697,356.625278,g
-1.845673,45.690288,358.352825,-362.592712,380.226029,g
30.526876,-12.618856,315.519035,-320.204233,352.208202,g
31.291923,60.407524,404.554761,-409.252429,445.672781,g
19.04719,-2.341733,386.729533,-392.103394,437.229206,g
15.885504,72.698503,431.478798,-437.39479,491.035884,g
-6.75292,8.691431,380.835711,-384.87035,412.173706,g
-3.954272,-0.876418,137.508033,-141.502835,159.502134,g
60.837938,113.121277,301.726888,-306.526228,365.180569,g
-20.85164,-24.684842,271.122763,-276.203214,319.200163,g
14.047625,100.166923,499.075718,-504.057962,537.764883,g
-21.979552,-58.423633,307.281402,-311.472965,349.908038,g
23.254168,41.441914,186.431887,-190.203427,213.053508,g
-22.304484,54.32179,501.814437,-508.999503,585.903944,g
-10.399753,27.145739,430.430907,-434.647758,460.575692,g
-43.048218,22.606554,473.487438,-480.405076,555.084006,g
22.111187,-108.909276,440.703181,-445.902624,490.958288,g
25.914771,15.315659,183.438383,-187.982938,231.272084,g
-20.416895,4.508355,364.746691,-369.300945,406.431784,g
19.585511,26.790842,232.16409,-236.459576,264.278217,g
-15.271665,-26.093172,404.714283,-410.364406,453.336066,g
-28.497605,132.339247,472.798255,-478.148214,518.956543,g
-11.569926,20.372728,269.652425,-275.361437,321.243983,g
-14.806436,7.673851,283.365764,-287.05278,311.803094,g
-5.927251,29.739659,342.379852,-346.126105,363.088598,g
18.244557,13.17571,371.813978,-377.055336,433.135331,g
15.826268,-26.322149,186.238936,-189.908979,206.73412,g
22.2113,44.467633,314.278194,-319.674225,357.749552,g
23.546191,27.428583,293.426901,-297.434693,318.074157,g
-7.690479,-12.531734,355.694647,-360.005028,383.46098,g
-3.804969,-6.61782,167.237646,-170.87859,188.598336,g
-17.720439,-79.800604,400.470238,-405.052206,433.193182,g
29.447981,-41.197175,518.905621,-524.702275,572.375242,g
12.778551,-42.292524,237.172315,-241.044315,268.291379,g
24.332196,-53.077831,45.444683,-50.744066,87.818267,g
35.920309,156.808622,460.702132,-466.61622,523.065834,g
-7.275133,-8.187751,228.722852,-232.685438,257.680836,g
-21.866622,20.626473,384.277295,-388.337915,422.229473,g
32.178733,54.053495,310.467856,-314.795038,357.10419,g
4.978087,-3.86282,331.93957,-335.603897,340.582157,g
40.629755,-25.187656,507.07225,-513.159889,569.827742,g
12.771103,36.40892,250.490227,-254.994252,276.908159,g
-16.503846,26.311757,431.72371,-436.946189,482.108894,g
-6.153284,-55.023097,411.118367,-415.423726,445.924448,g
28.451186,-50.226356,546.607349,-551.005199,595.832926,g
23.488861,26.741479,210.117335,-214.538741,252.200627,g
25.909402,29.85917,281.911188,-286.907288,324.458669,g
-2.142374,33.77603,441.352007,-446.484593,483.811327,g
22.907584,48.31625,268.017542,-272.394434,302.565027,g
-20.515103,-38.442348,609.187903,-614.477933,658.661337,g
-23.589666,5.164802,600.733763,-606.836125,664.395291,g
-22.969245,-14.003804,423.865049,-430.598223,490.184928,g
42.888003,-184.315147,398.399745,-403.623264,446.191876,g
23.695148,21.795781,153.240078,-157.288746,183.315927,g
18.980852,-12.111885,422.172835,-427.2086,464.434355,g
39.735324,22.22429,115.281318,-121.53177,184.17641,g
27.685273,11.194244,426.176297,-430.83205,464.48164,g
-11.997396,158.660877,355.346851,-361.108345,419.076448,g
-18.671681,-6.36494,65.477063,-70.135067,109.583564,g
-22.229486,-126.20467,484.154446,-491.18536,576.697575,g
20.873984,43.954427,232.440872,-236.844092,263.890931,g
10.537104,8.359397,401.125993,-405.048742,429.061548,g
53.103292,94.75998,668.154361,-674.8451,756.585774,g
-15.540479,7.539271,339.194265,-344.250294,377.106432,g
-21.026577,18.535369,256.022744,-260.928258,301.287293,g
19.089971,-3.196673,119.003149,-123.289801,145.817374,g
0.902225,37.946462,301.213508,-305.237582,325.230471,g
-12.824277,6.498481,340.157805,-344.833995,377.7802,g
22.441663,30.074118,162.162737,-166.039067,189.013682,g
-15.500642,6.746684,304.763693,-308.374326,332.582161,g
11.505321,10.71793,178.155282,-182.235994,208.578062,g
-2.151554,-250.4542,647.787695,-652.040919,673.995182,g
23.150071,45.572335,436.051239,-439.642992,464.216463,g
-29.099666,-130.223374,518.990492,-524.9846,577.881951,g
-3.61531,-6.953318,411.98803,-415.702586,433.507549,g
31.263171,37.734112,185.245778,-189.995581,226.251562,g
10.501944,46.766411,359.562663,-363.301121,385.465829,g
-9.008223,-12.405641,187.857711,-192.404864,223.757062,g
38.810236,-111.56503,615.735402,-621.588002,679.62504,g
23.253129,-7.420279,283.272579,-288.772707,332.860328,g
-22.806086,-65.435667,200.255904,-205.126777,254.333648,g
-1.522646,-1.394301,304.149161,-307.858175,325.775374,g
37.986472,103.424045,155.221197,-159.911591,200.08114,g
-5.179178,13.093438,333.733628,-338.510278,373.826274,g
59.730465,170.882401,291.939415,-298.080748,361.964844,g
25.165659,16.703378,362.854598,-367.047547,391.621537,g
-13.399145,-10.486355,218.359645,-223.668381,268.572837,g
-12.862383,-21.445733,395.015318,-399.230783,424.470401,g
-7.393778,-83.096004,386.073432,-390.291669,411.922905,g
18.68138,-20.217883,389.795609,-394.436466,421.77429,g
38.039646,-78.308788,458.240022,-463.621504,509.972049,g
23.712642,64.090037,411.822966,-416.215273,446.32715,g
-21.753519,73.925487,286.195935,-291.273788,334.859807,g
-38.001195,-14.740792,140.378215,-146.209856,217.934773,g
50.488588,-121.749662,552.833725,-558.757858,615.965418,g
-23.03974,-42.636509,304.789327,-309.333882,340.864135,g
-17.526103,-19.804789,177.740802,-183.976705,249.580381,g
-23.13431,105.686276,354.835549,-360.296013,410.966293,g
24.398707,46.581774,386.693853,-391.62708,422.363188,g
40.835176,121.682978,229.792393,-234.952692,290.710006,g
72.821825,-87.43635,414.064239,-421.142958,504.623996,g
-6.434569,-14.778724,97.337098,-101.677271,128.449408,g
-8.470248,-26.390739,308.933259,-313.08204,335.53652,g
23.279975,46.23623,125.286336,-128.804824,153.537124,g
-24.408753,-144.930564,204.884463,-209.43612,249.937183,g
39.649068,46.815428,275.509008,-280.057027,322.199902,g
-17.838391,62.374787,404.034799,-408.997817,452.633893,g
-4.552349,-19.713683,277.635793,-282.388368,311.901474,g
16.253392,-57.512401,84.215255,-88.152206,109.223297,g
30.482709,63.9151,444.960908,-450.61207,494.396929,g
-6.972197,55.632606,202.548446,-207.414816,247.611559,g
-14.403388,-7.692038,178.955836,-183.742878,216.044586,g
16.13388,45.407098,345.088434,-349.314811,375.264396,g
-6.772492,-20.258413,212.677826,-216.715929,239.740427,g
-4.891485,-33.162191,231.060947,-235.00985,259.32767,g
38.613648,74.104928,306.226236,-311.535319,360.09752,g
-22.739056,-85.596046,266.403097,-271.389845,318.537654,g
15.236331,32.325264,380.937036,-385.287774,411.108321,g
9.763917,-11.30371,337.776235,-341.612381,358.615231,g
20.197964,-19.277206,150.534787,-155.01872,190.986314,g
22.748062,92.496016,384.639987,-389.041128,418.111176,g
20.494145,-32.175269,366.919202,-371.871308,406.409614,g
-13.691342,-17.09257,231.594765,-235.76156,261.971992,g
73.392362,212.05065,338.327893,-343.68911,416.76849,g
-11.671771,84.885385,305.499468,-311.346525,370.493289,g
-12.112058,27.131883,403.942134,-409.001282,447.585831,g
-7.272362,-61.527294,320.861719,-325.932125,356.444798,g
22.630629,61.586184,353.918775,-358.731971,395.59746,g
14.337397,67.799397,206.692724,-210.920487,227.864447,g
-14.09491,-64.484425,144.454423,-149.047475,180.532695,g
-10.491551,-19.035065,355.619649,-359.906301,383.173113,g
31.625862,23.357744,265.167452,-270.030185,301.476087,g
22.59391,49.482267,74.2861,-79.227295,111.22295,g
20.129028,-10.243868,309.134523,-313.333187,336.525521,g
-9.060358,-162.921549,437.245488,-441.872142,464.960206,g
-23.839254,42.497252,389.348394,-394.620064,436.219594,g
22.402518,60.338761,380.537971,-384.976005,411.417319,g
39.628803,25.810155,360.721405,-367.212092,418.865311,g
-39.544972,-233.006213,558.299038,-564.986313,637.122072,g
-13.299033,70.012958,352.601204,-358.352652,400.38658,g
-5.936604,-111.030173,288.046285,-292.361516,325.859552,g
30.626988,-89.259333,471.58097,-476.554727,511.819108,g
-19.272529,45.965511,354.382099,-359.118218,391.870953,g
26.936335,87.101717,328.145339,-333.315857,374.681561,g
21.983882,-30.509382,210.153535,-214.628808,250.936923,g
25.526792,-4.742009,349.278264,-353.402451,378.623708,g
-10.105304,-21.070918,350.952638,-355.932977,397.179688,g
17.719053,40.206442,209.554765,-213.528956,237.305683,g
25.214676,187.414479,336.501618,-341.576008,379.478822,g
-15.272012,45.740344,291.450804,-296.573864,335.617753,g
26.207488,113.002632,396.219439,-401.667432,473.125959,h
-20.164882,-119.588582,470.46501,-476.208663,520.24467,h
-10.759673,-99.602448,594.652879,-600.039557,643.861136,h
-24.157259,-120.102135,221.858561,-226.551899,264.618219,h
19.477085,-74.674946,278.847536,-283.826663,311.464478,h
-92.915866,418.341192,415.041636,-420.999197,544.667106,h
-87.787956,-150.014999,500.142141,-507.075541,664.937423,h
-10.914172,10.086078,105.845798,-110.428804,149.45572,h
-10.410491,-97.042477,350.542488,-354.902407,381.702082,h
-7.470508,39.062595,417.392721,-421.936237,444.371491,h
74.188066,-293.896633,450.275186,-457.109166,566.495276,h
29.846873,-28.62543,635.441983,-642.055646,780.534667,h
35.351677,-260.095488,512.199986,-517.047997,579.036017,h
-1.334892,20.899098,117.511853,-121.968247,146.458406,h
70.316759,160.793897,571.808861,-577.190863,662.732695,h
-4.369445,-6.504197,286.393215,-290.948682,315.006695,h
29.204282,2.342252,142.883626,-147.760908,194.936429,h
-45.269053,-328.294815,397.533027,-402.710646,481.91629,h
0.972027,49.872844,282.396681,-287.144579,309.505875,h
-55.037646,88.189965,250.074015,-255.047599,335.228734,h
-23.00406,-89.573181,396.882122,-401.562123,439.860018,h
17.089799,9.661206,322.826731,-327.12724,349.478143,h
21.363288,-283.149084,498.234461,-503.697869,556.627782,h
71.322042,-118.315525,472.210571,-477.908152,572.437076,h
-4.332725,-9.419932,381.93054,-385.663629,408.93581,h
-81.060151,62.707687,507.610225,-514.09918,634.477577,h
61.937098,241.025262,299.923303,-305.576891,442.29303,h
16.615737,63.239946,84.496193,-88.572575,119.70792,h
18.7084,6.358705,397.252608,-402.385021,433.725787,h
-61.781559,-112.164666,574.210523,-579.194326,670.399965,h
68.921419,-171.340874,587.297206,-592.854664,700.506125,h
-9.753698,40.451873,236.105891,-240.888257,278.059799,h
-83.335373,166.143856,336.189676,-341.908561,514.059863,h
-21.111967,126.270661,261.020576,-265.848322,320.562248,h
-7.096212,-8.263095,241.371846,-246.256056,271.23396,h
17.445562,3.29055,411.512582,-415.501322,434.115845,h
-4.289251,-37.182281,450.963503,-455.295362,473.794185,h
-18.46089,-4.642762,86.581236,-90.700746,126.395888,h
-10.398887,238.123904,371.574608,-378.278164,451.510138,h
79.07193,-10.046934,553.164547,-559.1881,682.569007,h
-12.285783,-67.132038,350.992129,-355.619476,378.732481,h
14.202124,22.528092,96.414955,-100.379446,122.768974,h
-9.951325,3.53425,365.579634,-370.14965,395.600924,h
47.74017,-112.896111,465.447085,-471.265044,574.212775,h
53.630528,-357.578252,621.668542,-628.071068,708.516687,h
-28.456036,-260.457487,568.403476,-573.582481,622.154555,h
-4.333938,25.727363,132.673013,-136.9491,159.813384,h
3.414219,-18.961799,326.418311,-330.954726,359.490782,h
39.854143,28.340681,33.736539,-38.05662,70.317452,h
-42.46036,-88.354856,527.731286,-533.527074,595.930094,h
-3.902657,133.548565,414.241601,-418.759656,454.115489,h
22.035497,11.231483,270.567987,-275.276567,302.91698,h
41.614772,-27.137772,554.772063,-561.155017,632.505464,h
23.778113,72.771249,394.303445,-398.669945,428.198293,h
147.021669,-40.249397,462.647052,-468.736077,589.000678,h
7.176233,45.584633,389.360865,-393.658429,417.928791,h
14.829299,60.288705,332.427835,-337.199462,369.358795,h
23.152323,-3.593313,207.963876,-211.815957,235.225317,h
21.618073,69.68612,392.555113,-397.42079,437.124591,h
71.995983,203.305006,124.974914,-131.617328,249.8149,h
24.07083,76.745612,317.348947,-322.043671,352.30433,h
26.358176,-3.444356,168.460301,-172.895217,196.860911,h
-16.115694,-15.333499,199.066678,-203.54247,226.585501,h
-32.492927,-129.30608,557.406859,-562.414737,614.466328,h
-11.90733,-19.786429,406.597888,-411.464258,446.28177,h
-5.087553,12.019567,255.460174,-259.854387,280.439118,h
14.399231,2.329262,195.070663,-199.445304,217.960927,h
39.250003,426.606192,262.933973,-268.528324,355.720801,h
14.944654,-1.016021,317.528214,-321.610658,339.342182,h
0.73768,-44.650191,157.837806,-161.960434,182.508965,h
22.695928,134.210728,292.044897,-297.460674,346.589948,h
19.644401,22.270363,76.534995,-80.788219,105.624442,h
7.209488,28.266203,286.663069,-291.557152,316.566926,h
-11.587593,-11.194244,341.883447,-346.244058,366.969431,h
78.552141,-108.077199,484.391391,-489.889786,596.199601,h
-27.149377,14.14462,396.967512,-402.092997,450.934751,h
-45.500628,-6.358012,301.125,-306.852719,351.402798,h
30.722598,15.735508,240.592423,-245.301696,282.260715,h
97.415387,-328.022537,468.881915,-474.539659,587.659205,h
-24.607765,-38.382073,376.745819,-381.291586,412.37445,h
28.362159,-118.998819,92.625747,-97.763703,145.000885,h
-81.078684,-301.480937,371.747813,-377.812243,492.05485,h
-3.694118,14.70182,406.529299,-410.468329,428.4872,h
3.47051,-44.211809,231.626115,-235.225836,241.302044,h
-84.924703,-23.44504,554.071449,-559.987095,668.783442,h
11.108508,56.967671,263.264448,-268.519837,294.771838,h
11.926382,42.200379,329.56181,-334.019763,351.691011,h
26.306041,156.441427,341.374743,-346.63706,432.026645,h
-168.424274,-325.134342,473.543037,-479.941752,711.532361,h
59.140875,72.375129,476.432271,-482.433827,582.851724,h
21.451103,1.172945,308.536273,-312.638462,343.216953,h
42.758099,-15.21953,479.328087,-484.8561,549.999397,h
37.394457,-214.845834,318.854965,-323.422383,368.913832,h
-11.383211,89.045252,331.850369,-336.331358,362.883004,h
41.41091,-124.551254,560.62345,-566.692037,658.665147,h
26.292704,80.667668,309.643573,-314.354578,331.006168,h
4.849396,-49.505303,322.05822,-325.693102,330.542498,h
-13.611148,-77.160439,246.388038,-250.610431,281.21854,h
18.826353,38.528431,302.960281,-308.620277,356.104623,h
15.995143,56.136459,423.374705,-428.211803,456.845201,h
-6.787734,108.076679,346.761421,-351.388076,371.436564,h
-7.780719,-34.551989,87.148136,-91.707587,119.786036,h
0.954706,-121.546839,309.054156,-313.416326,345.314466,h
-3.477612,-5.79423,330.68799,-335.148367,356.892533,h
17.167568,34.934772,290.236463,-295.106817,322.907271,h
18.858223,-97.066206,100.231182,-105.310594,156.526817,h
-13.027274,10.612449,420.623169,-425.364658,448.064223,h
-11.014457,4.836405,252.722841,-256.987842,285.182858,h
55.572504,10.732999,387.247416,-392.528612,469.854289,h
20.642928,59.281864,452.398161,-456.435918,478.877927,h
-0.627002,55.063108,224.333489,-229.145472,255.292858,h
-16.768677,-98.748373,521.63516,-526.394489,564.941973,h
29.840637,78.397816,373.658438,-377.829563,413.145733,h
14.834496,14.048491,160.381843,-164.601465,190.007359,h
-53.46148,-131.285294,606.301614,-611.56982,723.829402,h
-10.271754,17.344237,69.407779,-73.707422,99.74794,h
-7.284832,69.621341,386.158822,-391.318775,420.103381,h
-24.662325,-57.225919,69.671744,-73.81429,99.772535,h
36.735239,-23.58395,555.985018,-561.39404,642.423014,h
21.649249,42.533452,366.823246,-371.142115,398.230524,h
-35.051685,51.346819,158.916528,-164.087392,217.83622,h
-8.465572,44.062853,425.28533,-429.655295,461.38508,h
26.399918,-11.579452,351.873916,-355.65862,375.495971,h
-7.760454,4.349006,160.399683,-164.311519,188.53425,h
28.258063,26.770924,249.533615,-254.262634,293.465179,h
34.956769,94.669221,257.875518,-262.663773,315.508123,h
158.115454,-354.568467,396.427112,-403.493533,603.019378,h
-14.339129,0.569152,446.475413,-451.08492,481.148126,h
-22.76036,-264.522783,155.488106,-160.937658,236.278923,h
16.605691,50.981183,113.303316,-117.215846,133.816687,h
45.679722,-89.253444,491.573859,-497.166132,576.556413,h
-13.915989,61.636933,275.190657,-279.513163,312.265032,h
-11.719056,-43.539427,345.430167,-350.005033,376.013335,h
17.586897,25.742605,559.067549,-564.816399,613.669238,h
-34.081217,-54.507293,614.78364,-619.941514,668.541474,h
21.775343,31.093603,303.10231,-307.551602,330.263811,h
-12.171294,-9.505495,176.872525,-181.266045,203.249754,h
14.506099,-15.990466,226.529036,-230.721812,252.43151,h
24.489293,17.37143,201.975311,-206.723728,242.22055,h
31.72736,114.571177,436.785975,-441.725957,482.605993,h
-5.42842,-10.630635,460.647053,-465.112107,491.206491,h
-11.393777,-132.791486,475.571269,-481.515321,568.523161,h
9.927769,60.18253,379.697407,-384.544897,410.265505,h
-137.101694,-324.192107,383.228539,-388.598762,507.706354,h
-22.930621,37.186092,250.335728,-255.053488,294.77305,h
-14.081573,-45.078008,423.250864,-428.179587,448.736259,h
-7.906466,-11.235814,86.731578,-90.644108,120.043072,h
-12.306048,18.902563,182.194424,-186.161167,208.948894,h
25.299373,59.74207,230.195615,-234.890338,256.048551,h
21.892429,32.561862,165.316455,-169.912799,204.780887,h
29.721126,2.3232,60.097486,-64.53171,83.676933,h
-110.565463,-473.63345,498.788371,-504.395712,655.103358,h
0.109812,-125.06498,441.633985,-446.591634,474.16034,h
46.268793,78.659875,457.939857,-463.004894,523.082288,h
27.088928,66.949826,461.214473,-466.080496,508.388435,h
16.068235,37.765809,325.263553,-330.097707,365.577036,h
28.168689,-78.176286,465.151251,-470.490817,536.328667,h
-12.452752,-34.067707,354.33031,-358.777524,385.709528,h
38.729176,-39.184705,227.571904,-233.198125,286.32861,h
-10.958859,-22.720003,209.546624,-213.448935,229.724323,h
23.932439,129.38281,351.068512,-355.954454,386.856146,h
-11.724945,59.746919,342.022011,-346.527941,371.503074,h
-6.551829,14.289073,280.344374,-284.465789,306.198177,h
9.237373,45.755413,110.956907,-114.986177,135.642441,h
37.437932,-38.274166,541.093538,-546.61445,587.342586,h
36.090916,67.24081,385.005623,-389.877709,433.851014,h
-100.543644,-495.721082,471.436863,-478.470375,629.705084,h
14.434045,52.072375,239.307934,-243.824256,264.924619,h
16.805223,12.688831,199.635137,-203.751529,228.462524,h
-186.428076,-379.638344,107.201647,-114.838259,305.015186,h
24.789111,38.977379,185.159522,-189.616089,229.484434,h
21.995833,21.873723,276.850135,-281.574304,331.126892,h
-13.506013,-4.473194,245.986375,-250.227648,272.713305,h
-19.425296,-37.273733,308.712769,-314.100486,372.751537,h
39.522801,-153.636717,727.057598,-731.963112,790.089525,h
-222.918749,-539.408426,233.962998,-240.166165,478.838956,h
7.268205,35.098624,254.463378,-259.038937,289.500341,h
143.185696,-170.844988,363.705208,-369.889842,515.003657,h
5.101063,85.843556,163.468357,-168.21435,211.255466,h
21.843412,-6.252877,300.23386,-303.903903,327.904238,h
19.437247,-5.761147,287.857838,-292.325143,318.503359,h
-32.763819,-7.753699,493.575937,-498.89697,564.541523,h
-15.351166,6.905513,106.614136,-110.25508,134.639584,h
-16.295134,96.559581,117.841116,-123.243209,161.783245,h
7.343722,60.040675,172.393442,-176.96952,204.367619,h
70.917781,696.762297,195.44444,-201.082958,298.64886,h
24.316434,68.705606,248.249646,-253.968878,326.21826,h
66.271382,203.874331,534.896953,-540.916176,669.762916,h
54.970443,-415.04406,462.065776,-467.260716,561.70858,h
14.729014,-84.429509,421.117843,-425.898476,446.38552,h
