@relation 'magic04_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A12-M-1'

@attribute 0.449fSize-0.442fConc-0.429fConc1+0.408fLength+0.395fWidth+0.257fDist-0.145fAsym-0.097fAlpha+0.012fM3Trans+0.005fM3Long numeric
@attribute '0.6  fM3Long+0.487fAsym-0.457fAlpha-0.245fWidth-0.226fLength-0.196fConc1-0.188fConc+0.093fSize-0.031fM3Trans+0.012fDist' numeric
@attribute -0.603fM3Trans-0.47fAlpha+0.454fDist-0.377fAsym-0.153fWidth+0.139fConc1+0.129fConc-0.071fSize-0.058fM3Long-0.001fLength numeric
@attribute -0.795fM3Trans+0.386fAlpha-0.364fDist+0.214fAsym-0.116fConc1-0.109fConc+0.095fWidth+0.057fSize+0.054fM3Long+0.025fLength numeric
@attribute 0.599fM3Long+0.526fAlpha+0.521fDist+0.206fConc1+0.181fConc+0.119fLength+0.058fWidth-0.023fAsym+0.016fSize+0.008fM3Trans numeric
@attribute 0.722fAsym-0.46fM3Long+0.459fDist+0.169fWidth+0.116fConc1+0.104fConc-0.057fM3Trans+0.028fSize+0.015fLength-0.003fAlpha numeric
@attribute 0.495fWidth+0.437fLength+0.389fConc1-0.365fAlpha+0.331fConc-0.319fDist+0.234fM3Long+0.114fAsym-0.014fM3Trans+0.001fSize numeric
@attribute class {g,h}

@data
1.584549,1.473915,0.783257,0.169455,0.332251,-0.132074,-0.241346,g
-1.31254,0.544985,0.607996,-0.002996,-0.333247,0.358847,0.34128,g
-1.614138,-0.490896,-0.167143,-0.378268,0.155296,0.261173,-0.450044,g
2.824176,1.350596,1.299335,0.250277,0.798956,0.300783,-0.0735,g
-3.417097,-0.204653,0.786876,-0.289469,0.321391,0.329811,1.243778,g
0.262555,-0.101838,0.207136,-0.489615,-1.392212,-0.337974,-0.388026,g
0.906044,-0.618326,1.033407,-0.287525,-1.443019,-0.049591,-0.612854,g
-2.312203,0.214815,-0.124808,-0.407533,-0.014863,0.012146,0.928763,g
-1.880521,-0.841147,-1.761142,0.791712,0.699466,-0.48215,-0.511313,g
-0.955591,0.226255,-0.723688,-0.618216,0.127198,-0.257153,0.154547,g
1.807702,2.102338,-0.621237,-0.393214,0.237651,0.038556,0.262364,g
2.310337,1.173398,1.309665,0.212575,0.843035,-0.708443,-0.054309,g
-2.09319,-0.451567,-0.145635,0.540895,-0.002908,0.484483,-0.192027,g
-1.335486,0.474144,-0.239508,-0.351935,-0.958838,0.138244,0.064545,g
1.076835,1.121096,-0.044428,0.924805,-0.961781,-0.524749,-0.071927,g
-3.273591,-1.091651,-0.167458,-0.499028,0.686732,-0.120506,0.555682,g
0.371222,0.418611,-0.599838,-0.555763,-0.66294,0.015726,-0.6002,g
-0.821738,0.709462,0.334993,0.722308,-0.37283,0.000644,0.487149,g
1.040122,0.820893,-0.363159,0.458904,-0.643204,-0.231207,-0.378822,g
2.147999,2.187364,0.115787,0.725351,0.623884,1.124605,0.161436,g
1.735472,0.881854,1.558964,0.256002,0.462382,-0.218747,-0.199514,g
-3.830659,-0.76957,0.354598,-0.684643,1.141418,0.485653,1.219733,g
-2.442555,-0.776045,0.268403,0.016336,-0.236113,-0.263222,0.25332,g
-1.069603,0.131523,-0.28157,-0.532666,-0.762413,0.480963,-0.054906,g
-1.823619,-0.446517,1.185456,-0.494295,0.015904,0.205543,0.191443,g
-0.585734,1.080154,0.46825,0.031796,-0.541797,0.09978,-0.0619,g
-1.773498,0.051409,-0.488574,0.84292,-0.525755,-0.214387,0.157103,g
-1.364258,-0.389302,0.408362,0.420125,0.159377,0.234337,-0.201878,g
-1.910718,0.199456,-0.381914,0.530046,-0.782153,-0.450825,0.497691,g
-0.838336,0.788293,0.069825,0.454549,-0.428319,0.208046,-0.115823,g
-2.554847,-1.292387,-0.32258,0.660979,0.211238,-0.32314,0.184521,g
1.093398,1.316819,-0.460867,-0.360394,-0.348184,-0.223579,-0.410597,g
-1.000956,0.093674,1.210454,-0.638724,-0.26007,0.133146,-0.113684,g
1.686776,2.094052,-0.718899,-0.335469,-0.006604,0.404454,0.065903,g
-1.387374,-0.087433,0.652487,-1.048723,-0.586981,0.204553,0.315238,g
1.565997,1.619701,-0.38723,-0.62725,0.019091,0.546357,-0.086032,g
-2.126139,-0.322315,0.010414,-0.573812,0.958703,0.364697,0.216235,g
1.581743,0.641126,1.754563,0.078193,0.392145,0.307783,-0.223144,g
-2.951323,-0.96158,-0.767584,0.642183,0.013018,-0.046539,0.242599,g
-1.442091,-0.596506,-0.210871,-0.271198,-1.029585,-0.541857,0.09561,g
-0.349514,0.717956,-0.430926,-0.713334,-0.91075,-0.15988,0.133078,g
0.220275,0.203087,0.003793,-1.057348,-0.786149,-0.336991,-0.431504,g
-2.170056,-0.434982,0.588719,-0.956393,0.81788,0.560659,0.073028,g
1.647669,0.67782,2.102544,0.102823,0.906791,0.89103,0.077802,g
-1.359109,-0.917527,-0.55436,0.662814,0.715971,0.694442,-1.170622,g
-1.049533,0.294643,0.124468,0.12444,-1.366578,-0.393444,0.193495,g
-1.498213,0.091884,0.235027,0.249149,0.062906,-0.050944,0.216941,g
0.649805,0.699194,0.693136,0.136957,-0.892466,-0.373847,-0.386051,g
1.555152,0.525573,0.604508,-1.223456,0.213048,-0.536378,-0.385679,g
1.072966,0.958811,0.15117,-1.362494,0.266024,0.169089,-0.579393,g
1.009534,-0.763326,2.560166,-0.404082,0.244352,0.311988,-0.328224,g
1.145305,0.578122,0.891247,-1.204832,0.369591,-0.479343,-0.033167,g
-1.076593,0.402517,-0.019665,-0.91221,0.577405,0.608544,-0.176125,g
-2.349003,-0.47391,-0.220425,-0.224654,-0.250413,-0.065337,0.276596,g
-0.277183,-0.288465,0.740664,-0.183933,-1.58055,-0.663432,-0.067444,g
-0.310741,0.112806,-0.021573,-0.628995,-0.830587,0.334241,-0.480554,g
-0.040549,-0.630377,-2.586836,1.030793,-0.291634,-1.158538,-0.808907,g
-0.975358,0.630548,0.708397,0.348695,0.068765,0.517858,0.044888,g
-0.820858,1.276735,0.73217,-0.074412,-0.19076,0.413744,0.171378,g
2.200916,2.047382,-0.354,-0.560587,0.439327,0.340058,0.105234,g
0.082985,0.049057,-0.039731,-0.439167,-0.109298,-0.898644,-0.69579,g
0.785547,1.126875,-1.200746,-0.454095,-0.914871,-0.735103,0.191708,g
1.343616,1.281232,-0.730627,1.415299,-0.965486,-0.628349,0.282326,g
-1.893008,-0.472309,-0.858933,-0.384605,-0.157803,0.375506,-0.017303,g
1.550819,1.148028,0.614917,-1.256492,1.016622,-0.204117,-0.123019,g
-2.595245,-0.523363,0.446313,0.038573,-0.226668,-0.588708,0.854219,g
-1.189251,0.759405,0.886963,-0.288122,-0.468069,-0.038923,0.097805,g
-0.485075,0.747374,1.224543,-0.066979,-0.238202,0.213607,-0.171917,g
-1.325838,0.225044,-0.375775,-0.132356,-0.046353,0.135837,-0.088182,g
1.935877,0.903545,0.628473,-1.560458,0.687428,-0.36429,-0.294303,g
-2.828482,-1.336308,0.378343,0.132524,1.213929,0.734378,0.039455,g
-1.528464,-0.702914,-1.765553,0.661571,0.611946,-0.337849,-0.561547,g
0.774513,-0.445623,0.85062,-1.696261,-0.484233,0.122592,-0.407288,g
0.301867,0.577506,0.600043,0.484059,-0.855095,0.316578,-0.239302,g
0.541489,1.869,0.23073,0.079634,0.136063,0.195204,0.399809,g
0.935185,1.31533,-0.887507,-0.246068,-1.214922,-0.393319,-0.194562,g
-0.25406,-0.412954,-0.179273,-0.866483,-0.793252,-0.490037,-0.313541,g
2.065418,1.505908,-0.864411,1.447428,-0.918741,-0.357475,0.45519,g
-1.732877,0.312974,0.795413,-0.3585,0.120698,0.351475,0.382149,g
-0.594049,0.420407,-0.540606,-0.027222,-0.610768,-0.448299,-0.216439,g
-2.225569,-0.422449,1.326354,-0.364499,-0.463171,0.135217,0.634658,g
0.187164,0.149848,2.021923,-0.904066,1.165227,-0.393193,0.22995,g
0.388943,1.117424,-0.058472,-0.256902,-0.320704,-0.052292,-0.200289,g
3.30125,1.523858,-2.021,-2.339961,0.681331,0.096892,0.507207,g
1.258122,1.808977,0.247549,0.276477,-0.139719,0.297707,-0.131635,g
0.823456,1.609529,-0.138121,0.654517,-0.909321,0.351913,-0.150607,g
-0.591854,0.141603,0.227782,0.814554,-0.417234,-0.298957,-0.506075,g
-2.961872,-1.264627,0.652754,0.090506,1.536962,0.439914,0.048959,g
1.900517,2.104103,-0.075831,0.388006,0.102002,0.2693,0.045694,g
0.099242,1.44366,0.712525,0.163534,-0.026852,0.756829,0.039075,g
0.293759,0.377756,0.144656,-0.530811,-1.092291,0.354973,-0.621107,g
-1.662448,0.018005,0.042122,0.717795,-0.013809,-0.039908,0.072987,g
-0.775251,0.526862,0.01872,-0.551908,0.09796,0.183195,-0.192717,g
0.417784,1.190413,0.408791,0.592418,-0.467942,0.309717,-0.441807,g
-3.051542,-0.937397,0.421221,-0.714197,-0.024672,-0.084475,0.654366,g
-3.016728,0.079573,0.98623,-0.440523,0.126471,0.450048,0.95796,g
-1.083592,0.02964,0.708479,-0.789765,-0.585968,0.309605,-0.13697,g
-1.081066,0.316049,-0.093021,0.420457,-0.836223,-0.00464,-0.207333,g
1.866035,1.751868,-1.154625,-0.039842,-0.030055,-0.267072,0.06984,g
-1.877862,-0.039491,-1.200137,0.280613,-0.436098,-0.321177,-0.015196,g
3.941551,1.157642,1.080466,0.32277,0.760775,-0.903093,0.048854,g
2.203638,1.237484,0.623932,-1.272921,1.077157,1.293578,-0.028015,g
-2.297144,-0.185633,0.768487,-1.010018,0.032109,0.424013,0.263121,g
0.694233,1.627758,-0.033467,0.403892,-0.572254,-0.243718,-0.041014,g
-1.311186,0.253867,0.15578,0.264921,-1.727684,-0.589905,0.34166,g
-2.519013,-1.36943,-0.729148,0.170152,1.158254,0.242295,-0.58721,g
1.120832,1.727835,0.472194,0.086534,0.266801,0.221746,0.315739,g
2.648149,1.751865,-0.922648,-0.568753,-0.21755,0.241241,-0.027494,g
-2.491239,-0.120902,0.064067,-0.521379,-0.197591,-0.334061,0.764359,g
2.396134,1.106588,0.730385,0.131495,-0.31551,0.851796,-0.34023,g
3.992431,2.680618,-0.146247,1.218489,0.593152,1.626914,0.766816,g
1.768074,1.581437,0.939703,0.502952,0.184713,1.00029,-0.173147,g
2.306391,2.042352,-0.041328,1.23015,-0.210989,0.231591,0.026729,g
-3.141624,-0.833761,-0.174289,-0.624574,0.800643,0.468149,0.437175,g
-0.177933,0.544158,-0.023704,-0.713944,-0.367414,-0.453055,-0.308908,g
-0.161864,1.037686,-0.055956,-0.43136,-0.642934,-0.456369,0.032652,g
0.484401,0.26295,1.464791,-0.460858,0.879244,-0.905833,0.080779,g
-0.637863,-0.269819,0.212306,0.735593,-0.636908,0.191049,-0.269652,g
-3.38983,-0.146558,0.421903,-1.10144,-0.242517,0.200046,1.490898,g
-1.124384,0.452676,-0.348602,0.901442,-0.800917,-0.63569,0.567084,g
-3.357685,-0.565412,0.478946,-1.098236,0.702066,0.610098,1.010872,g
-1.494888,0.138162,0.397626,-0.58663,-0.843296,-0.981937,0.5663,g
1.11129,0.046599,1.696705,0.270357,0.563077,-1.581996,0.440652,g
-1.091776,0.20164,0.317187,0.393318,0.067844,-0.071128,-0.21889,g
2.040576,1.234292,1.273964,-0.116404,0.818137,0.12887,-0.06412,g
0.986176,0.524618,0.301424,0.6547,-1.591507,-0.116185,-0.328489,g
-0.171959,-0.019204,-1.578996,0.298227,-0.190713,-0.576341,-0.388,g
-2.461251,-0.198316,0.853015,-0.222637,-0.261931,0.227705,0.686462,g
-0.705149,0.734381,0.605509,0.082825,-0.121084,0.260733,0.149029,g
0.346267,1.085024,-0.049602,-0.46969,0.147909,0.16633,-0.280347,g
-3.262776,-0.768428,0.734303,-0.318192,-0.427379,-0.204588,1.100607,g
-0.899044,0.578652,-0.659764,-0.317381,-0.620898,-0.205181,0.101485,g
1.671934,1.737319,-0.135068,-0.602324,0.354475,-0.115137,0.162983,g
2.415955,1.01682,0.522509,-1.037346,0.489808,-0.394407,-0.054521,g
-0.968878,-1.283422,2.3837,-0.654042,0.424228,1.33666,0.64825,g
-1.059512,0.171727,0.54064,-0.112908,-0.957189,-0.130797,-0.131125,g
-0.690181,0.042381,0.023473,-0.896166,-0.626819,0.451392,-0.025273,g
-0.30564,0.704688,-0.217069,-0.846397,-0.695177,0.022974,0.08385,g
0.257091,0.823632,-0.261858,-0.295158,-0.245998,0.103897,-0.316716,g
2.591065,1.535371,-1.641905,-0.059193,-0.88247,-0.490167,0.654267,g
1.504997,0.652963,1.528805,-0.491416,0.566478,-0.467636,-0.379734,g
-1.922637,-1.086652,-1.097578,0.61702,0.050924,-0.53029,-0.419595,g
-0.647163,0.464193,0.206001,-0.983162,-0.740457,0.67205,-0.144441,g
-0.429092,0.956887,0.529832,-0.071878,-0.39791,0.357564,-0.31926,g
0.834469,0.260603,0.039698,-0.289633,-1.584218,0.255984,-0.638886,g
3.269261,1.385493,-0.093483,-1.361297,0.659034,-0.086394,-0.10082,g
-0.085337,0.251279,-0.229311,-0.427473,-0.720547,-1.347856,-0.0726,g
3.606989,1.000948,-0.400576,-1.371741,0.828508,-0.619156,0.111609,g
2.03715,1.97311,-0.097145,1.00619,-0.382785,-0.2694,0.242615,g
-3.135746,-0.584664,-0.604201,-0.24258,-0.400381,-0.124072,0.662946,g
0.463065,1.058946,-0.330856,1.642457,-0.420843,0.321724,-0.096862,g
-0.564689,0.316922,0.043886,0.759037,-1.57014,-0.386485,-0.113416,g
2.017026,1.771756,-1.022435,-0.202749,-0.58119,0.132663,-0.125414,g
-3.261708,-0.829718,-1.240446,0.572965,0.243997,-0.327337,0.406408,g
1.659665,1.771931,-0.314207,-0.300895,-0.137395,0.328753,-0.039751,g
-3.061656,-1.301186,0.108437,-0.464266,0.455084,-0.007157,0.454467,g
-1.118999,0.861872,0.608508,-0.227382,-0.368953,0.462101,0.080513,g
-2.773366,-0.388704,1.259628,-0.567929,-0.40365,-0.115784,0.901995,g
2.718037,0.582344,0.309554,-1.310064,0.223086,-0.516738,-0.167399,g
3.245899,0.893254,1.603028,0.137622,0.581776,-1.060171,-0.120955,g
-1.881802,-0.138095,0.422034,-0.888191,0.586563,0.160411,-0.040633,g
-1.127478,0.256829,0.983074,-0.152029,0.594276,0.867096,0.105653,g
-1.544122,0.393199,-0.141376,-0.526121,-0.437932,0.178452,0.217822,g
-1.829117,-0.444395,-0.831822,0.80908,0.039093,-0.270452,-0.277706,g
-3.099087,0.088039,0.740571,-0.631862,0.296081,0.454,0.740037,g
-1.230074,0.668626,0.682245,0.12966,-0.526526,-0.187895,0.326554,g
2.606388,2.427833,0.390717,0.749722,0.547071,-0.033112,0.328059,g
-1.660122,0.840732,0.941131,-0.521293,0.17654,0.659413,0.624694,g
1.293051,0.394304,1.48323,-0.150634,-0.039426,-0.832272,-0.375337,g
0.608969,1.471889,-0.129595,0.971022,-1.248513,-0.229524,0.012649,g
0.164566,1.288672,0.528195,0.299656,-0.049287,0.28811,0.299647,g
0.230857,1.70623,-0.487877,-0.213298,-0.444236,-0.182736,0.312375,g
-0.478173,1.059467,-0.328567,-0.689751,-0.627871,0.019829,0.3275,g
0.381079,-0.02916,0.24124,0.603301,-0.434787,0.428129,-1.060234,g
-2.229882,-0.95326,-0.151717,-0.277701,0.949524,0.427905,-0.509672,g
-0.714477,0.213614,0.228014,0.675778,-1.128061,-0.080079,0.177852,g
-0.132225,1.138862,0.395655,0.479553,-0.666349,0.494147,0.079755,g
-2.808714,-0.503233,0.454494,0.057963,-0.797069,-0.659604,0.760127,g
2.621329,0.95716,1.289334,0.153165,0.514115,0.263042,-0.045175,g
0.291096,-0.900115,-2.248464,1.189579,-0.766026,-0.958126,-0.87406,g
0.162559,1.34593,-0.142432,0.921555,-0.975015,0.032288,0.15442,g
0.772739,1.544426,-0.789828,-0.463487,-0.435206,-0.236628,0.154635,g
0.978383,1.471299,0.722522,0.121265,0.159442,0.528563,-0.316544,g
0.148113,1.086882,0.285477,0.495931,-0.705922,-0.256004,0.204786,g
-1.987993,-0.614489,-0.367411,1.185414,-1.169313,-0.620765,0.545155,g
-0.426554,0.783387,-0.734375,-0.267891,-1.631138,0.3762,0.105079,g
-0.259478,0.954706,-0.019995,-0.284368,-0.441289,-0.028533,-0.034034,g
-1.682784,-0.141361,0.568332,-0.677609,-0.571449,0.02702,0.223975,g
-1.976932,-0.571483,-0.334944,-0.018381,0.496037,-0.029622,-0.271006,g
0.034359,0.482288,-0.731844,0.730421,-1.577048,-0.277017,-0.339254,g
-1.772621,0.334396,-0.631329,-0.11609,-0.845717,-0.544279,0.937188,g
1.670803,1.57036,-0.21326,1.198747,-0.604597,0.097662,-0.053777,g
2.18942,0.660237,1.15691,-0.084768,-0.015764,-0.797812,-0.499038,g
-2.046767,-0.09653,1.046832,-0.457499,-0.062818,0.459966,0.199661,g
-0.530832,0.081062,-1.010086,0.120075,-0.143803,-0.337072,-0.345537,g
-1.380964,-0.312081,-0.03746,-0.664525,-0.509553,-0.031808,-0.058618,g
3.244631,1.075918,1.180393,0.260375,0.487627,-1.054888,-0.040749,g
1.21944,0.595957,-2.03828,0.505885,-0.768903,-1.124424,-0.095543,g
-1.247664,-0.881357,0.027994,-0.608386,0.670478,0.497654,-0.587644,g
-1.891691,-1.108403,-1.811656,1.142456,-0.372965,-0.562841,-0.13652,g
-2.475862,-0.171463,0.385274,0.237963,-1.133322,-0.261584,0.766043,g
0.512843,1.998476,0.183508,0.450727,0.599941,0.68922,0.073561,g
-1.780598,0.276066,0.792273,0.036791,-0.161503,-0.015104,0.46547,g
1.358515,1.067755,0.783051,0.576147,0.113225,-0.623932,-0.170531,g
-0.769575,0.366097,0.780537,0.266128,-0.498713,-0.189693,-0.187554,g
-3.488775,-1.78237,-0.373161,0.689979,0.618592,-0.335238,0.220781,g
-0.027322,0.643359,-0.361428,-0.464451,-0.216958,0.016434,-0.426349,g
3.646894,1.263969,0.830983,-0.122633,0.587413,-0.47535,-0.12282,g
1.808762,0.446227,2.08534,-0.141692,0.765198,0.168222,0.111655,g
1.780753,-1.055903,0.868158,0.824738,-0.874686,0.798476,-0.874469,g
-0.382177,-0.4953,-0.673559,-0.415261,-0.983218,-0.484294,-0.263843,g
-2.593614,-1.421459,0.094472,0.656671,0.400754,-0.06913,-0.133182,g
-1.386615,-0.068958,0.04522,-0.410833,-0.527751,0.094157,0.039351,g
-0.794693,0.815229,-0.266462,0.575861,-1.333748,-0.908411,0.425756,g
0.896855,2.208983,0.385622,0.357123,0.438264,1.013318,0.4494,g
1.553726,0.519003,0.450014,-1.462519,0.601647,-0.073373,-0.115918,g
1.922463,1.669812,-1.181805,-0.459942,0.190996,1.00756,0.680028,g
-0.597824,-0.141882,-0.229188,0.980266,0.273558,-0.32402,-0.584965,g
2.01967,1.026688,0.114042,-1.943877,0.764045,0.27976,-0.072706,g
-2.875477,-0.422206,0.403019,-1.047149,-0.091927,-0.104214,0.863449,g
-2.62894,-0.086947,-0.000512,0.391358,-0.951699,-0.664041,0.865332,g
-1.677158,0.015891,0.892428,-0.528416,-0.131955,0.457625,0.106786,g
-1.437448,0.356222,-0.018686,-0.698982,-0.243859,-0.069496,0.399261,g
0.27608,0.396914,-0.127444,-0.63072,-1.082052,0.326441,-0.607822,g
1.128312,0.511355,0.03521,-0.526378,-1.290878,-0.266456,-0.560444,g
4.142407,1.774494,0.699173,1.200506,0.582928,0.566525,0.468783,g
-2.197911,0.336395,-0.118739,0.240112,-1.062978,-0.662852,0.568894,g
-1.898343,0.073783,-0.971441,0.546426,-1.236766,-0.192555,0.281975,g
-0.320705,0.955082,0.21274,0.591332,-0.819485,-0.051535,-0.055244,g
-0.872425,0.312033,0.072394,-0.855278,-0.745899,0.222001,0.236138,g
1.212963,0.628596,0.568986,-1.389567,0.577268,-0.78741,0.017733,g
-2.109274,-0.934927,-0.956034,1.838163,-0.068122,-1.17578,0.044764,g
1.301575,1.796706,-0.412306,-0.421802,-0.342072,0.159934,-0.244753,g
-2.518311,-0.142598,1.451519,-0.642438,-0.033983,0.526737,0.872366,g
1.511722,1.661226,-0.229584,-0.402259,0.119405,0.247716,-0.012423,g
3.017314,1.412231,1.449281,-0.035886,1.074317,1.358155,-0.160987,g
1.701013,-1.018406,1.309869,-2.034156,-0.186973,0.442225,-0.414792,g
-0.708284,-0.243373,0.49163,-0.842951,0.114236,0.348801,-0.546078,g
-2.570741,-1.194035,-0.227268,-0.500283,1.297659,0.20008,-0.261344,g
-0.756162,0.729031,0.062692,0.823371,-1.113637,-0.860974,0.131756,g
1.73728,1.308521,0.670641,0.262991,-0.117872,-0.693645,0.015914,g
1.305679,0.340095,0.706419,-0.069995,-1.138265,0.892367,-0.577355,g
-0.843753,0.318777,0.629882,-0.049105,-0.013435,0.314516,-0.27368,g
-0.163012,0.423212,-0.891128,0.211213,-0.704535,-0.5462,-0.175957,g
-3.118684,-0.881623,0.69285,-0.029379,0.813126,0.783829,0.38349,g
-3.409897,-0.380584,0.907939,-1.334372,0.589722,0.706422,1.325517,g
-1.221838,-0.475108,1.306769,-0.559403,0.067396,0.338019,-0.504244,g
0.321371,1.174147,0.728032,0.244141,-0.001591,0.512185,-0.554568,g
-3.617919,-0.177798,-0.271197,-0.189904,-0.517483,-0.362083,1.484868,g
-3.575048,-1.352472,-0.385897,-0.359637,0.437611,-0.176246,0.835826,g
-2.129572,-0.35972,0.181791,-0.77115,-1.055533,-0.385377,0.486105,g
1.451359,1.154195,0.70417,0.614432,-0.289998,0.151433,-0.068365,g
2.560554,-0.47622,0.214314,-1.768625,-0.64427,0.82092,-0.448899,g
-2.082224,-0.575577,-0.443391,-0.148285,-0.786606,-0.396407,0.370071,g
1.949734,1.701017,0.72032,0.657561,0.640828,0.352051,-0.004794,g
0.033258,1.064453,-0.081182,-0.619437,0.450384,0.471122,-0.142307,g
-0.374864,0.237483,0.18421,-0.969816,-0.985188,0.211522,-0.37799,g
0.979103,1.404755,0.071774,1.101109,-1.030617,-0.088663,-0.051193,g
1.40244,-2.608967,-0.199363,0.991724,-1.188321,-0.550682,-0.920546,g
3.350754,1.086405,-0.217508,-1.435736,0.533929,-0.44947,0.13226,g
-1.022376,0.24493,-0.158008,0.639375,-0.219012,-0.34293,-0.215557,g
-0.583365,1.229366,0.249271,0.445867,-0.492143,0.105703,0.458043,g
0.037957,1.156911,-0.513914,-0.194536,-0.88335,-0.149973,0.210803,g
-1.600789,0.564417,0.335041,-0.16389,-0.872273,-0.092026,0.418501,g
0.43485,1.302526,0.103537,0.618114,-0.73019,-0.156045,-0.209297,g
-0.731565,-0.313942,-0.758906,-0.018797,-0.284304,-0.286325,-0.590053,g
2.635537,0.539396,0.908208,-0.132892,0.036477,-1.194593,-0.27488,g
-1.087158,0.72411,-0.151073,0.718349,-1.074917,-0.348532,0.345991,g
-0.741699,0.572392,0.088515,-0.416316,-1.161712,0.341479,0.060002,g
-0.546253,-1.097885,-0.998087,1.72001,-0.182813,-0.492033,-0.734179,g
0.155768,0.506377,0.258482,-0.743364,-0.815915,0.036372,-0.476715,g
1.677575,2.177948,0.409007,0.496834,0.530625,0.332109,0.345371,g
1.816012,0.907064,1.46297,-0.453296,0.487328,-0.122254,-0.504744,g
1.11971,1.806403,0.398951,0.310095,0.449816,0.010296,0.20295,g
-1.9389,-1.544769,-0.256638,0.498953,1.404529,0.14058,-1.242309,g
-4.058349,-1.554757,-0.736318,0.034352,1.315097,0.171213,0.849527,g
0.211454,0.480846,-0.518605,-0.197182,-0.484982,-0.440445,-0.12541,g
1.166693,0.237397,0.354309,1.571879,-1.27789,-1.30472,-0.148081,g
-2.052587,-0.52291,-1.841364,0.722064,0.069927,-0.702895,0.199918,g
1.698079,1.165536,-0.439232,0.950052,-1.067788,-0.555999,0.121819,g
0.258963,1.06268,-0.11894,-0.306431,-0.28727,-0.029159,-0.327461,g
-0.951544,0.521232,0.139061,0.446809,-0.643968,-0.20465,-0.039675,g
0.734366,1.250231,0.209174,0.505926,0.592001,0.554073,-0.331555,g
-0.959218,0.567358,-0.098384,-0.916985,-0.602594,-0.263509,0.335283,g
0.635279,0.788384,-0.312083,1.482217,-0.64676,-0.390628,-0.025574,g
-2.168101,-0.198228,0.352753,-0.089469,-0.806754,0.055108,0.528126,g
-0.837933,0.205959,-0.230555,-0.494521,0.384971,0.593897,-0.426295,g
-1.296198,0.025195,1.53487,-0.511955,-0.265357,0.490886,0.005223,g
1.942775,1.365243,0.014274,-0.898545,0.30155,0.029122,-0.183721,g
1.314172,0.998909,-1.52227,0.03212,-0.439496,-0.259825,-0.012966,g
1.858155,0.913931,-2.992626,0.693388,1.406793,-1.147896,0.197557,g
-0.834853,-0.195486,-0.204604,-0.374353,-1.205159,-0.468563,0.010176,g
-2.042649,0.19078,-0.371975,-0.348443,-0.178525,-0.129515,0.429739,g
3.344151,1.867918,0.026437,-0.784318,0.910583,0.428883,-0.020605,g
2.048713,-0.872764,0.62781,-1.37403,-0.984249,-0.177488,-0.571248,g
1.3611,0.166881,0.635623,-1.065608,0.543665,-0.825271,-0.085647,g
1.089597,1.578968,0.720765,0.325344,0.149648,0.921601,-0.14899,g
1.708986,1.536184,0.579298,0.230491,0.232556,0.436758,-0.223579,g
-0.731309,0.412643,0.948377,-0.30074,-0.059266,0.325113,-0.414749,g
1.701069,1.059293,1.381211,-0.19693,0.560851,-0.173609,-0.389423,g
-1.071157,-0.569835,-2.068371,0.80022,0.13933,-0.817485,-0.468089,g
-1.66219,-0.069178,-0.328769,-0.192264,0.49974,0.257924,-0.229848,g
1.800077,2.084489,0.467819,0.715899,0.314747,0.836941,0.298284,g
0.861899,0.079563,-1.260659,2.261539,-0.515758,-1.238548,-0.721085,g
4.173275,2.258848,-1.237294,-0.508487,0.620168,0.946304,0.605571,g
-1.860203,-0.257021,-0.179528,0.798624,0.280373,-0.063325,0.150923,g
-1.593364,0.06948,-0.377736,-0.485624,-0.136073,0.218376,0.221114,g
-1.60983,0.33167,0.598401,-0.80476,0.219775,0.431101,0.539938,g
2.065232,0.437238,0.362572,-0.862035,-0.726241,0.198636,-0.698666,g
-0.455372,0.047188,1.055207,0.091678,-1.07752,0.330702,0.086737,g
0.720401,0.836264,0.950168,-0.091624,-0.089627,-0.699221,-0.443845,g
-1.942254,-0.349779,-0.296357,-0.255179,0.231169,-0.285443,0.161024,g
-0.720374,0.443188,-0.469133,0.108913,-0.563725,-0.376727,-0.121606,g
-0.027468,0.704335,0.201689,-1.021435,-0.235172,-0.067294,-0.425952,g
0.509177,0.253592,1.111469,-1.324582,0.268878,-0.826616,-0.629731,g
-0.527665,1.050895,0.394568,0.16775,-0.306448,0.600763,-0.152773,g
-1.618202,0.397051,0.375653,-0.77315,0.25268,0.682078,0.215925,g
1.863941,1.890576,0.479413,0.328048,0.110518,0.288847,-0.2153,g
1.739504,0.770161,1.425787,0.0524,0.544238,-0.809846,-0.328302,g
1.286784,-0.36926,0.880242,-1.605398,-0.69324,-0.087822,-0.970587,g
-0.069505,0.104494,0.334864,-0.725645,-1.047062,0.235611,-0.377254,g
-3.359759,-0.415935,0.240666,0.085978,0.331526,0.149697,0.991169,g
0.155074,0.675294,0.052562,-0.918043,-0.43405,-0.258745,-0.09886,g
0.513722,-0.41542,1.799436,-0.512477,-0.571994,-0.032106,-0.479064,g
-0.510268,0.67493,-0.974352,1.367674,0.236044,-0.252556,0.552306,g
-1.240357,0.546827,0.151318,-0.371367,-0.300517,0.184356,0.209438,g
-2.789783,-0.010345,0.029077,0.420733,-0.36769,-0.204693,1.268955,g
0.071222,0.650811,0.587139,0.235554,-0.6519,1.021819,-0.394098,g
0.259261,0.187327,-0.157,-0.578564,-0.748027,0.309183,-0.886781,g
