@relation magic04-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P25.0-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute class {g,h}

@data
17.655833,77.904528,g
24.25893,-45.724929,g
18.422958,21.386324,g
21.146608,26.32059,g
-11.285177,5.431711,g
-33.6269,-336.885441,g
-12.425732,-44.80573,g
-12.491204,14.623878,g
-14.638601,19.32172,g
-8.849048,5.626567,g
27.930012,-306.174968,g
-6.026671,-153.852704,g
23.483491,141.342101,g
-18.878661,67.792988,g
28.921958,66.239685,g
-6.210268,27.107288,g
-11.601276,29.031596,g
14.677052,-97.9835,g
32.381036,-15.453877,g
-8.448944,22.31072,g
4.979819,-28.073946,g
-34.836045,103.976222,g
-14.014889,-133.45642,g
32.97028,34.149287,g
-26.570872,-67.907304,g
10.552346,8.830341,g
19.53251,32.447201,g
18.452057,51.719037,g
-5.914954,-51.84184,g
-13.767899,139.440136,g
35.140193,42.726056,g
-14.504886,36.384152,g
-6.61245,-163.768868,g
23.690471,34.660069,g
-1.380271,10.031692,g
34.871379,42.973047,g
-12.864288,23.208788,g
20.174581,-17.465481,g
15.015322,36.094553,g
-12.411703,-73.181052,g
13.393256,-121.624608,g
18.663887,88.321601,g
25.751612,45.405885,g
48.17682,40.331669,g
-20.574339,104.206932,g
-4.210962,-37.388742,g
-9.428592,11.874248,g
-4.849223,29.683021,g
20.134571,-51.53492,g
-4.928031,-7.345454,g
-16.8991,37.904546,g
-6.291155,-13.281712,g
-8.358531,-51.242723,g
34.092302,53.307674,g
27.466689,60.803297,g
-17.145398,-0.278687,g
-15.107294,-7.00043,g
-16.531732,-17.986308,g
-42.319371,-94.068026,g
23.489727,37.617892,g
21.886887,45.282043,g
39.262994,46.525829,g
-10.174413,-41.342148,g
54.540375,125.453306,g
24.727797,-3.033341,g
14.059749,50.478542,g
-9.793535,50.235536,g
-26.454305,-4.322852,g
50.11204,88.998313,g
-20.662327,-56.227912,g
24.238319,-2.803497,g
-2.033774,-1.214168,g
-51.511018,-43.278927,g
-7.163935,12.242828,g
18.468511,97.315621,g
-22.329253,57.43619,g
-25.846355,-48.490494,g
30.919185,70.848845,g
24.227061,-83.037287,g
-6.172163,1.025201,g
-27.422521,-66.451515,g
-38.01713,-111.628942,g
-29.311323,-7.229234,g
-41.10451,-41.745369,g
44.558046,129.154525,g
-14.695931,-66.161396,g
-25.471366,24.894939,g
10.685195,7.956695,g
16.276081,17.520214,g
23.139333,75.449519,g
-0.800034,39.542027,g
14.308645,9.585342,g
13.493369,26.703027,g
9.943357,1.744348,g
-19.967082,-178.706767,g
20.646912,21.403125,g
-21.047708,69.552752,g
-25.064161,2.18273,g
-31.166176,-22.127642,g
29.30145,-0.426951,g
-32.448413,19.916506,g
15.680776,49.699985,g
-6.317309,61.679195,g
39.001108,-78.236908,g
25.045108,-4.366846,g
29.3063,6.940501,g
38.500545,60.428308,g
-2.638779,-60.949136,g
-11.594002,-95.506148,g
-7.814147,47.130315,g
14.770236,32.030296,g
-8.409973,-2.775785,g
23.011161,19.318602,g
31.339554,-17.163238,g
39.887225,-116.240008,g
33.215538,91.059973,g
-3.207238,20.6722,g
-27.31115,36.223764,g
-14.826355,-0.840564,g
35.374713,76.391754,g
-19.108504,40.048825,g
18.263263,51.3366,g
-13.351167,20.860993,g
-5.678355,-51.465811,g
4.900491,1.542911,g
26.053855,52.290094,g
40.670631,-53.076272,g
-19.63141,38.869991,g
38.398527,192.987872,g
-12.380872,-9.439677,g
-13.997569,-1.249155,g
-24.841766,48.801917,g
-12.400964,-34.161931,g
-12.830513,20.29392,g
38.107023,-56.067177,g
14.623012,47.577877,g
-9.301979,-77.115059,g
-4.282842,-49.679547,g
-12.439242,73.547554,g
13.36156,32.530339,g
33.513278,-45.406924,g
-11.60041,-25.367963,g
22.271575,-12.539355,g
16.931836,-18.953659,g
-4.196932,-44.131096,g
12.199007,-33.90143,g
-8.080883,18.121062,g
-9.484537,-53.88462,g
-20.565678,-103.730444,g
-5.397417,-55.611648,g
49.088918,-38.62404,g
-9.111453,-45.472396,g
-10.275045,62.459484,g
23.323103,43.070734,g
18.373249,114.681855,g
30.35419,79.523129,g
-17.223513,62.894922,g
29.466341,-8.1034,g
16.636521,10.982934,g
-11.780717,-16.82237,g
-5.990817,-19.847397,g
22.495876,95.929114,g
24.555977,-5.782452,g
34.349339,1.922057,g
-7.402958,-4.852167,g
16.308298,-153.350582,g
-30.931656,24.695927,g
-24.462793,9.370222,g
29.685619,33.240133,g
5.070406,-48.202974,g
17.61513,51.085799,g
21.94162,66.677028,g
29.372464,112.167784,g
-20.828777,-98.618989,g
-21.875109,5.167054,g
-6.523077,51.96776,g
12.642066,11.278422,g
-15.489211,-176.880666,g
24.431962,68.939086,g
23.895546,49.022927,g
-0.135273,21.796301,g
-0.782194,-2.505758,g
-8.664757,10.395596,g
-18.598762,9.819862,g
14.483755,35.02709,g
-5.817612,32.482188,g
-11.867146,62.64135,g
-18.622491,65.008197,g
-9.537191,-28.825829,g
-13.758199,22.056974,g
-13.566288,-28.603087,g
21.070744,35.596935,g
43.955466,1.154931,g
29.672109,40.13716,g
-6.721743,-53.741899,g
25.656869,44.27451,g
-15.47674,6.805747,g
11.576335,-51.002488,g
-10.858919,51.612516,g
23.078884,69.038852,g
-11.542906,13.895551,g
19.599194,18.099585,g
-6.906899,47.698774,g
14.834842,85.603147,g
15.844108,-28.092825,g
-12.969077,-4.672034,g
-33.937977,36.98604,g
53.692016,-154.14594,g
30.471623,163.045737,g
22.709784,-7.165667,g
21.609239,-140.135208,g
20.268285,12.807823,g
16.751703,110.247978,g
-14.654189,100.061268,g
25.22732,34.135604,g
39.499592,-70.287488,g
32.997473,99.413654,g
-8.905166,-52.532062,g
17.310982,71.248083,g
12.117601,-11.672983,g
21.585856,68.832738,g
21.969159,16.152586,g
-11.598505,-15.087548,g
75.087693,-91.678315,g
-7.838569,-9.547237,g
-10.014371,11.413522,g
-22.044157,-35.303006,g
10.238499,13.073866,g
-4.854419,40.202285,g
-22.245595,56.490317,g
-13.861083,23.145568,g
-10.726071,63.83837,g
-5.044771,32.286813,g
1.351692,62.554227,g
-10.583004,-133.824481,g
30.855966,-90.572747,g
-5.720444,22.847482,g
26.718443,-31.004922,g
59.986635,-112.113917,g
-15.654622,-74.801905,g
25.875453,147.080039,g
-14.122103,-120.656911,g
-15.032469,-63.113853,g
22.372554,51.626546,g
-1.842902,-7.901962,g
-25.352374,-39.649761,g
-6.439765,6.747897,g
-18.425037,-37.806512,g
-11.976612,5.931062,g
-19.597982,-7.381308,g
30.706663,39.440183,g
8.820988,27.502196,g
19.077847,29.187481,g
37.303525,58.762768,g
24.806432,-177.261371,g
12.316267,-8.680346,g
23.211559,90.88902,g
-15.571483,29.385108,g
22.802449,76.209889,g
16.496572,131.03865,g
1.047891,33.252777,g
-5.50134,44.671669,g
-5.578416,-18.554248,g
-19.521079,-10.095258,g
-2.783232,-200.225593,g
-5.269245,-53.272167,g
-10.943097,-23.994273,g
20.300328,29.357742,g
46.74476,-159.964072,g
-24.742692,-28.630107,g
19.410574,-7.117516,g
11.311331,114.777984,g
-6.454141,18.973231,g
17.667438,44.497771,g
41.198734,117.314572,g
-3.428595,-34.997126,g
28.648986,57.094284,g
35.731689,42.464516,g
-15.558146,-63.398083,g
-3.189052,41.716617,g
16.105821,48.809885,g
4.578503,39.894326,g
-19.769108,16.744601,g
-6.987093,-82.30792,g
-23.468249,5.688921,g
39.594162,34.061992,g
28.534671,55.962735,g
24.386756,16.966823,g
32.82219,158.816415,g
24.46643,42.615724,g
28.800541,103.450718,g
23.355319,6.897026,g
26.323015,-107.902262,g
-11.60578,-12.218579,g
-13.365716,57.34699,g
27.515879,41.619102,g
7.344588,-31.292096,g
35.088232,-73.312688,g
-14.064426,-2.059235,g
79.732188,-73.176029,g
28.783567,17.915294,g
17.875111,70.978749,g
-14.287514,146.701413,g
36.521157,60.895789,g
28.858911,-4.784617,g
-13.845841,-72.515078,g
-9.750753,-22.749448,g
-4.504545,-5.661728,g
-18.242479,27.291925,g
10.809729,19.546193,g
23.938674,47.211028,g
-0.678098,-4.190004,g
27.294523,99.287388,g
-20.754126,106.933872,g
-15.617729,74.746653,g
-23.747629,1.102797,g
-8.208016,-15.35948,g
-12.051263,-46.723283,g
-17.546368,-98.82926,g
39.753511,32.887142,g
-5.160819,6.938596,g
25.584642,101.493674,g
-18.318343,-79.08544,g
-29.526097,-244.586359,g
20.955563,39.515527,g
22.657476,13.718708,g
-14.901353,-69.47914,g
19.639724,20.133359,g
-17.055158,63.305591,g
27.693068,11.650467,g
34.90117,59.792992,g
24.70043,47.535268,g
18.260319,66.7231,g
-11.972282,87.43098,g
-19.313752,-147.076228,g
-10.156573,-25.213464,g
59.154731,-183.087816,g
29.664834,44.87328,g
-0.910886,-10.856841,g
-20.144271,-73.077648,g
9.442102,-36.944817,g
-5.738804,-74.998146,g
-10.103572,-21.986133,g
28.68917,-21.793876,g
-10.846622,13.939025,g
33.738098,-32.775771,g
30.902558,8.015585,g
22.878486,60.527901,g
48.278838,77.540277,g
39.118714,155.836768,g
33.207398,110.567022,g
16.716022,61.486938,g
34.270877,-25.878052,g
16.217885,17.345103,g
37.679553,12.281279,g
17.204287,11.999475,g
-20.578669,-105.558451,g
-12.372559,-75.341785,g
-13.775693,10.324062,g
27.557102,-46.524963,g
18.838997,4.787042,g
32.9708,91.383174,g
44.711506,-124.513495,g
43.888609,60.45273,g
13.590363,11.154927,g
21.577889,44.97547,g
35.53614,70.892666,g
30.234159,45.965338,g
-26.031338,86.180093,g
18.148602,25.282746,g
-9.684069,40.535012,g
-15.524545,-111.449848,g
-10.398194,54.88488,g
-15.921531,85.560365,g
29.623438,63.202534,g
26.41083,-4.479083,g
-10.744258,13.019133,g
-9.682337,34.845745,g
-9.185758,-3.835453,g
-9.108162,-36.169031,g
16.296346,54.961436,g
-40.053848,-173.3407,g
22.928369,-7.712303,g
-7.237201,-23.496828,g
-12.408066,-40.50574,g
-7.762012,52.53033,g
10.43526,-38.07013,g
26.20004,82.156193,g
21.274607,22.88628,g
28.654009,28.656954,g
23.029348,39.566103,g
47.540291,175.550797,g
31.044932,21.733427,g
31.612179,86.063353,g
35.495956,23.595209,g
-19.325877,-8.692817,g
-6.911056,24.279369,g
-22.644486,-50.649323,g
92.19845,209.74096,g
-11.263526,42.529815,g
-11.279288,3.191304,g
20.854411,35.655825,g
-4.56534,-12.676187,g
-3.098985,35.403811,g
-3.718713,-3.530266,g
-14.748759,-83.902446,g
24.728143,45.080779,g
13.181253,7.872517,g
28.110319,22.02701,g
23.945602,103.945045,g
42.448582,92.600979,g
-7.435694,-135.155215,g
-12.593049,64.198983,g
24.387449,97.820514,g
25.152149,49.798366,g
13.076637,28.59027,g
-12.132669,-24.857527,g
16.497957,38.056274,g
-10.574343,9.141245,g
-8.959379,-33.465993,g
-11.249497,-43.686478,g
-3.261278,-63.200456,g
-27.918061,-128.303742,g
-11.636783,0.153806,g
20.264302,39.233202,g
27.345272,117.538007,g
-11.313409,-53.200633,g
-28.217879,-191.683118,g
17.045458,-70.566002,g
15.018093,51.510671,g
58.156724,135.054756,g
29.680249,93.995106,g
19.905594,89.803197,g
23.740181,22.06217,g
29.935034,66.918129,g
-12.984838,36.489461,g
12.57365,23.913213,g
60.352964,-18.4479,g
30.184276,76.607568,g
21.619112,23.919448,g
35.956855,217.679815,g
-4.198145,-1.542045,g
-9.362254,50.645166,g
-33.620838,126.087929,g
29.413687,88.462763,g
-11.167571,32.585072,g
-17.190951,-41.086324,g
22.156221,61.822436,g
-15.511901,9.683376,g
18.576072,38.542807,g
25.702768,29.101398,g
-5.282409,28.123482,g
-3.732569,-24.263953,g
29.808768,77.900371,g
9.768247,85.465276,g
32.727446,40.324048,g
-13.444352,-18.294613,g
-11.414215,-111.221218,g
-38.615207,26.148251,g
22.638077,-4.259806,g
-13.129638,21.758888,g
25.261788,-4.801418,g
-14.110845,-76.799306,g
-13.525931,20.282142,g
-36.547831,-236.770653,g
28.879522,-0.678618,g
-12.764868,84.919853,g
41.198734,-71.853435,g
-21.791278,-229.268794,g
-91.646965,-77.861053,g
24.027875,24.510078,g
39.253814,-149.096319,g
21.020861,63.236482,g
-16.257722,-8.072916,g
31.963092,26.884719,g
28.955213,53.900902,g
-2.733349,-49.963084,g
-20.284393,-191.660775,g
28.223595,47.410214,g
26.009168,10.537624,g
-28.027353,-167.090941,g
-12.091793,-15.890354,g
23.891736,-0.125227,g
24.792056,18.295306,g
-9.892262,-35.019989,g
24.843498,-1.399497,g
0.501256,-7.695848,g
-13.906809,-150.198943,g
-26.039305,-22.718444,g
-14.579018,86.814024,g
-8.105998,-9.214857,g
-14.981893,-61.486938,g
14.456042,107.463707,g
57.256577,185.502122,g
22.652107,25.60612,g
-8.74218,56.734537,g
-26.809029,-160.485246,g
-4.643628,25.385976,g
-20.335835,110.982195,g
27.808942,1.109898,g
24.631841,4.865677,g
25.566802,-3.922056,g
-11.507226,-23.648556,g
19.377492,54.84816,g
15.516231,47.457153,g
26.08711,83.196116,g
-11.169303,-23.326048,g
8.776128,78.969739,g
20.72953,-1.845673,g
31.468245,69.843563,g
16.304833,45.022236,g
-18.87156,-173.797096,g
-3.012036,-30.922823,g
-16.641371,114.401609,g
-12.953662,37.476903,g
-11.912699,-13.098115,g
24.941012,40.440788,g
-18.585078,24.695234,g
-49.64456,112.789936,g
-12.734384,-36.049173,g
15.661723,35.302486,g
23.281188,3.669003,g
4.898066,-42.043801,g
-15.463923,-41.282565,g
13.231656,17.89451,g
26.466429,-66.14321,g
-12.53693,-41.316513,g
-17.767031,17.483667,g
20.563773,16.25062,g
-11.587593,6.994368,g
31.681634,42.966638,g
-11.599717,-0.49017,g
10.992634,-12.568627,g
-19.931228,-136.233071,g
20.997479,32.270012,g
-4.125572,-42.783907,g
24.146867,47.430999,g
-21.717665,65.394617,g
-7.946822,2.706503,g
21.966215,81.386469,g
26.91503,45.652876,g
-6.446347,56.114809,g
24.14219,60.366128,g
19.097939,-133.691113,g
26.359215,-6.540397,g
24.38104,129.292223,g
26.95556,21.95461,g
-55.668286,-159.105148,g
12.199873,22.537965,g
-24.376883,-44.920738,g
-5.684937,26.133009,g
-8.013333,-38.478028,g
-5.952712,-49.519852,g
44.227398,69.847027,g
-11.484536,-16.995922,g
49.051332,60.248521,g
-5.66727,11.582051,g
-15.461325,68.930253,g
24.95712,35.580827,g
-27.057751,-124.763603,g
41.975385,87.018925,g
18.34848,6.932014,g
-9.988391,14.470765,g
18.914168,46.798454,g
16.829298,-11.161335,g
29.235978,35.081823,g
26.019733,13.464097,g
-10.376024,0.388326,g
-26.820807,-26.59079,g
-3.283449,54.112731,g
-8.243176,-1.468779,g
26.803313,3.405558,g
38.000502,210.077671,g
-21.932267,182.833378,g
9.047887,46.567918,g
-14.298945,-33.624302,g
12.43855,-38.960751,g
18.489989,16.491895,g
-3.001644,1.459946,g
23.653579,30.39524,g
-2.780115,21.403645,g
-9.838568,-80.774363,g
-19.99133,103.405165,g
-12.861343,13.344932,g
22.498128,69.825203,g
14.964226,30.25962,g
-14.871215,5.080625,g
21.936077,-4.567072,g
12.607251,0.087642,g
-13.177962,1.551571,g
15.01255,-12.96059,g
-10.127301,-77.434969,g
-11.693941,7.804794,g
-15.445736,-45.107972,g
-15.508956,-44.794125,g
40.961962,-80.60289,g
26.199867,85.89569,g
46.296852,147.072071,g
-12.49692,-75.83005,g
-10.752052,-62.925925,g
-19.096899,2.787216,g
-28.106162,26.979636,g
4.771973,-49.048215,g
-36.411518,-39.582557,g
-19.449025,67.005598,g
-18.976002,-6.627,g
24.741653,13.543078,g
14.382603,51.423896,g
13.66744,58.563582,g
-14.080014,-19.017398,g
55.114723,186.524898,g
18.888707,206.528872,g
31.13292,52.047954,g
-2.021996,-98.760151,g
-0.902398,-6.260671,g
-6.583698,-11.866453,g
-14.938938,72.354517,g
30.822883,61.498542,g
27.630367,122.473139,g
21.73897,48.957455,g
-12.448769,35.935551,g
-34.505397,67.98871,g
35.24758,46.500888,g
-15.760623,-50.547651,g
-15.987695,4.149301,g
51.128061,-112.474183,g
20.433523,82.184945,g
-15.263351,25.598499,g
-35.442436,46.405105,g
-10.194158,31.346136,g
11.138472,-8.857535,g
-37.561081,-232.98768,g
10.252528,40.347777,g
-18.063558,-88.55716,g
24.244381,3.035939,g
25.315828,-4.342771,g
-8.409453,1.370052,g
13.528183,-2.082964,g
23.996871,95.910408,g
20.885069,59.425624,g
36.759487,24.106683,g
15.149036,48.931994,g
31.23719,72.603586,g
48.286632,-153.58285,g
10.322157,-49.948708,g
22.581439,124.005138,g
16.339474,75.693738,g
-16.056977,82.286097,g
25.035236,55.022058,g
33.738098,-15.27894,g
14.26136,38.893374,g
-7.6981,47.355828,g
-4.706675,16.993497,g
28.34276,148.350325,g
-7.875115,-191.09959,g
17.266641,52.324216,g
-15.424952,-44.636855,g
11.251056,49.602125,g
32.739571,93.748982,g
-4.290117,14.942229,g
-16.29219,175.940855,g
-12.603268,-149.696648,g
-16.422786,10.124703,g
-13.898495,-41.862109,g
32.117418,97.559147,g
19.202381,158.538941,g
15.182811,17.754214,g
27.886018,54.027688,g
-24.633746,15.146958,g
-11.356711,-61.356514,g
-26.053681,-3.653415,g
22.639983,-1.151641,g
-16.099066,-30.991585,g
-22.879698,67.442075,g
14.79639,116.813144,g
31.217445,-64.197597,g
-9.44903,10.296696,g
-32.464348,-267.208847,g
-23.204977,-48.439226,g
16.054552,52.774376,g
27.653577,72.303075,g
21.221086,64.561328,g
32.070653,49.688554,g
32.175615,61.681967,g
42.133175,129.584247,g
12.247678,53.451434,g
22.286471,135.166127,g
10.958339,22.272615,g
15.916334,-38.529124,g
-25.613394,-193.898931,g
25.758886,-54.771777,g
-18.367186,-0.453451,g
4.909152,-42.751344,g
16.486872,78.437306,g
18.364415,125.219306,g
-15.146265,-216.578751,g
-11.844456,-40.69055,g
-23.481932,-222.55346,g
-12.761404,-25.148858,g
-12.471632,17.972279,g
-8.110848,-5.081664,g
-5.31168,19.519173,g
11.116129,7.744865,g
-13.93712,-52.552154,g
-10.897717,-18.483927,g
25.91581,77.5091,g
-18.735767,52.89891,g
32.474394,22.962317,g
51.737397,-63.179498,g
-9.454573,-71.924969,g
-14.438722,-64.356946,g
-11.574776,-35.20272,g
-9.8138,-58.452038,g
-89.588423,-58.170753,g
-13.815184,-37.164095,g
-19.828344,32.142533,g
30.034973,102.13436,g
-10.769372,0.976877,g
-13.054813,87.049583,g
27.306301,87.168055,g
42.057311,107.359264,g
-12.846448,57.379206,g
-11.414561,-16.03983,g
21.978339,65.531276,g
-19.731523,-21.285865,g
18.364935,-9.946475,g
-29.039564,-5.311334,g
-12.909667,21.663452,g
14.3057,84.000827,g
1.813111,-45.87631,g
-62.452556,-198.762876,g
18.869654,32.35852,g
17.281017,58.443205,g
23.900049,27.211731,g
24.907237,84.133502,g
-35.120794,-20.661807,g
5.220228,-6.130421,g
38.041552,75.723702,g
33.493706,-115.672242,g
11.912353,26.498645,g
16.883858,75.466147,g
22.704068,74.328016,g
47.403806,43.986643,g
34.228615,155.830013,g
-7.785915,33.48799,g
26.261874,16.42625,g
31.113175,-73.599862,g
19.873378,-75.787788,g
-19.82107,-87.597604,g
21.974529,48.602731,g
-27.396714,-57.650965,g
41.07316,-51.095845,g
-15.816742,-4.676191,g
-14.532946,-58.113249,g
-5.812243,84.488746,g
-10.822719,29.096895,g
23.203245,192.510865,g
-5.573393,-6.330992,g
46.911903,-57.542365,g
23.109368,-28.381904,g
21.348739,43.383196,g
24.726931,-63.936404,g
27.479159,118.52493,g
31.279625,4.33896,g
31.876663,55.968451,g
-8.506102,-11.261621,g
-19.799592,102.953966,g
20.034112,63.69842,g
-12.293404,-13.236679,g
-14.120544,22.518566,g
-17.682853,-110.508998,g
-40.454645,-144.473995,g
-16.141501,10.842638,g
88.756172,115.181032,g
15.360519,51.389774,g
17.994276,42.084851,g
-22.049873,27.821239,g
-1.643023,34.227229,g
-3.231314,-35.990111,g
34.79794,62.222713,g
-5.763053,37.995133,g
21.702597,16.409969,g
11.985445,74.850056,g
-13.371259,-10.879704,g
-14.947252,-34.858215,g
-5.493719,40.762603,g
-26.321803,-54.431082,g
-24.242822,55.468581,g
-16.204201,-5.967435,g
-29.376967,49.229041,g
25.10088,87.259334,g
13.73395,10.557716,g
28.227578,-75.355642,g
-4.957649,256.399292,g
18.837265,19.408149,g
-11.661032,-51.685782,g
0.919546,34.842107,g
-34.21649,-124.298721,g
-15.418716,-11.390486,g
7.96293,9.270629,g
-26.10928,-129.600355,g
31.231301,77.872485,g
-3.76773,-31.49388,g
21.183847,43.641965,g
-4.046764,11.374378,g
28.582649,44.161233,g
-6.58595,-51.430477,g
15.657913,-21.222126,g
26.645004,7.446086,g
-3.612192,51.161663,g
18.35281,62.468491,g
21.961365,5.66294,g
-13.613227,108.622968,g
-7.654625,11.955827,g
-4.859269,1.194595,g
-35.508427,-41.868691,g
12.712733,30.949843,g
27.285343,111.046107,g
15.277901,-28.57243,g
-19.949415,-62.078779,g
-11.066592,23.280668,g
2.593919,36.43161,g
-30.057144,-8.697666,g
-10.065813,67.459742,g
-16.995402,-37.50375,g
12.324408,75.118697,g
24.944823,54.814385,g
30.447202,18.932008,g
28.666134,23.320852,g
25.091874,30.002064,g
-24.704587,-59.698768,g
37.041812,153.845256,g
-5.965703,-49.849981,g
-17.405552,-58.575014,g
-9.374898,-27.918407,g
36.877267,106.912222,g
-7.538405,61.525562,g
20.812669,134.077014,g
11.111626,5.396031,g
-31.588623,19.815874,g
-20.447899,0.049883,g
13.328477,16.384854,g
22.747716,-10.572265,g
30.29149,37.253468,g
-5.844286,36.897012,g
-12.159516,-22.080184,g
25.733772,47.58723,g
-4.914175,44.207652,g
20.579535,-48.207131,g
-15.041129,50.392806,g
43.200984,68.672697,g
-20.599627,-26.490505,g
-13.547582,18.08798,g
-8.766429,-32.526355,g
-3.967436,-10.300679,g
-13.369181,-64.74683,g
-49.315297,-235.131786,g
14.051435,-35.327601,g
-9.727544,40.56948,g
22.017483,15.810506,g
-30.140109,-221.887833,g
-38.296336,87.195941,g
62.713922,133.936371,g
24.747369,47.60507,g
-17.824881,22.824273,g
-30.654701,-11.503935,g
-13.592788,85.754875,g
16.45812,14.005882,g
-2.421753,15.667785,g
55.079389,131.354403,g
-18.822369,-98.403695,g
-14.224467,44.236404,g
-28.980674,16.556327,g
32.40771,-15.574254,g
51.077832,71.228857,g
12.42452,-118.598369,g
25.581524,-3.926213,g
35.254509,-113.641759,g
36.826864,-194.753178,g
-25.421136,-11.427032,g
33.284301,-138.025743,g
21.364327,63.803036,g
31.178993,65.474985,g
16.448247,-27.558141,g
49.635726,114.254732,g
-10.231224,12.020086,g
23.693416,58.187034,g
17.445216,-18.556673,g
13.674714,45.385274,g
-0.73768,35.431871,g
-49.259525,-183.570019,g
-10.21044,-80.889024,g
-6.268811,-40.142183,g
34.204713,99.156271,g
15.649772,80.008277,g
27.598324,9.947514,g
18.443916,5.248287,g
21.434822,-5.698794,g
29.221083,50.497075,g
15.67887,-48.875183,g
25.246026,152.029374,g
6.220314,9.996531,g
-4.855285,51.230426,g
-24.16488,-52.85405,g
-25.83527,212.238924,g
46.663008,87.44882,g
-9.387023,-31.706576,g
-8.819949,-18.679822,g
-14.23919,-12.983626,g
-6.730057,31.191637,g
-35.377657,16.259281,g
18.6819,41.369514,g
39.741213,-89.603492,g
-9.046155,33.88359,g
21.235116,3.51104,g
-8.325622,90.77557,g
18.634095,25.519171,g
35.155262,205.849042,g
52.727784,71.899854,g
-6.589761,-0.283364,g
-4.017492,10.348138,g
4.099418,27.374717,g
15.217625,22.988125,g
45.51639,-224.751952,g
-9.639209,1.126353,g
-26.05576,-27.192332,g
-2.161599,-7.005972,g
-3.957563,-11.517099,g
39.866267,38.631661,g
-7.610285,-27.092739,g
22.037229,54.290959,g
25.404855,27.502542,g
-25.506873,-83.724045,g
-22.280062,-119.188825,g
18.609673,12.497786,g
-16.762441,92.58643,g
-9.922053,-271.049324,g
-5.420799,20.935818,g
-14.287687,-54.146333,g
-21.388749,-3.034033,g
-13.310984,18.755166,g
34.685876,45.54722,g
9.023292,30.142014,g
4.960247,18.680861,g
-19.560396,-9.253481,g
16.90343,0.515978,g
-22.257719,-59.643689,g
57.951995,90.903396,g
-35.073682,4.709966,g
-9.842032,-36.912081,g
22.213378,-34.0781,g
-11.197882,5.463408,g
-17.240314,79.991995,g
-27.865233,-109.218621,g
-25.552599,-14.399924,g
-13.015149,-113.002112,g
45.345437,-53.711415,g
20.061652,20.134051,g
10.86221,-18.521339,g
27.962055,-65.482086,g
22.287683,23.934344,g
-9.511557,-22.325615,g
29.33713,56.749605,g
35.446593,143.99976,g
12.805571,4.372216,g
23.743645,54.816464,g
-7.467217,10.132844,g
14.900313,-65.816199,g
-58.167289,-63.226263,g
-21.314617,-20.731782,g
-7.642847,-23.348045,g
-11.52905,6.918677,g
37.804434,25.319465,g
32.45309,44.944467,g
19.007352,-9.132584,g
-25.421136,-0.517537,g
15.159601,11.435519,g
20.180644,-35.214498,g
-9.586901,-142.8644,g
12.9114,6.330472,g
-14.892866,8.024938,g
25.692202,-116.648253,g
-12.519263,16.435777,g
19.604563,58.496379,g
5.091883,41.290013,g
-15.726329,36.44997,g
-0.069282,-4.192775,g
-8.023206,-51.852751,g
-21.898318,66.565311,g
22.869826,42.474389,g
23.278936,29.150588,g
-11.055161,-42.688297,g
-5.952193,74.283675,g
-12.428504,-152.126715,g
-22.030474,-25.267157,g
-7.421145,5.916859,g
19.644574,-8.1034,g
17.234598,-24.688479,g
4.984669,44.233287,g
14.26569,60.548339,g
34.211641,30.065804,g
-6.645013,31.978508,g
-21.131886,-2.686064,g
22.742866,20.315917,g
-28.029432,27.3787,g
19.46496,52.775242,g
32.494139,94.931626,g
-11.895205,-39.44763,g
26.262394,-43.143307,g
20.363375,66.802255,g
53.053755,130.407837,g
32.410654,113.498172,g
16.44461,24.021986,g
13.479339,7.510346,g
-4.845412,-78.882617,g
-15.067803,-18.619546,g
-13.175191,53.278229,g
42.498291,-86.312075,g
-3.468778,-9.688919,g
15.826614,119.184321,g
22.823926,59.874572,g
-31.442611,-65.582891,g
26.7129,111.053036,g
43.559173,47.817766,g
-7.501166,-65.496116,g
-7.955309,-14.053341,g
18.806608,11.255732,g
-30.626469,-38.375664,g
22.990896,64.620218,g
-5.141073,8.978951,g
-11.164973,-24.374458,g
22.585943,26.796385,g
-3.477092,0.572443,g
20.297557,-21.053944,g
40.073594,102.846059,g
10.308474,0.133541,g
22.309161,58.045872,g
12.496747,46.22705,g
13.51398,31.079746,g
34.354362,118.928151,g
23.932785,-98.611888,g
12.734038,10.830687,g
-4.058888,-113.256031,g
-6.037929,-51.909389,g
-24.923518,-314.907275,g
21.408494,55.615978,g
-19.60543,-25.782962,g
-6.007445,-9.375764,g
27.643358,51.416794,g
4.986228,0.894085,g
22.771445,42.073419,g
15.438981,52.171968,g
32.762434,-51.150924,g
25.756808,-4.000518,g
21.670554,40.895971,g
30.977036,46.294254,g
-14.902565,7.18039,g
18.499342,65.403971,g
44.638413,-49.773424,g
-19.427721,93.006798,g
37.650108,-80.148573,g
-12.675841,88.756519,g
20.563773,-34.388137,g
21.776209,68.606879,g
-11.372472,-11.897111,g
-10.479081,-18.77699,g
16.284049,78.565305,g
44.776631,-189.747205,g
24.74096,-5.453882,g
15.312022,60.620912,g
33.434296,-19.457686,g
43.870249,107.04022,g
-5.308909,-12.223083,g
-18.775258,-239.03375,g
34.574332,129.687131,g
5.01013,25.962922,g
26.648987,3.633323,g
-3.304753,-7.295052,g
