@relation 'magic04-weka.filters.unsupervised.attribute.Remove-R3-5,10'

@attribute fLength numeric
@attribute fWidth numeric
@attribute fAsym numeric
@attribute fM3Long numeric
@attribute fM3Trans numeric
@attribute fAlpha numeric
@attribute class {g,h}

@data
21.7265,6.7179,-22.5868,-13.4709,6.5348,27.722,g
21.561,6.7887,22.5915,13.3083,-6.4567,10.302,g
24.66,10.9818,-7.8453,-19.655,3.6629,6.516,g
24.4091,12.8134,21.2555,-5.3426,-6.1367,22.24,g
72.1161,26.5274,44.8692,71.6665,15.133,15.2695,g
22.2435,12.3986,28.8497,8.6554,10.5118,44.3431,g
95.3862,43.1623,-69.4949,87.8497,-17.3434,4.0819,g
86.7913,29.3805,36.5091,43.5311,12.0049,2.284,g
21.1452,7.0922,0.3624,-5.7146,6.258,13.7571,g
64.3565,15.1921,37.4254,49.6431,-6.5371,3.661,g
25.2306,12.0043,-6.5118,-16.0185,-6.3149,1.6585,g
17.3282,10.9182,1.021,-5.5946,6.8793,82.2683,g
73.1035,18.8031,39.8379,66.3971,-8.083,0.613,g
80.7712,32.4441,47.1972,51.5286,20.5342,3.2797,g
20.2649,10.1755,-4.2702,15.5583,7.6127,19.359,g
74.8605,28.5923,26.0505,7.0047,-12.0999,0.098,g
112.569,49.6183,129.86,82.8447,-20.7786,1.064,g
71.0207,27.6918,53.7932,38.473,-21.5379,1.904,g
74.3446,29.6566,61.3344,63.4961,-20.5881,7.6188,g
13.3706,10.4955,14.9398,2.0921,11.9017,47.994,g
38.025,15.9698,-15.7771,23.4069,12.4622,12.1567,g
36.5242,13.7876,4.1256,32.5134,7.7912,2.938,g
77.4316,14.5076,-75.2684,61.5001,-9.2181,12.3296,g
26.3197,22.606,2.4853,-21.5587,-15.0053,30.5803,g
13.4134,10.192,13.8063,6.1638,11.6237,4.157,g
39.0194,16.0301,15.9242,24.6254,-10.4022,22.1841,g
13.2353,10.2651,13.0601,6.659,10.9489,25.938,g
30.9135,9.955,-40.9269,15.7383,5.3361,2.0623,g
91.7477,22.9294,-109.887,67.2351,-23.3411,9.9993,g
25.5331,14.4645,3.4272,19.4274,-10.5868,30.7131,g
76.354,28.0503,-13.1359,65.2337,-14.1066,2.903,g
42.8019,24.0479,-3.5253,-22.1735,-14.5744,3.034,g
30.1196,27.4377,5.8084,21.3044,15.6655,51.11,g
15.9414,11.5176,1.8561,-4.0947,-7.8835,13.2657,g
30.9023,17.6166,21.4873,24.5736,-9.8571,10.6775,g
39.2324,18.7511,22.9342,40.227,7.8823,14.293,g
19.541,7.0622,-20.5972,-13.0988,-4.1841,16.6934,g
37.2728,14.5732,25.4993,17.5867,13.2994,18.1987,g
83.195,20.9793,25.8417,76.1369,11.5543,2.2045,g
84.1939,29.0428,-38.8835,60.1905,11.41,0.062,g
53.1573,27.5492,-36.0954,-47.369,-20.0959,8.79,g
24.8223,12.0167,-9.028,-12.5426,-5.085,8.302,g
29.6915,17.4648,9.0854,-20.8719,13.8854,11.1156,g
23.4509,21.3714,11.4231,10.9074,16.0901,3.386,g
33.6576,20.2021,19.6629,22.3707,7.786,16.8909,g
57.9795,47.3576,29.4056,53.9324,21.4798,3.968,g
64.3343,17.4503,-63.4087,46.0408,-10.0344,4.3085,g
19.9222,12.9838,-13.2681,-8.9999,4.758,69.805,g
34.5908,12.6329,27.3745,-18.514,12.6149,2.433,g
32.3865,11.552,28.903,14.5071,-6.3446,7.4884,g
52.4436,18.3778,2.2138,-43.9999,4.2712,3.3763,g
87.3349,35.2968,-15.601,68.772,24.1298,0.7025,g
43.0089,17.2466,-53.5537,28.1244,11.4557,13.9329,g
92.1583,44.5853,-46.6795,79.3432,28.9691,8.116,g
73.5568,28.7359,40.5719,70.5185,-15.7186,3.062,g
12.5217,11.9409,15.4542,-6.4495,11.2227,35.2548,g
46.9886,27.1472,63.7124,28.5851,-23.8536,29.2213,g
27.1484,16.1983,2.2225,-17.2897,-13.058,11.7518,g
60.0531,27.5988,53.4779,42.9533,15.6111,5.57,g
21.4843,6.96,24.9365,8.883,6.4455,66.4912,g
65.8758,25.2248,50.2483,51.994,8.0935,1.8283,g
22.0214,6.5474,-22.2853,-14.1513,6.6458,47.246,g
27.0273,11.1927,35.0396,14.1502,-5.1347,4.376,g
22.5561,6.4609,-25.6665,-6.3922,-6.8247,3.9937,g
99.0242,28.4088,-55.9579,39.4975,19.2055,2.0115,g
96.2481,31.025,-88.9574,73.0664,-20.4804,0.173,g
20.1371,10.9384,-7.6972,17.8327,9.0805,27.8812,g
43.027,13.8938,27.6208,14.6349,-10.9602,20.8227,g
22.2888,12.2423,25.9538,6.9253,9.6848,14.999,g
19.9618,12.9808,13.5155,6.2451,-2.5119,58.9308,g
25.5909,0,27.1843,14.455,0,16.345,g
27.3178,11.8683,6.4308,21.9334,-11.2211,5.2524,g
103.226,23.6559,48.5331,103.768,-17.6458,0.2615,g
38.9617,8.2674,41.3564,28.819,-4.7539,1.5978,g
56.0474,19.8364,-79.3262,31.1128,-14.7622,3.164,g
46.5534,19.7632,40.5851,26.2452,-14.93,2.7,g
50.2255,16.776,37.727,42.3584,-12.5027,5.3512,g
68.8673,13.6842,52.5787,58.2567,9.1206,1.7069,g
25.9206,17.5262,29.7237,25.549,14.6637,1.567,g
26.7383,24.5031,2.7024,-21.9364,-13.1398,33.424,g
17.6821,10.7664,0.5898,-4.9879,6.5403,61.229,g
26.3148,18.4591,7.8003,-12.8794,-14.3551,13.776,g
48.8529,15.8477,52.0995,14.9398,-14.0803,4.4388,g
21.3638,7.0174,-25.6246,-6.1481,-6.3851,17.5411,g
96.6184,34.4729,-14.3374,46.8293,-18.6157,2.6775,g
37.4896,25.0268,-16.1489,-19.7635,10.6776,75.311,g
34.5936,22.723,49.7576,26.8458,-14.4034,7.1144,g
59.4,21.7998,38.95,53.8545,17.232,4.789,g
45.3424,21.6612,33.768,43.0001,-12.1145,5.028,g
34.969,20.997,14.067,31.0741,-12.1934,4.116,g
24.1251,15.3433,-4.6924,-19.9943,-14.5139,35.433,g
38.5065,15.7785,55.5708,-21.7275,12.596,2.37,g
35.4211,15.4772,21.209,26.083,4.4635,8.507,g
29.5667,6.472,-11.1161,-14.5393,3.8718,10.119,g
17.0052,11.2854,-1.6498,6.6965,4.7586,52.599,g
39.7343,15.3465,23.8401,-17.3502,-2.7189,20.0424,g
24.5047,15.9642,15.2523,19.256,9.599,14.3432,g
45.4214,31.9009,46.0041,40.5794,-17.8607,11.6075,g
64.0218,25.0722,-71.4549,38.5772,-11.7093,3.96,g
16.9383,11.2215,1.2678,-5.7428,-6.51,13.295,g
24.8161,22.8524,7.4441,18.0164,11.047,42.368,g
23.57,14.8601,-11.1252,-14.8719,11.4384,21.769,g
94.4083,32.2394,-72.1395,78.0184,-17.3768,2.3937,g
45.0329,32.2789,1.7996,37.3241,18.4874,38.027,g
19.901,17.8679,-14.0443,-15.2362,9.7605,49.186,g
29.4822,12.0109,10.4875,-18.2966,5.0949,76.3219,g
21.7495,9.7791,2.2004,-14.6778,-9.1681,10.7089,g
79.2728,14.843,87.9695,76.2804,-11.1655,12.424,g
24.9283,11.4785,3.7608,17.8506,-11.14,12.744,g
74.4788,20.9542,-20.5322,59.2457,-18.5773,10.928,g
19.3929,17.3868,-12.5429,9.9028,-14.4024,12.553,g
20.553,7.038,-21.8092,-13.2078,-5.7289,75.842,g
28.126,19.7273,12.6132,19.5373,11.9793,20.468,g
100.011,33.4215,-42.9197,71.0093,-7.2555,1.9529,g
101.046,25.2519,-44.5542,38.2132,-23.3593,0.4197,g
75.3249,31.1934,-29.5385,-78.225,-23.9531,29.81,g
30.8816,23.384,-29.0495,-23.4351,16.1253,27.0824,g
22.0456,10.1047,-21.255,-19.5736,-11.361,63.367,g
19.6449,14.8624,2.3679,-10.1323,5.8533,19.405,g
27.4852,17.0142,3.743,24.416,-6.0413,6.422,g
87.3506,17.2324,100.564,71.5371,-12.6628,0.156,g
57.4045,31.0873,-40.4326,40.5879,18.9167,6.389,g
113.164,35.688,103.108,55.708,20.9744,8.8474,g
27.7368,18.6845,-5.8412,19.7828,-12.6751,52.5269,g
85.5642,28.4458,-6.9911,53.0078,30.7099,0.4362,g
13.0265,11.1821,-14.9601,3.7922,11.7894,14.6389,g
17.4438,10.9177,-1.1321,6.014,-6.5272,17.8368,g
16.3675,11.5917,2.0152,-6.3907,-3.35,12.3236,g
25.4425,14.4105,8.642,18.9304,11.2997,12.861,g
39.0029,17.4096,11.6114,-25.2946,11.6892,8.0864,g
35.5608,22.0269,-24.1238,-15.5748,8.6244,0.5877,g
103.335,50.5504,32.3388,74.2771,-29.2771,3.4381,g
28.4732,6.8137,9.9974,12.43,-2.5218,12.945,g
29.844,10.0809,40.8255,-13.1345,2.8983,29.43,g
25.8254,18.7991,25.2572,17.8471,-13.1111,9.273,g
26.5225,16.311,9.5421,-8.1751,12.5408,4.1489,g
68.01,21.6258,-61.7014,60.1257,17.041,4.0577,g
25.4646,14.9682,-18.9266,15.9006,-16.7733,72.9588,g
54.6633,18.9209,46.33,47.2504,11.4679,1.7,g
15.615,11.3102,-1.8753,-3.6582,-8.8845,2.599,g
64.4071,23.9433,40.9853,57.5182,8.8787,4.8251,g
82.2052,37.4298,29.4843,47.214,-18.9369,1.4594,g
100.591,20.344,-82.3443,-53.7804,18.4263,1.0996,g
23.7562,15.4405,-18.1515,-10.8795,7.6493,24.237,g
12.654,11.7679,-15.2448,5.5036,11.4474,66.0814,g
31.7269,16.0554,-1.4761,25.355,-14.1313,11.3284,g
68.6177,25.6677,-22.9812,62.58,-12.1541,0.334,g
72.0234,19.0296,17.3633,-44.8008,-8.2389,1.133,g
21.9585,16.0732,6.9527,8.9352,-7.7108,19.662,g
30.6718,22.2139,6.1392,17.4148,8.0693,27.715,g
12.9336,11.1805,14.5081,-7.4438,-9.1835,44.4625,g
13.0212,10.0513,11.9228,7.7178,9.11,11.8418,g
27.6126,9.1748,-32.5939,-20.3611,-7.1786,20.189,g
36.7253,19.057,31.86,29.4418,-14.1745,10.921,g
20.8053,6.9185,21.3256,14.0553,5.9449,19.327,g
13.2023,10.4981,-13.4981,-5.2649,11.0078,52.1667,g
22.1393,10.9032,-21.9589,-19.5789,10.4984,7.9221,g
59.1921,25.7827,13.1784,31.4371,-19.3714,4.605,g
92.2474,32.8513,-33.7427,-55.3519,26.9618,2.235,g
25.6579,9.6231,-8.4837,-18.5263,8.3947,29.802,g
81.3604,29.3861,36.258,74.8812,-20.5673,8.8992,g
42.1149,18.9718,38.4907,43.5791,10.3548,16.9055,g
25.7808,18.8246,-3.9316,-21.6238,13.2634,3.0162,g
44.7252,24.5245,35.5333,26.6332,-19.6672,4.908,g
120.043,22.227,-92.3686,-102.472,-10.4054,61.0741,g
85.9865,43.4833,-38.9823,69.3781,27.3208,0.3985,g
26.6887,15.1289,7.0688,20.5554,-8.417,34.4001,g
39.5334,15.2625,44.792,35.8567,-11.5271,4.914,g
37.3397,20.437,32.7575,26.3113,9.0852,3.892,g
20.8299,12.9669,15.7452,8.4718,-2.2807,2.799,g
46.8155,15.6726,29.3578,30.6222,-11.844,8.035,g
24.0061,17.6551,-7.8864,-4.5617,10.4587,43.73,g
77.7269,28.5435,-89.29,48.1096,-7.142,5.68,g
30.6536,13.2068,27.6482,14.2304,-10.3527,12.8858,g
36.0145,12.4148,29.4408,-16.1978,4.8972,0.8987,g
31.3598,24.3563,-15.4335,-17.2804,-14.4643,75.9302,g
32.9687,16.5013,-7.8186,-7.1389,8.9015,3.638,g
82.5295,21.5646,59.5987,87.0154,-14.2973,2.176,g
70.7825,23.3308,-40.6581,46.1712,-10.3883,0.97,g
67.8374,19.9017,35.7355,79.9025,-10.6692,6.1571,g
18.5274,10.46,-24.379,-8.2959,-3.9048,89.8113,g
12.9697,9.9206,11.5638,8.2103,8.6755,76.267,g
35.4643,19.9744,-5.447,18.8005,10.1846,20.5649,g
37.2286,33.108,-57.0711,13.0372,-29.0013,16.6959,g
31.6388,12.6908,20.7018,21.0496,12.1074,68.429,g
63.3926,31.8481,13.5914,32.569,-9.9033,8.5577,g
36.6344,17.3591,19.0646,31.2791,6.2182,11.7003,g
23.8218,15.636,12.3478,13.7196,-9.4416,17.721,g
61.2527,23.0284,50.6707,53.2724,-11.8298,24.24,g
27.5364,16.5294,1.3195,18.732,16.049,3.459,g
35.5154,29.0844,17.7266,29.1222,-20.5402,26.577,g
20.6591,10.6619,5.7293,-17.1314,-3.5068,14.135,g
21.6208,16.5914,27.3897,9.4802,10.3581,34.221,g
25.4825,11.4624,-12.7289,-13.2584,-11.6033,2.5804,g
75.9663,27.2188,7.7136,57.3587,14.6414,2.993,g
45.952,36.6764,32.4806,40.2426,18.5289,24.992,g
109.8,34.3761,37.9064,121.024,28.0065,73.6804,g
30.5583,16.1245,-22.1688,-21.0536,9.2193,14.043,g
19.8356,11.4295,19.3867,19.0913,9.9913,24.926,g
96.7193,33.6874,26.8044,80.4982,12.2979,2.0169,g
100.811,22.8565,-83.1851,-55.5834,16.674,3.8175,g
71.7635,26.8695,-76.0983,47.004,11.1843,11.8032,g
59.2332,24.4358,59.1135,40.3654,-15.9741,3.6478,g
63.6221,25.8677,31.5371,50.6832,-11.8233,5.5598,g
20.2913,16.0196,-1.7118,8.3607,-7.6019,12.229,g
67.6806,23.3267,-32.4371,56.1257,-13.7034,3.0146,g
27.6052,18.7673,5.1623,19.1064,14.1547,76.963,g
22.5817,13.261,21.6643,16.7646,6.9559,43.4134,g
80.2224,27.2946,78.0535,67.2139,-19.2783,1.547,g
50.3257,23.9416,-10.544,26.986,-19.5872,62.8246,g
109.723,51.1687,87.2085,83.8774,22.6233,3.4161,g
19.2521,16.8339,13.9856,17.7007,-11.065,47.858,g
18.3173,17.0593,22.1552,6.6176,12.0956,26.241,g
19.4338,12.9863,13.3813,17.7829,4.7167,10.3057,g
66.2626,24.2483,-24.1491,-15.5685,10.0983,1.022,g
30.5327,21.6959,-7.9124,-28.8645,-15.4248,0.1224,g
59.4093,13.2252,-38.5028,42.3596,-9.506,6.2748,g
18.1344,14.6744,-7.9164,16.4175,8.1317,39.134,g
26.5035,15.8468,9.1556,16.5298,4.1781,24.301,g
26.6768,17.3035,-8.8224,20.0782,14.1663,6.8488,g
48.5197,14.857,-82.256,34.1182,9.3196,5.5783,g
36.5852,13.103,50.6611,17.6063,-8.9989,10.337,g
29.0311,11.6158,33.9504,14.3539,6.8154,15.802,g
62.3485,22.7326,37.5376,60.218,-12.1666,1.783,g
75.0465,22.0343,-64.9762,62.2713,-17.4064,7.7575,g
55.7137,19.1975,-75.2473,-37.3578,16.5932,1.386,g
36.7352,16.8787,-8.7051,-30.3363,7.5822,4.147,g
20.0821,7.0172,20.7727,13.7231,-5.1582,34.358,g
34.9632,20.9011,-12.363,21.8051,14.5036,3.901,g
56.8047,19.2567,-70.1274,-29.0892,-13.4158,0.3475,g
96.6464,12.2056,63.1745,55.7144,-10.0671,45.43,g
21.7651,15.9545,22.0811,16.1818,3.3659,12.12,g
23.8255,12.5494,23.2699,18.3503,-7.988,21.788,g
42.2817,17.2856,46.6406,-18.7476,-12.6115,9.545,g
31.7974,17.4881,2.519,-24.1423,11.437,18.694,g
103.881,45.33,-89.1814,72.1054,23.8328,0.9908,g
40.7847,19.3278,38.9764,24.3512,16.2563,47.1801,g
41.736,16.3156,25.1287,34.3492,11.5237,10.0749,g
17.2761,17.1898,-0.014,1.225,18.3999,25.764,g
18.7961,10.2594,-23.5494,-9.8311,-2.0507,82.2426,g
67.4091,28.3873,-34.7103,59.8156,19.0554,1.25,g
58.0304,22.7795,-30.2146,37.9492,-17.8249,4.9761,g
73.3377,18.7266,-48.0218,-70.5328,-15.5585,1.0184,g
66.1569,19.6319,42.6061,47.9049,5.61,5.6351,g
74.7986,20.0861,-22.9868,-40.0942,-8.8413,7.8318,g
51.0934,17.5743,7.061,-18.6174,5.5969,1.8071,g
35.6777,16.7426,10.7343,26.7252,12.1918,0.789,g
47.1318,23.4848,10.0736,31.0237,-15.6217,8.902,g
12.6701,11.7428,15.4757,-7.2067,11.194,82.2488,g
80.3034,33.2955,-57.4312,62.086,17.8903,2.6827,g
30.3767,18.4949,6.5992,27.1651,12.6744,0.059,g
22.0539,14.3441,-30.5871,15.2366,-9.9131,3.13,g
12.6327,11.798,7.5536,11.4815,0,80.4713,g
20.0686,14.4481,-4.548,13.7631,5.9206,24.5094,g
69.8921,18.9497,-120.499,58.4752,-9.0489,4.442,g
74.6212,30.3664,-32.24,50.3501,-19.2265,0.8905,g
36.5105,16.9973,-5.9952,10.3356,7.5573,25.1167,g
53.3101,13.6421,42.7687,7.3238,5.2374,85.0171,g
90.6662,37.7353,-15.7899,-38.7518,-19.065,2.481,g
83.5017,31.1228,66.6543,74.6371,-24.583,4.43,g
20.8716,12.4093,9.9618,17.8652,-10.5413,23.769,g
79.5024,26.5601,49.9097,75.6821,17.3572,3.5757,g
41.8269,26.368,24.1335,40.136,20.4737,29.392,g
20.9847,12.5638,24.4503,14.9624,9.6203,14.578,g
17.6775,10.8143,-22.6554,-9.6813,-3.9859,23.666,g
20.8415,7.157,24.5405,9.3895,6.0436,20.0419,g
39.003,15.8981,26.9494,39.2724,-12.7396,11.479,g
35.5214,19.0795,-7.2942,26.5883,8.2989,3.6208,g
27.5027,16.8125,-27.9457,-13.4266,-12.6581,21.937,g
21.4634,12.7096,15.2858,13.0401,-8.4286,10.54,g
42.5173,29.0378,32.2464,25.8013,-11.0238,11.891,g
43.8606,16.1287,23.8714,31.1417,6.467,8.9201,g
12.9529,11.3125,15.0118,-3.8537,11.7573,28.538,g
20.4556,10.9666,14.7209,17.8799,-5.9276,23.821,g
42.1915,18.3556,-1.7343,40.9286,-6.4425,1.7355,g
104.061,14.115,67.0364,97.6731,-7.7866,0.091,g
26.7112,20.18,-19.9579,-20.4143,-10.4288,78.7402,g
28.3612,21.333,-10.285,20.8569,-10.9452,61.7,g
49.8616,14.8833,30.6544,34.732,10.3309,3.757,g
33.4245,19.2319,14.058,17.7395,8.5339,62.169,g
23.145,14.3228,-11.0961,-9.208,3.7516,66.6152,g
24.5979,11.3337,13.8569,21.2856,3.034,61.3024,g
51.7407,18.9125,45.7487,44.9422,17.1065,6.405,g
34.7679,19.0203,33.846,30.6675,10.9056,0.281,g
21.7529,6.7839,23.5404,12.0502,6.5592,5.706,g
17.8089,10.849,1.8017,-7.7886,4.6985,73.417,g
36.755,15.4828,-49.4626,-23.9838,-12.8916,61.492,g
12.6161,11.8178,15.54,-7.2472,11.1629,65.013,g
53.0133,14.0532,69.2327,-32.7482,11.0647,10.865,g
19.3082,12.345,2.5526,-10.4723,-10.7211,60.871,g
26.4659,13.6913,34.5433,14.0048,7.1748,4.0277,g
26.9291,11.9546,-22.7378,-13.3883,10.9045,26.935,g
43.8753,29.479,13.1996,37.5094,-11.7056,9.6642,g
74.3997,38.0074,65.1661,74.9736,19.6203,4.6957,g
16.3137,11.4038,-2.5906,6.0221,7.3284,10.758,g
44.2373,20.9611,44.1047,42.4894,-11.9185,37.234,g
25.5298,12.2168,17.7841,14.4982,-3.4568,41.5557,g
76.8377,26.5769,-54.9263,23.5317,12.0204,4.154,g
23.9367,16.2543,1.0994,8.0572,7.1137,78.0806,g
29.4713,13.4156,-19.3592,18.1788,-9.9381,1.643,g
25.0206,21.1248,-3.3811,-10.3187,8.1751,24.4741,g
30.3621,11.6582,16.6826,14.5422,-11.4294,9.991,g
44.1235,28.9088,-17.7513,-26.6902,17.5798,75.807,g
69.8372,25.6808,-64.7862,46.2271,-15.5254,0.001,g
29.972,19.2445,-0.0369,-16.0937,-12.8969,11.911,g
47.3034,16.5317,48.5697,26.467,-8.3448,17.2617,g
35.0935,14.411,35.2548,9.6713,10.4039,7.5143,g
16.3214,10.697,-2.4424,3.415,8.742,6.0909,g
25.2017,10.3461,-8.9005,-18.1472,-7.456,1.9439,g
27.1266,12.3249,21.7815,-15.1941,7.1693,3.64,g
121.664,16.0865,-140.295,47.8546,10.3781,1.662,g
19.1154,11.6816,11.4349,18.9858,2.3154,31.686,g
41.8157,21.1334,27.743,32.2557,14.2121,34.2159,g
57.6135,18.5866,-33.3247,-29.6203,16.188,0.127,g
12.9942,10.9338,13.9028,-6.1426,-8.8707,74.997,g
24.6014,12.8664,17.3748,19.5657,8.2758,22.821,g
31.3868,13.3409,25.682,18.148,6.7082,16.5296,g
29.9525,16.7684,2.8502,-21.0671,-9.285,8.402,g
84.44,35.3814,-6.9577,52.0089,7.6456,1.17,g
30.1563,11.9646,6.1629,-13.5594,4.3853,18.682,g
35.6443,10.798,19.0775,26.2199,8.8393,3.614,g
24.0631,10.2463,-15.2259,16.2003,6.3309,11.6251,g
32.8294,21.0659,38.4715,23.9901,-11.5174,32.43,g
37.2895,21.5961,15.4428,9.1394,-7.3324,3.2352,g
50.1058,18.3299,38.2593,28.6234,11.8378,4.0106,g
25.2208,0,0,0,-6.24,29.9003,g
27.2212,6.9613,-14.7659,6.1527,4.6093,18.7187,g
30.554,21.1807,2.1798,-20.8938,-15.2262,2.2982,g
36.6617,15.5033,31.4251,25.5228,6.576,11.3761,g
32.8824,24.0868,1.7784,-17.0711,-18.6778,10.197,g
83.05,30.4017,-25.2927,67.6599,8.5092,0.181,g
27.1734,11.315,8.108,13.5867,7.8429,15.6121,g
50.4857,20.4715,-75.6635,-20.6365,16.0088,8.648,g
51.0077,25.2429,-74.8411,33.8956,16.3036,19.198,g
76.6675,16.8769,92.6619,75.8274,-8.5432,1.579,g
26.2738,11.9961,24.7401,20.7625,2.3155,4.849,g
40.9677,20.7897,20.8746,25.5428,-7.9817,4.929,g
32.2029,27.8573,-11.8403,12.7336,-21.9025,15.646,g
30.7972,17.3984,-0.0762,-20.6575,10.1798,0.8828,g
47.3911,29.5763,15.0843,-9.0918,20.5067,3.5846,g
77.0437,26.1472,58.594,72.9814,-11.0818,0.357,g
98.0186,38.7657,-21.6661,62.541,12.1875,7.011,g
84.9631,27.0242,-66.8737,51.0246,-17.7704,1.346,g
43.287,12.0395,48.354,31.4508,10.6959,8.3733,g
25.9323,17.9622,11.4111,-14.6894,-13.9478,50.082,g
60.0737,18.208,-18.8277,18.2696,-6.69,5.624,g
26.1516,17.4999,-6.3634,16.6793,-11.4837,10.6685,g
53.238,20.45,54.0039,43.6942,12.9959,5.6926,g
42.7448,17.6601,5.3478,22.4234,14.1585,8.9172,g
61.5175,26.4775,3.5699,40.0819,-15.5083,3.0791,g
29.6626,9.2293,5.207,24.5981,-9.9884,8.1489,g
90.2839,16.6147,47.3189,85.7331,8.6487,6.969,g
79.6714,32.2921,-7.4842,56.1855,-22.7031,4.573,g
13.0679,10.7972,13.7665,-4.3048,10.1883,84.7088,g
62.159,26.5286,37.8441,52.263,-18.7444,14.3969,g
32.3526,18.7973,-0.0796,-19.2651,-7.4905,2.021,g
22.4885,16.0269,-21.0595,8.754,11.6542,6.62,g
20.9103,15.2311,-0.7028,-7.7378,-7.4624,16.5516,g
75.6877,16.5181,4.1543,49.0993,11.6361,6.228,g
21.0071,14.9404,1.809,-6.3112,-9.7286,29.349,g
52.5964,25.6208,19.694,51.4918,-20.7042,5.258,g
66.5198,22.7195,64.3091,51.4504,-13.0401,3.481,g
32.6603,21.8534,-36.7412,-19.3401,-14.8934,19.681,g
57.4159,17.4763,22.4771,60.2797,12.2177,14.6429,g
34.6692,20.9534,6.6048,16.7804,6.3697,8.705,g
33.3046,14.5828,33.7169,31.6559,14.9136,28.9934,g
53.5082,19.9123,60.3099,34.1822,8.1916,0.487,g
37.9626,15.9992,-18.3229,14.1607,13.4721,0.0895,g
117.688,13.7609,78.7172,136.445,5.6508,1.9331,g
17.173,10.9256,3.3638,-8.3055,6.8725,36.721,g
110.1,13.1992,-169.802,56.9024,-9.6361,0.204,g
66.4672,35.612,-53.3847,50.3012,33.2397,0.106,g
59.4021,29.7172,35.5777,58.8996,28.8805,11.855,g
20.5372,7.2564,-0.8443,7.0908,-5.8197,89.6566,g
27.1627,17.707,-3.2049,14.7748,8.4814,74.502,g
44.8094,25.0454,24.6103,-23.6855,-14.0514,22.0962,g
156.37,32.9325,-289.955,165.703,17.1324,15.657,g
56.6734,13.6681,-76.4051,-34.9987,-14.7633,7.2332,g
57.6944,18.316,22.2614,22.1611,11.4597,0.122,g
31.6204,14.3757,-11.9099,22.5139,6.0822,11.5864,g
133.596,35.5859,219.896,-125.078,-25.4451,74.6605,g
22.3633,17.0705,-11.5086,-9.48,11.8309,1.9194,g
97.2271,25.0848,8.112,56.7012,-20.6658,1.194,g
13.9473,8.8242,14.3279,6.0618,-11.3958,25.1526,g
84.5714,19.5962,5.4504,97.1645,9.914,4.2254,g
50.0814,21.3068,51.0469,40.8885,11.8542,5.8695,g
113.486,32.2434,-72.1478,64.421,-16.8485,1.2941,g
103.799,41.6904,-45.7858,81.4942,-20.2735,2.833,g
21.0617,12.0636,28.4155,-8.6851,-7.3859,22.8621,g
43.515,14.3182,16.4403,37.9256,-7.6022,4.1022,g
81.2756,29.4681,-28.8546,37.2109,-25.0708,0.022,g
91.7353,36.0231,-25.5609,70.9864,31.5188,2.8204,g
20.2662,7.1979,3.8412,-11.5307,5.4841,72.587,g
20.7693,10.3513,-18.2017,-20.29,-11.7144,2.752,g
61.7228,22.3597,37.0129,54.8814,-8.2482,2.701,g
36.9453,12.8993,-25.1823,28.5104,4.3445,2.242,g
36.3631,19.8916,5.8322,-12.1568,-13.9196,18.0525,g
18.9249,9.182,17.9983,15.4613,-2.7311,18.7148,g
19.0605,9.8311,-23.7916,-9.6045,-5.6369,2.805,g
68.222,13.291,54.4541,66.8235,-9.323,8.2019,g
62.1376,23.3124,38.1039,64.4663,6.6418,8.626,g
73.6582,27.5359,-36.8723,53.1831,10.2546,1.321,g
24.8408,14.8699,4.3568,20.3579,7.5544,70.606,g
63.1451,20.0494,5.8427,-30.8421,9.1234,10.179,g
18.423,12.554,12.1573,15.8397,-9.6204,15.175,g
129.756,31.1928,-171.905,54.6739,-22.7875,15.4674,g
28.738,12.184,-16.1462,13.0976,-10.1241,8.0769,g
38.4475,14.7924,18.1005,30.9733,-10.152,22.3126,g
28.2788,13.7217,22.1734,22.8593,-11.5038,20.694,g
19.8912,16.7321,10.693,18.1222,-7.8787,11.5,g
123.987,17.4709,-190.105,84.4861,13.0368,0.813,g
46.2893,12.3993,-82.4823,37.1961,-6.6611,10.6382,g
66.0346,11.7658,70.6669,63.5139,10.5566,2.0758,g
78.8829,27.055,53.4896,66.8412,-14.5304,3.939,g
30.6525,18.9983,24.3228,13.7714,13.5634,37.007,g
37.2618,13.9046,21.9309,19.2815,-6.6054,11.346,g
48.9319,19.9172,26.6507,49.5332,-10.1152,1.645,g
48.8366,22.2845,-62.0644,27.0951,5.1744,0.0805,g
80.2574,22.0414,-24.5504,70.873,15.4147,1.406,g
45.6239,17.151,20.786,36.879,-8.153,6.262,g
12.3934,12.0919,-16.8836,10.6145,0,50.0643,g
81.244,42.1421,83.9376,71.3451,-24.0068,7.946,g
44.5093,14.7591,-66.2386,25.6017,-11.1243,3.81,g
51.0625,21.492,3.7852,-37.1419,15.7351,4.629,g
72.4802,30.4155,-19.9983,79.7748,-19.35,1.3082,g
15.8465,11.8639,1.2776,-4.6367,3.1949,48.699,g
51.326,17.6006,10.5117,53.6403,7.9215,7.26,g
47.3469,11.7963,21.8027,41.0234,7.6897,12.801,g
20.9445,7.127,-24.5181,-9.5235,-6.1163,53.159,g
106.087,18.9681,91.3772,114.887,-11.0818,2.801,g
35.6588,23.4655,7.5011,16.7297,16.8961,82.3558,g
26.9787,13.9285,31.9032,18.0542,-11.3593,72.624,g
61.8217,14.0563,-88.3227,47.814,-6.6789,1.251,g
23.3073,17.421,8.7773,4.4608,10.7805,2.7033,g
