@relation 'winequality-white_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A12-M-1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R7-precision6'

@attribute '-0.512density+0.437alcohol-0.427residual sugar-0.407total sulfur dioxide-0.3free sulfur dioxide-0.212chlorides-0.157fixed acidity-0.144citric acid+0.129pH-0.043sulphates-0.005volatile acidity' numeric
@attribute '0.588fixed acidity-0.581pH+0.345citric acid-0.29free sulfur dioxide-0.244total sulfur dioxide-0.223sulphates-0.052volatile acidity+0.036alcohol+0.009chlorides-0.009residual sugar-0.006density' numeric
@attribute '-0.591volatile acidity+0.504citric acid+0.433sulphates+0.279free sulfur dioxide-0.214residual sugar-0.129density+0.127pH+0.124total sulfur dioxide+0.121fixed acidity+0.106alcohol-0.102chlorides' numeric
@attribute '-0.711chlorides-0.442sulphates+0.306free sulfur dioxide-0.274volatile acidity+0.274residual sugar-0.149citric acid+0.141alcohol-0.098pH+0.06 total sulfur dioxide+0.022density-0.019fixed acidity' numeric
@attribute '0.643volatile acidity+0.401sulphates+0.337alcohol-0.329chlorides+0.293total sulfur dioxide+0.251fixed acidity+0.177free sulfur dioxide-0.12pH-0.085density+0.054citric acid+0.011residual sugar' numeric
@attribute '0.494free sulfur dioxide-0.481sulphates+0.396chlorides-0.328density-0.289residual sugar+0.276total sulfur dioxide-0.193pH+0.139alcohol+0.132citric acid+0.122volatile acidity-0.104fixed acidity' numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
1.44349,0.582606,0.118041,-0.346644,-0.99462,-0.495745,'\'(5.4-6]\''
-1.33802,-1.432657,-0.705708,0.356221,-0.466981,0.067808,'\'(4.8-5.4]\''
-4.935711,1.554279,0.645009,-0.550975,1.588357,-0.829176,'\'(5.4-6]\''
1.079001,-1.021217,1.288078,-0.571345,-0.600574,-1.194556,'\'(6.6-7.2]\''
-1.338324,-0.606368,-0.346814,0.319425,0.325836,0.040791,'\'(4.8-5.4]\''
-1.33802,-1.432657,-0.705708,0.356221,-0.466981,0.067808,'\'(4.8-5.4]\''
0.206237,-0.941541,-0.393597,0.470412,-0.234102,1.16806,'\'(5.4-6]\''
0.410626,-0.661055,0.103119,-0.013799,-0.828099,-0.286464,'\'(5.4-6]\''
0.754754,1.015197,1.549544,-0.538295,-0.036511,-0.740629,'\'(4.8-5.4]\''
-1.588877,1.060719,-0.16169,-4.759338,-1.06005,2.247413,'\'(5.4-6]\''
-2.436985,-0.661685,-1.296238,0.104446,1.517932,0.574064,'\'(4.8-5.4]\''
-1.588877,1.060719,-0.16169,-4.759338,-1.06005,2.247413,'\'(5.4-6]\''
-2.436985,-0.661685,-1.296238,0.104446,1.517932,0.574064,'\'(4.8-5.4]\''
-0.205366,0.002756,-1.18973,-1.093709,-0.5875,-0.022457,'\'(5.4-6]\''
1.954787,2.574925,-0.227771,0.150961,-0.030979,-0.796807,'\'(5.4-6]\''
-2.511286,-0.430402,-1.211222,0.48385,-0.258985,-0.422763,'\'(4.8-5.4]\''
-1.358008,-2.093171,2.210674,-0.550623,0.307895,-1.6276,'\'(5.4-6]\''
-2.511286,-0.430402,-1.211222,0.48385,-0.258985,-0.422763,'\'(4.8-5.4]\''
-0.464744,2.282527,-0.952128,0.275408,1.853276,-0.443834,'\'(4.8-5.4]\''
-1.358008,-2.093171,2.210674,-0.550623,0.307895,-1.6276,'\'(5.4-6]\''
-0.671758,-1.493232,-0.034216,0.589616,-1.571185,-0.64185,'\'(5.4-6]\''
-3.781935,1.499549,1.674589,-0.244012,0.457064,-1.429778,'\'(5.4-6]\''
0.848458,-1.438977,1.35899,-0.931788,-0.386473,-1.046121,'\'(6.6-7.2]\''
-1.733592,-1.407816,-0.401578,0.323917,-0.723841,-0.321993,'\'(5.4-6]\''
0.558537,-0.98883,-0.535335,0.573979,-0.985628,-0.819326,'\'(5.4-6]\''
0.734449,-0.568,-1.838087,-1.288967,-0.099885,-0.902092,'\'(4.8-5.4]\''
0.848458,-1.438977,1.35899,-0.931788,-0.386473,-1.046121,'\'(6.6-7.2]\''
-2.883388,0.321451,-0.863303,0.059575,-0.036543,-0.088397,'\'(3.6-4.2]\''
-1.517231,-1.159719,-0.727625,0.833731,0.270857,0.724336,'\'(5.4-6]\''
1.72471,-0.310927,0.686676,0.459402,-1.547502,-0.679891,'\'(5.4-6]\''
-1.517231,-1.159719,-0.727625,0.833731,0.270857,0.724336,'\'(5.4-6]\''
-1.984188,0.687916,0.013499,-4.380356,-0.626692,2.3802,'\'(4.8-5.4]\''
1.81901,-1.602285,0.603816,-0.75087,-1.763067,-1.418147,'\'(5.4-6]\''
2.094693,-1.676741,0.460535,-0.759873,-1.81876,-1.592049,'\'(5.4-6]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,'\'(4.8-5.4]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,'\'(4.8-5.4]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,'\'(4.8-5.4]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,'\'(4.8-5.4]\''
-1.599159,-0.661599,-1.59609,-3.861745,-1.118443,2.405178,'\'(4.8-5.4]\''
-1.650507,-0.671231,-1.704405,-3.83078,-0.922672,2.447098,'\'(4.8-5.4]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,'\'(4.8-5.4]\''
1.729871,0.484128,-0.505114,-0.319875,1.617583,-0.49935,'\'(6.6-7.2]\''
1.241166,-0.969664,0.992815,-1.041171,-0.642254,-1.645917,'\'(6.6-7.2]\''
-0.050845,1.222118,1.12145,-0.036437,0.29176,-0.126792,'\'(5.4-6]\''
-0.176281,-0.941317,-0.401473,-0.319441,0.267752,1.196025,'\'(5.4-6]\''
1.729871,0.484128,-0.505114,-0.319875,1.617583,-0.49935,'\'(6.6-7.2]\''
1.333385,-0.768955,0.440539,0.116623,1.061752,-0.586219,'\'(6.6-7.2]\''
-0.8166,-0.504145,-1.375553,0.842088,0.83778,0.949988,'\'(5.4-6]\''
-0.493063,-0.958772,0.539332,0.145296,0.636428,-0.169007,'\'(6.6-7.2]\''
-2.301038,-1.218979,0.759357,0.577121,0.576942,0.501667,'\'(5.4-6]\''
2.784869,-1.125554,-0.892386,-0.02404,1.34287,-0.389675,'\'(7.8-8.4]\''
1.333385,-0.768955,0.440539,0.116623,1.061752,-0.586219,'\'(6.6-7.2]\''
1.984107,0.074385,0.200933,-0.034354,0.500334,0.45218,'\'(6.6-7.2]\''
-1.103339,-1.025916,-0.649278,-0.175461,-1.623081,-1.376385,'\'(4.8-5.4]\''
-1.407671,-1.608016,-0.743983,0.391497,-0.736008,0.682613,'\'(4.8-5.4]\''
-1.11395,-0.458454,-2.300785,-0.440034,0.173868,-1.09489,'\'(4.8-5.4]\''
-0.144983,0.820619,-1.960962,-0.983959,0.274213,0.467277,'\'(5.4-6]\''
1.194857,-0.500889,-0.326426,0.375092,0.883261,0.740907,'\'(6.6-7.2]\''
0.867765,-1.405146,-0.266633,-1.313085,-0.078104,-1.066545,'\'(4.8-5.4]\''
-2.535802,1.550314,0.25713,0.375032,-0.76097,-0.130514,'\'(4.8-5.4]\''
-0.763418,1.929325,0.206287,-0.318474,0.458226,-0.245397,'\'(4.8-5.4]\''
0.835308,1.522055,0.033409,-0.520632,0.12315,-0.710844,'\'(5.4-6]\''
-2.535802,1.550314,0.25713,0.375032,-0.76097,-0.130514,'\'(4.8-5.4]\''
1.612108,-0.568878,0.467177,0.87484,-0.077139,0.735963,'\'(6.6-7.2]\''
-0.763418,1.929325,0.206287,-0.318474,0.458226,-0.245397,'\'(4.8-5.4]\''
2.782296,-0.228397,0.287613,-0.5603,0.914418,-1.239073,'\'(6.6-7.2]\''
1.236345,-0.120921,0.591413,1.31273,-0.280546,0.486662,'\'(5.4-6]\''
-0.927674,-0.598964,0.029764,-1.021054,1.340578,-0.146441,'\'(5.4-6]\''
1.74947,0.512667,0.511016,0.665621,-0.321155,0.580643,'\'(6.6-7.2]\''
-2.480568,1.073426,1.111653,0.336718,-0.368294,0.123749,'\'(4.8-5.4]\''
-2.808964,0.717854,1.038957,0.422911,-0.038051,0.215837,'\'(3.6-4.2]\''
2.660732,-1.485312,-0.039181,-0.215874,0.841951,0.100547,'\'(6.6-7.2]\''
0.087895,0.6932,1.266071,0.220427,1.036026,-0.863809,'\'(5.4-6]\''
1.548977,-4.853722,-2.105152,-1.5355,-0.21507,-1.004056,'\'(4.8-5.4]\''
1.470554,-1.56558,-1.577179,-0.765643,0.633956,-0.876618,'\'(5.4-6]\''
0.478277,-0.524339,1.805927,-0.471011,0.571659,-0.531025,'\'(5.4-6]\''
-1.440448,-1.09059,-0.400724,0.474362,0.241127,0.36854,'\'(4.8-5.4]\''
1.155664,0.657086,-1.963646,-0.484111,-0.663707,-0.052874,'\'(5.4-6]\''
-0.931375,1.64376,-1.029122,0.566214,-0.573624,-0.166753,'\'(4.8-5.4]\''
1.155664,0.657086,-1.963646,-0.484111,-0.663707,-0.052874,'\'(5.4-6]\''
-0.931375,1.64376,-1.029122,0.566214,-0.573624,-0.166753,'\'(4.8-5.4]\''
-0.523947,0.496756,0.470197,-0.946864,0.375331,0.151277,'\'(4.8-5.4]\''
-2.338135,-0.445713,-0.807048,-0.651839,0.99171,-1.267274,'\'(5.4-6]\''
0.552893,1.402627,-0.181812,0.482243,0.641922,0.859386,'\'(4.8-5.4]\''
-1.920977,-2.270561,-0.458712,-0.709961,0.760702,-0.810237,'\'(5.4-6]\''
2.086061,-1.698595,0.89095,0.366276,1.804025,0.430144,'\'(7.8-8.4]\''
-5.327797,-2.417676,1.123463,2.031471,0.115538,1.452817,'\'(4.8-5.4]\''
-1.309533,0.867184,0.206607,0.277415,0.29744,-0.50495,'\'(4.8-5.4]\''
-1.572031,-2.712864,1.876208,0.93589,1.638337,1.506348,'\'(4.8-5.4]\''
-2.441901,-0.937408,0.309822,-0.437946,-0.037805,0.462935,'\'(3.6-4.2]\''
-1.297668,-1.542905,0.112715,-0.830485,0.555527,-1.103282,'\'(4.8-5.4]\''
0.219392,0.161733,-0.272114,-0.269934,-0.828268,-1.545792,'\'(5.4-6]\''
-0.277737,-0.861445,0.325906,-1.264618,0.12983,-0.934113,'\'(5.4-6]\''
-1.297668,-1.542905,0.112715,-0.830485,0.555527,-1.103282,'\'(4.8-5.4]\''
1.752468,0.509507,-0.337696,-0.415153,1.674904,-0.653188,'\'(7.8-8.4]\''
0.916466,-1.227718,1.067171,0.37015,-0.481054,-0.207475,'\'(4.8-5.4]\''
0.219392,0.161733,-0.272114,-0.269934,-0.828268,-1.545792,'\'(5.4-6]\''
-2.015685,0.431998,-0.008941,0.723437,0.550034,-0.213594,'\'(5.4-6]\''
-2.975132,1.256363,1.073789,0.64879,0.354502,0.484402,'\'(3.6-4.2]\''
1.297921,1.415813,0.272801,0.142955,0.17272,-0.526437,'\'(5.4-6]\''
1.490567,1.722268,1.285199,-0.78475,2.068591,-1.209628,'\'(5.4-6]\''
-3.097473,1.08397,-1.369455,-5.111467,-0.01281,1.074916,'\'(4.8-5.4]\''
-2.460338,-1.537079,-0.083674,0.038541,0.897965,-1.210388,'\'(4.8-5.4]\''
-2.431797,0.19244,0.660506,0.571094,0.8608,-0.293912,'\'(5.4-6]\''
0.146996,-0.71859,-1.018039,-0.575507,-1.136296,0.442219,'\'(5.4-6]\''
1.280345,-0.700353,0.7493,0.183171,-0.932062,-0.010391,'\'(6.6-7.2]\''
2.175768,-0.673729,0.27219,-0.353331,-1.183288,-0.529129,'\'(5.4-6]\''
1.626528,0.707504,-1.223845,0.111979,1.974313,-0.39654,'\'(6.6-7.2]\''
0.613036,-0.188324,-0.209525,-0.816615,0.178042,-0.008473,'\'(5.4-6]\''
1.571365,2.305339,0.47017,0.612862,-0.141806,-0.284816,'\'(4.8-5.4]\''
-3.057501,-0.575532,0.214628,0.387785,1.608232,-0.442455,'\'(4.8-5.4]\''
-0.830082,0.351701,-3.179178,-4.061779,-1.493296,2.419129,'\'(4.8-5.4]\''
-1.043435,1.134973,-0.134821,-0.027736,-0.226603,-0.959051,'\'(5.4-6]\''
0.054125,1.333738,0.815467,-1.31489,-0.279596,-1.413075,'\'(4.8-5.4]\''
0.979893,-1.593443,1.014431,0.254691,-0.692959,-0.192712,'\'(5.4-6]\''
-1.793194,-1.494418,-0.44627,0.573338,-0.791614,-0.327161,'\'(4.8-5.4]\''
-0.625368,-2.579028,0.03788,-0.988138,-0.188898,0.295566,'\'(4.8-5.4]\''
-0.29511,0.833763,-0.537217,-2.002798,-0.713395,0.844732,'\'(4.8-5.4]\''
-2.384228,0.219876,0.289108,-0.370328,0.805074,0.318078,'\'(4.8-5.4]\''
-1.729058,-0.133847,-0.350983,-0.034768,0.130129,0.000214,'\'(5.4-6]\''
-2.049032,-0.549394,-0.625556,1.70648,0.679405,0.623885,'\'(5.4-6]\''
0.817665,-2.352344,0.68823,0.602865,-1.252657,-1.070162,'\'(5.4-6]\''
0.957764,-1.759186,0.649411,0.327578,-1.918627,-1.490304,'\'(6.6-7.2]\''
-2.490137,0.031621,0.243739,-2.245355,0.199773,2.27205,'\'(4.8-5.4]\''
2.704253,-0.379418,-1.593381,-0.037209,-0.576125,-0.535222,'\'(3.6-4.2]\''
1.747124,1.940573,-1.260077,-1.295297,1.109083,-1.021251,'\'(-inf-3.6]\''
0.959502,-0.45381,0.89975,0.824919,0.224136,1.182011,'\'(5.4-6]\''
1.218791,-0.779505,0.008369,0.577322,0.739231,0.588577,'\'(5.4-6]\''
0.959502,-0.45381,0.89975,0.824919,0.224136,1.182011,'\'(5.4-6]\''
0.02076,0.11574,-0.430584,-0.085509,-1.281498,-1.099729,'\'(5.4-6]\''
-5.136839,1.563221,1.384748,0.184931,1.094064,0.17655,'\'(4.8-5.4]\''
-0.309532,-2.2228,-0.035071,-2.288063,-0.653048,-0.446817,'\'(3.6-4.2]\''
-0.397984,-2.273339,0.008459,-2.369076,-0.626159,-0.443952,'\'(3.6-4.2]\''
-0.146053,-1.096963,1.342785,-0.503145,-0.130417,-0.874618,'\'(5.4-6]\''
1.179703,0.340157,0.197753,0.489812,-1.179736,-1.126332,'\'(7.8-8.4]\''
1.542389,-0.11847,0.001424,0.324697,-0.178268,-1.191299,'\'(5.4-6]\''
1.179703,0.340157,0.197753,0.489812,-1.179736,-1.126332,'\'(7.8-8.4]\''
-3.112591,1.681877,1.388583,0.87172,-0.479239,0.321764,'\'(4.8-5.4]\''
0.03628,-0.698233,0.078906,-0.98056,0.182259,0.028035,'\'(3.6-4.2]\''
0.054793,-0.652453,0.112237,-0.997173,0.166312,0.02054,'\'(3.6-4.2]\''
1.77335,1.874954,0.177367,-0.221789,-0.412125,-0.27174,'\'(3.6-4.2]\''
2.273419,-0.624069,-1.001271,-0.741801,1.107815,-0.129751,'\'(7.8-8.4]\''
1.125804,-0.976454,0.194595,-0.268629,-0.065744,-0.153643,'\'(7.8-8.4]\''
-0.47798,-0.60132,0.614384,-0.500581,0.420009,-1.099194,'\'(5.4-6]\''
-0.262774,-0.576742,0.671825,-1.469599,-1.760344,1.043752,'\'(6.6-7.2]\''
-0.30941,-0.598751,0.681809,-1.515268,-1.77313,1.115564,'\'(5.4-6]\''
-3.557927,-1.484367,-1.485806,-1.042724,2.776768,1.243974,'\'(4.8-5.4]\''
-0.512213,-1.794703,0.553009,-1.161287,0.06354,-0.636254,'\'(4.8-5.4]\''
-3.531545,0.940086,-0.593629,-0.129813,1.21112,-1.945348,'\'(4.8-5.4]\''
1.995934,0.477938,-0.275851,0.528047,-0.902354,-0.327618,'\'(5.4-6]\''
1.879575,1.526641,0.148347,0.063695,1.285916,-0.147632,'\'(5.4-6]\''
2.026659,-2.03697,0.63935,-0.885887,-1.776558,-1.670408,'\'(5.4-6]\''
-0.033369,2.487054,1.444226,-1.235737,0.209153,-1.587876,'\'(3.6-4.2]\''
-0.015953,2.87061,1.500957,-0.58248,-0.272873,-0.963508,'\'(3.6-4.2]\''
-2.028669,-0.238357,0.889113,0.916703,1.254917,0.56946,'\'(5.4-6]\''
1.296368,1.749794,1.972924,-1.893672,3.393703,-1.944067,'\'(5.4-6]\''
-0.845393,2.925426,2.008717,-1.079012,0.426178,-1.388449,'\'(4.8-5.4]\''
-1.470497,-1.210513,-0.120225,0.906688,-0.130992,0.414233,'\'(4.8-5.4]\''
1.995595,0.942335,-0.869231,-0.212383,1.904881,-0.284071,'\'(5.4-6]\''
0.868295,0.027314,-0.202836,-0.238037,0.400656,-1.161613,'\'(5.4-6]\''
-2.440124,-0.760802,-3.595538,-0.328637,3.084106,0.058062,'\'(4.8-5.4]\''
0.892115,-0.50479,0.81603,-0.551849,-0.222258,-1.588473,'\'(3.6-4.2]\''
-1.101565,-1.359805,0.885214,-0.065367,-0.263765,-0.80802,'\'(5.4-6]\''
-3.799446,0.349316,-0.696663,1.121965,0.525448,-0.826342,'\'(5.4-6]\''
-2.110286,-3.028338,-0.552531,-1.617383,0.516657,-0.24154,'\'(3.6-4.2]\''
0.892115,-0.50479,0.81603,-0.551849,-0.222258,-1.588473,'\'(3.6-4.2]\''
-1.567536,-2.921474,-0.711658,-2.868103,-0.001929,-0.894249,'\'(3.6-4.2]\''
0.268302,2.030671,-0.046607,-0.473094,-0.221242,-0.335021,'\'(4.8-5.4]\''
-1.063645,-1.359029,0.904228,-0.089656,-0.264776,-0.78234,'\'(5.4-6]\''
-2.113437,-1.058676,-4.362569,-0.584688,3.459742,0.384494,'\'(4.8-5.4]\''
1.330913,-0.320721,-1.88976,-0.060284,-0.057705,-0.103592,'\'(4.8-5.4]\''
-4.066196,-2.209943,-0.320525,-0.115852,0.18886,-0.029415,'\'(4.8-5.4]\''
1.478081,1.758365,-0.741888,0.47847,1.93047,0.002077,'\'(6.6-7.2]\''
-2.243394,-0.838396,0.817933,0.275799,0.323836,-0.103338,'\'(4.8-5.4]\''
-1.723865,-3.173483,-0.972916,-3.084577,0.481514,-0.80127,'\'(4.8-5.4]\''
0.811459,-0.473326,0.742174,-0.968483,0.056107,-1.869037,'\'(5.4-6]\''
-1.723865,-3.173483,-0.972916,-3.084577,0.481514,-0.80127,'\'(4.8-5.4]\''
0.811459,-0.473326,0.742174,-0.968483,0.056107,-1.869037,'\'(5.4-6]\''
0.887151,-0.273621,0.554487,0.20025,0.149078,0.333939,'\'(5.4-6]\''
-2.280878,-0.397508,0.4688,0.600259,1.831752,0.857045,'\'(5.4-6]\''
0.887151,-0.273621,0.554487,0.20025,0.149078,0.333939,'\'(5.4-6]\''
-2.280878,-0.397508,0.4688,0.600259,1.831752,0.857045,'\'(5.4-6]\''
-1.495327,-1.654507,-0.493025,0.954844,0.036826,0.58488,'\'(4.8-5.4]\''
-1.09493,-1.492074,-1.057977,0.680002,-0.483327,0.390122,'\'(4.8-5.4]\''
-1.547746,-1.629931,-0.426498,0.87649,-0.003753,0.563258,'\'(4.8-5.4]\''
-3.488472,-0.818331,-0.91288,0.583736,0.883914,0.331905,'\'(5.4-6]\''
-4.160747,0.384943,-0.252359,0.778159,1.190676,-0.688709,'\'(5.4-6]\''
0.276904,0.111106,-0.790434,-0.429856,0.140807,-0.852384,'\'(3.6-4.2]\''
-1.335944,-0.199853,-1.678213,-0.437359,0.496746,0.179934,'\'(4.8-5.4]\''
-0.438018,0.800988,0.036412,-0.197513,0.13092,-0.080669,'\'(5.4-6]\''
-1.335944,-0.199853,-1.678213,-0.437359,0.496746,0.179934,'\'(4.8-5.4]\''
-1.030119,-1.211352,1.138535,-0.967904,0.513279,-2.28078,'\'(5.4-6]\''
-1.594366,-0.445419,-1.741457,-3.373057,-0.309851,2.570811,'\'(4.8-5.4]\''
1.150228,-0.671865,2.608702,-1.86583,2.151112,-2.750352,'\'(5.4-6]\''
-2.813999,0.920697,-0.884111,0.049795,-0.047934,-0.118884,'\'(4.8-5.4]\''
-0.650313,-0.828247,0.530122,-0.782958,0.994923,0.697766,'\'(4.8-5.4]\''
-2.813999,0.920697,-0.884111,0.049795,-0.047934,-0.118884,'\'(4.8-5.4]\''
-0.580255,-0.784011,0.474236,-0.855105,1.117521,0.621943,'\'(4.8-5.4]\''
-0.55941,-0.773696,0.502319,-0.796472,0.929424,0.635998,'\'(4.8-5.4]\''
-0.119508,-1.43277,-0.000502,-0.727658,-0.235937,-1.92238,'\'(5.4-6]\''
1.390328,-0.840052,0.38074,-0.894824,-0.135325,-1.171018,'\'(5.4-6]\''
-0.157026,-2.271238,1.212352,-0.194621,0.772335,0.228919,'\'(5.4-6]\''
-0.930661,-1.459533,-2.476753,-0.265858,1.594943,-0.625984,'\'(4.8-5.4]\''
-0.930661,-1.459533,-2.476753,-0.265858,1.594943,-0.625984,'\'(4.8-5.4]\''
1.193614,-0.627091,1.052184,0.377981,-0.005766,-0.555166,'\'(6.6-7.2]\''
1.340927,-2.025527,1.015017,0.214133,-0.308412,-0.690578,'\'(5.4-6]\''
-3.174509,-1.53754,0.428898,0.434857,0.941764,-1.38915,'\'(4.8-5.4]\''
-2.061254,0.339651,0.167781,0.500785,1.359806,-0.513459,'\'(5.4-6]\''
-0.757006,0.689656,0.162129,0.005874,1.119606,-0.554702,'\'(5.4-6]\''
-0.757006,0.689656,0.162129,0.005874,1.119606,-0.554702,'\'(5.4-6]\''
-2.061254,0.339651,0.167781,0.500785,1.359806,-0.513459,'\'(5.4-6]\''
-1.943865,-0.154573,-1.453264,0.295321,-0.026879,-1.239519,'\'(4.8-5.4]\''
-1.943865,-0.154573,-1.453264,0.295321,-0.026879,-1.239519,'\'(4.8-5.4]\''
0.464821,2.863993,-0.523795,-0.871058,-0.593149,-0.721927,'\'(4.8-5.4]\''
0.428275,2.935581,-0.466026,-0.79319,-0.645748,-0.66509,'\'(4.8-5.4]\''
-1.237406,-1.677363,0.21957,0.163231,0.26334,-1.335212,'\'(6.6-7.2]\''
0.294823,-0.585061,-0.972843,-0.261753,-1.148342,0.338017,'\'(4.8-5.4]\''
-3.162498,2.113988,1.370529,0.399399,0.196224,0.453561,'\'(4.8-5.4]\''
-3.098806,2.193116,1.442719,0.400049,0.116752,0.370531,'\'(4.8-5.4]\''
0.602677,-0.041634,0.508129,-0.70478,0.365817,-0.781986,'\'(5.4-6]\''
2.014321,-0.844527,0.661485,0.156353,-1.545487,-0.52802,'\'(5.4-6]\''
0.742978,-0.4598,-1.667203,-0.220283,-0.556149,0.094327,'\'(4.8-5.4]\''
-0.648398,0.639559,0.454522,-0.659101,-0.021295,0.442204,'\'(4.8-5.4]\''
1.261062,-2.065404,0.196403,0.193607,0.694472,-0.408818,'\'(6.6-7.2]\''
0.137854,2.101343,-0.981539,0.789805,-0.288999,-1.527981,'\'(5.4-6]\''
-0.872469,-0.545895,-1.345536,0.281632,-0.254154,-1.448433,'\'(5.4-6]\''
2.43785,-0.341863,-0.253875,-0.101737,-0.735447,-0.286438,'\'(6.6-7.2]\''
0.433151,-0.265169,-2.755998,-2.137751,1.03596,-0.261201,'\'(4.8-5.4]\''
-1.650479,0.480863,0.428641,-3.414549,-1.409945,2.769729,'\'(5.4-6]\''
2.43785,-0.341863,-0.253875,-0.101737,-0.735447,-0.286438,'\'(6.6-7.2]\''
-1.805269,-1.129184,0.462004,0.479946,0.19431,0.963313,'\'(5.4-6]\''
-1.229048,-0.736427,-0.659408,-0.213545,-1.130339,-1.611897,'\'(5.4-6]\''
1.030807,-0.21402,0.04622,-1.284908,0.187448,-0.649257,'\'(4.8-5.4]\''
-0.991036,-0.482348,-0.178723,-0.086858,1.017896,0.795019,'\'(5.4-6]\''
-1.481625,-1.043217,0.441576,0.372974,-0.033752,0.822583,'\'(5.4-6]\''
-1.805269,-1.129184,0.462004,0.479946,0.19431,0.963313,'\'(5.4-6]\''
-1.568836,-1.441174,-0.734023,0.367075,-0.020613,0.466424,'\'(4.8-5.4]\''
-1.857939,0.145562,0.720057,0.419776,1.207664,0.5959,'\'(5.4-6]\''
-1.658371,0.613629,-0.75007,-0.652101,-1.432086,0.184198,'\'(4.8-5.4]\''
1.566998,1.669776,0.115883,0.198296,0.889229,0.136207,'\'(5.4-6]\''
1.566998,1.669776,0.115883,0.198296,0.889229,0.136207,'\'(5.4-6]\''
-2.745495,-0.910809,-1.683256,0.023327,-1.094248,-0.633277,'\'(5.4-6]\''
-0.267837,0.454253,0.612895,-1.780498,1.356915,-2.601078,'\'(5.4-6]\''
-1.184774,-1.401083,-0.062914,-0.221227,-1.186158,1.344601,'\'(4.8-5.4]\''
-2.745495,-0.910809,-1.683256,0.023327,-1.094248,-0.633277,'\'(5.4-6]\''
-1.421934,0.511754,-1.310436,-0.258621,-0.174377,-1.391892,'\'(3.6-4.2]\''
-1.421934,0.511754,-1.310436,-0.258621,-0.174377,-1.391892,'\'(3.6-4.2]\''
0.52827,-0.90844,0.456066,0.432348,-0.671509,0.627264,'\'(4.8-5.4]\''
-0.038933,2.089158,-0.932521,0.929781,-0.360189,-1.590501,'\'(4.8-5.4]\''
-2.453288,-0.219911,-0.440405,0.545381,-1.226742,-1.754489,'\'(4.8-5.4]\''
-2.453288,-0.219911,-0.440405,0.545381,-1.226742,-1.754489,'\'(4.8-5.4]\''
0.128021,-0.752538,0.35253,0.427669,0.406247,0.036125,'\'(5.4-6]\''
-2.453288,-0.219911,-0.440405,0.545381,-1.226742,-1.754489,'\'(4.8-5.4]\''
-0.994096,-0.409206,0.233623,0.045572,0.516828,0.225665,'\'(4.8-5.4]\''
0.017588,1.865171,-0.497781,-0.974394,0.134469,-0.859755,'\'(3.6-4.2]\''
0.017588,1.865171,-0.497781,-0.974394,0.134469,-0.859755,'\'(3.6-4.2]\''
-1.311193,0.462896,0.029661,0.012705,0.340545,0.822165,'\'(5.4-6]\''
-2.745618,-0.186375,-0.251233,-0.788223,1.322492,-0.995655,'\'(5.4-6]\''
-1.717582,-1.20994,0.23212,0.548872,0.700531,1.039136,'\'(5.4-6]\''
1.371015,-0.482044,0.019652,0.414232,1.037473,0.20575,'\'(6.6-7.2]\''
-1.436375,-1.266233,-0.516114,0.774768,-0.432067,-0.18033,'\'(5.4-6]\''
-1.785845,1.632019,1.087528,-1.469799,0.296674,-1.768699,'\'(4.8-5.4]\''
-1.594798,-0.941818,0.460016,0.167607,-0.131201,0.56146,'\'(5.4-6]\''
-2.768519,-1.283257,1.142874,-0.214599,0.716797,0.802698,'\'(5.4-6]\''
2.103824,-0.612716,0.141882,-0.33866,-1.866853,-0.486791,'\'(5.4-6]\''
0.79906,0.799027,-0.284337,-0.54945,0.485585,-0.322289,'\'(4.8-5.4]\''
1.452834,-0.739472,0.059691,0.392938,1.114422,0.09141,'\'(6.6-7.2]\''
2.897653,1.715049,0.724281,0.805177,-0.718812,-1.142296,'\'(6.6-7.2]\''
-0.182303,-0.736082,0.383885,-0.603544,0.984143,-0.732501,'\'(5.4-6]\''
-2.522139,-0.864916,-0.941043,0.309413,2.563333,0.333155,'\'(5.4-6]\''
2.897653,1.715049,0.724281,0.805177,-0.718812,-1.142296,'\'(6.6-7.2]\''
-2.299323,-1.004101,1.631976,0.602031,0.222472,1.011895,'\'(4.8-5.4]\''
-2.146665,-0.009164,-1.813971,-0.191132,0.694166,-0.969296,'\'(4.8-5.4]\''
1.61701,-1.040922,1.562671,0.10413,0.103927,-0.366916,'\'(6.6-7.2]\''
-1.201583,0.324031,-0.591381,-1.548611,-2.030902,1.392252,'\'(7.8-8.4]\''
0.03941,0.88061,0.987993,0.294804,0.1311,1.00795,'\'(4.8-5.4]\''
