@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P75.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R9-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
15.376645,364.208716,-9.010631,-346.548726,48.497423,362.795362,-10.738715,422.758961,'\'(4.8-5.4]\''
7.420296,203.214593,-10.748917,-183.978437,29.444864,201.974445,-12.470766,244.184523,'\'(5.4-6]\''
15.376645,364.208716,-9.010631,-346.548726,48.497423,362.795362,-10.738715,422.758961,'\'(4.8-5.4]\''
7.420296,203.214593,-10.748917,-183.978437,29.444864,201.974445,-12.470766,244.184523,'\'(5.4-6]\''
4.7665,298.432354,-10.92588,-277.682385,55.425626,297.531688,-12.643971,367.454579,'\'(5.4-6]\''
15.19975,398.925942,-12.305216,-380.44496,121.243557,397.904032,-14.029612,531.739598,'\'(5.4-6]\''
4.7665,298.432354,-10.92588,-277.682385,55.425626,297.531688,-12.643971,367.454579,'\'(5.4-6]\''
15.19975,398.925942,-12.305216,-380.44496,121.243557,397.904032,-14.029612,531.739598,'\'(5.4-6]\''
16.395195,338.117102,-9.360401,-320.671887,105.655099,337.247613,-11.085125,454.594055,'\'(4.8-5.4]\''
14.177944,306.893422,-9.187421,-290.257074,86.60254,306.088019,-10.91192,403.671761,'\'(4.8-5.4]\''
16.568417,343.316719,-9.360384,-325.850718,103.923048,342.426445,-11.085125,458.058157,'\'(4.8-5.4]\''
26.152027,397.079576,-11.087065,-380.358357,109.119201,396.12002,-12.817176,516.393628,'\'(5.4-6]\''
32.510836,438.75445,-12.643728,-421.477244,83.138439,437.70656,-14.376022,532.363136,'\'(5.4-6]\''
12.028071,257.008627,-9.362757,-238.503396,15.588457,256.083712,-11.085125,284.021691,'\'(3.6-4.2]\''
18.49127,317.547267,-10.226132,-299.939238,50.229473,316.70549,-11.951151,378.73023,'\'(4.8-5.4]\''
10.521117,260.379198,-12.134107,-241.621088,58.889727,259.42657,-13.856406,331.046871,'\'(5.4-6]\''
18.49127,317.547267,-10.226132,-299.939238,50.229473,316.70549,-11.951151,378.73023,'\'(4.8-5.4]\''
19.170165,225.88021,-10.915557,-206.720264,62.353829,224.508426,-12.643971,299.107854,'\'(5.4-6]\''
13.084501,276.101023,-10.055698,-257.261506,84.87049,275.032348,-11.777945,372.94518,'\'(4.8-5.4]\''
4.974502,291.518007,-10.752519,-269.229978,22.51666,289.633536,-12.470766,328.27559,'\'(5.4-6]\''
27.570785,348.805588,-11.434999,-331.427922,55.425626,347.917046,-13.163586,414.800188,'\'(4.8-5.4]\''
6.621907,380.846796,-9.711332,-361.825414,69.282032,379.717499,-11.431535,461.885989,'\'(4.8-5.4]\''
27.570785,348.805588,-11.434999,-331.427922,55.425626,347.917046,-13.163586,414.800188,'\'(4.8-5.4]\''
6.812398,364.407901,-9.711366,-345.353611,70.148058,363.263016,-11.431535,446.332173,'\'(4.8-5.4]\''
6.621907,364.392313,-9.711332,-345.370931,69.282032,363.263016,-11.431535,445.431506,'\'(4.8-5.4]\''
16.37848,230.885837,-9.533,-212.280147,36.373067,229.704578,-11.25833,278.236642,'\'(5.4-6]\''
4.78557,197.990728,-9.711695,-178.193387,32.908965,196.847574,-11.431535,243.179933,'\'(5.4-6]\''
6.155605,314.026008,-9.883186,-294.050266,105.655099,312.860337,-11.60474,432.008112,'\'(5.4-6]\''
19.306166,272.25587,-9.705685,-254.750033,65.817931,271.291118,-11.431535,349.320007,'\'(4.8-5.4]\''
19.306166,272.25587,-9.705685,-254.750033,65.817931,271.291118,-11.431535,349.320007,'\'(4.8-5.4]\''
4.957961,236.073329,-10.924945,-215.571044,60.621778,235.091256,-12.643971,309.708005,'\'(6.6-7.2]\''
4.940987,244.716262,-9.192548,-224.543067,62.353829,243.699549,-10.91192,319.511412,'\'(5.4-6]\''
29.963682,348.724181,-10.566307,-331.393281,100.458947,347.501354,-12.297561,458.976143,'\'(4.8-5.4]\''
20.311621,336.643127,-11.78328,-318.385579,81.406388,335.584844,-13.509996,429.288793,'\'(5.4-6]\''
15.165698,270.88755,-12.304628,-250.90488,62.353829,269.888157,-14.029612,345.959828,'\'(5.4-6]\''
15.165698,270.88755,-12.304628,-250.90488,62.353829,269.888157,-14.029612,345.959828,'\'(5.4-6]\''
20.311621,336.643127,-11.78328,-318.385579,81.406388,335.584844,-13.509996,429.288793,'\'(5.4-6]\''
29.944075,255.105103,-9.702568,-237.775935,53.693575,254.126494,-11.431535,319.476771,'\'(4.8-5.4]\''
29.944075,255.105103,-9.702568,-237.775935,53.693575,254.126494,-11.431535,319.476771,'\'(4.8-5.4]\''
6.796602,123.638983,-12.481123,-105.67242,19.052559,122.698479,-14.202817,153.927355,'\'(4.8-5.4]\''
6.623432,125.371034,-12.654294,-107.421791,20.78461,124.447851,-14.376022,157.374136,'\'(4.8-5.4]\''
20.884843,319.215232,-10.395994,-299.852636,64.08588,318.143092,-12.124356,395.063469,'\'(6.6-7.2]\''
4.059009,215.125906,-8.671564,-198.73551,60.621778,214.237364,-10.392305,285.753742,'\'(4.8-5.4]\''
24.038059,280.282194,-11.261136,-263.029236,91.798693,279.449077,-12.990381,381.051178,'\'(4.8-5.4]\''
23.795589,276.833681,-11.261119,-259.565134,88.334591,276.002296,-12.990381,374.105654,'\'(4.8-5.4]\''
5.219968,222.322578,-10.40313,-202.961714,46.765372,221.182888,-12.124356,281.077205,'\'(5.4-6]\''
3.691953,134.007039,-7.289249,-114.990853,45.033321,133.073464,-9.006664,190.542909,'\'(5.4-6]\''
4.319042,204.640071,-10.05698,-187.217372,50.229473,203.84506,-11.777945,266.094966,'\'(4.8-5.4]\''
4.562811,305.526834,-11.441339,-287.503114,58.889727,304.546493,-13.163586,375.248807,'\'(4.8-5.4]\''
13.323281,302.107766,-7.980944,-280.419026,39.837169,301.203635,-9.699485,355.780556,'\'(6.6-7.2]\''
19.963115,168.462726,-13.517427,-148.783164,20.78461,167.71448,-15.242047,202.320855,'\'(5.4-6]\''
29.023248,246.389424,-8.666178,-227.522194,34.641016,245.379638,-10.392305,293.201561,'\'(5.4-6]\''
4.851059,144.357775,-8.849463,-123.772351,29.444864,143.53505,-10.56551,187.14809,'\'(6.6-7.2]\''
4.477282,202.928805,-11.093855,-184.75786,32.908965,201.887842,-12.817176,247.925753,'\'(4.8-5.4]\''
4.994715,257.438176,-10.056807,-239.906357,90.066642,256.34352,-11.777945,357.166197,'\'(5.4-6]\''
4.851059,144.357775,-8.849463,-123.772351,29.444864,143.53505,-10.56551,187.14809,'\'(6.6-7.2]\''
16.048178,373.113189,-9.187802,-355.105057,100.458947,372.200398,-10.91192,484.246765,'\'(5.4-6]\''
24.765295,248.292947,-9.702516,-230.553283,31.176915,247.354176,-11.431535,289.720139,'\'(5.4-6]\''
3.971402,196.326227,-10.05821,-176.998272,38.105118,195.184806,-11.777945,246.436189,'\'(4.8-5.4]\''
10.763518,375.700873,-9.362912,-357.148877,68.416007,374.763833,-11.085125,455.650606,'\'(5.4-6]\''
14.662208,348.864478,-9.014926,-330.856345,93.530744,347.951687,-10.738715,453.05253,'\'(5.4-6]\''
16.048178,373.113189,-9.187802,-355.105057,100.458947,372.200398,-10.91192,484.246765,'\'(5.4-6]\''
14.992459,331.185435,-9.360176,-314.384542,95.262794,330.250127,-11.085125,436.70197,'\'(4.8-5.4]\''
15.441978,353.970563,-12.132271,-334.892024,105.655099,352.939993,-13.856406,471.602794,'\'(5.4-6]\''
20.120576,212.001287,-9.878544,-195.288729,64.08588,211.085032,-11.60474,285.823024,'\'(4.8-5.4]\''
5.128395,211.836742,-11.966947,-189.815448,43.30127,210.894506,-13.683201,270.546336,'\'(5.4-6]\''
5.128395,211.836742,-11.966947,-189.815448,43.30127,210.894506,-13.683201,270.546336,'\'(5.4-6]\''
36.700806,301.920704,-8.83481,-284.506666,55.425626,301.03043,-10.56551,367.870271,'\'(5.4-6]\''
15.911658,191.436648,-11.610629,-171.888722,19.052559,190.057935,-13.336791,221.806426,'\'(5.4-6]\''
11.318363,348.687808,-8.669503,-330.942948,84.87049,347.813123,-10.392305,444.253712,'\'(4.8-5.4]\''
36.700806,301.920704,-8.83481,-284.506666,55.425626,301.03043,-10.56551,367.870271,'\'(5.4-6]\''
24.124627,241.246965,-11.434376,-223.088144,34.641016,240.287409,-13.163586,287.260626,'\'(3.6-4.2]\''
24.124627,241.246965,-11.434376,-223.088144,34.641016,240.287409,-13.163586,287.260626,'\'(3.6-4.2]\''
4.69798,268.923405,-9.193068,-249.969573,77.942286,268.017542,-10.91192,358.863607,'\'(4.8-5.4]\''
21.731089,166.763584,-13.169735,-146.877908,22.51666,166.01707,-14.895637,202.51138,'\'(4.8-5.4]\''
33.705709,231.06597,-10.045895,-214.289326,55.425626,230.154911,-11.777945,295.730355,'\'(4.8-5.4]\''
33.705709,231.06597,-10.045895,-214.289326,55.425626,230.154911,-11.777945,295.730355,'\'(4.8-5.4]\''
14.382534,303.713377,-10.229908,-282.514807,64.08588,302.797122,-11.951151,381.640075,'\'(5.4-6]\''
33.705709,231.06597,-10.045895,-214.289326,55.425626,230.154911,-11.777945,295.730355,'\'(4.8-5.4]\''
13.501561,331.582075,-9.361509,-312.94694,67.549981,330.613858,-11.085125,410.44408,'\'(4.8-5.4]\''
4.77277,206.815527,-13.171276,-189.018705,19.052559,205.923521,-14.895637,236.546179,'\'(3.6-4.2]\''
4.77277,206.815527,-13.171276,-189.018705,19.052559,205.923521,-14.895637,236.546179,'\'(3.6-4.2]\''
7.578467,301.955345,-12.998297,-284.350781,93.530744,301.117033,-14.722432,406.148594,'\'(5.4-6]\''
26.862133,336.819796,-11.0871,-318.645387,64.08588,335.636805,-12.817176,411.535272,'\'(5.4-6]\''
15.649529,367.859879,-9.707694,-349.562494,109.119201,366.952284,-11.431535,488.091918,'\'(5.4-6]\''
11.261205,243.079474,-10.579955,-220.368824,62.353829,242.209985,-12.297561,320.931694,'\'(6.6-7.2]\''
22.251501,308.815999,-9.704837,-290.586164,77.942286,307.993275,-11.431535,397.904032,'\'(5.4-6]\''
20.728006,233.173876,-12.128998,-215.328556,31.176915,231.904283,-13.856406,273.923835,'\'(4.8-5.4]\''
15.494459,352.463679,-9.01406,-334.874703,79.674337,351.588993,-10.738715,442.054007,'\'(5.4-6]\''
21.973766,373.340087,-9.012622,-355.070416,117.779455,372.200398,-10.738715,501.446029,'\'(5.4-6]\''
3.604606,116.624177,-7.982814,-98.068717,34.641016,115.718314,-9.699485,162.457705,'\'(5.4-6]\''
4.766846,251.826331,-10.232714,-233.272603,22.51666,250.870239,-11.951151,285.909627,'\'(4.8-5.4]\''
10.377842,256.913364,-10.233562,-234.19059,58.889727,256.01443,-11.951151,331.306678,'\'(6.6-7.2]\''
7.603772,64.636672,-10.582761,-42.573809,25.980762,63.704829,-12.297561,105.655099,'\'(6.6-7.2]\''
9.153248,295.01675,-10.574811,-275.673207,57.157677,293.84242,-12.297561,364.163682,'\'(5.4-6]\''
21.801029,388.540565,-10.917411,-370.55495,105.655099,387.511727,-12.643971,505.533669,'\'(5.4-6]\''
7.603772,64.636672,-10.582761,-42.573809,25.980762,63.704829,-12.297561,105.655099,'\'(6.6-7.2]\''
16.707293,375.144884,-9.186867,-357.322082,116.047404,374.209577,-10.91192,500.909094,'\'(4.8-5.4]\''
27.763008,301.868743,-11.260097,-283.727243,48.497423,300.926507,-12.990381,361.877375,'\'(4.8-5.4]\''
4.713153,239.644818,-9.541625,-218.065197,60.621778,238.555358,-11.25833,314.055452,'\'(6.6-7.2]\''
16.168833,281.217501,-10.920442,-261.920723,55.425626,280.349744,-12.643971,348.835033,'\'(7.8-8.4]\''
8.440388,302.126819,-12.482786,-280.57491,71.014083,301.324879,-14.202817,387.25192,'\'(4.8-5.4]\''
27.763008,301.868743,-11.260097,-283.727243,48.497423,300.926507,-12.990381,361.877375,'\'(4.8-5.4]\''
16.168833,281.217501,-10.920442,-261.920723,55.425626,280.349744,-12.643971,348.835033,'\'(7.8-8.4]\''
4.713153,239.644818,-9.541625,-218.065197,60.621778,238.555358,-11.25833,314.055452,'\'(6.6-7.2]\''
4.924948,187.730059,-10.923317,-168.511223,50.229473,186.784359,-12.643971,249.571201,'\'(5.4-6]\''
4.959641,189.498483,-9.364419,-170.953415,46.765372,188.568371,-11.085125,246.955804,'\'(5.4-6]\''
24.123519,273.965404,-9.703434,-257.261506,45.033321,273.07513,-11.431535,329.401423,'\'(4.8-5.4]\''
4.697997,282.594482,-8.327025,-263.115838,98.726896,281.510218,-10.045895,393.902995,'\'(5.4-6]\''
14.48864,308.857568,-9.881315,-291.365587,13.856406,308.114518,-11.60474,333.904755,'\'(3.6-4.2]\''
14.48864,308.857568,-9.881315,-291.365587,13.856406,308.114518,-11.60474,333.904755,'\'(3.6-4.2]\''
21.641611,258.67486,-9.362098,-238.780524,91.798693,258.006288,-11.085125,363.40158,'\'(4.8-5.4]\''
5.182417,165.13892,-10.05963,-145.21514,32.908965,164.267699,-11.777945,210.894506,'\'(6.6-7.2]\''
13.916976,281.231358,-13.865119,-261.366467,36.373067,280.315103,-15.588457,330.440653,'\'(5.4-6]\''
32.126563,191.038276,-9.529259,-173.86326,25.980762,190.23114,-11.25833,227.38363,'\'(5.4-6]\''
16.862242,246.249127,-8.494982,-228.73463,51.961524,245.431599,-10.2191,309.171069,'\'(5.4-6]\''
16.862242,246.249127,-8.494982,-228.73463,51.961524,245.431599,-10.2191,309.171069,'\'(5.4-6]\''
4.628525,192.617906,-9.020036,-174.071106,34.641016,191.703383,-10.738715,238.780524,'\'(4.8-5.4]\''
23.273671,307.213852,-13.861499,-287.39919,58.889727,306.347826,-15.588457,378.903435,'\'(4.8-5.4]\''
13.916976,281.231358,-13.865119,-261.366467,36.373067,280.315103,-15.588457,330.440653,'\'(5.4-6]\''
20.848159,288.159561,-13.688934,-268.329311,33.774991,287.277947,-15.415252,334.701498,'\'(4.8-5.4]\''
32.126563,191.038276,-9.529259,-173.86326,25.980762,190.23114,-11.25833,227.38363,'\'(5.4-6]\''
5.356696,203.231914,-10.231761,-182.766001,48.497423,202.338175,-11.951151,265.142338,'\'(5.4-6]\''
4.558688,275.882785,-10.752641,-255.079122,29.444864,274.893784,-12.470766,318.991797,'\'(5.4-6]\''
15.374757,303.846745,-9.878544,-285.545896,45.033321,302.831763,-11.60474,359.885517,'\'(4.8-5.4]\''
10.279289,222.035057,-9.015757,-204.589841,46.765372,221.113606,-10.738715,279.760846,'\'(4.8-5.4]\''
14.749175,362.804022,-9.187767,-344.626149,107.38715,361.808093,-10.91192,480.748022,'\'(5.4-6]\''
31.816803,326.529682,-11.2593,-308.443608,88.334591,325.365744,-12.990381,425.062589,'\'(4.8-5.4]\''
10.279289,222.035057,-9.015757,-204.589841,46.765372,221.113606,-10.738715,279.760846,'\'(4.8-5.4]\''
14.749175,362.804022,-9.187767,-344.626149,107.38715,361.808093,-10.91192,480.748022,'\'(5.4-6]\''
22.199002,191.50593,-9.705373,-173.447568,13.856406,190.629512,-11.431535,215.969415,'\'(4.8-5.4]\''
4.348591,253.681357,-9.196047,-232.233372,109.119201,252.359803,-10.91192,376.201435,'\'(6.6-7.2]\''
4.556506,260.644202,-9.369182,-239.144255,116.047404,259.305326,-11.085125,390.075162,'\'(6.6-7.2]\''
4.348591,253.681357,-9.196047,-232.233372,109.119201,252.359803,-10.91192,376.201435,'\'(6.6-7.2]\''
25.180555,295.614307,-11.434999,-278.288603,93.530744,294.639163,-13.163586,398.423647,'\'(4.8-5.4]\''
4.556506,260.644202,-9.369182,-239.144255,116.047404,259.305326,-11.085125,390.075162,'\'(6.6-7.2]\''
4.348591,253.681357,-9.196047,-232.233372,109.119201,252.359803,-10.91192,376.201435,'\'(6.6-7.2]\''
4.924342,238.553626,-8.152642,-220.282222,29.444864,237.689332,-9.87269,277.916212,'\'(4.8-5.4]\''
6.150616,178.903528,-10.234584,-158.448008,19.052559,178.124105,-11.951151,211.933737,'\'(5.4-6]\''
19.428345,227.369774,-10.224365,-209.474225,62.353829,226.482964,-11.951151,301.03043,'\'(4.8-5.4]\''
6.150616,178.903528,-10.234584,-158.448008,19.052559,178.124105,-11.951151,211.933737,'\'(5.4-6]\''
4.924342,238.553626,-8.152642,-220.282222,29.444864,237.689332,-9.87269,277.916212,'\'(4.8-5.4]\''
4.419622,277.469343,-9.713913,-257.988968,48.497423,276.625834,-11.431535,339.585881,'\'(5.4-6]\''
27.815039,416.05246,-10.913617,-399.497519,102.190998,415.189899,-12.643971,528.517983,'\'(4.8-5.4]\''
5.247975,139.01613,-10.236559,-116.463096,29.444864,138.183013,-11.951151,184.220924,'\'(6.6-7.2]\''
5.320548,229.164178,-9.713653,-208.088584,67.549981,228.318937,-11.431535,310.55671,'\'(4.8-5.4]\''
14.472254,359.232534,-10.053585,-341.058125,103.923048,358.309351,-11.777945,474.096947,'\'(5.4-6]\''
17.03614,234.301441,-9.706724,-214.964826,43.30127,233.220641,-11.431535,289.616216,'\'(5.4-6]\''
5.320548,229.164178,-9.713653,-208.088584,67.549981,228.318937,-11.431535,310.55671,'\'(4.8-5.4]\''
4.173757,139.173746,-10.41011,-116.982712,50.229473,138.494783,-12.124356,204.433957,'\'(5.4-6]\''
4.457467,97.524853,-10.403529,-79.068119,17.320508,96.700397,-12.124356,125.712248,'\'(4.8-5.4]\''
10.833285,321.113559,-9.189222,-302.779802,53.693575,320.204233,-10.91192,386.056804,'\'(4.8-5.4]\''
5.426048,267.225995,-10.058487,-247.648624,121.243557,266.25085,-11.777945,401.108326,'\'(4.8-5.4]\''
20.466397,316.026526,-9.879133,-299.055892,147.224319,315.198606,-11.60474,472.901832,'\'(5.4-6]\''
19.738139,393.935904,-9.533519,-376.02823,128.17176,393.002328,-11.25833,532.588303,'\'(4.8-5.4]\''
17.243484,357.490091,-9.880432,-339.308753,109.119201,356.559979,-11.60474,477.474446,'\'(4.8-5.4]\''
5.125381,180.625186,-8.332654,-157.339495,77.942286,179.630989,-10.045895,274.530053,'\'(6.6-7.2]\''
5.635297,184.837534,-9.364263,-167.021659,84.87049,183.926475,-11.085125,279.518359,'\'(5.4-6]\''
35.004331,301.918972,-11.605156,-282.497487,62.353829,300.961148,-13.336791,376.721051,'\'(4.8-5.4]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,295.799637,-11.777945,339.793727,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,295.799637,-11.777945,339.793727,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,295.799637,-11.777945,339.793727,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,295.799637,-11.777945,339.793727,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,295.799637,-11.777945,339.793727,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,295.799637,-11.777945,339.793727,'\'(6.6-7.2]\''
3.363469,154.653085,-7.115438,-137.472873,25.980762,153.840753,-8.833459,190.733435,'\'(5.4-6]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,295.799637,-11.777945,339.793727,'\'(6.6-7.2]\''
4.321449,267.026809,-10.747393,-249.103547,43.30127,266.077645,-12.470766,322.360636,'\'(3.6-4.2]\''
25.247325,229.202283,-10.225075,-210.409532,81.406388,228.388219,-11.951151,321.970925,'\'(5.4-6]\''
16.96743,263.893529,-9.879358,-243.110651,41.569219,262.682825,-11.60474,318.489502,'\'(6.6-7.2]\''
4.820228,249.983429,-10.924114,-229.75654,55.425626,248.964983,-12.643971,318.558785,'\'(4.8-5.4]\''
22.490368,255.196902,-9.188841,-235.247141,84.87049,254.455584,-10.91192,352.974634,'\'(4.8-5.4]\''
10.601519,185.6031,-7.636976,-160.422546,20.78461,184.030398,-9.353074,224.335221,'\'(6.6-7.2]\''
4.388428,289.914128,-12.481747,-270.217246,31.176915,289.165882,-14.202817,334.07796,'\'(4.8-5.4]\''
5.89649,360.883178,-11.787749,-342.183958,48.497423,359.694991,-13.509996,420.628539,'\'(4.8-5.4]\''
4.727771,199.814577,-9.371122,-177.708413,96.994845,198.562305,-11.085125,311.318812,'\'(5.4-6]\''
5.89649,360.883178,-11.787749,-342.183958,48.497423,359.694991,-13.509996,420.628539,'\'(4.8-5.4]\''
29.911444,320.955943,-10.220174,-303.801712,100.458947,319.857823,-11.951151,431.24601,'\'(5.4-6]\''
4.348469,229.430914,-10.062193,-207.776815,88.334591,228.07645,-11.777945,331.220076,'\'(6.6-7.2]\''
28.783827,321.037349,-9.009522,-303.091571,110.851252,319.927105,-10.738715,442.279174,'\'(4.8-5.4]\''
4.727771,199.814577,-9.371122,-177.708413,96.994845,198.562305,-11.085125,311.318812,'\'(5.4-6]\''
7.069521,185.875032,-9.887256,-164.66607,64.08588,184.740539,-11.60474,263.774017,'\'(6.6-7.2]\''
7.069521,185.875032,-9.887256,-164.66607,64.08588,184.740539,-11.60474,263.774017,'\'(6.6-7.2]\''
3.791996,49.049947,-10.584026,-27.089275,6.928203,48.3935,-12.297561,71.014083,'\'(5.4-6]\''
6.674977,272.604013,-10.749454,-252.723533,38.105118,271.70681,-12.470766,322.715706,'\'(5.4-6]\''
16.325583,350.487409,-13.690857,-330.371371,81.406388,349.649097,-15.415252,445.015814,'\'(5.4-6]\''
16.481555,362.594444,-11.265899,-342.495727,91.798693,361.756132,-12.990381,467.532474,'\'(5.4-6]\''
3.791996,49.049947,-10.584026,-27.089275,6.928203,48.3935,-12.297561,71.014083,'\'(5.4-6]\''
21.749206,307.461535,-9.185221,-289.131241,76.210236,306.209262,-10.91192,394.024238,'\'(4.8-5.4]\''
15.910446,380.060445,-9.533381,-362.171824,105.655099,379.128601,-11.25833,496.249877,'\'(4.8-5.4]\''
7.069521,185.875032,-9.887256,-164.66607,64.08588,184.740539,-11.60474,263.774017,'\'(6.6-7.2]\''
20.119987,243.474382,-9.705928,-225.513015,50.229473,242.694959,-11.431535,304.304006,'\'(4.8-5.4]\''
7.899468,139.241296,-8.936066,-116.965391,34.641016,138.39086,-10.652112,188.481769,'\'(4.8-5.4]\''
27.031736,224.212245,-9.531857,-204.347354,81.406388,222.897618,-11.25833,317.311708,'\'(6.6-7.2]\''
27.031736,224.212245,-9.531857,-204.347354,81.406388,222.897618,-11.25833,317.311708,'\'(6.6-7.2]\''
27.031736,224.212245,-9.531857,-204.347354,81.406388,222.897618,-11.25833,317.311708,'\'(6.6-7.2]\''
7.10295,218.647166,-9.715264,-198.008048,83.138439,217.943953,-11.431535,315.822144,'\'(6.6-7.2]\''
12.722554,260.522958,-9.707504,-242.71228,53.693575,259.599775,-11.431535,325.019334,'\'(5.4-6]\''
37.551208,249.971305,-9.525933,-233.688295,69.282032,249.242111,-11.25833,328.812525,'\'(4.8-5.4]\''
20.119987,243.474382,-9.705928,-225.513015,50.229473,242.694959,-11.431535,304.304006,'\'(4.8-5.4]\''
7.10295,218.647166,-9.715264,-198.008048,83.138439,217.943953,-11.431535,315.822144,'\'(6.6-7.2]\''
27.031736,224.212245,-9.531857,-204.347354,81.406388,222.897618,-11.25833,317.311708,'\'(6.6-7.2]\''
7.899468,139.241296,-8.936066,-116.965391,34.641016,138.39086,-10.652112,188.481769,'\'(4.8-5.4]\''
3.72966,275.816967,-6.073748,-260.812211,154.152522,275.032348,-7.794229,437.949047,'\'(4.8-5.4]\''
5.115023,236.066401,-12.136203,-216.662236,62.353829,235.125897,-13.856406,310.383505,'\'(6.6-7.2]\''
5.0623,222.151105,-11.790555,-202.459419,67.549981,221.390734,-13.509996,302.242866,'\'(6.6-7.2]\''
17.729896,379.786781,-10.39861,-360.855465,72.746134,378.938076,-12.124356,464.137655,'\'(5.4-6]\''
3.969895,341.290219,-8.327666,-321.589873,124.707658,340.469227,-10.045895,479.674151,'\'(4.8-5.4]\''
4.592498,189.290637,-8.501806,-169.983466,39.837169,188.620333,-10.2191,241.872235,'\'(5.4-6]\''
6.357735,173.71084,-9.888902,-152.264586,62.353829,173.014555,-11.60474,250.662393,'\'(6.6-7.2]\''
29.789265,322.620444,-10.047904,-306.48639,105.655099,321.728438,-11.777945,438.05297,'\'(4.8-5.4]\''
21.941152,301.903384,-10.742647,-285.026281,69.282032,301.082392,-12.470766,381.12046,'\'(4.8-5.4]\''
27.851602,332.162312,-13.336566,-314.228658,46.765372,330.561897,-15.068842,388.065983,'\'(4.8-5.4]\''
5.80192,151.246141,-12.488537,-127.704106,45.033321,150.32469,-14.202817,213.07689,'\'(5.4-6]\''
21.941152,301.903384,-10.742647,-285.026281,69.282032,301.082392,-12.470766,381.12046,'\'(4.8-5.4]\''
27.851602,332.162312,-13.336566,-314.228658,46.765372,330.561897,-15.068842,388.065983,'\'(4.8-5.4]\''
4.280105,180.8313,-11.273711,-158.777098,72.746134,179.873476,-12.990381,267.861657,'\'(5.4-6]\''
4.263201,146.192016,-14.217782,-124.447851,62.353829,145.180499,-15.934867,222.897618,'\'(5.4-6]\''
4.436336,154.841878,-11.100159,-132.657771,48.497423,153.73683,-12.817176,217.995915,'\'(5.4-6]\''
29.698471,274.342992,-8.83966,-254.66343,95.262794,273.629387,-10.56551,381.934524,'\'(4.8-5.4]\''
11.422667,158.423759,-11.440403,-139.43009,24.248711,156.923803,-13.163586,193.573998,'\'(4.8-5.4]\''
11.111574,262.00213,-12.305753,-242.885485,41.569219,261.106659,-14.029612,315.943388,'\'(4.8-5.4]\''
18.768121,308.92685,-10.659422,-289.876023,96.994845,307.958634,-12.384163,417.805296,'\'(5.4-6]\''
11.247107,196.324495,-9.883913,-177.465926,65.817931,195.479254,-11.60474,273.473502,'\'(6.6-7.2]\''
4.420176,123.67882,-8.154513,-102.918459,15.588457,122.421351,-9.87269,151.3466,'\'(6.6-7.2]\''
3.588775,220.519513,-8.327735,-202.979034,74.478185,219.572081,-10.045895,305.204673,'\'(4.8-5.4]\''
27.258254,250.016338,-9.703711,-230.813091,50.229473,248.982304,-11.431535,311.94235,'\'(5.4-6]\''
18.768121,308.92685,-10.659422,-289.876023,96.994845,307.958634,-12.384163,417.805296,'\'(5.4-6]\''
14.351097,281.382046,-10.399909,-263.219761,74.478185,280.349744,-12.124356,366.727117,'\'(4.8-5.4]\''
8.060046,253.449263,-9.364385,-236.078525,43.30127,252.636931,-11.085125,307.958634,'\'(4.8-5.4]\''
6.234274,139.132177,-10.930349,-115.631712,77.942286,138.512103,-12.643971,233.930782,'\'(6.6-7.2]\''
21.248557,256.883919,-9.356781,-240.477934,77.942286,256.01443,-11.085125,344.400983,'\'(4.8-5.4]\''
12.413695,525.332742,-10.224209,-507.542848,131.635861,524.205177,-11.951151,667.532381,'\'(4.8-5.4]\''
10.953836,353.795626,-10.055941,-334.649537,122.975607,352.541621,-11.777945,488.542251,'\'(4.8-5.4]\''
11.491811,339.9652,-10.574517,-320.810451,103.923048,338.546651,-12.297561,455.598644,'\'(3.6-4.2]\''
4.522662,224.248618,-9.454988,-203.013675,88.334591,222.9669,-11.171728,325.57359,'\'(6.6-7.2]\''
24.312589,274.516197,-9.531683,-254.611469,112.583302,273.213694,-11.25833,398.700775,'\'(6.6-7.2]\''
4.035228,127.085764,-10.583281,-104.598548,46.765372,126.318465,-12.297561,188.984064,'\'(5.4-6]\''
