@relation 'winequality-white_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.5-A12-M-1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R4-precision6'

@attribute '-0.512density+0.437alcohol-0.427residual sugar-0.407total sulfur dioxide-0.3free sulfur dioxide-0.212chlorides-0.157fixed acidity-0.144citric acid+0.129pH-0.043sulphates-0.005volatile acidity' numeric
@attribute '0.588fixed acidity-0.581pH+0.345citric acid-0.29free sulfur dioxide-0.244total sulfur dioxide-0.223sulphates-0.052volatile acidity+0.036alcohol+0.009chlorides-0.009residual sugar-0.006density' numeric
@attribute '-0.591volatile acidity+0.504citric acid+0.433sulphates+0.279free sulfur dioxide-0.214residual sugar-0.129density+0.127pH+0.124total sulfur dioxide+0.121fixed acidity+0.106alcohol-0.102chlorides' numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
0.959502,-0.45381,0.89975,'\'(5.4-6]\''
0.02076,0.11574,-0.430584,'\'(5.4-6]\''
-5.136839,1.563221,1.384748,'\'(4.8-5.4]\''
-0.309532,-2.2228,-0.035071,'\'(3.6-4.2]\''
-0.397984,-2.273339,0.008459,'\'(3.6-4.2]\''
-0.146053,-1.096963,1.342785,'\'(5.4-6]\''
1.179703,0.340157,0.197753,'\'(7.8-8.4]\''
1.542389,-0.11847,0.001424,'\'(5.4-6]\''
1.179703,0.340157,0.197753,'\'(7.8-8.4]\''
-3.112591,1.681877,1.388583,'\'(4.8-5.4]\''
0.03628,-0.698233,0.078906,'\'(3.6-4.2]\''
0.054793,-0.652453,0.112237,'\'(3.6-4.2]\''
1.77335,1.874954,0.177367,'\'(3.6-4.2]\''
2.273419,-0.624069,-1.001271,'\'(7.8-8.4]\''
1.125804,-0.976454,0.194595,'\'(7.8-8.4]\''
-0.47798,-0.60132,0.614384,'\'(5.4-6]\''
-0.262774,-0.576742,0.671825,'\'(6.6-7.2]\''
-0.30941,-0.598751,0.681809,'\'(5.4-6]\''
-3.557927,-1.484367,-1.485806,'\'(4.8-5.4]\''
-0.512213,-1.794703,0.553009,'\'(4.8-5.4]\''
-3.531545,0.940086,-0.593629,'\'(4.8-5.4]\''
1.995934,0.477938,-0.275851,'\'(5.4-6]\''
1.879575,1.526641,0.148347,'\'(5.4-6]\''
2.026659,-2.03697,0.63935,'\'(5.4-6]\''
-0.033369,2.487054,1.444226,'\'(3.6-4.2]\''
-0.015953,2.87061,1.500957,'\'(3.6-4.2]\''
-2.028669,-0.238357,0.889113,'\'(5.4-6]\''
1.296368,1.749794,1.972924,'\'(5.4-6]\''
-0.845393,2.925426,2.008717,'\'(4.8-5.4]\''
-1.470497,-1.210513,-0.120225,'\'(4.8-5.4]\''
1.995595,0.942335,-0.869231,'\'(5.4-6]\''
0.868295,0.027314,-0.202836,'\'(5.4-6]\''
-2.440124,-0.760802,-3.595538,'\'(4.8-5.4]\''
0.892115,-0.50479,0.81603,'\'(3.6-4.2]\''
-1.101565,-1.359805,0.885214,'\'(5.4-6]\''
-3.799446,0.349316,-0.696663,'\'(5.4-6]\''
-2.110286,-3.028338,-0.552531,'\'(3.6-4.2]\''
0.892115,-0.50479,0.81603,'\'(3.6-4.2]\''
-1.567536,-2.921474,-0.711658,'\'(3.6-4.2]\''
0.268302,2.030671,-0.046607,'\'(4.8-5.4]\''
-1.063645,-1.359029,0.904228,'\'(5.4-6]\''
-2.113437,-1.058676,-4.362569,'\'(4.8-5.4]\''
1.330913,-0.320721,-1.88976,'\'(4.8-5.4]\''
-4.066196,-2.209943,-0.320525,'\'(4.8-5.4]\''
1.478081,1.758365,-0.741888,'\'(6.6-7.2]\''
-2.243394,-0.838396,0.817933,'\'(4.8-5.4]\''
-1.723865,-3.173483,-0.972916,'\'(4.8-5.4]\''
0.811459,-0.473326,0.742174,'\'(5.4-6]\''
-1.723865,-3.173483,-0.972916,'\'(4.8-5.4]\''
0.811459,-0.473326,0.742174,'\'(5.4-6]\''
0.887151,-0.273621,0.554487,'\'(5.4-6]\''
-2.280878,-0.397508,0.4688,'\'(5.4-6]\''
0.887151,-0.273621,0.554487,'\'(5.4-6]\''
-2.280878,-0.397508,0.4688,'\'(5.4-6]\''
-1.495327,-1.654507,-0.493025,'\'(4.8-5.4]\''
-1.09493,-1.492074,-1.057977,'\'(4.8-5.4]\''
-1.547746,-1.629931,-0.426498,'\'(4.8-5.4]\''
-3.488472,-0.818331,-0.91288,'\'(5.4-6]\''
-4.160747,0.384943,-0.252359,'\'(5.4-6]\''
0.276904,0.111106,-0.790434,'\'(3.6-4.2]\''
-1.335944,-0.199853,-1.678213,'\'(4.8-5.4]\''
-0.438018,0.800988,0.036412,'\'(5.4-6]\''
-1.335944,-0.199853,-1.678213,'\'(4.8-5.4]\''
-1.030119,-1.211352,1.138535,'\'(5.4-6]\''
-1.594366,-0.445419,-1.741457,'\'(4.8-5.4]\''
1.150228,-0.671865,2.608702,'\'(5.4-6]\''
-2.813999,0.920697,-0.884111,'\'(4.8-5.4]\''
-0.650313,-0.828247,0.530122,'\'(4.8-5.4]\''
-2.813999,0.920697,-0.884111,'\'(4.8-5.4]\''
-0.580255,-0.784011,0.474236,'\'(4.8-5.4]\''
-0.55941,-0.773696,0.502319,'\'(4.8-5.4]\''
-0.119508,-1.43277,-0.000502,'\'(5.4-6]\''
1.390328,-0.840052,0.38074,'\'(5.4-6]\''
-0.157026,-2.271238,1.212352,'\'(5.4-6]\''
-0.930661,-1.459533,-2.476753,'\'(4.8-5.4]\''
-0.930661,-1.459533,-2.476753,'\'(4.8-5.4]\''
1.193614,-0.627091,1.052184,'\'(6.6-7.2]\''
1.340927,-2.025527,1.015017,'\'(5.4-6]\''
-3.174509,-1.53754,0.428898,'\'(4.8-5.4]\''
-2.061254,0.339651,0.167781,'\'(5.4-6]\''
-0.757006,0.689656,0.162129,'\'(5.4-6]\''
-0.757006,0.689656,0.162129,'\'(5.4-6]\''
-2.061254,0.339651,0.167781,'\'(5.4-6]\''
-1.943865,-0.154573,-1.453264,'\'(4.8-5.4]\''
-1.943865,-0.154573,-1.453264,'\'(4.8-5.4]\''
0.464821,2.863993,-0.523795,'\'(4.8-5.4]\''
0.428275,2.935581,-0.466026,'\'(4.8-5.4]\''
-1.237406,-1.677363,0.21957,'\'(6.6-7.2]\''
0.294823,-0.585061,-0.972843,'\'(4.8-5.4]\''
-3.162498,2.113988,1.370529,'\'(4.8-5.4]\''
-3.098806,2.193116,1.442719,'\'(4.8-5.4]\''
0.602677,-0.041634,0.508129,'\'(5.4-6]\''
2.014321,-0.844527,0.661485,'\'(5.4-6]\''
0.742978,-0.4598,-1.667203,'\'(4.8-5.4]\''
-0.648398,0.639559,0.454522,'\'(4.8-5.4]\''
1.261062,-2.065404,0.196403,'\'(6.6-7.2]\''
0.137854,2.101343,-0.981539,'\'(5.4-6]\''
-0.872469,-0.545895,-1.345536,'\'(5.4-6]\''
2.43785,-0.341863,-0.253875,'\'(6.6-7.2]\''
0.433151,-0.265169,-2.755998,'\'(4.8-5.4]\''
-1.650479,0.480863,0.428641,'\'(5.4-6]\''
2.43785,-0.341863,-0.253875,'\'(6.6-7.2]\''
-1.805269,-1.129184,0.462004,'\'(5.4-6]\''
-1.229048,-0.736427,-0.659408,'\'(5.4-6]\''
1.030807,-0.21402,0.04622,'\'(4.8-5.4]\''
-0.991036,-0.482348,-0.178723,'\'(5.4-6]\''
-1.481625,-1.043217,0.441576,'\'(5.4-6]\''
-1.805269,-1.129184,0.462004,'\'(5.4-6]\''
-1.568836,-1.441174,-0.734023,'\'(4.8-5.4]\''
-1.857939,0.145562,0.720057,'\'(5.4-6]\''
-1.658371,0.613629,-0.75007,'\'(4.8-5.4]\''
1.566998,1.669776,0.115883,'\'(5.4-6]\''
1.566998,1.669776,0.115883,'\'(5.4-6]\''
-2.745495,-0.910809,-1.683256,'\'(5.4-6]\''
-0.267837,0.454253,0.612895,'\'(5.4-6]\''
-1.184774,-1.401083,-0.062914,'\'(4.8-5.4]\''
-2.745495,-0.910809,-1.683256,'\'(5.4-6]\''
-1.421934,0.511754,-1.310436,'\'(3.6-4.2]\''
-1.421934,0.511754,-1.310436,'\'(3.6-4.2]\''
0.52827,-0.90844,0.456066,'\'(4.8-5.4]\''
-0.038933,2.089158,-0.932521,'\'(4.8-5.4]\''
-2.453288,-0.219911,-0.440405,'\'(4.8-5.4]\''
-2.453288,-0.219911,-0.440405,'\'(4.8-5.4]\''
0.128021,-0.752538,0.35253,'\'(5.4-6]\''
-2.453288,-0.219911,-0.440405,'\'(4.8-5.4]\''
-0.994096,-0.409206,0.233623,'\'(4.8-5.4]\''
0.017588,1.865171,-0.497781,'\'(3.6-4.2]\''
0.017588,1.865171,-0.497781,'\'(3.6-4.2]\''
-1.311193,0.462896,0.029661,'\'(5.4-6]\''
-2.745618,-0.186375,-0.251233,'\'(5.4-6]\''
-1.717582,-1.20994,0.23212,'\'(5.4-6]\''
1.371015,-0.482044,0.019652,'\'(6.6-7.2]\''
-1.436375,-1.266233,-0.516114,'\'(5.4-6]\''
-1.785845,1.632019,1.087528,'\'(4.8-5.4]\''
-1.594798,-0.941818,0.460016,'\'(5.4-6]\''
-2.768519,-1.283257,1.142874,'\'(5.4-6]\''
2.103824,-0.612716,0.141882,'\'(5.4-6]\''
0.79906,0.799027,-0.284337,'\'(4.8-5.4]\''
1.452834,-0.739472,0.059691,'\'(6.6-7.2]\''
2.897653,1.715049,0.724281,'\'(6.6-7.2]\''
-0.182303,-0.736082,0.383885,'\'(5.4-6]\''
-2.522139,-0.864916,-0.941043,'\'(5.4-6]\''
2.897653,1.715049,0.724281,'\'(6.6-7.2]\''
-2.299323,-1.004101,1.631976,'\'(4.8-5.4]\''
-2.146665,-0.009164,-1.813971,'\'(4.8-5.4]\''
1.61701,-1.040922,1.562671,'\'(6.6-7.2]\''
-1.201583,0.324031,-0.591381,'\'(7.8-8.4]\''
0.03941,0.88061,0.987993,'\'(4.8-5.4]\''
-2.146665,-0.009164,-1.813971,'\'(4.8-5.4]\''
-1.201583,0.324031,-0.591381,'\'(7.8-8.4]\''
1.61701,-1.040922,1.562671,'\'(6.6-7.2]\''
0.867425,0.340508,1.027431,'\'(5.4-6]\''
0.977743,-0.615868,0.965327,'\'(5.4-6]\''
-1.380895,-1.010366,-2.398552,'\'(4.8-5.4]\''
0.730607,-2.794764,0.115277,'\'(5.4-6]\''
-0.444085,0.102294,-2.781714,'\'(3.6-4.2]\''
-0.444085,0.102294,-2.781714,'\'(3.6-4.2]\''
-0.646687,-0.540283,-0.307868,'\'(4.8-5.4]\''
1.574986,0.561493,-0.07923,'\'(6.6-7.2]\''
-0.469417,2.018324,0.253733,'\'(5.4-6]\''
-1.323062,0.26503,-1.591797,'\'(5.4-6]\''
-0.085942,-1.447541,-1.322071,'\'(5.4-6]\''
-0.085942,-1.447541,-1.322071,'\'(5.4-6]\''
1.724176,-1.35654,-0.474341,'\'(4.8-5.4]\''
-1.612164,1.547582,-0.059775,'\'(4.8-5.4]\''
-0.469417,2.018324,0.253733,'\'(5.4-6]\''
-1.04405,1.782213,-0.10952,'\'(4.8-5.4]\''
-1.323062,0.26503,-1.591797,'\'(5.4-6]\''
1.29454,0.000801,-0.218031,'\'(5.4-6]\''
1.278105,-0.089609,0.343974,'\'(5.4-6]\''
-0.993644,-0.781093,-1.114919,'\'(4.8-5.4]\''
0.172849,-0.928137,-1.482016,'\'(4.8-5.4]\''
-1.804576,-1.150761,1.017695,'\'(5.4-6]\''
-3.466405,0.386185,1.120766,'\'(4.8-5.4]\''
0.172849,-0.928137,-1.482016,'\'(4.8-5.4]\''
-1.804576,-1.150761,1.017695,'\'(5.4-6]\''
-0.765495,1.407425,-0.901242,'\'(4.8-5.4]\''
0.601741,-0.771869,2.890197,'\'(6.6-7.2]\''
0.438845,-0.804971,2.988494,'\'(6.6-7.2]\''
0.601741,-0.771869,2.890197,'\'(6.6-7.2]\''
-3.022148,1.487544,1.524468,'\'(4.8-5.4]\''
0.438845,-0.804971,2.988494,'\'(6.6-7.2]\''
0.601741,-0.771869,2.890197,'\'(6.6-7.2]\''
0.096166,0.512601,0.735503,'\'(4.8-5.4]\''
1.975947,1.070409,-0.997778,'\'(5.4-6]\''
-1.086315,0.173965,-1.081073,'\'(4.8-5.4]\''
1.975947,1.070409,-0.997778,'\'(5.4-6]\''
0.096166,0.512601,0.735503,'\'(4.8-5.4]\''
0.921383,0.266072,-1.581825,'\'(5.4-6]\''
-3.471776,-0.991094,-1.437986,'\'(4.8-5.4]\''
2.931813,0.709205,0.038228,'\'(6.6-7.2]\''
1.501959,-0.833816,0.466585,'\'(4.8-5.4]\''
-1.748947,-0.704399,0.515175,'\'(5.4-6]\''
0.003976,-0.990855,-0.019143,'\'(5.4-6]\''
1.501959,-0.833816,0.466585,'\'(4.8-5.4]\''
2.630225,0.715293,0.533304,'\'(5.4-6]\''
2.015861,-0.061835,0.302244,'\'(4.8-5.4]\''
-0.490416,-0.418082,-0.281444,'\'(4.8-5.4]\''
-0.035355,-0.997679,0.687338,'\'(4.8-5.4]\''
-2.691659,-0.299707,1.231312,'\'(5.4-6]\''
-2.495017,-1.257505,0.904186,'\'(4.8-5.4]\''
-1.830421,-0.905731,0.739587,'\'(4.8-5.4]\''
2.864018,-1.783078,0.693503,'\'(6.6-7.2]\''
-1.203944,0.868,0.056375,'\'(5.4-6]\''
-2.56679,0.050074,-0.973182,'\'(4.8-5.4]\''
-2.069177,0.614875,-0.442463,'\'(6.6-7.2]\''
-2.069177,0.614875,-0.442463,'\'(6.6-7.2]\''
-2.069177,0.614875,-0.442463,'\'(6.6-7.2]\''
-2.069177,0.614875,-0.442463,'\'(6.6-7.2]\''
-2.069177,0.614875,-0.442463,'\'(6.6-7.2]\''
-2.069177,0.614875,-0.442463,'\'(6.6-7.2]\''
1.757088,-0.792732,-0.220406,'\'(5.4-6]\''
-2.069177,0.614875,-0.442463,'\'(6.6-7.2]\''
-0.005447,-0.548438,-3.056905,'\'(3.6-4.2]\''
-1.127851,-0.68552,0.229045,'\'(5.4-6]\''
-0.186123,-1.45018,-0.075739,'\'(6.6-7.2]\''
0.730829,0.039826,0.149163,'\'(4.8-5.4]\''
-0.599218,-0.670208,-0.248425,'\'(4.8-5.4]\''
3.219396,-2.927438,-0.570505,'\'(6.6-7.2]\''
0.411318,0.966519,-1.475673,'\'(4.8-5.4]\''
-0.653992,-0.154396,0.818862,'\'(4.8-5.4]\''
1.675453,-0.82449,1.974474,'\'(5.4-6]\''
-0.653992,-0.154396,0.818862,'\'(4.8-5.4]\''
-2.842447,-1.703785,-0.163519,'\'(5.4-6]\''
0.947734,-0.357099,2.975434,'\'(6.6-7.2]\''
-2.497495,-2.010441,0.529908,'\'(4.8-5.4]\''
1.675453,-0.82449,1.974474,'\'(5.4-6]\''
1.60137,-0.810314,0.658154,'\'(6.6-7.2]\''
1.60137,-0.810314,0.658154,'\'(6.6-7.2]\''
3.724437,1.541315,-0.279804,'\'(5.4-6]\''
0.784146,-0.646623,0.96208,'\'(5.4-6]\''
-1.325632,1.132214,0.587116,'\'(5.4-6]\''
-1.250842,0.02963,0.507001,'\'(5.4-6]\''
3.724437,1.541315,-0.279804,'\'(5.4-6]\''
-2.000543,-0.756557,0.972485,'\'(4.8-5.4]\''
-1.988566,-1.068828,0.552203,'\'(4.8-5.4]\''
1.60137,-0.810314,0.658154,'\'(6.6-7.2]\''
-1.283563,0.99807,-0.650419,'\'(4.8-5.4]\''
2.696564,-0.449651,0.639505,'\'(4.8-5.4]\''
-1.284481,-0.956628,1.520717,'\'(6.6-7.2]\''
-1.284481,-0.956628,1.520717,'\'(6.6-7.2]\''
-1.284481,-0.956628,1.520717,'\'(6.6-7.2]\''
1.461012,-0.548541,-0.22203,'\'(6.6-7.2]\''
-0.837745,0.188724,-0.795659,'\'(5.4-6]\''
-2.840172,-0.206385,-1.643457,'\'(4.8-5.4]\''
-1.283563,0.99807,-0.650419,'\'(4.8-5.4]\''
1.461012,-0.548541,-0.22203,'\'(6.6-7.2]\''
-1.284481,-0.956628,1.520717,'\'(6.6-7.2]\''
2.696564,-0.449651,0.639505,'\'(4.8-5.4]\''
-0.588515,-3.498605,0.569679,'\'(4.8-5.4]\''
0.721385,-0.399955,0.657554,'\'(6.6-7.2]\''
1.020406,-0.121547,0.56527,'\'(6.6-7.2]\''
-1.128444,-1.776576,0.157359,'\'(5.4-6]\''
0.635507,-4.107133,-2.228662,'\'(4.8-5.4]\''
1.934132,-0.754124,-1.703917,'\'(5.4-6]\''
2.211941,-0.101487,-0.102935,'\'(6.6-7.2]\''
-3.281842,-0.988432,-2.022954,'\'(4.8-5.4]\''
-1.859983,-0.220767,-0.43842,'\'(4.8-5.4]\''
-3.858303,2.275136,2.288294,'\'(4.8-5.4]\''
2.173171,1.624929,-0.325998,'\'(5.4-6]\''
-1.859983,-0.220767,-0.43842,'\'(4.8-5.4]\''
-3.858303,2.275136,2.288294,'\'(4.8-5.4]\''
1.7273,0.350795,1.95817,'\'(5.4-6]\''
1.296622,2.562672,1.749116,'\'(5.4-6]\''
1.904054,0.926168,1.367744,'\'(5.4-6]\''
-1.452666,-0.8492,0.202792,'\'(4.8-5.4]\''
-0.049761,0.81712,1.18637,'\'(4.8-5.4]\''
-0.18548,0.545403,-0.825355,'\'(4.8-5.4]\''
-2.088201,-0.332753,-0.062301,'\'(5.4-6]\''
0.430897,-0.480803,0.688866,'\'(6.6-7.2]\''
2.583604,-2.160752,1.378773,'\'(6.6-7.2]\''
0.751872,-1.152476,0.848668,'\'(4.8-5.4]\''
-1.242054,-0.872847,-0.2886,'\'(5.4-6]\''
-2.088201,-0.332753,-0.062301,'\'(5.4-6]\''
-1.410854,0.159177,-0.098203,'\'(4.8-5.4]\''
-0.020636,-0.414664,-3.288048,'\'(4.8-5.4]\''
2.54376,1.301377,0.326602,'\'(6.6-7.2]\''
-1.784008,-0.547436,-0.808375,'\'(4.8-5.4]\''
-3.239942,-2.99211,0.076067,'\'(4.8-5.4]\''
-1.113819,-1.842491,1.715163,'\'(4.8-5.4]\''
-1.193114,-1.416149,1.598806,'\'(3.6-4.2]\''
0.881322,-0.851822,2.542568,'\'(6.6-7.2]\''
-1.931924,-1.205654,2.111917,'\'(6.6-7.2]\''
2.710952,0.788814,0.841812,'\'(5.4-6]\''
-1.100239,0.076907,-0.630927,'\'(5.4-6]\''
0.592673,-0.501747,0.576404,'\'(5.4-6]\''
0.94528,0.374966,1.250906,'\'(5.4-6]\''
2.041261,2.308616,0.13975,'\'(7.8-8.4]\''
1.97738,-0.517372,0.511616,'\'(6.6-7.2]\''
-0.965577,0.779094,-0.7698,'\'(4.8-5.4]\''
2.576447,-1.410788,0.014531,'\'(6.6-7.2]\''
1.72772,0.014497,0.568596,'\'(6.6-7.2]\''
1.235259,1.512411,-0.352324,'\'(5.4-6]\''
-1.45262,-0.326028,0.431664,'\'(4.8-5.4]\''
2.576447,-1.410788,0.014531,'\'(6.6-7.2]\''
2.598901,-1.457291,0.215767,'\'(6.6-7.2]\''
-1.422732,0.154181,-0.255356,'\'(6.6-7.2]\''
2.88633,2.08124,-1.376131,'\'(5.4-6]\''
0.382056,0.932241,-0.439421,'\'(6.6-7.2]\''
0.377238,0.958007,-0.318281,'\'(6.6-7.2]\''
1.537573,1.050698,2.067757,'\'(5.4-6]\''
1.775272,-0.087753,-0.234833,'\'(5.4-6]\''
0.666253,0.280933,-1.234325,'\'(4.8-5.4]\''
-0.556703,0.729955,-0.21299,'\'(5.4-6]\''
1.792234,1.553008,0.743868,'\'(5.4-6]\''
-2.097234,0.381717,0.181602,'\'(5.4-6]\''
0.799752,1.089445,-0.997935,'\'(5.4-6]\''
0.666253,0.280933,-1.234325,'\'(4.8-5.4]\''
1.565114,-0.859761,0.699554,'\'(5.4-6]\''
1.641414,1.152564,0.480263,'\'(6.6-7.2]\''
1.792234,1.553008,0.743868,'\'(5.4-6]\''
-1.669996,-0.731015,0.52704,'\'(4.8-5.4]\''
-2.097234,0.381717,0.181602,'\'(5.4-6]\''
-0.556703,0.729955,-0.21299,'\'(5.4-6]\''
0.213749,0.001269,-0.597736,'\'(5.4-6]\''
0.627447,-0.10593,-1.165794,'\'(5.4-6]\''
0.60371,0.495423,0.008976,'\'(5.4-6]\''
0.965837,-0.751911,0.380515,'\'(5.4-6]\''
0.627447,-0.10593,-1.165794,'\'(5.4-6]\''
1.19997,-0.802188,-0.559649,'\'(5.4-6]\''
-3.033114,0.5646,0.182615,'\'(5.4-6]\''
1.454106,0.812163,0.684901,'\'(4.8-5.4]\''
0.60371,0.495423,0.008976,'\'(5.4-6]\''
0.213749,0.001269,-0.597736,'\'(5.4-6]\''
2.154903,-0.144341,-0.932765,'\'(6.6-7.2]\''
-2.215291,-0.45028,-0.547845,'\'(4.8-5.4]\''
-2.215291,-0.45028,-0.547845,'\'(4.8-5.4]\''
-2.215291,-0.45028,-0.547845,'\'(4.8-5.4]\''
-3.019103,-0.733153,-0.184375,'\'(5.4-6]\''
-2.974129,-0.560428,-0.19828,'\'(5.4-6]\''
-2.539309,-0.407179,1.046348,'\'(5.4-6]\''
-2.215291,-0.45028,-0.547845,'\'(4.8-5.4]\''
-1.711021,-0.556844,0.894609,'\'(5.4-6]\''
-3.384757,-0.798732,1.290673,'\'(4.8-5.4]\''
-3.384757,-0.798732,1.290673,'\'(4.8-5.4]\''
1.287495,-3.088786,0.119194,'\'(4.8-5.4]\''
-1.472374,-0.617315,0.792629,'\'(4.8-5.4]\''
-1.711021,-0.556844,0.894609,'\'(5.4-6]\''
-1.677355,-0.709717,0.7447,'\'(5.4-6]\''
-1.166674,0.054374,0.645428,'\'(5.4-6]\''
-3.384757,-0.798732,1.290673,'\'(4.8-5.4]\''
-0.785445,-0.405519,0.377124,'\'(5.4-6]\''
2.192327,-0.890378,-0.322045,'\'(5.4-6]\''
-0.191805,0.834869,0.534134,'\'(5.4-6]\''
1.889942,1.141784,-0.202407,'\'(6.6-7.2]\''
-2.825137,1.900898,1.206091,'\'(4.8-5.4]\''
1.607478,0.22027,-0.13964,'\'(6.6-7.2]\''
0.963876,-0.761149,0.467711,'\'(5.4-6]\''
-0.191805,0.834869,0.534134,'\'(5.4-6]\''
-1.930485,-0.534561,-0.084544,'\'(4.8-5.4]\''
1.485538,-1.502874,0.157758,'\'(5.4-6]\''
1.176359,0.426225,0.551628,'\'(5.4-6]\''
-2.661064,-1.693595,-0.018675,'\'(5.4-6]\''
2.268365,-0.45668,0.724095,'\'(6.6-7.2]\''
-1.83183,-0.817833,-0.665524,'\'(4.8-5.4]\''
-1.645712,0.843827,-1.292144,'\'(4.8-5.4]\''
0.342558,1.358933,-1.436471,'\'(4.8-5.4]\''
2.268365,-0.45668,0.724095,'\'(6.6-7.2]\''
-0.808335,-0.04403,-0.248215,'\'(5.4-6]\''
-2.661064,-1.693595,-0.018675,'\'(5.4-6]\''
1.176359,0.426225,0.551628,'\'(5.4-6]\''
-0.238401,0.741837,-0.255812,'\'(6.6-7.2]\''
-1.463617,0.581486,-2.966059,'\'(4.8-5.4]\''
2.099532,0.698049,-0.478936,'\'(6.6-7.2]\''
-1.516855,-0.919636,-0.663563,'\'(5.4-6]\''
-1.463617,0.581486,-2.966059,'\'(4.8-5.4]\''
-0.940863,-0.469002,1.466081,'\'(5.4-6]\''
2.120851,1.466987,-0.845105,'\'(5.4-6]\''
2.120851,1.466987,-0.845105,'\'(5.4-6]\''
2.652288,-0.294397,-1.100024,'\'(6.6-7.2]\''
0.613467,0.665035,-0.312143,'\'(5.4-6]\''
-1.534494,0.352603,0.032296,'\'(5.4-6]\''
0.308373,-3.366125,3.781836,'\'(7.8-8.4]\''
-1.534494,0.352603,0.032296,'\'(5.4-6]\''
0.308373,-3.366125,3.781836,'\'(7.8-8.4]\''
1.886579,-0.063308,1.893022,'\'(5.4-6]\''
1.752069,0.491527,-1.064405,'\'(5.4-6]\''
3.26426,-0.67248,-0.764062,'\'(7.8-8.4]\''
3.260598,0.956568,-0.726836,'\'(4.8-5.4]\''
-2.094421,-2.335104,-0.810776,'\'(4.8-5.4]\''
-3.038961,0.489795,-0.063521,'\'(5.4-6]\''
0.847054,-1.113144,0.043064,'\'(4.8-5.4]\''
0.687117,-1.04817,0.054833,'\'(5.4-6]\''
-0.465868,0.52259,0.724255,'\'(5.4-6]\''
-0.508647,0.499301,0.902888,'\'(5.4-6]\''
-0.366458,-1.35944,-0.430691,'\'(4.8-5.4]\''
0.930352,0.614541,-0.437547,'\'(4.8-5.4]\''
2.146942,1.626202,-0.64553,'\'(5.4-6]\''
-1.536264,0.688069,0.361466,'\'(5.4-6]\''
0.818918,0.262694,-1.047355,'\'(5.4-6]\''
1.899096,1.285996,1.468764,'\'(5.4-6]\''
-1.536264,0.688069,0.361466,'\'(5.4-6]\''
2.146942,1.626202,-0.64553,'\'(5.4-6]\''
0.930352,0.614541,-0.437547,'\'(4.8-5.4]\''
-3.003649,-0.952934,-0.898488,'\'(6.6-7.2]\''
1.182184,-3.275089,1.353065,'\'(5.4-6]\''
2.397369,-0.716451,0.126139,'\'(6.6-7.2]\''
1.895022,1.173888,-0.180196,'\'(6.6-7.2]\''
0.210442,0.750988,-1.227632,'\'(7.8-8.4]\''
0.210442,0.750988,-1.227632,'\'(7.8-8.4]\''
0.137456,0.75854,-1.27554,'\'(7.8-8.4]\''
1.331633,0.526124,1.025351,'\'(5.4-6]\''
1.895022,1.173888,-0.180196,'\'(6.6-7.2]\''
1.725698,0.535853,0.913626,'\'(4.8-5.4]\''
2.780436,-0.417533,0.135874,'\'(4.8-5.4]\''
-12.702856,0.087339,-6.721434,'\'(5.4-6]\''
-1.048309,-0.887928,0.891063,'\'(5.4-6]\''
-1.094656,-0.888876,0.867822,'\'(5.4-6]\''
-1.094656,-0.888876,0.867822,'\'(5.4-6]\''
-3.013266,-0.650272,-1.246647,'\'(4.8-5.4]\''
1.211747,2.443787,-0.896567,'\'(5.4-6]\''
-3.013266,-0.650272,-1.246647,'\'(4.8-5.4]\''
-1.486025,0.038602,-0.26001,'\'(4.8-5.4]\''
-1.529752,0.096187,-0.237715,'\'(4.8-5.4]\''
-1.048309,-0.887928,0.891063,'\'(5.4-6]\''
-2.030242,-0.557671,1.185416,'\'(4.8-5.4]\''
-1.694892,-0.391741,0.779608,'\'(4.8-5.4]\''
2.756904,-0.376055,0.130058,'\'(6.6-7.2]\''
-1.611285,0.972409,-0.37264,'\'(4.8-5.4]\''
1.337427,0.449051,0.027412,'\'(7.8-8.4]\''
2.756904,-0.376055,0.130058,'\'(6.6-7.2]\''
-1.611285,0.972409,-0.37264,'\'(4.8-5.4]\''
1.665469,0.244963,-0.012375,'\'(6.6-7.2]\''
1.886921,-0.011081,1.631067,'\'(6.6-7.2]\''
-2.030242,-0.557671,1.185416,'\'(4.8-5.4]\''
-1.694892,-0.391741,0.779608,'\'(4.8-5.4]\''
1.910326,-0.303157,-0.281151,'\'(5.4-6]\''
0.890155,-0.415447,-0.473593,'\'(7.8-8.4]\''
1.337427,0.449051,0.027412,'\'(7.8-8.4]\''
1.135521,-0.254384,0.443279,'\'(5.4-6]\''
-2.707781,1.836782,1.847041,'\'(4.8-5.4]\''
-2.592581,1.830059,1.943141,'\'(4.8-5.4]\''
-1.68075,-0.263911,1.128107,'\'(5.4-6]\''
1.841531,-2.107261,0.929926,'\'(6.6-7.2]\''
1.870193,1.89735,0.066705,'\'(6.6-7.2]\''
1.028695,0.351144,0.643803,'\'(4.8-5.4]\''
