@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P25.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R3-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
5.273055,215.626469,'\'(4.8-5.4]\''
5.012035,234.59589,'\'(4.8-5.4]\''
25.023631,316.094076,'\'(5.4-6]\''
5.592792,288.088547,'\'(6.6-7.2]\''
12.352986,172.048071,'\'(6.6-7.2]\''
4.4389,173.754141,'\'(4.8-5.4]\''
11.400012,203.205933,'\'(6.6-7.2]\''
4.284401,275.964191,'\'(5.4-6]\''
9.239452,222.372807,'\'(5.4-6]\''
27.121837,281.203645,'\'(4.8-5.4]\''
6.432837,198.273052,'\'(4.8-5.4]\''
10.453446,220.632096,'\'(4.8-5.4]\''
24.575376,279.532216,'\'(5.4-6]\''
11.451281,309.07927,'\'(7.8-8.4]\''
16.910705,295.14319,'\'(7.8-8.4]\''
8.064429,231.25996,'\'(4.8-5.4]\''
14.520994,158.524218,'\'(4.8-5.4]\''
4.021995,99.430109,'\'(5.4-6]\''
15.221262,253.818189,'\'(4.8-5.4]\''
8.064429,231.25996,'\'(4.8-5.4]\''
5.011343,227.501409,'\'(4.8-5.4]\''
4.872779,229.266369,'\'(4.8-5.4]\''
15.0271,386.630113,'\'(4.8-5.4]\''
4.180478,262.147622,'\'(4.8-5.4]\''
4.529832,326.250822,'\'(4.8-5.4]\''
12.23486,192.9418,'\'(5.4-6]\''
14.592874,381.515367,'\'(4.8-5.4]\''
15.182984,379.686322,'\'(4.8-5.4]\''
15.0271,386.630113,'\'(4.8-5.4]\''
3.972805,136.90476,'\'(3.6-4.2]\''
4.091104,176.851048,'\'(5.4-6]\''
10.559794,296.764389,'\'(3.6-4.2]\''
5.983196,298.595167,'\'(3.6-4.2]\''
31.419055,234.422684,'\'(5.4-6]\''
31.419055,234.422684,'\'(5.4-6]\''
9.291067,329.039424,'\'(5.4-6]\''
31.419055,234.422684,'\'(5.4-6]\''
4.563088,265.687934,'\'(5.4-6]\''
31.419055,234.422684,'\'(5.4-6]\''
15.250015,262.324291,'\'(6.6-7.2]\''
9.291067,329.039424,'\'(5.4-6]\''
4.127131,127.387141,'\'(5.4-6]\''
13.188874,224.040772,'\'(4.8-5.4]\''
3.572701,142.56337,'\'(4.8-5.4]\''
4.890965,196.542733,'\'(5.4-6]\''
4.108078,128.894025,'\'(4.8-5.4]\''
4.563088,265.687934,'\'(5.4-6]\''
10.265172,200.038012,'\'(5.4-6]\''
11.856581,205.21338,'\'(4.8-5.4]\''
5.769981,206.938502,'\'(5.4-6]\''
5.755778,175.586651,'\'(4.8-5.4]\''
24.177004,371.17156,'\'(5.4-6]\''
17.331766,300.427677,'\'(4.8-5.4]\''
21.561261,343.619828,'\'(6.6-7.2]\''
5.690133,327.932643,'\'(5.4-6]\''
7.266992,290.007659,'\'(4.8-5.4]\''
9.950459,189.302761,'\'(4.8-5.4]\''
11.856581,205.21338,'\'(4.8-5.4]\''
18.266208,217.336003,'\'(5.4-6]\''
5.755778,175.586651,'\'(4.8-5.4]\''
6.048321,232.657725,'\'(5.4-6]\''
9.372473,239.634425,'\'(6.6-7.2]\''
23.274952,390.932528,'\'(4.8-5.4]\''
4.440632,319.421346,'\'(4.8-5.4]\''
6.185846,180.836497,'\'(7.8-8.4]\''
4.664759,248.266967,'\'(5.4-6]\''
5.307696,96.194638,'\'(4.8-5.4]\''
5.769981,206.938502,'\'(5.4-6]\''
11.180042,234.318761,'\'(6.6-7.2]\''
27.310977,186.011864,'\'(5.4-6]\''
27.972274,225.066146,'\'(6.6-7.2]\''
16.482888,374.547327,'\'(5.4-6]\''
27.105209,245.064405,'\'(5.4-6]\''
11.180042,234.318761,'\'(6.6-7.2]\''
27.972274,225.066146,'\'(6.6-7.2]\''
27.310977,186.011864,'\'(5.4-6]\''
14.313495,161.756225,'\'(6.6-7.2]\''
4.957129,161.768349,'\'(5.4-6]\''
4.957476,130.593167,'\'(6.6-7.2]\''
15.892432,333.291609,'\'(4.8-5.4]\''
4.592879,168.370927,'\'(5.4-6]\''
4.592879,168.370927,'\'(5.4-6]\''
4.876416,347.045824,'\'(4.8-5.4]\''
29.459759,297.041517,'\'(5.4-6]\''
15.892432,333.291609,'\'(4.8-5.4]\''
5.354981,232.841322,'\'(5.4-6]\''
5.110762,217.355056,'\'(5.4-6]\''
4.160732,102.973885,'\'(5.4-6]\''
14.005016,326.411903,'\'(4.8-5.4]\''
5.114746,269.160695,'\'(5.4-6]\''
4.592879,168.370927,'\'(5.4-6]\''
4.577117,103.027578,'\'(5.4-6]\''
14.749971,293.52199,'\'(4.8-5.4]\''
4.071359,161.763153,'\'(7.8-8.4]\''
23.346832,382.230704,'\'(4.8-5.4]\''
14.77959,219.047269,'\'(7.8-8.4]\''
4.071359,161.763153,'\'(7.8-8.4]\''
4.28163,377.368838,'\'(5.4-6]\''
12.664756,220.583599,'\'(6.6-7.2]\''
4.475619,199.927161,'\'(5.4-6]\''
14.749971,293.52199,'\'(4.8-5.4]\''
6.375333,177.40184,'\'(6.6-7.2]\''
8.244908,151.369116,'\'(5.4-6]\''
6.375333,177.40184,'\'(6.6-7.2]\''
13.638688,191.251318,'\'(4.8-5.4]\''
4.714816,189.792931,'\'(5.4-6]\''
4.435955,167.061497,'\'(-inf-3.6]\''
24.765902,412.822186,'\'(5.4-6]\''
10.153282,198.146612,'\'(6.6-7.2]\''
12.49155,161.778742,'\'(6.6-7.2]\''
11.248458,227.482357,'\'(5.4-6]\''
4.509741,269.079289,'\'(5.4-6]\''
5.201349,338.349197,'\'(4.8-5.4]\''
8.244908,151.369116,'\'(5.4-6]\''
8.630463,201.634963,'\'(4.8-5.4]\''
7.031433,222.414376,'\'(6.6-7.2]\''
6.370483,284.960463,'\'(4.8-5.4]\''
5.326749,308.861032,'\'(5.4-6]\''
6.08608,324.683316,'\'(6.6-7.2]\''
13.876845,245.003783,'\'(6.6-7.2]\''
7.031433,222.414376,'\'(6.6-7.2]\''
10.936862,227.343793,'\'(4.8-5.4]\''
33.376446,404.887661,'\'(3.6-4.2]\''
11.423395,290.040568,'\'(6.6-7.2]\''
4.212348,139.232636,'\'(5.4-6]\''
4.161252,127.054587,'\'(6.6-7.2]\''
21.023806,338.600344,'\'(4.8-5.4]\''
11.04217,277.585391,'\'(6.6-7.2]\''
4.196239,260.464068,'\'(4.8-5.4]\''
4.178919,263.907385,'\'(5.4-6]\''
5.544468,286.56261,'\'(6.6-7.2]\''
4.717414,261.311041,'\'(4.8-5.4]\''
5.431538,180.820908,'\'(5.4-6]\''
5.273402,273.137484,'\'(5.4-6]\''
13.795438,386.777338,'\'(5.4-6]\''
13.77933,367.530789,'\'(5.4-6]\''
14.159689,425.072981,'\'(5.4-6]\''
14.540913,409.347692,'\'(5.4-6]\''
5.498568,271.464323,'\'(5.4-6]\''
5.273402,273.137484,'\'(5.4-6]\''
5.030568,387.111623,'\'(5.4-6]\''
4.405991,127.108281,'\'(4.8-5.4]\''
15.131715,302.067929,'\'(6.6-7.2]\''
9.579973,201.555288,'\'(7.8-8.4]\''
27.747974,283.127953,'\'(6.6-7.2]\''
20.41499,251.718944,'\'(4.8-5.4]\''
26.603088,330.14274,'\'(5.4-6]\''
27.747974,283.127953,'\'(6.6-7.2]\''
4.440632,219.116552,'\'(4.8-5.4]\''
11.442794,281.421883,'\'(4.8-5.4]\''
4.440632,219.116552,'\'(4.8-5.4]\''
26.603088,330.14274,'\'(5.4-6]\''
4.787042,229.209212,'\'(5.4-6]\''
27.747974,283.127953,'\'(6.6-7.2]\''
20.41499,251.718944,'\'(4.8-5.4]\''
10.832592,231.130056,'\'(5.4-6]\''
5.530092,265.56669,'\'(5.4-6]\''
5.37109,243.242287,'\'(5.4-6]\''
5.423224,291.62193,'\'(6.6-7.2]\''
21.542728,255.960736,'\'(4.8-5.4]\''
17.584992,262.208244,'\'(7.8-8.4]\''
5.423224,291.62193,'\'(6.6-7.2]\''
5.37109,243.242287,'\'(5.4-6]\''
5.336795,255.200366,'\'(6.6-7.2]\''
5.180044,191.273835,'\'(6.6-7.2]\''
4.711525,189.415344,'\'(6.6-7.2]\''
5.009091,135.678468,'\'(5.4-6]\''
4.891311,170.369714,'\'(5.4-6]\''
18.215286,331.441778,'\'(5.4-6]\''
4.144798,137.415715,'\'(5.4-6]\''
9.548796,177.102195,'\'(3.6-4.2]\''
9.375591,177.103927,'\'(3.6-4.2]\''
18.215286,331.441778,'\'(5.4-6]\''
10.953836,227.548175,'\'(5.4-6]\''
14.155185,212.04632,'\'(6.6-7.2]\''
11.401224,283.069063,'\'(5.4-6]\''
10.431796,288.078154,'\'(4.8-5.4]\''
12.60067,276.1322,'\'(5.4-6]\''
15.751097,305.589188,'\'(4.8-5.4]\''
13.537363,368.03828,'\'(5.4-6]\''
16.376887,283.008442,'\'(5.4-6]\''
33.012888,396.203158,'\'(4.8-5.4]\''
5.620158,198.319817,'\'(6.6-7.2]\''
5.525242,182.639562,'\'(7.8-8.4]\''
5.344762,247.057995,'\'(4.8-5.4]\''
5.67212,226.424074,'\'(5.4-6]\''
5.447127,163.850274,'\'(5.4-6]\''
25.248105,246.160793,'\'(5.4-6]\''
8.595649,201.366495,'\'(5.4-6]\''
4.908286,278.132719,'\'(4.8-5.4]\''
4.702345,322.968586,'\'(4.8-5.4]\''
13.155445,293.478689,'\'(5.4-6]\''
19.151286,281.291979,'\'(5.4-6]\''
5.634708,329.58502,'\'(5.4-6]\''
4.733175,307.22944,'\'(4.8-5.4]\''
4.162465,166.890024,'\'(5.4-6]\''
14.073779,406.283694,'\'(4.8-5.4]\''
5.042693,198.257464,'\'(5.4-6]\''
10.324755,198.143148,'\'(5.4-6]\''
3.796655,263.855424,'\'(5.4-6]\''
5.113707,279.471594,'\'(4.8-5.4]\''
4.577291,315.913943,'\'(5.4-6]\''
6.531737,198.354458,'\'(6.6-7.2]\''
14.749798,292.304358,'\'(5.4-6]\''
4.889233,289.905468,'\'(5.4-6]\''
4.365114,140.91619,'\'(5.4-6]\''
6.103747,180.968132,'\'(4.8-5.4]\''
6.242311,187.858231,'\'(4.8-5.4]\''
17.523504,191.180304,'\'(5.4-6]\''
32.28612,364.925785,'\'(6.6-7.2]\''
5.509654,312.503535,'\'(7.8-8.4]\''
4.662334,186.2786,'\'(5.4-6]\''
6.1228,327.854701,'\'(5.4-6]\''
14.469726,279.556464,'\'(7.8-8.4]\''
13.32917,435.347506,'\'(4.8-5.4]\''
13.32917,435.347506,'\'(4.8-5.4]\''
23.23702,201.442705,'\'(5.4-6]\''
3.658438,210.201686,'\'(5.4-6]\''
5.582573,261.988273,'\'(4.8-5.4]\''
23.23702,201.442705,'\'(5.4-6]\''
23.743645,314.140323,'\'(5.4-6]\''
5.647871,286.500256,'\'(7.8-8.4]\''
4.262577,196.437078,'\'(7.8-8.4]\''
13.133795,283.067331,'\'(6.6-7.2]\''
13.325706,281.352601,'\'(6.6-7.2]\''
14.469726,279.556464,'\'(7.8-8.4]\''
3.953233,106.403345,'\'(3.6-4.2]\''
9.148173,212.044588,'\'(6.6-7.2]\''
9.042344,225.784947,'\'(6.6-7.2]\''
6.1228,327.854701,'\'(5.4-6]\''
13.32917,435.347506,'\'(4.8-5.4]\''
5.361563,310.625992,'\'(4.8-5.4]\''
4.331339,248.462688,'\'(4.8-5.4]\''
29.115774,331.618448,'\'(5.4-6]\''
13.675061,290.012855,'\'(5.4-6]\''
6.427814,179.038628,'\'(7.8-8.4]\''
4.697668,229.254245,'\'(6.6-7.2]\''
12.046587,274.190571,'\'(5.4-6]\''
12.080708,328.77442,'\'(6.6-7.2]\''
4.712217,199.826702,'\'(6.6-7.2]\''
4.423658,166.64234,'\'(3.6-4.2]\''
4.331339,248.462688,'\'(4.8-5.4]\''
4.282842,243.051762,'\'(6.6-7.2]\''
3.986142,165.319053,'\'(5.4-6]\''
8.722261,199.701994,'\'(4.8-5.4]\''
29.115774,331.618448,'\'(5.4-6]\''
27.051862,321.534448,'\'(4.8-5.4]\''
5.688228,201.68346,'\'(5.4-6]\''
18.36736,281.375118,'\'(6.6-7.2]\''
16.901352,314.547355,'\'(5.4-6]\''
16.901352,314.547355,'\'(5.4-6]\''
6.980511,210.222471,'\'(6.6-7.2]\''
5.215378,225.776287,'\'(6.6-7.2]\''
5.37438,232.886355,'\'(5.4-6]\''
5.374554,236.355653,'\'(5.4-6]\''
5.008745,229.231728,'\'(6.6-7.2]\''
3.62345,218.678343,'\'(5.4-6]\''
16.996961,263.902189,'\'(6.6-7.2]\''
12.110499,170.328144,'\'(6.6-7.2]\''
7.368144,159.703745,'\'(5.4-6]\''
4.940329,177.718805,'\'(5.4-6]\''
5.184028,231.136984,'\'(5.4-6]\''
4.478391,239.598052,'\'(4.8-5.4]\''
9.735338,201.21061,'\'(6.6-7.2]\''
7.136049,147.854785,'\'(5.4-6]\''
4.298604,248.26177,'\'(6.6-7.2]\''
3.9709,312.526052,'\'(5.4-6]\''
14.9909,213.551472,'\'(5.4-6]\''
4.953665,141.160409,'\'(5.4-6]\''
7.136049,147.854785,'\'(5.4-6]\''
10.209747,175.529493,'\'(5.4-6]\''
9.735338,201.21061,'\'(6.6-7.2]\''
5.057242,170.380106,'\'(6.6-7.2]\''
4.298604,248.26177,'\'(6.6-7.2]\''
25.04303,347.120302,'\'(6.6-7.2]\''
25.04303,347.120302,'\'(6.6-7.2]\''
12.181167,144.409736,'\'(5.4-6]\''
25.04303,347.120302,'\'(6.6-7.2]\''
24.383638,385.43673,'\'(5.4-6]\''
11.577028,211.888703,'\'(7.8-8.4]\''
6.068586,222.315649,'\'(7.8-8.4]\''
13.984232,127.345572,'\'(4.8-5.4]\''
14.088848,203.185148,'\'(3.6-4.2]\''
14.123835,156.567001,'\'(7.8-8.4]\''
8.440284,135.642095,'\'(5.4-6]\''
25.04303,347.120302,'\'(6.6-7.2]\''
4.387631,205.040175,'\'(5.4-6]\''
12.493975,168.62727,'\'(5.4-6]\''
12.181167,144.409736,'\'(5.4-6]\''
9.392046,269.100074,'\'(7.8-8.4]\''
14.868617,215.695751,'\'(5.4-6]\''
4.660776,225.750306,'\'(5.4-6]\''
3.140555,109.21966,'\'(4.8-5.4]\''
4.422619,222.230779,'\'(5.4-6]\''
29.271832,635.501566,'\'(-inf-3.6]\''
4.731963,229.988634,'\'(4.8-5.4]\''
5.7705,179.752233,'\'(6.6-7.2]\''
23.015491,238.212412,'\'(3.6-4.2]\''
10.360955,156.814684,'\'(5.4-6]\''
4.040009,182.369362,'\'(4.8-5.4]\''
20.330293,391.090144,'\'(3.6-4.2]\''
14.868617,215.695751,'\'(5.4-6]\''
4.124013,222.641275,'\'(5.4-6]\''
4.295486,243.41376,'\'(5.4-6]\''
4.471636,271.121377,'\'(4.8-5.4]\''
4.472675,141.201978,'\'(6.6-7.2]\''
5.166361,151.62546,'\'(4.8-5.4]\''
3.866457,206.612877,'\'(3.6-4.2]\''
5.166361,151.62546,'\'(4.8-5.4]\''
7.586729,163.713442,'\'(6.6-7.2]\''
4.640684,172.375428,'\'(5.4-6]\''
4.471636,271.121377,'\'(4.8-5.4]\''
26.739747,163.320267,'\'(4.8-5.4]\''
33.931741,422.258398,'\'(4.8-5.4]\''
4.472675,141.201978,'\'(6.6-7.2]\''
14.869829,364.665977,'\'(4.8-5.4]\''
15.736721,392.382254,'\'(4.8-5.4]\''
26.566195,281.960551,'\'(4.8-5.4]\''
4.560143,203.164364,'\'(4.8-5.4]\''
4.648478,203.604304,'\'(4.8-5.4]\''
11.745729,217.424338,'\'(5.4-6]\''
25.089622,274.56989,'\'(5.4-6]\''
10.708231,226.524533,'\'(5.4-6]\''
4.643801,160.306498,'\'(5.4-6]\''
4.644841,260.751589,'\'(5.4-6]\''
4.644841,260.751589,'\'(5.4-6]\''
14.000513,298.823798,'\'(5.4-6]\''
25.089622,274.56989,'\'(5.4-6]\''
4.473714,239.954855,'\'(4.8-5.4]\''
25.089622,274.56989,'\'(5.4-6]\''
26.822192,271.107521,'\'(6.6-7.2]\''
36.87744,401.045972,'\'(4.8-5.4]\''
22.407195,261.20885,'\'(4.8-5.4]\''
4.643801,160.306498,'\'(5.4-6]\''
10.708231,226.524533,'\'(5.4-6]\''
7.674717,250.773244,'\'(5.4-6]\''
10.365631,231.294601,'\'(5.4-6]\''
9.236681,223.070824,'\'(5.4-6]\''
11.924477,284.988176,'\'(5.4-6]\''
4.644841,260.751589,'\'(5.4-6]\''
4.645014,238.228,'\'(5.4-6]\''
18.329601,262.44207,'\'(7.8-8.4]\''
4.387458,283.682209,'\'(4.8-5.4]\''
14.000513,298.823798,'\'(5.4-6]\''
7.760107,167.177544,'\'(6.6-7.2]\''
4.906554,104.418415,'\'(4.8-5.4]\''
4.473714,239.954855,'\'(4.8-5.4]\''
26.822192,271.107521,'\'(6.6-7.2]\''
25.089622,274.56989,'\'(5.4-6]\''
4.903609,84.07721,'\'(4.8-5.4]\''
12.789117,222.617026,'\'(5.4-6]\''
8.37308,147.738738,'\'(3.6-4.2]\''
4.822895,257.278827,'\'(5.4-6]\''
17.643016,319.594551,'\'(4.8-5.4]\''
4.212348,180.618258,'\'(5.4-6]\''
10.102533,275.887981,'\'(5.4-6]\''
6.035851,215.72,'\'(5.4-6]\''
4.822895,257.278827,'\'(5.4-6]\''
5.082183,215.273131,'\'(5.4-6]\''
6.729364,324.82188,'\'(5.4-6]\''
8.37308,147.738738,'\'(3.6-4.2]\''
10.107902,232.602299,'\'(-inf-3.6]\''
5.164629,219.145996,'\'(5.4-6]\''
4.127823,89.240454,'\'(5.4-6]\''
36.616247,294.091835,'\'(5.4-6]\''
26.045194,389.337309,'\'(5.4-6]\''
33.930529,325.239304,'\'(4.8-5.4]\''
4.471809,203.550611,'\'(5.4-6]\''
4.818219,168.911327,'\'(4.8-5.4]\''
18.855798,326.553931,'\'(4.8-5.4]\''
18.158128,312.675008,'\'(7.8-8.4]\''
17.551044,323.067313,'\'(7.8-8.4]\''
19.197705,342.114676,'\'(6.6-7.2]\''
4.041567,107.870392,'\'(4.8-5.4]\''
4.641896,219.163317,'\'(6.6-7.2]\''
5.683552,149.876088,'\'(5.4-6]\''
5.768422,268.958046,'\'(5.4-6]\''
18.678436,229.531373,'\'(6.6-7.2]\''
5.514503,293.634573,'\'(4.8-5.4]\''
4.214599,210.05273,'\'(4.8-5.4]\''
10.099415,215.257542,'\'(6.6-7.2]\''
25.173973,219.598062,'\'(7.8-8.4]\''
5.169306,226.086324,'\'(6.6-7.2]\''
16.6024,356.007455,'\'(5.4-6]\''
15.997221,278.486057,'\'(5.4-6]\''
27.693934,295.401265,'\'(5.4-6]\''
5.339913,250.35582,'\'(4.8-5.4]\''
5.688401,252.101727,'\'(4.8-5.4]\''
8.544899,219.592865,'\'(5.4-6]\''
18.851468,233.002403,'\'(6.6-7.2]\''
19.717147,279.762578,'\'(5.4-6]\''
18.678436,229.531373,'\'(6.6-7.2]\''
4.819605,236.475165,'\'(5.4-6]\''
19.199956,267.648615,'\'(5.4-6]\''
18.680514,283.238804,'\'(5.4-6]\''
16.079494,165.454153,'\'(5.4-6]\''
5.514503,293.634573,'\'(4.8-5.4]\''
5.514677,290.167008,'\'(5.4-6]\''
4.214599,210.05273,'\'(4.8-5.4]\''
4.992983,284.976051,'\'(4.8-5.4]\''
18.165749,321.354315,'\'(5.4-6]\''
34.016958,274.585479,'\'(5.4-6]\''
24.661113,271.545729,'\'(4.8-5.4]\''
4.472155,271.112717,'\'(5.4-6]\''
15.909579,338.676555,'\'(5.4-6]\''
4.472155,271.112717,'\'(5.4-6]\''
34.016958,274.585479,'\'(5.4-6]\''
24.661113,271.545729,'\'(4.8-5.4]\''
16.600495,302.289631,'\'(6.6-7.2]\''
15.907328,362.932194,'\'(6.6-7.2]\''
11.229925,186.226639,'\'(5.4-6]\''
30.033068,306.19887,'\'(5.4-6]\''
5.167054,212.212597,'\'(5.4-6]\''
4.299989,42.466422,'\'(4.8-5.4]\''
4.301721,257.261506,'\'(5.4-6]\''
4.29895,184.50498,'\'(5.4-6]\''
11.229925,186.226639,'\'(5.4-6]\''
30.033068,306.19887,'\'(5.4-6]\''
3.521259,149.422291,'\'(3.6-4.2]\''
4.819258,181.046075,'\'(5.4-6]\''
4.473541,172.387553,'\'(5.4-6]\''
4.299989,42.466422,'\'(4.8-5.4]\''
11.579106,264.205298,'\'(5.4-6]\''
10.711868,271.107521,'\'(5.4-6]\''
10.885073,274.571622,'\'(5.4-6]\''
5.248634,177.128176,'\'(5.4-6]\''
5.167054,212.212597,'\'(5.4-6]\''
11.579279,272.869016,'\'(5.4-6]\''
5.514157,225.360595,'\'(5.4-6]\''
5.683205,264.186246,'\'(6.6-7.2]\''
15.73776,271.147358,'\'(6.6-7.2]\''
16.77751,285.002032,'\'(6.6-7.2]\''
4.820644,257.24765,'\'(6.6-7.2]\''
19.895548,316.144306,'\'(5.4-6]\''
11.579279,272.869016,'\'(5.4-6]\''
13.659472,200.11249,'\'(3.6-4.2]\''
4.29895,97.905904,'\'(3.6-4.2]\''
6.115871,271.538801,'\'(5.4-6]\''
6.037583,194.940586,'\'(4.8-5.4]\''
5.161511,219.133872,'\'(6.6-7.2]\''
6.115871,271.538801,'\'(5.4-6]\''
6.037583,194.940586,'\'(4.8-5.4]\''
8.632195,203.57486,'\'(5.4-6]\''
33.84358,274.592407,'\'(4.8-5.4]\''
5.689094,191.469557,'\'(4.8-5.4]\''
16.779069,326.56952,'\'(5.4-6]\''
11.664496,273.279512,'\'(4.8-5.4]\''
10.971849,276.74881,'\'(4.8-5.4]\''
16.779069,326.56952,'\'(5.4-6]\''
14.697664,291.94236,'\'(5.4-6]\''
7.938162,201.844541,'\'(4.8-5.4]\''
17.813623,187.993331,'\'(3.6-4.2]\''
7.16255,316.606763,'\'(5.4-6]\''
4.993676,129.107067,'\'(5.4-6]\''
5.689094,222.637811,'\'(3.6-4.2]\''
23.621363,292.345928,'\'(4.8-5.4]\''
25.788331,331.777796,'\'(3.6-4.2]\''
29.255031,207.042425,'\'(4.8-5.4]\''
15.040783,146.408523,'\'(5.4-6]\''
15.3865,187.977742,'\'(6.6-7.2]\''
23.621363,292.345928,'\'(4.8-5.4]\''
16.516144,363.358279,'\'(5.4-6]\''
26.393337,287.137651,'\'(4.8-5.4]\''
4.823415,255.53292,'\'(4.8-5.4]\''
16.516144,363.358279,'\'(5.4-6]\''
26.393337,287.137651,'\'(4.8-5.4]\''
5.599027,212.65427,'\'(5.4-6]\''
5.076641,287.118598,'\'(5.4-6]\''
13.656355,279.781631,'\'(5.4-6]\''
5.07768,193.620764,'\'(5.4-6]\''
15.216586,110.042384,'\'(5.4-6]\''
9.15181,236.489021,'\'(5.4-6]\''
15.217106,357.730846,'\'(5.4-6]\''
6.409627,211.386409,'\'(4.8-5.4]\''
15.217106,357.730846,'\'(5.4-6]\''
5.426862,188.641118,'\'(5.4-6]\''
5.337141,163.950733,'\'(5.4-6]\''
9.15181,236.489021,'\'(5.4-6]\''
16.430234,387.175709,'\'(5.4-6]\''
10.272101,133.842494,'\'(4.8-5.4]\''
5.418115,92.273275,'\'(6.6-7.2]\''
6.589068,237.39142,'\'(4.8-5.4]\''
6.374467,196.625872,'\'(8.4-inf)\''
5.508961,189.695936,'\'(5.4-6]\''
11.056546,205.299982,'\'(6.6-7.2]\''
43.288107,407.979372,'\'(4.8-5.4]\''
23.013413,368.126615,'\'(6.6-7.2]\''
5.508961,189.695936,'\'(5.4-6]\''
11.577201,174.123068,'\'(5.4-6]\''
8.109289,151.583891,'\'(6.6-7.2]\''
5.166361,208.755424,'\'(6.6-7.2]\''
22.838476,227.807982,'\'(4.8-5.4]\''
5.340259,243.417224,'\'(5.4-6]\''
15.217279,357.729114,'\'(5.4-6]\''
5.341125,248.644554,'\'(5.4-6]\''
25.613914,421.814993,'\'(5.4-6]\''
12.96059,222.601438,'\'(7.8-8.4]\''
8.109289,151.583891,'\'(6.6-7.2]\''
5.344416,227.833963,'\'(4.8-5.4]\''
15.910099,293.643234,'\'(5.4-6]\''
12.791888,205.322499,'\'(5.4-6]\''
4.300682,227.814911,'\'(6.6-7.2]\''
13.657913,279.772971,'\'(5.4-6]\''
20.591832,338.681751,'\'(5.4-6]\''
5.344416,227.833963,'\'(4.8-5.4]\''
8.630463,188.008919,'\'(5.4-6]\''
15.476047,170.238078,'\'(5.4-6]\''
5.25331,210.085639,'\'(4.8-5.4]\''
8.630463,188.008919,'\'(5.4-6]\''
13.826269,193.177359,'\'(7.8-8.4]\''
14.174757,191.43838,'\'(6.6-7.2]\''
31.679382,395.839427,'\'(5.4-6]\''
5.773445,219.580741,'\'(5.4-6]\''
14.696798,258.998753,'\'(4.8-5.4]\''
4.647785,278.04958,'\'(5.4-6]\''
25.095338,382.313843,'\'(4.8-5.4]\''
9.150424,182.786786,'\'(4.8-5.4]\''
14.696798,258.998753,'\'(4.8-5.4]\''
15.56213,262.481908,'\'(5.4-6]\''
29.513799,233.043972,'\'(6.6-7.2]\''
23.879958,250.348892,'\'(6.6-7.2]\''
29.513799,233.043972,'\'(6.6-7.2]\''
18.855452,259.007414,'\'(6.6-7.2]\''
15.56213,262.481908,'\'(5.4-6]\''
4.641896,172.384089,'\'(6.6-7.2]\''
5.341991,174.131728,'\'(4.8-5.4]\''
5.345975,288.469598,'\'(3.6-4.2]\''
9.407114,227.823571,'\'(6.6-7.2]\''
25.180208,363.411972,'\'(5.4-6]\''
4.300336,205.30691,'\'(3.6-4.2]\''
56.967671,305.417715,'\'(5.4-6]\''
15.390311,319.63612,'\'(4.8-5.4]\''
4.821337,246.879594,'\'(4.8-5.4]\''
4.473714,170.672822,'\'(4.8-5.4]\''
16.084863,281.544859,'\'(5.4-6]\''
15.911312,381.986485,'\'(4.8-5.4]\''
15.910619,376.788601,'\'(4.8-5.4]\''
16.083651,376.788601,'\'(5.4-6]\''
16.94881,331.751816,'\'(5.4-6]\''
4.990731,198.383903,'\'(6.6-7.2]\''
56.967671,305.417715,'\'(5.4-6]\''
29.203069,307.471927,'\'(3.6-4.2]\''
4.089545,198.157005,'\'(7.8-8.4]\''
4.423311,146.531498,'\'(4.8-5.4]\''
12.527404,222.386663,'\'(5.4-6]\''
4.368579,125.336393,'\'(6.6-7.2]\''
4.455527,215.494833,'\'(5.4-6]\''
13.642152,277.519573,'\'(5.4-6]\''
13.498911,151.256533,'\'(6.6-7.2]\''
10.574343,291.760494,'\'(4.8-5.4]\''
11.440369,283.098508,'\'(4.8-5.4]\''
17.641804,326.207521,'\'(5.4-6]\''
17.521599,388.615044,'\'(4.8-5.4]\''
13.498911,151.256533,'\'(6.6-7.2]\''
5.476745,270.89621,'\'(5.4-6]\''
13.500297,294.87299,'\'(5.4-6]\''
11.941451,203.055244,'\'(4.8-5.4]\''
34.105466,341.896437,'\'(4.8-5.4]\''
19.565592,367.794061,'\'(5.4-6]\''
27.156132,355.650653,'\'(6.6-7.2]\''
27.156132,355.650653,'\'(6.6-7.2]\''
33.220734,338.406355,'\'(6.6-7.2]\''
27.156132,355.650653,'\'(6.6-7.2]\''
18.65107,255.333734,'\'(4.8-5.4]\''
33.220734,338.406355,'\'(6.6-7.2]\''
4.858229,374.644322,'\'(-inf-3.6]\''
4.402007,213.534152,'\'(5.4-6]\''
4.841255,303.715109,'\'(3.6-4.2]\''
27.156132,355.650653,'\'(6.6-7.2]\''
