@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P50.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R6-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
16.412325,350.425055,-12.131873,-331.583807,124.707658,'\'(5.4-6]\''
5.97845,217.188779,-13.524442,-192.811896,32.908965,'\'(5.4-6]\''
5.639332,226.043023,-15.2492,-207.378443,39.837169,'\'(4.8-5.4]\''
16.758596,326.013531,-9.70714,-308.322364,102.190998,'\'(4.8-5.4]\''
9.874716,173.712572,-11.966445,-150.307369,39.837169,'\'(5.4-6]\''
12.23519,189.323546,-11.441945,-168.805672,39.837169,'\'(5.4-6]\''
24.41743,370.908288,-11.262816,-354.031185,76.210236,'\'(4.8-5.4]\''
6.883257,192.801504,-10.575816,-173.482209,39.837169,'\'(3.6-4.2]\''
14.819808,381.582917,-10.398852,-362.552875,51.961524,'\'(5.4-6]\''
35.248117,360.777523,-12.123472,-343.465675,86.60254,'\'(5.4-6]\''
17.265134,367.627784,-9.183281,-349.77034,86.60254,'\'(3.6-4.2]\''
6.883257,192.801504,-10.575816,-173.482209,39.837169,'\'(3.6-4.2]\''
14.857064,338.226221,-9.010596,-320.585284,48.497423,'\'(3.6-4.2]\''
6.224939,184.203603,-12.48121,-165.410852,39.837169,'\'(4.8-5.4]\''
14.040385,381.582917,-10.398852,-362.552875,51.961524,'\'(5.4-6]\''
21.628344,353.57046,-10.916891,-336.953164,77.942286,'\'(4.8-5.4]\''
3.55545,170.073533,-9.192444,-152.559035,43.30127,'\'(4.8-5.4]\''
35.959419,359.365902,-8.831415,-341.854868,116.047404,'\'(4.8-5.4]\''
15.955236,204.989945,-12.311833,-180.548976,39.837169,'\'(6.6-7.2]\''
22.82306,343.768784,-10.051264,-325.538949,91.798693,'\'(4.8-5.4]\''
15.376645,364.208716,-9.010631,-346.548726,48.497423,'\'(4.8-5.4]\''
7.420296,203.214593,-10.748917,-183.978437,29.444864,'\'(5.4-6]\''
15.376645,364.208716,-9.010631,-346.548726,48.497423,'\'(4.8-5.4]\''
7.420296,203.214593,-10.748917,-183.978437,29.444864,'\'(5.4-6]\''
4.7665,298.432354,-10.92588,-277.682385,55.425626,'\'(5.4-6]\''
15.19975,398.925942,-12.305216,-380.44496,121.243557,'\'(5.4-6]\''
4.7665,298.432354,-10.92588,-277.682385,55.425626,'\'(5.4-6]\''
15.19975,398.925942,-12.305216,-380.44496,121.243557,'\'(5.4-6]\''
16.395195,338.117102,-9.360401,-320.671887,105.655099,'\'(4.8-5.4]\''
14.177944,306.893422,-9.187421,-290.257074,86.60254,'\'(4.8-5.4]\''
16.568417,343.316719,-9.360384,-325.850718,103.923048,'\'(4.8-5.4]\''
26.152027,397.079576,-11.087065,-380.358357,109.119201,'\'(5.4-6]\''
32.510836,438.75445,-12.643728,-421.477244,83.138439,'\'(5.4-6]\''
12.028071,257.008627,-9.362757,-238.503396,15.588457,'\'(3.6-4.2]\''
18.49127,317.547267,-10.226132,-299.939238,50.229473,'\'(4.8-5.4]\''
10.521117,260.379198,-12.134107,-241.621088,58.889727,'\'(5.4-6]\''
18.49127,317.547267,-10.226132,-299.939238,50.229473,'\'(4.8-5.4]\''
19.170165,225.88021,-10.915557,-206.720264,62.353829,'\'(5.4-6]\''
13.084501,276.101023,-10.055698,-257.261506,84.87049,'\'(4.8-5.4]\''
4.974502,291.518007,-10.752519,-269.229978,22.51666,'\'(5.4-6]\''
27.570785,348.805588,-11.434999,-331.427922,55.425626,'\'(4.8-5.4]\''
6.621907,380.846796,-9.711332,-361.825414,69.282032,'\'(4.8-5.4]\''
27.570785,348.805588,-11.434999,-331.427922,55.425626,'\'(4.8-5.4]\''
6.812398,364.407901,-9.711366,-345.353611,70.148058,'\'(4.8-5.4]\''
6.621907,364.392313,-9.711332,-345.370931,69.282032,'\'(4.8-5.4]\''
16.37848,230.885837,-9.533,-212.280147,36.373067,'\'(5.4-6]\''
4.78557,197.990728,-9.711695,-178.193387,32.908965,'\'(5.4-6]\''
6.155605,314.026008,-9.883186,-294.050266,105.655099,'\'(5.4-6]\''
19.306166,272.25587,-9.705685,-254.750033,65.817931,'\'(4.8-5.4]\''
19.306166,272.25587,-9.705685,-254.750033,65.817931,'\'(4.8-5.4]\''
4.957961,236.073329,-10.924945,-215.571044,60.621778,'\'(6.6-7.2]\''
4.940987,244.716262,-9.192548,-224.543067,62.353829,'\'(5.4-6]\''
29.963682,348.724181,-10.566307,-331.393281,100.458947,'\'(4.8-5.4]\''
20.311621,336.643127,-11.78328,-318.385579,81.406388,'\'(5.4-6]\''
15.165698,270.88755,-12.304628,-250.90488,62.353829,'\'(5.4-6]\''
15.165698,270.88755,-12.304628,-250.90488,62.353829,'\'(5.4-6]\''
20.311621,336.643127,-11.78328,-318.385579,81.406388,'\'(5.4-6]\''
29.944075,255.105103,-9.702568,-237.775935,53.693575,'\'(4.8-5.4]\''
29.944075,255.105103,-9.702568,-237.775935,53.693575,'\'(4.8-5.4]\''
6.796602,123.638983,-12.481123,-105.67242,19.052559,'\'(4.8-5.4]\''
6.623432,125.371034,-12.654294,-107.421791,20.78461,'\'(4.8-5.4]\''
20.884843,319.215232,-10.395994,-299.852636,64.08588,'\'(6.6-7.2]\''
4.059009,215.125906,-8.671564,-198.73551,60.621778,'\'(4.8-5.4]\''
24.038059,280.282194,-11.261136,-263.029236,91.798693,'\'(4.8-5.4]\''
23.795589,276.833681,-11.261119,-259.565134,88.334591,'\'(4.8-5.4]\''
5.219968,222.322578,-10.40313,-202.961714,46.765372,'\'(5.4-6]\''
3.691953,134.007039,-7.289249,-114.990853,45.033321,'\'(5.4-6]\''
4.319042,204.640071,-10.05698,-187.217372,50.229473,'\'(4.8-5.4]\''
4.562811,305.526834,-11.441339,-287.503114,58.889727,'\'(4.8-5.4]\''
13.323281,302.107766,-7.980944,-280.419026,39.837169,'\'(6.6-7.2]\''
19.963115,168.462726,-13.517427,-148.783164,20.78461,'\'(5.4-6]\''
29.023248,246.389424,-8.666178,-227.522194,34.641016,'\'(5.4-6]\''
4.851059,144.357775,-8.849463,-123.772351,29.444864,'\'(6.6-7.2]\''
4.477282,202.928805,-11.093855,-184.75786,32.908965,'\'(4.8-5.4]\''
4.994715,257.438176,-10.056807,-239.906357,90.066642,'\'(5.4-6]\''
4.851059,144.357775,-8.849463,-123.772351,29.444864,'\'(6.6-7.2]\''
16.048178,373.113189,-9.187802,-355.105057,100.458947,'\'(5.4-6]\''
24.765295,248.292947,-9.702516,-230.553283,31.176915,'\'(5.4-6]\''
3.971402,196.326227,-10.05821,-176.998272,38.105118,'\'(4.8-5.4]\''
10.763518,375.700873,-9.362912,-357.148877,68.416007,'\'(5.4-6]\''
14.662208,348.864478,-9.014926,-330.856345,93.530744,'\'(5.4-6]\''
16.048178,373.113189,-9.187802,-355.105057,100.458947,'\'(5.4-6]\''
14.992459,331.185435,-9.360176,-314.384542,95.262794,'\'(4.8-5.4]\''
15.441978,353.970563,-12.132271,-334.892024,105.655099,'\'(5.4-6]\''
20.120576,212.001287,-9.878544,-195.288729,64.08588,'\'(4.8-5.4]\''
5.128395,211.836742,-11.966947,-189.815448,43.30127,'\'(5.4-6]\''
5.128395,211.836742,-11.966947,-189.815448,43.30127,'\'(5.4-6]\''
36.700806,301.920704,-8.83481,-284.506666,55.425626,'\'(5.4-6]\''
15.911658,191.436648,-11.610629,-171.888722,19.052559,'\'(5.4-6]\''
11.318363,348.687808,-8.669503,-330.942948,84.87049,'\'(4.8-5.4]\''
36.700806,301.920704,-8.83481,-284.506666,55.425626,'\'(5.4-6]\''
24.124627,241.246965,-11.434376,-223.088144,34.641016,'\'(3.6-4.2]\''
24.124627,241.246965,-11.434376,-223.088144,34.641016,'\'(3.6-4.2]\''
4.69798,268.923405,-9.193068,-249.969573,77.942286,'\'(4.8-5.4]\''
21.731089,166.763584,-13.169735,-146.877908,22.51666,'\'(4.8-5.4]\''
33.705709,231.06597,-10.045895,-214.289326,55.425626,'\'(4.8-5.4]\''
33.705709,231.06597,-10.045895,-214.289326,55.425626,'\'(4.8-5.4]\''
14.382534,303.713377,-10.229908,-282.514807,64.08588,'\'(5.4-6]\''
33.705709,231.06597,-10.045895,-214.289326,55.425626,'\'(4.8-5.4]\''
13.501561,331.582075,-9.361509,-312.94694,67.549981,'\'(4.8-5.4]\''
4.77277,206.815527,-13.171276,-189.018705,19.052559,'\'(3.6-4.2]\''
4.77277,206.815527,-13.171276,-189.018705,19.052559,'\'(3.6-4.2]\''
7.578467,301.955345,-12.998297,-284.350781,93.530744,'\'(5.4-6]\''
26.862133,336.819796,-11.0871,-318.645387,64.08588,'\'(5.4-6]\''
15.649529,367.859879,-9.707694,-349.562494,109.119201,'\'(5.4-6]\''
11.261205,243.079474,-10.579955,-220.368824,62.353829,'\'(6.6-7.2]\''
22.251501,308.815999,-9.704837,-290.586164,77.942286,'\'(5.4-6]\''
20.728006,233.173876,-12.128998,-215.328556,31.176915,'\'(4.8-5.4]\''
15.494459,352.463679,-9.01406,-334.874703,79.674337,'\'(5.4-6]\''
21.973766,373.340087,-9.012622,-355.070416,117.779455,'\'(5.4-6]\''
3.604606,116.624177,-7.982814,-98.068717,34.641016,'\'(5.4-6]\''
4.766846,251.826331,-10.232714,-233.272603,22.51666,'\'(4.8-5.4]\''
10.377842,256.913364,-10.233562,-234.19059,58.889727,'\'(6.6-7.2]\''
7.603772,64.636672,-10.582761,-42.573809,25.980762,'\'(6.6-7.2]\''
9.153248,295.01675,-10.574811,-275.673207,57.157677,'\'(5.4-6]\''
21.801029,388.540565,-10.917411,-370.55495,105.655099,'\'(5.4-6]\''
7.603772,64.636672,-10.582761,-42.573809,25.980762,'\'(6.6-7.2]\''
16.707293,375.144884,-9.186867,-357.322082,116.047404,'\'(4.8-5.4]\''
27.763008,301.868743,-11.260097,-283.727243,48.497423,'\'(4.8-5.4]\''
4.713153,239.644818,-9.541625,-218.065197,60.621778,'\'(6.6-7.2]\''
16.168833,281.217501,-10.920442,-261.920723,55.425626,'\'(7.8-8.4]\''
8.440388,302.126819,-12.482786,-280.57491,71.014083,'\'(4.8-5.4]\''
27.763008,301.868743,-11.260097,-283.727243,48.497423,'\'(4.8-5.4]\''
16.168833,281.217501,-10.920442,-261.920723,55.425626,'\'(7.8-8.4]\''
4.713153,239.644818,-9.541625,-218.065197,60.621778,'\'(6.6-7.2]\''
4.924948,187.730059,-10.923317,-168.511223,50.229473,'\'(5.4-6]\''
4.959641,189.498483,-9.364419,-170.953415,46.765372,'\'(5.4-6]\''
24.123519,273.965404,-9.703434,-257.261506,45.033321,'\'(4.8-5.4]\''
4.697997,282.594482,-8.327025,-263.115838,98.726896,'\'(5.4-6]\''
14.48864,308.857568,-9.881315,-291.365587,13.856406,'\'(3.6-4.2]\''
14.48864,308.857568,-9.881315,-291.365587,13.856406,'\'(3.6-4.2]\''
21.641611,258.67486,-9.362098,-238.780524,91.798693,'\'(4.8-5.4]\''
5.182417,165.13892,-10.05963,-145.21514,32.908965,'\'(6.6-7.2]\''
13.916976,281.231358,-13.865119,-261.366467,36.373067,'\'(5.4-6]\''
32.126563,191.038276,-9.529259,-173.86326,25.980762,'\'(5.4-6]\''
16.862242,246.249127,-8.494982,-228.73463,51.961524,'\'(5.4-6]\''
16.862242,246.249127,-8.494982,-228.73463,51.961524,'\'(5.4-6]\''
4.628525,192.617906,-9.020036,-174.071106,34.641016,'\'(4.8-5.4]\''
23.273671,307.213852,-13.861499,-287.39919,58.889727,'\'(4.8-5.4]\''
13.916976,281.231358,-13.865119,-261.366467,36.373067,'\'(5.4-6]\''
20.848159,288.159561,-13.688934,-268.329311,33.774991,'\'(4.8-5.4]\''
32.126563,191.038276,-9.529259,-173.86326,25.980762,'\'(5.4-6]\''
5.356696,203.231914,-10.231761,-182.766001,48.497423,'\'(5.4-6]\''
4.558688,275.882785,-10.752641,-255.079122,29.444864,'\'(5.4-6]\''
15.374757,303.846745,-9.878544,-285.545896,45.033321,'\'(4.8-5.4]\''
10.279289,222.035057,-9.015757,-204.589841,46.765372,'\'(4.8-5.4]\''
14.749175,362.804022,-9.187767,-344.626149,107.38715,'\'(5.4-6]\''
31.816803,326.529682,-11.2593,-308.443608,88.334591,'\'(4.8-5.4]\''
10.279289,222.035057,-9.015757,-204.589841,46.765372,'\'(4.8-5.4]\''
14.749175,362.804022,-9.187767,-344.626149,107.38715,'\'(5.4-6]\''
22.199002,191.50593,-9.705373,-173.447568,13.856406,'\'(4.8-5.4]\''
4.348591,253.681357,-9.196047,-232.233372,109.119201,'\'(6.6-7.2]\''
4.556506,260.644202,-9.369182,-239.144255,116.047404,'\'(6.6-7.2]\''
4.348591,253.681357,-9.196047,-232.233372,109.119201,'\'(6.6-7.2]\''
25.180555,295.614307,-11.434999,-278.288603,93.530744,'\'(4.8-5.4]\''
4.556506,260.644202,-9.369182,-239.144255,116.047404,'\'(6.6-7.2]\''
4.348591,253.681357,-9.196047,-232.233372,109.119201,'\'(6.6-7.2]\''
4.924342,238.553626,-8.152642,-220.282222,29.444864,'\'(4.8-5.4]\''
6.150616,178.903528,-10.234584,-158.448008,19.052559,'\'(5.4-6]\''
19.428345,227.369774,-10.224365,-209.474225,62.353829,'\'(4.8-5.4]\''
6.150616,178.903528,-10.234584,-158.448008,19.052559,'\'(5.4-6]\''
4.924342,238.553626,-8.152642,-220.282222,29.444864,'\'(4.8-5.4]\''
4.419622,277.469343,-9.713913,-257.988968,48.497423,'\'(5.4-6]\''
27.815039,416.05246,-10.913617,-399.497519,102.190998,'\'(4.8-5.4]\''
5.247975,139.01613,-10.236559,-116.463096,29.444864,'\'(6.6-7.2]\''
5.320548,229.164178,-9.713653,-208.088584,67.549981,'\'(4.8-5.4]\''
14.472254,359.232534,-10.053585,-341.058125,103.923048,'\'(5.4-6]\''
17.03614,234.301441,-9.706724,-214.964826,43.30127,'\'(5.4-6]\''
5.320548,229.164178,-9.713653,-208.088584,67.549981,'\'(4.8-5.4]\''
4.173757,139.173746,-10.41011,-116.982712,50.229473,'\'(5.4-6]\''
4.457467,97.524853,-10.403529,-79.068119,17.320508,'\'(4.8-5.4]\''
10.833285,321.113559,-9.189222,-302.779802,53.693575,'\'(4.8-5.4]\''
5.426048,267.225995,-10.058487,-247.648624,121.243557,'\'(4.8-5.4]\''
20.466397,316.026526,-9.879133,-299.055892,147.224319,'\'(5.4-6]\''
19.738139,393.935904,-9.533519,-376.02823,128.17176,'\'(4.8-5.4]\''
17.243484,357.490091,-9.880432,-339.308753,109.119201,'\'(4.8-5.4]\''
5.125381,180.625186,-8.332654,-157.339495,77.942286,'\'(6.6-7.2]\''
5.635297,184.837534,-9.364263,-167.021659,84.87049,'\'(5.4-6]\''
35.004331,301.918972,-11.605156,-282.497487,62.353829,'\'(4.8-5.4]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,'\'(6.6-7.2]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,'\'(6.6-7.2]\''
3.363469,154.653085,-7.115438,-137.472873,25.980762,'\'(5.4-6]\''
24.418591,296.80769,-10.04922,-279.691564,32.908965,'\'(6.6-7.2]\''
4.321449,267.026809,-10.747393,-249.103547,43.30127,'\'(3.6-4.2]\''
25.247325,229.202283,-10.225075,-210.409532,81.406388,'\'(5.4-6]\''
16.96743,263.893529,-9.879358,-243.110651,41.569219,'\'(6.6-7.2]\''
4.820228,249.983429,-10.924114,-229.75654,55.425626,'\'(4.8-5.4]\''
22.490368,255.196902,-9.188841,-235.247141,84.87049,'\'(4.8-5.4]\''
10.601519,185.6031,-7.636976,-160.422546,20.78461,'\'(6.6-7.2]\''
4.388428,289.914128,-12.481747,-270.217246,31.176915,'\'(4.8-5.4]\''
5.89649,360.883178,-11.787749,-342.183958,48.497423,'\'(4.8-5.4]\''
4.727771,199.814577,-9.371122,-177.708413,96.994845,'\'(5.4-6]\''
5.89649,360.883178,-11.787749,-342.183958,48.497423,'\'(4.8-5.4]\''
29.911444,320.955943,-10.220174,-303.801712,100.458947,'\'(5.4-6]\''
4.348469,229.430914,-10.062193,-207.776815,88.334591,'\'(6.6-7.2]\''
28.783827,321.037349,-9.009522,-303.091571,110.851252,'\'(4.8-5.4]\''
4.727771,199.814577,-9.371122,-177.708413,96.994845,'\'(5.4-6]\''
7.069521,185.875032,-9.887256,-164.66607,64.08588,'\'(6.6-7.2]\''
7.069521,185.875032,-9.887256,-164.66607,64.08588,'\'(6.6-7.2]\''
3.791996,49.049947,-10.584026,-27.089275,6.928203,'\'(5.4-6]\''
6.674977,272.604013,-10.749454,-252.723533,38.105118,'\'(5.4-6]\''
16.325583,350.487409,-13.690857,-330.371371,81.406388,'\'(5.4-6]\''
16.481555,362.594444,-11.265899,-342.495727,91.798693,'\'(5.4-6]\''
3.791996,49.049947,-10.584026,-27.089275,6.928203,'\'(5.4-6]\''
21.749206,307.461535,-9.185221,-289.131241,76.210236,'\'(4.8-5.4]\''
15.910446,380.060445,-9.533381,-362.171824,105.655099,'\'(4.8-5.4]\''
7.069521,185.875032,-9.887256,-164.66607,64.08588,'\'(6.6-7.2]\''
20.119987,243.474382,-9.705928,-225.513015,50.229473,'\'(4.8-5.4]\''
7.899468,139.241296,-8.936066,-116.965391,34.641016,'\'(4.8-5.4]\''
27.031736,224.212245,-9.531857,-204.347354,81.406388,'\'(6.6-7.2]\''
27.031736,224.212245,-9.531857,-204.347354,81.406388,'\'(6.6-7.2]\''
27.031736,224.212245,-9.531857,-204.347354,81.406388,'\'(6.6-7.2]\''
7.10295,218.647166,-9.715264,-198.008048,83.138439,'\'(6.6-7.2]\''
12.722554,260.522958,-9.707504,-242.71228,53.693575,'\'(5.4-6]\''
37.551208,249.971305,-9.525933,-233.688295,69.282032,'\'(4.8-5.4]\''
20.119987,243.474382,-9.705928,-225.513015,50.229473,'\'(4.8-5.4]\''
7.10295,218.647166,-9.715264,-198.008048,83.138439,'\'(6.6-7.2]\''
27.031736,224.212245,-9.531857,-204.347354,81.406388,'\'(6.6-7.2]\''
7.899468,139.241296,-8.936066,-116.965391,34.641016,'\'(4.8-5.4]\''
3.72966,275.816967,-6.073748,-260.812211,154.152522,'\'(4.8-5.4]\''
5.115023,236.066401,-12.136203,-216.662236,62.353829,'\'(6.6-7.2]\''
5.0623,222.151105,-11.790555,-202.459419,67.549981,'\'(6.6-7.2]\''
17.729896,379.786781,-10.39861,-360.855465,72.746134,'\'(5.4-6]\''
3.969895,341.290219,-8.327666,-321.589873,124.707658,'\'(4.8-5.4]\''
4.592498,189.290637,-8.501806,-169.983466,39.837169,'\'(5.4-6]\''
6.357735,173.71084,-9.888902,-152.264586,62.353829,'\'(6.6-7.2]\''
29.789265,322.620444,-10.047904,-306.48639,105.655099,'\'(4.8-5.4]\''
21.941152,301.903384,-10.742647,-285.026281,69.282032,'\'(4.8-5.4]\''
27.851602,332.162312,-13.336566,-314.228658,46.765372,'\'(4.8-5.4]\''
5.80192,151.246141,-12.488537,-127.704106,45.033321,'\'(5.4-6]\''
21.941152,301.903384,-10.742647,-285.026281,69.282032,'\'(4.8-5.4]\''
27.851602,332.162312,-13.336566,-314.228658,46.765372,'\'(4.8-5.4]\''
4.280105,180.8313,-11.273711,-158.777098,72.746134,'\'(5.4-6]\''
4.263201,146.192016,-14.217782,-124.447851,62.353829,'\'(5.4-6]\''
4.436336,154.841878,-11.100159,-132.657771,48.497423,'\'(5.4-6]\''
29.698471,274.342992,-8.83966,-254.66343,95.262794,'\'(4.8-5.4]\''
11.422667,158.423759,-11.440403,-139.43009,24.248711,'\'(4.8-5.4]\''
11.111574,262.00213,-12.305753,-242.885485,41.569219,'\'(4.8-5.4]\''
18.768121,308.92685,-10.659422,-289.876023,96.994845,'\'(5.4-6]\''
11.247107,196.324495,-9.883913,-177.465926,65.817931,'\'(6.6-7.2]\''
4.420176,123.67882,-8.154513,-102.918459,15.588457,'\'(6.6-7.2]\''
3.588775,220.519513,-8.327735,-202.979034,74.478185,'\'(4.8-5.4]\''
27.258254,250.016338,-9.703711,-230.813091,50.229473,'\'(5.4-6]\''
18.768121,308.92685,-10.659422,-289.876023,96.994845,'\'(5.4-6]\''
14.351097,281.382046,-10.399909,-263.219761,74.478185,'\'(4.8-5.4]\''
8.060046,253.449263,-9.364385,-236.078525,43.30127,'\'(4.8-5.4]\''
6.234274,139.132177,-10.930349,-115.631712,77.942286,'\'(6.6-7.2]\''
21.248557,256.883919,-9.356781,-240.477934,77.942286,'\'(4.8-5.4]\''
12.413695,525.332742,-10.224209,-507.542848,131.635861,'\'(4.8-5.4]\''
10.953836,353.795626,-10.055941,-334.649537,122.975607,'\'(4.8-5.4]\''
11.491811,339.9652,-10.574517,-320.810451,103.923048,'\'(3.6-4.2]\''
4.522662,224.248618,-9.454988,-203.013675,88.334591,'\'(6.6-7.2]\''
24.312589,274.516197,-9.531683,-254.611469,112.583302,'\'(6.6-7.2]\''
4.035228,127.085764,-10.583281,-104.598548,46.765372,'\'(5.4-6]\''
13.744551,270.904871,-9.880622,-253.260469,60.621778,'\'(5.4-6]\''
4.765807,308.826391,-10.753368,-287.762921,79.674337,'\'(5.4-6]\''
4.020402,191.171644,-10.407582,-170.693607,79.674337,'\'(5.4-6]\''
4.053761,149.44654,-12.140914,-128.881901,25.980762,'\'(7.8-8.4]\''
13.737588,158.257482,-9.02156,-135.186566,62.353829,'\'(6.6-7.2]\''
16.641371,212.106942,-12.647608,-194.353421,25.980762,'\'(4.8-5.4]\''
5.713897,246.540112,-8.50624,-222.897618,65.817931,'\'(6.6-7.2]\''
4.574589,227.399218,-9.71483,-206.720264,36.373067,'\'(6.6-7.2]\''
5.545819,208.277378,-14.909701,-184.290206,36.373067,'\'(5.4-6]\''
15.40803,310.809589,-10.053117,-293.080317,77.942286,'\'(4.8-5.4]\''
5.713897,246.540112,-8.50624,-222.897618,65.817931,'\'(6.6-7.2]\''
5.696577,246.522791,-8.50624,-222.897618,65.817931,'\'(6.6-7.2]\''
25.282815,208.450583,-10.397432,-190.768076,79.674337,'\'(6.6-7.2]\''
7.189916,42.170241,-11.966566,-20.334276,8.660254,'\'(5.4-6]\''
11.853013,208.334535,-10.75025,-188.86282,39.837169,'\'(6.6-7.2]\''
11.835692,208.318947,-10.75025,-188.86282,39.837169,'\'(6.6-7.2]\''
4.019986,161.705995,-11.447228,-140.503962,57.157677,'\'(5.4-6]\''
7.794471,260.396518,-9.023742,-238.486076,55.425626,'\'(5.4-6]\''
3.746495,249.782511,-10.577565,-232.094808,36.373067,'\'(4.8-5.4]\''
14.508558,191.081577,-11.437563,-173.86326,50.229473,'\'(5.4-6]\''
6.372977,206.66657,-12.142646,-183.199014,90.066642,'\'(5.4-6]\''
21.594724,258.648879,-10.742664,-240.945588,79.674337,'\'(5.4-6]\''
18.608582,236.043884,-11.442499,-213.838993,25.980762,'\'(5.4-6]\''
3.746495,249.782511,-10.577565,-232.094808,36.373067,'\'(4.8-5.4]\''
5.337886,222.249831,-9.713635,-201.47215,60.621778,'\'(5.4-6]\''
6.843783,170.414747,-10.407443,-149.701151,48.497423,'\'(6.6-7.2]\''
6.372977,206.66657,-12.142646,-183.199014,90.066642,'\'(5.4-6]\''
16.23931,324.624426,-9.706811,-307.16189,96.994845,'\'(4.8-5.4]\''
21.594724,258.648879,-10.742664,-240.945588,79.674337,'\'(5.4-6]\''
14.508558,191.081577,-11.437563,-173.86326,50.229473,'\'(5.4-6]\''
7.870924,215.278327,-10.229007,-197.800202,45.033321,'\'(5.4-6]\''
20.029228,187.581102,-9.017264,-167.905005,45.033321,'\'(5.4-6]\''
4.35105,288.11626,-10.232818,-269.611029,34.641016,'\'(5.4-6]\''
4.923458,248.178632,-9.885576,-228.907835,48.497423,'\'(5.4-6]\''
20.029228,187.581102,-9.017264,-167.905005,45.033321,'\'(5.4-6]\''
18.918325,210.106423,-8.153629,-189.347794,45.033321,'\'(5.4-6]\''
31.002047,316.182411,-9.527942,-299.142495,62.353829,'\'(5.4-6]\''
4.957407,180.848621,-10.405884,-160.56111,27.712813,'\'(4.8-5.4]\''
4.35105,288.11626,-10.232818,-269.611029,34.641016,'\'(5.4-6]\''
7.870924,215.278327,-10.229007,-197.800202,45.033321,'\'(5.4-6]\''
10.914778,125.291359,-9.540742,-103.749843,25.980762,'\'(6.6-7.2]\''
30.586701,231.052114,-9.527596,-214.410569,74.478185,'\'(4.8-5.4]\''
30.586701,231.052114,-9.527596,-214.410569,74.478185,'\'(4.8-5.4]\''
30.586701,231.052114,-9.527596,-214.410569,74.478185,'\'(4.8-5.4]\''
13.640939,349.09484,-9.707106,-331.202755,117.779455,'\'(5.4-6]\''
13.485089,347.381842,-9.880276,-329.470705,110.851252,'\'(5.4-6]\''
20.069619,362.752061,-11.26318,-344.279739,102.190998,'\'(5.4-6]\''
30.586701,231.052114,-9.527596,-214.410569,74.478185,'\'(4.8-5.4]\''
15.269414,328.161274,-10.053169,-310.418146,96.994845,'\'(5.4-6]\''
26.049628,319.362456,-11.778361,-301.983058,114.315353,'\'(4.8-5.4]\''
26.049628,319.362456,-11.778361,-301.983058,114.315353,'\'(4.8-5.4]\''
4.352574,268.933797,-7.979627,-250.402585,43.30127,'\'(4.8-5.4]\''
15.303881,316.073292,-9.360522,-298.674841,81.406388,'\'(4.8-5.4]\''
15.269414,328.161274,-10.053169,-310.418146,96.994845,'\'(5.4-6]\''
15.269396,326.340889,-10.053187,-308.478249,102.190998,'\'(5.4-6]\''
14.679841,310.591351,-11.785896,-291.504151,79.674337,'\'(5.4-6]\''
26.049628,319.362456,-11.778361,-301.983058,114.315353,'\'(4.8-5.4]\''
20.239325,248.265235,-10.054243,-228.284296,102.190998,'\'(5.4-6]\''
4.125191,120.062298,-7.289024,-101.25569,31.176915,'\'(5.4-6]\''
13.514777,277.715294,-11.27087,-257.590596,91.798693,'\'(5.4-6]\''
10.203251,159.915055,-11.274179,-137.905885,50.229473,'\'(6.6-7.2]\''
26.91387,297.363679,-12.472966,-278.686975,38.105118,'\'(4.8-5.4]\''
11.192027,175.456747,-11.445877,-152.559035,55.425626,'\'(6.6-7.2]\''
5.097633,223.933385,-11.270247,-204.451277,50.229473,'\'(5.4-6]\''
13.514777,277.715294,-11.27087,-257.590596,91.798693,'\'(5.4-6]\''
30.687091,265.635972,-10.22395,-246.089779,107.38715,'\'(4.8-5.4]\''
8.491864,158.215913,-7.460324,-139.7765,38.105118,'\'(5.4-6]\''
4.851336,210.186098,-9.542006,-190.594871,58.889727,'\'(5.4-6]\''
23.687873,369.500131,-9.532861,-350.896173,148.956369,'\'(5.4-6]\''
5.19707,137.429571,-9.542682,-115.89152,41.569219,'\'(6.6-7.2]\''
12.849357,329.574628,-10.048354,-312.27144,71.014083,'\'(4.8-5.4]\''
13.091533,300.356663,-11.953922,-281.92591,51.961524,'\'(4.8-5.4]\''
6.812762,234.500627,-11.962669,-215.623005,22.51666,'\'(4.8-5.4]\''
5.19707,137.429571,-9.542682,-115.89152,41.569219,'\'(6.6-7.2]\''
