@relation 'winequality-white_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A12-M-1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R10-precision6'

@attribute '-0.512density+0.437alcohol-0.427residual sugar-0.407total sulfur dioxide-0.3free sulfur dioxide-0.212chlorides-0.157fixed acidity-0.144citric acid+0.129pH-0.043sulphates-0.005volatile acidity' numeric
@attribute '0.588fixed acidity-0.581pH+0.345citric acid-0.29free sulfur dioxide-0.244total sulfur dioxide-0.223sulphates-0.052volatile acidity+0.036alcohol+0.009chlorides-0.009residual sugar-0.006density' numeric
@attribute '-0.591volatile acidity+0.504citric acid+0.433sulphates+0.279free sulfur dioxide-0.214residual sugar-0.129density+0.127pH+0.124total sulfur dioxide+0.121fixed acidity+0.106alcohol-0.102chlorides' numeric
@attribute '-0.711chlorides-0.442sulphates+0.306free sulfur dioxide-0.274volatile acidity+0.274residual sugar-0.149citric acid+0.141alcohol-0.098pH+0.06 total sulfur dioxide+0.022density-0.019fixed acidity' numeric
@attribute '0.643volatile acidity+0.401sulphates+0.337alcohol-0.329chlorides+0.293total sulfur dioxide+0.251fixed acidity+0.177free sulfur dioxide-0.12pH-0.085density+0.054citric acid+0.011residual sugar' numeric
@attribute '0.494free sulfur dioxide-0.481sulphates+0.396chlorides-0.328density-0.289residual sugar+0.276total sulfur dioxide-0.193pH+0.139alcohol+0.132citric acid+0.122volatile acidity-0.104fixed acidity' numeric
@attribute '0.705citric acid+0.427pH-0.309sulphates+0.269volatile acidity+0.213residual sugar-0.198fixed acidity-0.167free sulfur dioxide+0.129alcohol+0.11 density-0.079chlorides-0.068total sulfur dioxide' numeric
@attribute '-0.588fixed acidity-0.534pH+0.388residual sugar+0.27 sulphates-0.247total sulfur dioxide+0.196alcohol+0.152citric acid+0.1  chlorides+0.082free sulfur dioxide-0.069density-0.028volatile acidity' numeric
@attribute '0.621alcohol+0.409residual sugar+0.394chlorides+0.331fixed acidity+0.261pH-0.202citric acid-0.155total sulfur dioxide-0.146volatile acidity+0.144free sulfur dioxide+0.088density-0.012sulphates' numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,-0.710646,-0.49833,0.164484,'\'(6.6-7.2]\''
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,-0.710646,-0.49833,0.164484,'\'(6.6-7.2]\''
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,-0.710646,-0.49833,0.164484,'\'(6.6-7.2]\''
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,-0.710646,-0.49833,0.164484,'\'(6.6-7.2]\''
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,-0.710646,-0.49833,0.164484,'\'(6.6-7.2]\''
0.060917,-0.007794,-2.211367,0.168693,-1.021421,-1.085263,-0.366859,-0.88852,-0.305355,'\'(4.8-5.4]\''
-3.24209,0.908919,0.419313,-0.113632,0.486952,-0.857615,1.509411,0.393182,0.145962,'\'(4.8-5.4]\''
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,-0.710646,-0.49833,0.164484,'\'(6.6-7.2]\''
-2.929953,-0.193849,0.221715,0.624757,-0.343247,-0.183566,-0.683553,-0.3994,0.226303,'\'(6.6-7.2]\''
0.060917,-0.007794,-2.211367,0.168693,-1.021421,-1.085263,-0.366859,-0.88852,-0.305355,'\'(4.8-5.4]\''
-0.100488,-0.793483,-1.454864,-0.801182,-1.001474,-0.204709,0.05383,-0.139991,-0.770748,'\'(6.6-7.2]\''
-3.24209,0.908919,0.419313,-0.113632,0.486952,-0.857615,1.509411,0.393182,0.145962,'\'(4.8-5.4]\''
0.922232,0.544472,0.64565,-0.515543,0.013198,-0.290528,-0.666028,-0.716282,0.299262,'\'(5.4-6]\''
-1.557884,0.294098,-0.390406,-0.60952,0.122403,-0.868327,1.415072,-1.535789,0.498436,'\'(5.4-6]\''
1.04714,0.862575,-0.659479,0.2865,-0.065407,0.414521,-0.601078,-0.391657,0.199151,'\'(5.4-6]\''
-0.83454,-0.644526,-0.841396,0.411877,-0.001971,-0.522766,0.204905,0.007746,0.109821,'\'(4.8-5.4]\''
-0.31207,-0.844801,-0.707787,0.267021,-0.335236,-0.207714,-0.288621,-0.093848,-0.591886,'\'(4.8-5.4]\''
0.023845,-0.711702,-1.166276,0.144083,-0.344331,-0.905258,0.321046,0.054566,0.161591,'\'(5.4-6]\''
-0.808691,0.926388,-0.399917,0.230444,-1.473864,-1.282819,-0.026445,-0.17288,0.606592,'\'(6.6-7.2]\''
-1.132786,2.174532,0.148273,-7.409546,-2.472844,2.96032,2.089403,1.800647,0.908266,'\'(4.8-5.4]\''
0.613097,0.347216,-1.087753,-0.536605,-1.117757,-0.045596,-1.145494,-0.620407,-0.781139,'\'(4.8-5.4]\''
-0.208431,-0.498954,-0.098437,-0.22305,-1.80308,-1.375247,0.485681,0.02678,0.222994,'\'(5.4-6]\''
-1.520228,1.13356,0.02251,0.385044,-0.657273,-0.809491,-1.065548,1.202971,-0.128319,'\'(5.4-6]\''
1.835248,0.605435,0.983873,-0.327129,0.617766,0.124986,0.672577,-0.5424,1.101274,'\'(5.4-6]\''
-1.776801,2.353637,-0.430198,1.222207,-0.285661,-0.425282,-0.125575,-1.635589,0.672261,'\'(4.8-5.4]\''
-1.009255,0.557183,0.397632,-0.861025,-0.065365,-0.330373,0.29989,-1.228039,0.094568,'\'(5.4-6]\''
-1.520228,1.13356,0.02251,0.385044,-0.657273,-0.809491,-1.065548,1.202971,-0.128319,'\'(5.4-6]\''
-0.208431,-0.498954,-0.098437,-0.22305,-1.80308,-1.375247,0.485681,0.02678,0.222994,'\'(5.4-6]\''
0.613097,0.347216,-1.087753,-0.536605,-1.117757,-0.045596,-1.145494,-0.620407,-0.781139,'\'(4.8-5.4]\''
2.552418,1.16955,-0.354473,0.465445,-0.74693,0.21999,-0.524585,0.023845,0.14012,'\'(5.4-6]\''
2.117424,1.268057,0.205808,0.752154,-0.636777,0.601346,-0.64278,-0.277991,0.158953,'\'(5.4-6]\''
-1.516366,-0.791371,-0.191196,0.358508,0.186463,0.213378,-1.314978,-0.386594,0.171137,'\'(4.8-5.4]\''
-2.888565,-1.461726,1.179564,0.770378,0.531182,1.093597,0.175722,0.013189,-0.08178,'\'(5.4-6]\''
-1.030215,-0.981473,-0.450252,-0.85717,-1.046424,-0.385816,-0.638637,-0.154802,-0.108702,'\'(4.8-5.4]\''
0.559983,-1.127872,0.272319,-1.256531,0.113288,-0.770592,-0.645244,0.36186,-0.656804,'\'(5.4-6]\''
-1.516366,-0.791371,-0.191196,0.358508,0.186463,0.213378,-1.314978,-0.386594,0.171137,'\'(4.8-5.4]\''
-0.101368,0.801359,0.603775,-1.262242,-0.133715,-0.427183,-0.284444,-1.163598,-0.340698,'\'(4.8-5.4]\''
-0.23591,0.31447,0.324891,-1.257029,0.083534,-0.298366,-0.502447,-1.14199,-0.327751,'\'(4.8-5.4]\''
-1.61635,-0.184047,-0.293339,-0.901012,1.239081,-0.694749,0.185087,-0.643032,0.541343,'\'(4.8-5.4]\''
-0.545409,2.777716,-0.741555,1.346117,0.40885,-0.924302,0.055289,-0.220893,1.828321,'\'(5.4-6]\''
0.87267,-0.54626,0.657293,-0.325273,0.409945,-0.278928,-1.225562,0.542177,0.180893,'\'(6.6-7.2]\''
1.716583,0.548041,0.036462,-0.003231,0.158114,-0.470213,-0.189362,-0.470751,-0.210333,'\'(4.8-5.4]\''
1.664683,0.23101,0.651447,-0.795025,1.264347,-0.383796,-0.241924,0.264886,0.144772,'\'(5.4-6]\''
-0.306101,-0.172976,0.460507,-0.246444,-0.159193,0.83584,-1.231003,-0.790639,-0.003716,'\'(6.6-7.2]\''
0.578758,-2.186457,2.003583,-1.857374,0.007574,-1.435046,-0.022474,-1.24367,0.531056,'\'(5.4-6]\''
1.664683,0.23101,0.651447,-0.795025,1.264347,-0.383796,-0.241924,0.264886,0.144772,'\'(5.4-6]\''
1.085966,-0.884309,1.321958,-1.087658,-0.650336,-1.599962,-0.228774,-1.467038,0.56964,'\'(5.4-6]\''
1.716583,0.548041,0.036462,-0.003231,0.158114,-0.470213,-0.189362,-0.470751,-0.210333,'\'(4.8-5.4]\''
-1.980054,1.446269,-0.647012,0.825104,0.160616,-0.713969,0.141314,-0.94139,0.751241,'\'(5.4-6]\''
0.772578,0.55674,0.464275,-1.623828,0.062141,-1.285456,0.039243,-1.07305,-0.089744,'\'(4.8-5.4]\''
0.898208,1.529764,0.047935,-0.125704,-0.216059,0.222643,0.373016,-1.157612,0.735062,'\'(5.4-6]\''
-0.258586,-0.762069,0.473862,-0.447386,0.56997,-1.205178,0.066547,-1.460462,0.665856,'\'(5.4-6]\''
2.158324,-0.174372,0.481955,1.110831,0.047683,1.033842,0.686751,-0.305905,0.268957,'\'(6.6-7.2]\''
0.782403,1.027988,0.280972,0.304189,-0.350666,0.935464,-1.040401,0.333078,-0.568554,'\'(5.4-6]\''
-1.980054,1.446269,-0.647012,0.825104,0.160616,-0.713969,0.141314,-0.94139,0.751241,'\'(5.4-6]\''
-0.649333,1.172689,-1.572755,-0.242834,1.591837,-0.161678,-0.04292,-0.202828,0.861158,'\'(6.6-7.2]\''
-1.795893,-1.071864,-0.118205,0.416254,-0.871012,-0.315506,0.85001,-0.812526,0.922121,'\'(5.4-6]\''
-0.649333,1.172689,-1.572755,-0.242834,1.591837,-0.161678,-0.04292,-0.202828,0.861158,'\'(6.6-7.2]\''
-2.575921,0.881863,-1.001178,0.154614,-0.801096,-0.508169,-0.733303,0.129779,0.660001,'\'(3.6-4.2]\''
-3.124475,1.055159,0.884597,0.506453,0.322508,0.427924,0.937274,0.007926,-0.422207,'\'(4.8-5.4]\''
-3.232457,1.104995,1.13999,0.571888,0.338052,0.607305,1.006838,0.086102,-0.459501,'\'(4.8-5.4]\''
-1.644214,0.992824,0.455818,0.424654,-0.141883,-0.793134,-0.982564,1.350813,-0.246455,'\'(6.6-7.2]\''
-0.074705,0.097182,-0.100461,1.334604,-0.048078,0.431481,0.623216,-0.121362,0.629157,'\'(5.4-6]\''
-1.644214,0.992824,0.455818,0.424654,-0.141883,-0.793134,-0.982564,1.350813,-0.246455,'\'(6.6-7.2]\''
-0.074705,0.097182,-0.100461,1.334604,-0.048078,0.431481,0.623216,-0.121362,0.629157,'\'(5.4-6]\''
0.218288,2.596572,-0.204087,-0.48338,-0.963475,-0.508368,-1.264559,-0.580353,-0.265505,'\'(5.4-6]\''
0.262978,-0.652774,-0.700628,-1.365154,0.155319,-0.549074,0.828277,-1.06686,-1.062834,'\'(4.8-5.4]\''
-0.143245,0.403051,1.056997,-2.220007,-0.178674,-1.845303,-0.719175,0.737953,0.087696,'\'(4.8-5.4]\''
-0.767211,0.087677,-1.310082,-1.00838,0.267718,-1.002331,1.70835,-0.745224,-0.57713,'\'(5.4-6]\''
-1.322995,-0.671989,-0.423611,0.587776,0.25932,-0.030342,-1.169584,-0.570136,-0.275182,'\'(4.8-5.4]\''
-2.17311,-0.655484,-1.831048,0.117179,-0.445293,-0.43751,-0.317814,0.489816,0.091736,'\'(3.6-4.2]\''
0.311428,-2.207838,0.697875,0.427589,-1.437631,-0.28887,0.845545,-1.13861,0.718673,'\'(5.4-6]\''
-0.767211,0.087677,-1.310082,-1.00838,0.267718,-1.002331,1.70835,-0.745224,-0.57713,'\'(5.4-6]\''
-1.435408,-0.483961,-0.754379,0.404851,0.083052,-0.32053,-1.120481,-0.712305,-0.341558,'\'(4.8-5.4]\''
-1.322995,-0.671989,-0.423611,0.587776,0.25932,-0.030342,-1.169584,-0.570136,-0.275182,'\'(4.8-5.4]\''
-2.605195,-0.189208,0.366673,-1.325808,-1.110877,0.838412,-0.055989,1.382759,-0.229027,'\'(4.8-5.4]\''
-1.538247,-2.171447,1.860428,-0.588289,0.54274,-1.407394,0.827297,-0.257628,0.92826,'\'(4.8-5.4]\''
-2.323375,-0.88388,-1.487612,0.307752,0.716681,-0.499519,-1.111803,-0.593748,-0.505548,'\'(4.8-5.4]\''
0.235655,0.592403,-0.989912,0.859433,0.180435,-0.131634,-0.240698,-0.786658,0.087438,'\'(6.6-7.2]\''
-2.17311,-0.655484,-1.831048,0.117179,-0.445293,-0.43751,-0.317814,0.489816,0.091736,'\'(3.6-4.2]\''
0.311428,-2.207838,0.697875,0.427589,-1.437631,-0.28887,0.845545,-1.13861,0.718673,'\'(5.4-6]\''
1.44349,0.582606,0.118041,-0.346644,-0.99462,-0.495745,-0.227951,-1.005001,0.179493,'\'(5.4-6]\''
-1.33802,-1.432657,-0.705708,0.356221,-0.466981,0.067808,-0.821676,-0.410881,-0.51963,'\'(4.8-5.4]\''
-4.935711,1.554279,0.645009,-0.550975,1.588357,-0.829176,0.438681,-0.789589,0.524761,'\'(5.4-6]\''
1.079001,-1.021217,1.288078,-0.571345,-0.600574,-1.194556,-0.082125,-1.576826,0.668545,'\'(6.6-7.2]\''
-1.338324,-0.606368,-0.346814,0.319425,0.325836,0.040791,-1.190008,-0.475007,-0.056092,'\'(4.8-5.4]\''
-1.33802,-1.432657,-0.705708,0.356221,-0.466981,0.067808,-0.821676,-0.410881,-0.51963,'\'(4.8-5.4]\''
0.206237,-0.941541,-0.393597,0.470412,-0.234102,1.16806,-1.088092,-0.025231,-0.378593,'\'(5.4-6]\''
0.410626,-0.661055,0.103119,-0.013799,-0.828099,-0.286464,-0.608214,-1.628486,0.208997,'\'(5.4-6]\''
0.754754,1.015197,1.549544,-0.538295,-0.036511,-0.740629,-1.606247,0.728753,-0.823706,'\'(4.8-5.4]\''
-1.588877,1.060719,-0.16169,-4.759338,-1.06005,2.247413,0.354799,0.265588,0.352747,'\'(5.4-6]\''
-2.436985,-0.661685,-1.296238,0.104446,1.517932,0.574064,0.140371,-1.156695,-0.004712,'\'(4.8-5.4]\''
-1.588877,1.060719,-0.16169,-4.759338,-1.06005,2.247413,0.354799,0.265588,0.352747,'\'(5.4-6]\''
-2.436985,-0.661685,-1.296238,0.104446,1.517932,0.574064,0.140371,-1.156695,-0.004712,'\'(4.8-5.4]\''
-0.205366,0.002756,-1.18973,-1.093709,-0.5875,-0.022457,0.118565,-0.282773,-0.994463,'\'(5.4-6]\''
1.954787,2.574925,-0.227771,0.150961,-0.030979,-0.796807,-0.544926,-0.632658,0.481231,'\'(5.4-6]\''
-2.511286,-0.430402,-1.211222,0.48385,-0.258985,-0.422763,-0.687241,0.425602,0.395241,'\'(4.8-5.4]\''
-1.358008,-2.093171,2.210674,-0.550623,0.307895,-1.6276,0.6742,0.050723,0.900933,'\'(5.4-6]\''
-2.511286,-0.430402,-1.211222,0.48385,-0.258985,-0.422763,-0.687241,0.425602,0.395241,'\'(4.8-5.4]\''
-0.464744,2.282527,-0.952128,0.275408,1.853276,-0.443834,-0.230763,-1.913307,0.136637,'\'(4.8-5.4]\''
-1.358008,-2.093171,2.210674,-0.550623,0.307895,-1.6276,0.6742,0.050723,0.900933,'\'(5.4-6]\''
-0.671758,-1.493232,-0.034216,0.589616,-1.571185,-0.64185,0.642644,-1.391399,-0.800398,'\'(5.4-6]\''
-3.781935,1.499549,1.674589,-0.244012,0.457064,-1.429778,0.244146,0.420068,0.781979,'\'(5.4-6]\''
0.848458,-1.438977,1.35899,-0.931788,-0.386473,-1.046121,-0.567343,-1.342273,0.857222,'\'(6.6-7.2]\''
-1.733592,-1.407816,-0.401578,0.323917,-0.723841,-0.321993,0.330502,-0.369931,1.148029,'\'(5.4-6]\''
0.558537,-0.98883,-0.535335,0.573979,-0.985628,-0.819326,0.816617,-0.301684,0.2397,'\'(5.4-6]\''
0.734449,-0.568,-1.838087,-1.288967,-0.099885,-0.902092,1.382006,-0.103632,-0.361105,'\'(4.8-5.4]\''
0.848458,-1.438977,1.35899,-0.931788,-0.386473,-1.046121,-0.567343,-1.342273,0.857222,'\'(6.6-7.2]\''
-2.883388,0.321451,-0.863303,0.059575,-0.036543,-0.088397,-0.845426,0.246321,0.594905,'\'(3.6-4.2]\''
-1.517231,-1.159719,-0.727625,0.833731,0.270857,0.724336,-0.99707,-0.530517,-0.37492,'\'(5.4-6]\''
1.72471,-0.310927,0.686676,0.459402,-1.547502,-0.679891,0.509163,-2.006487,0.520306,'\'(5.4-6]\''
-1.517231,-1.159719,-0.727625,0.833731,0.270857,0.724336,-0.99707,-0.530517,-0.37492,'\'(5.4-6]\''
-1.984188,0.687916,0.013499,-4.380356,-0.626692,2.3802,-0.008461,0.33741,-0.007135,'\'(4.8-5.4]\''
1.81901,-1.602285,0.603816,-0.75087,-1.763067,-1.418147,0.327814,-1.261654,0.383268,'\'(5.4-6]\''
2.094693,-1.676741,0.460535,-0.759873,-1.81876,-1.592049,0.192108,-1.134957,0.441909,'\'(5.4-6]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,-1.269676,0.593259,0.465901,'\'(4.8-5.4]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,-1.269676,0.593259,0.465901,'\'(4.8-5.4]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,-1.269676,0.593259,0.465901,'\'(4.8-5.4]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,-1.269676,0.593259,0.465901,'\'(4.8-5.4]\''
-1.599159,-0.661599,-1.59609,-3.861745,-1.118443,2.405178,-0.875387,0.3176,1.272546,'\'(4.8-5.4]\''
-1.650507,-0.671231,-1.704405,-3.83078,-0.922672,2.447098,-0.917055,0.236535,1.302811,'\'(4.8-5.4]\''
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,-1.269676,0.593259,0.465901,'\'(4.8-5.4]\''
1.729871,0.484128,-0.505114,-0.319875,1.617583,-0.49935,-0.100495,0.455432,0.930531,'\'(6.6-7.2]\''
1.241166,-0.969664,0.992815,-1.041171,-0.642254,-1.645917,-0.437388,-1.542733,0.674757,'\'(6.6-7.2]\''
-0.050845,1.222118,1.12145,-0.036437,0.29176,-0.126792,-1.642046,-1.053712,0.608841,'\'(5.4-6]\''
-0.176281,-0.941317,-0.401473,-0.319441,0.267752,1.196025,-0.862794,-0.751691,-0.877527,'\'(5.4-6]\''
1.729871,0.484128,-0.505114,-0.319875,1.617583,-0.49935,-0.100495,0.455432,0.930531,'\'(6.6-7.2]\''
1.333385,-0.768955,0.440539,0.116623,1.061752,-0.586219,0.414987,-0.218903,1.003204,'\'(6.6-7.2]\''
-0.8166,-0.504145,-1.375553,0.842088,0.83778,0.949988,-0.42751,-1.13115,0.282916,'\'(5.4-6]\''
-0.493063,-0.958772,0.539332,0.145296,0.636428,-0.169007,-0.1526,-0.312643,0.235957,'\'(6.6-7.2]\''
-2.301038,-1.218979,0.759357,0.577121,0.576942,0.501667,0.434381,0.122307,-0.346021,'\'(5.4-6]\''
2.784869,-1.125554,-0.892386,-0.02404,1.34287,-0.389675,0.089068,-0.005061,0.578551,'\'(7.8-8.4]\''
1.333385,-0.768955,0.440539,0.116623,1.061752,-0.586219,0.414987,-0.218903,1.003204,'\'(6.6-7.2]\''
1.984107,0.074385,0.200933,-0.034354,0.500334,0.45218,0.525778,-0.854104,0.983395,'\'(6.6-7.2]\''
-1.103339,-1.025916,-0.649278,-0.175461,-1.623081,-1.376385,0.802406,-0.658605,0.740569,'\'(4.8-5.4]\''
-1.407671,-1.608016,-0.743983,0.391497,-0.736008,0.682613,-0.853826,-0.26026,-0.578777,'\'(4.8-5.4]\''
-1.11395,-0.458454,-2.300785,-0.440034,0.173868,-1.09489,-0.033622,-0.282132,-0.001214,'\'(4.8-5.4]\''
-0.144983,0.820619,-1.960962,-0.983959,0.274213,0.467277,-0.886979,-1.190878,-0.918673,'\'(5.4-6]\''
1.194857,-0.500889,-0.326426,0.375092,0.883261,0.740907,0.576096,-0.649955,0.838003,'\'(6.6-7.2]\''
0.867765,-1.405146,-0.266633,-1.313085,-0.078104,-1.066545,-0.969791,0.634956,-0.951021,'\'(4.8-5.4]\''
-2.535802,1.550314,0.25713,0.375032,-0.76097,-0.130514,0.801187,1.356966,-0.563893,'\'(4.8-5.4]\''
-0.763418,1.929325,0.206287,-0.318474,0.458226,-0.245397,-1.298,-2.13518,-0.055006,'\'(4.8-5.4]\''
0.835308,1.522055,0.033409,-0.520632,0.12315,-0.710844,-0.471574,-1.22496,-0.785285,'\'(5.4-6]\''
-2.535802,1.550314,0.25713,0.375032,-0.76097,-0.130514,0.801187,1.356966,-0.563893,'\'(4.8-5.4]\''
1.612108,-0.568878,0.467177,0.87484,-0.077139,0.735963,-0.131313,-0.833294,0.821356,'\'(6.6-7.2]\''
-0.763418,1.929325,0.206287,-0.318474,0.458226,-0.245397,-1.298,-2.13518,-0.055006,'\'(4.8-5.4]\''
2.782296,-0.228397,0.287613,-0.5603,0.914418,-1.239073,0.263157,0.153653,0.647114,'\'(6.6-7.2]\''
1.236345,-0.120921,0.591413,1.31273,-0.280546,0.486662,0.441081,-0.424933,1.041999,'\'(5.4-6]\''
-0.927674,-0.598964,0.029764,-1.021054,1.340578,-0.146441,0.821982,-0.855027,1.234806,'\'(5.4-6]\''
1.74947,0.512667,0.511016,0.665621,-0.321155,0.580643,-0.106231,-0.820163,0.694904,'\'(6.6-7.2]\''
-2.480568,1.073426,1.111653,0.336718,-0.368294,0.123749,1.42884,-0.148424,-0.562307,'\'(4.8-5.4]\''
-2.808964,0.717854,1.038957,0.422911,-0.038051,0.215837,1.265544,-0.105859,-0.331103,'\'(3.6-4.2]\''
2.660732,-1.485312,-0.039181,-0.215874,0.841951,0.100547,1.474467,-0.973867,1.113461,'\'(6.6-7.2]\''
0.087895,0.6932,1.266071,0.220427,1.036026,-0.863809,-1.236547,0.300953,1.156459,'\'(5.4-6]\''
1.548977,-4.853722,-2.105152,-1.5355,-0.21507,-1.004056,0.481506,-1.632255,-0.30572,'\'(4.8-5.4]\''
1.470554,-1.56558,-1.577179,-0.765643,0.633956,-0.876618,-1.52287,-0.229346,-0.907137,'\'(5.4-6]\''
0.478277,-0.524339,1.805927,-0.471011,0.571659,-0.531025,-0.57216,-0.94726,0.499052,'\'(5.4-6]\''
-1.440448,-1.09059,-0.400724,0.474362,0.241127,0.36854,-0.834645,-0.703431,-0.234583,'\'(4.8-5.4]\''
1.155664,0.657086,-1.963646,-0.484111,-0.663707,-0.052874,-0.662829,-0.948544,-0.840396,'\'(5.4-6]\''
-0.931375,1.64376,-1.029122,0.566214,-0.573624,-0.166753,2.213215,0.312885,-0.59383,'\'(4.8-5.4]\''
1.155664,0.657086,-1.963646,-0.484111,-0.663707,-0.052874,-0.662829,-0.948544,-0.840396,'\'(5.4-6]\''
-0.931375,1.64376,-1.029122,0.566214,-0.573624,-0.166753,2.213215,0.312885,-0.59383,'\'(4.8-5.4]\''
-0.523947,0.496756,0.470197,-0.946864,0.375331,0.151277,-0.098115,-1.003944,-0.575087,'\'(4.8-5.4]\''
-2.338135,-0.445713,-0.807048,-0.651839,0.99171,-1.267274,0.046267,-0.772324,0.03789,'\'(5.4-6]\''
0.552893,1.402627,-0.181812,0.482243,0.641922,0.859386,-0.907678,-0.339377,-1.009896,'\'(4.8-5.4]\''
-1.920977,-2.270561,-0.458712,-0.709961,0.760702,-0.810237,0.948128,-0.772626,-0.222357,'\'(5.4-6]\''
2.086061,-1.698595,0.89095,0.366276,1.804025,0.430144,0.113297,-0.410947,0.916468,'\'(7.8-8.4]\''
-5.327797,-2.417676,1.123463,2.031471,0.115538,1.452817,0.234154,-0.952106,1.827098,'\'(4.8-5.4]\''
-1.309533,0.867184,0.206607,0.277415,0.29744,-0.50495,-0.271682,-0.536564,1.081549,'\'(4.8-5.4]\''
-1.572031,-2.712864,1.876208,0.93589,1.638337,1.506348,-1.756038,-0.158981,0.608064,'\'(4.8-5.4]\''
-2.441901,-0.937408,0.309822,-0.437946,-0.037805,0.462935,-0.439061,0.517171,-0.189919,'\'(3.6-4.2]\''
-1.297668,-1.542905,0.112715,-0.830485,0.555527,-1.103282,0.377115,-1.201721,0.478939,'\'(4.8-5.4]\''
0.219392,0.161733,-0.272114,-0.269934,-0.828268,-1.545792,-0.466668,-0.084031,-0.147486,'\'(5.4-6]\''
-0.277737,-0.861445,0.325906,-1.264618,0.12983,-0.934113,0.133597,-1.750092,0.83469,'\'(5.4-6]\''
-1.297668,-1.542905,0.112715,-0.830485,0.555527,-1.103282,0.377115,-1.201721,0.478939,'\'(4.8-5.4]\''
1.752468,0.509507,-0.337696,-0.415153,1.674904,-0.653188,-0.239179,-0.193475,0.846359,'\'(7.8-8.4]\''
0.916466,-1.227718,1.067171,0.37015,-0.481054,-0.207475,-0.378334,-1.076805,-0.142345,'\'(4.8-5.4]\''
0.219392,0.161733,-0.272114,-0.269934,-0.828268,-1.545792,-0.466668,-0.084031,-0.147486,'\'(5.4-6]\''
-2.015685,0.431998,-0.008941,0.723437,0.550034,-0.213594,-0.969736,-0.873939,0.457952,'\'(5.4-6]\''
-2.975132,1.256363,1.073789,0.64879,0.354502,0.484402,1.257527,-0.113106,-0.796777,'\'(3.6-4.2]\''
1.297921,1.415813,0.272801,0.142955,0.17272,-0.526437,-1.172884,0.22475,-0.322092,'\'(5.4-6]\''
1.490567,1.722268,1.285199,-0.78475,2.068591,-1.209628,-1.822382,0.285897,0.100583,'\'(5.4-6]\''
-3.097473,1.08397,-1.369455,-5.111467,-0.01281,1.074916,-0.258782,0.31592,1.597205,'\'(4.8-5.4]\''
-2.460338,-1.537079,-0.083674,0.038541,0.897965,-1.210388,-0.094741,-1.684646,1.350163,'\'(4.8-5.4]\''
-2.431797,0.19244,0.660506,0.571094,0.8608,-0.293912,-0.751796,-0.391196,0.143525,'\'(5.4-6]\''
0.146996,-0.71859,-1.018039,-0.575507,-1.136296,0.442219,-1.378812,-0.084609,-1.138894,'\'(5.4-6]\''
1.280345,-0.700353,0.7493,0.183171,-0.932062,-0.010391,-0.395381,-0.89157,0.55933,'\'(6.6-7.2]\''
2.175768,-0.673729,0.27219,-0.353331,-1.183288,-0.529129,0.278176,-0.544029,0.491261,'\'(5.4-6]\''
1.626528,0.707504,-1.223845,0.111979,1.974313,-0.39654,1.075284,-0.633926,0.561258,'\'(6.6-7.2]\''
0.613036,-0.188324,-0.209525,-0.816615,0.178042,-0.008473,0.155559,-0.877953,-0.132313,'\'(5.4-6]\''
1.571365,2.305339,0.47017,0.612862,-0.141806,-0.284816,0.018089,-1.782036,0.620066,'\'(4.8-5.4]\''
-3.057501,-0.575532,0.214628,0.387785,1.608232,-0.442455,-1.280256,0.252674,-0.10349,'\'(4.8-5.4]\''
-0.830082,0.351701,-3.179178,-4.061779,-1.493296,2.419129,-0.089611,0.884198,0.353428,'\'(4.8-5.4]\''
-1.043435,1.134973,-0.134821,-0.027736,-0.226603,-0.959051,-0.090586,-0.549336,0.765948,'\'(5.4-6]\''
0.054125,1.333738,0.815467,-1.31489,-0.279596,-1.413075,0.458556,-1.113621,-0.05318,'\'(4.8-5.4]\''
0.979893,-1.593443,1.014431,0.254691,-0.692959,-0.192712,0.136176,-1.218484,-0.009641,'\'(5.4-6]\''
-1.793194,-1.494418,-0.44627,0.573338,-0.791614,-0.327161,0.487629,-0.885073,0.778838,'\'(4.8-5.4]\''
-0.625368,-2.579028,0.03788,-0.988138,-0.188898,0.295566,0.166781,-2.2315,-0.273126,'\'(4.8-5.4]\''
-0.29511,0.833763,-0.537217,-2.002798,-0.713395,0.844732,-0.150807,-0.964569,0.214875,'\'(4.8-5.4]\''
